disease,postLink,postHeading,postContent,postTags
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/54471/save-up-9-off-for-get-rs3gold-selling-runescape-money-from-june-11-june-19,Save up 9% off for get RS3gold selling runescape money from June 11-June 19,"Towering buy rs 3 gold above a residential neighborhood on South Street is a 185foot tall, 110,000 square foot Buddhist temple. The building is easily the tallest structure in Raynham and once completed, will be the largest Thai Buddhist temple outside of Bangkok. From the online fantasy roleplaying game. Attorney's Office. According to biographical information from Michigan State, Litwhiler was the first major leaguer to play an entire season without committing an error (317 chances in 151 games in 1942) and played 187 consecutive errorless games over a period of two seasons. Litwhiler, a twotime Gold Glove winner, had a lifetime average of .282 with 107 home runs, 451 RBIs and 428 runs scored in 1,057 games played.. His delicate throwback ""Love Faces"" sits at no. 3 on Billboard's r chart right now, months after release. Carrie Ann said Kirstie is working it and age is just a number. She said Kirstie needs to match her movement in her partnership. 10. Another classic tale not to be missed is Leo Tolstoy's Anna Karenina which is showing at the Little Theatre and Odeon cinemas in Bath. But all that will come another day. This year, the Grotta Giusti was worth the birthday wish. World of Warcraft: Cataclysm became the fastestselling PC game of all time, shattering the previous record which was held by the second World of Warcraft expansion, Wrath of the Lich King of Warcraft Cataclysm preorder is a good start for bygamer's business, "" We have put up more coming released games and expansions for preorder this month, especially the highly anticipated DC Universe Online CD Key and EQ2 Destiny of Velious expansion CD Key."" said Jeffery. And according to bygamer product department manager Nelson, bygamer now have gotten everything ready for all preorders. I don know. Who knows? 15thseeded Bartoli is seeking her first Grand Slam title. Here we go again. The 2008 Hot Men of Medical Research calendar has been taken down and the 2009 Vomitoriums of the Rich and Famous calendar is waiting in the wings (wow, look at Mario Batali's gold inlaid porcelain jobby). They sensibly take advantage of this fact and then start flooding your current inbox plus snailmail box together with hundreds of Zero APR credit card offers right after the holiday season concludes. Knowing that in case you are like 98% of American open public, you jump at the possible opportunity to consolidate financial debt and shift balances to 0 interest rates credit cards.Well, I postulate that could live because Abigail and the girls commenced accusing other persons of witchcraft when they had been recently discovered dancing naked inside the woods and therefore, bad. Time and tide wait for no man ! Enjoy to join RS3gold Father's Day Event:up to 9% discount code ""EFD9"" for you buying RS3 gold ,RS 2007 gold or other RSgold products from June 11 to June 19, 2018. “EFD7”-7% off code (for all orders), “EFD9”-9% off code (When you order over $100+). And Deadman Summer Season Gold with 8% discount code""SDM8"" is hot sale on RS3gold.com now! Meantime, You can use 10% discount code ""RSGACC"" to buy all RS 2007 Account. You can buy RS3 gold from   on mobile as well.",
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/54435/adderall-makes-me-tired,Adderall makes me tired,"Hello. I have been taking prescription adderall for a while and have noticed that I don't get hyperactive from taking it, but in fact can most of the time lay down and take a nap. the first few doses I took seemed to help with my energy levels but eventually it stopped doing that. I take anywhere from 15mg to 20mg a day, and sometimes my last dose is late in the evening like around 4 or 5 pm and it still doesn't make me stay up late. I'm just curious if it is a normal thing for people with ADHD to get sleepy from stimulants. I also take lamictal and lexapro for bipolar/depression. Please advise. Thank you.","Symptoms , ADHD in Adults"
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/37650/dark-circles-under-eyes-after-adderall-use,Dark circles under eyes after adderall use.,"I've been taking adderall for almost 6 months now and one of the side effects I'm experiencing is dark circles under my eyes. I take plenty of vitamins everyday, drink enough water, and get plenty of sleep everyday but still the dark circles persist. Any suggestions as how to get rid of the dark circles and perhaps an explanation as to why I have them? Thank in advance.","Symptoms , Treatment & Care , ADHD in Adults"
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/55909/legality-of-stimulants,Legality of Stimulants,"Is it legal to have a year supply of a stimulant (ex: Adderall, Vyvanse, Ritalin, etc.) prescribed to you at one time? I live abroad where stimulants are legal but not distributed, so if I get prescribed a typical ADHD medication I’ll need a year’s supply.","Living With , Treatment & Care"
Brain & Nervous System Disorders,https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/24045/seizure,Seizure,"I have had a tonic clonic seizure and partial, but I am wondering if this could have been a type of seizure. I was helping my wife in the kitchen and was continuing to perform tasks, but completely lost about 20 minutes of memory. I had no idea what I had done with the salad I fixed or where I put it. After that I felt ok an remember the rest of the night.",Epilepsy/Seizures
Brain & Nervous System Disorders,https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/24531/dirty-emg-familiar-als-after-2-years-of-fasciculations,Dirty EMG/Familiar ALS after 2 years of fasciculations?,"Hi, I'm a 29 years old Caucasian male working as a programmer, my father developed bulbar-onset ALS at the age of 54 and passed away after 2.5 years. He had non-affected parents and 8 siblings, his condition was tentatively attributed to a heavy head trauma with brain contusion 14 years prior to the illness, and possibly lifetime diesel exhaust exposure (there was a study about truck drivers more suspectible to SALS). In August 2015, I started to feel a heaviness/subclinical weakness in my left arm and hand, which was worse in cold weather, but mostly gone into remission by now. Shortly after that, I started experiencing bodywide fasciculations, for which I had exams in September 2015. The neurological exam was unremarkable, the EMG found no abnormality in the left opponens pollicis, abductor digiti minimi and tibialis anterior. I also had negative SOD1 and C9orf72 tests. The fasciculations waxed and waned, slightly controlled by Carbamazepine and Diazepam, but somewhat worsened in the last few months, which I attributed to work-related stress. I have a hot spot over my left eyebrow which has been twitching almost non-stop for 2 years. Sometimes when I twitch, I experience an electric-shock like sensation going down the side of my neck. I have high arches (inherited from my mother) and I also experienced mild sensory symptoms, essential tremor, joint cracking, migrating back pain (scoliosis/sitting for long in an abnormal posture?) a spontaneously resolving right abducens palsy, and moderate trigeminal neuralgia-like episodes (every 3-4 months, moves from one side of the jaw to the other). Cramps were rare (once every 3-4 weeks), nightly and always happened in the calves. Prior to the onset of my disease, I had (mostly morning) nausea and vomiting for 3-4 years, which resolved appr. when the other symptoms started. I also had (and has) proctalgia fugax for years. My cervical MRI in 2015 was unremarkable (scoliosis), my cranial MRI in 2016 showed a DVA and a non specific periventricular occipital T2 lesion. In December 2016 I had a NCS, which found a mild carpal tunnel in my right hand and mild generalized temporal dispersion suggestive of demyelination. I had a clean immune test, incl. anti-GM1. In July 2017 I had a 2 week episode of left shoulder stiffness, which was found to be not spastic in a neuro exam. I also had a 2 day neck stiffness shortly after that, which I attributed to my lifestyle and work. In the last few weeks, I started to feel bilateral knee stiffness/""wobbling""/""jelly-like feeling"" (worse in the left side), which causes tremor when standing up after sitting for long. However, I was still able to hike 10+ miles in an difficult terrain even though I'm not athletic. What's more, my legs felt somewhat better after that. A follow-up EMG in this September picked up the following abnormalities, which is summarized by the EMG neurologist as ""minor abnormalities of uncertain etiology"" Mild amplitude reduction and temporal dispersion (worse than in 2016) in the left peroneus with decreased F-Wave persistence. Increased insertional activity, CRDs when moving the needle or percussion, fibs and psw in certain needle positions in the left tibialis anterior. Mild subacute neur. lesion. Incr. ins. activity, fibs when moving the needle, no spontaneous activity at rest. mild polyph. MUP in the left deltoid. This muscle was considered normal (?) in the summary Incr. ins. activity, fasciculations, fibs in multiple needle positions, active partial denervation in the left frontalis. Aplitude increase, fibs and fasciculations in some needle positions in the right longissimus thoracic. Subacute neur. lesion. Interference pattern/recruitment were otherwise normal. My questions/concerns about this EMG are the following: My understanding is that cranial and paraspinal denervation are highly specific for ALS. In that sense, and given the other findings, how valid are the ""minor"" and ""unspecific"" terms in the EMG summary My understanding from the poly MUP in my arm EMG that it's indicative of reinnervation. Is it possible in ALS to practically regain all strength for months in a muscle? Do the non-MND symptoms point to something or are they appear to be incidental findings? I strongly lean toward PMA/LMN-dominant ALS, but the onset of my symptoms, the lack of clinical weaknes, no athrophy (I have a dent in my right gluteus, but my neuro said it was pressure lipoathrophy, and I believe her), improvement in my arm and other symptoms seem very strange...",
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/47313/dislike-pills,Dislike Pills,I have ADHD and I hate taking pills is there some type of vaccine I can get periodically?,ADHD in Adults
Brain & Nervous System Disorders,https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/24257/my-head-hurts-before-my-legs-get-fatigued-in-track-sprinting,My head hurts before my legs get fatigued in track sprinting,"Hello, I've been doing high level track sprinting for a year now and am running into quite an annoying problem. After running full go for just 60m or repetitive sprints all the pain goes to my head. I get dizzy and sometimes start losing vision. It's almost always my head that goes first and don't even have the chance to get leg muscle fatigue. Any ideas on why this is happening?",
Brain & Nervous System Disorders,https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/25051/hemiparesis-full-left-side-w-clear-mri-and-ct,Hemiparesis Full Left Side w/Clear MRI and CT,"Thought I was having a stroke due to paralysis of my left side, arm, leg, trunk and neck with partial dullness to my face but had full facial movement. Rushed to the ER and admitted with TIA (which was later dismissed, an EMG/NCV is scheduled) MRI and CT was clear. Had been having headaches off an on for a few weeks (and a couple years), no migraine and no headache the day of the ""event"". Joint pain along with swelling in my left first finger and sometimes left thumb for about 6 months. Hip pain on the right for about a year and now since the event, my left hip is painful. Vision in my right eye is getting very blurry the last 6 months (always had 20/20), chest pain in random areas, I think it's my lungs and doesn't hurt more or less when breathing, just random stabbing pains constantly but my chest x-ray was clear. Echo was also clear with bubble study. Blood is perfect other then my MCH and MCHC has been on a steady decline by half a point to a full point every 6 months for the last 2 years. Digestive issues which are now just tossed into the ""you have IBS"" bucket. Something is wrong, but my symptoms are SO random and inconsistent (although recurring) that my doctors are starting to think I'm crazy! Any suggestions or things to test for would be ever so helpful~",
Brain & Nervous System Disorders,https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/25056/sickle-cell-anemia-and-hemiparesis,Sickle cell anemia and hemiparesis,"How does sickle cell anemia cause left sided hemiparesis and how exactly do you go about treating it? It's a case I'm reading and their CBC shows Hb 7g/dl, MCV 80fl, WCC 10x(1010)^9/L and Platelets 200x(10)^9/L and their CT scans shows brain infarcts",
Brain & Nervous System Disorders,https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/24085/head-injuries-in-the-past-headaches-after-drinking-now,"Head injuries in the past, headaches after drinking now","I've gotten three concussions (all three to five years ago) from when I played football in High School. This summer, I went on a roller coaster and suffered a tremendous headache, which I thought was strange. Now that I'm in college, every time I drink alcohol I suffer minor headaches shortly after. The strange thing about these headaches is that they last for the whole week following my drinking, and they're best described as almost a squeezing and pulsing sensation. To clarify, I'm not in tremendous pain, but I do find it strange that these headaches last so long following such little drinking. Any advice would be really appreciated! I'm not sure if I need to go to a doctor yet, but my friends are encouraging me to ask around on the internet. Thanks again!",
Brain & Nervous System Disorders,https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/22782/6-er-visits-one-nerve-block-and-still-no-answers,"6 ER Visits, one nerve block, and still no answers","After 6 ER visists, one nerve block, and one night stay in the hospital my husband is still very ill. He has a severe headache, vomiting, sometimes numbness on one side of his body, slur speech, not able to communicate well, and says things that don't make sense. He has no fever but feels very warm. CT was negative, MRI with out contrast did not show anything. The neurologist does not care that my husband symptoms are getting worse and just treats it like a migraine. He has not even looked at the MRI himself. My husband does not have a history of migraines. He had one in 2014 when he was deployed over seas and very sick. But having one does not make it a history. My husband is almost 30. His headaches wake him up at night and then the vomting starts. He has lost so much weight the past 2 weeks. He was very healthy and did not take any medication prior to 2 weeks ago. I am very worried about his lack of ability to tell me he is in pain, and the ramdom things he keeps saying. A spinal tab has not been done. The neurologist says he does not look sick enough.  My husband is very weak and very discouraged. He has never been sick like this in his life. He just wants to get better. Nothing is working.",
Brain & Nervous System Disorders,https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/25392/have-had-serious-falls,Have had  serious Falls,"Have had 3 serious falls , one the worst - I fell before i knew what was happening - I hit myself on the back of my Head- and soft area behind left shoulder - -was working for a well known company - they igmored the fall, and I let it go -- hoping I would live - - in about a week, I had a rainbow neon circle in one eye - in a couple months I had muscle spasms in onee shoulder -- eventually both shoulder-at the same time -- -another fall. I fell with no way to catch myself on my right side , my head bounced a couple times on right temple --fast forward about 5 yrs - i had a headache on right sidr of head -on top- - i let it go or some time - one night a pin like pain on side of eye above cheek- a vein had burst- have had 2 rounds of shots in eyeball00-- it helped a little - cant see straight ahead with that eye -can anything be done - like lazer ?? also have dizzy spells , for quite some time , and sometimes my eyes go crazy, like they are jumping around real fast ,and of course Im dizzy , and last a couple min or longer with the Dizziness,",
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/47504/adhd,Adhd,"I also have ADHD and dislike taking pills, i also have a strong cough and barely sleeping at night. Is there any possible way for getting a DM syrup prescription ?",ADHD in Adults
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/52165/the-connection-between-add-and-sleep-apnea,The connection between ADD and sleep apnea,"A search on WebMD for ""connection between ADD and sleep apnea"" produced no results. There were separate results for ADD and sleep apnea, but none for a relationship between the two. That's why I shared my story on Facebook, at    Short version: 20 years after my diagnosis with ADD (at age 49), I was diagnosed with sleep apnea. One month after using a CPAP machine, I no longer needed any medicine. The medication helped the symptoms, but cured nothing. The CPAP machine was a CURE.  ADD/ADHD has no single known cause, and (as such) has no ""cure."" Its presence is established only by its collection of symptoms. (There are many drugs that ease thew symptoms, all with side effects.) The symptoms of sleep apnea are virtually identical to those of ADD, and IT HAS a cure. My strongest recommendation: if you suspect you have, or are diagnosed with, ADD or ADHD, Get Tested For Sleep Apnea. If that's what you have, skip the expense and side effects of all those drugs. (As a veteran, I get the machine and all supplies for it for free.) Sleep Apnea is not just about snoring (although a CPAP machine puts a stop to snoring). It's about cumulative physical and mental damage. When your airway is obstructed by excessive tissue in the throat, a cycle repeats of 1)cessation of breathing, 2) buildup of CO2 in the lungs, 3) an autonomic response of a release of adrenaline, which wakes you up enough to get you to roll on one side, allowing breathing to resume, but not enough to bring you to full consciousness. This cycle typically repeats a hundred times a night. Your mind suffers from lowered oxygen levels and low-quality, non-restorative sleep. Not only do you wake up tired, your mental functions suffer all day.  In addition, those 100 shots of adrenaline every night have cumulative negative effects on both body and mind. Questions I can't answer: do ALL people ""who have ADD/ADHD"" actually suffer from undiagnosed sleep apnea instead? Does ADD, as some claim, not exist? Have there been any studies connecting ""ADD"" and sleep apnea? (I have found nothing hitting this target. If you have, please respond.) Questions I CAN answer: are medical professionals aware of the overlap of symptoms? (In my experience, no.) is Big Pharma motivated to find cures, rather than medicines to mask symptoms? (NO.) Will most people in authority avoid addressing this issue? (Yes.) Are healthcare and other professionals in contact with the affected population surprised when informed of the overlap in symptoms between ADD and sleep apnea? Always.  Can I make a difference? Maybe. Likely not through official channels, but directly to the public. Most of us are affected, directly or indirectly, by this pandemic. I'm trying to arrange a TED talk on the subject.","ADHD in Children , Symptoms , Treatment & Care , Diagnosis , ADHD in Adults"
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/46490/add,ADD,I have had ADD for many years and have been switched with different generics here and there depending on availability sometimes after taking my medication I get extremely drowsy and could pass right out anyone have that or know why that would happen?,"Living With , Symptoms , Treatment & Care , Diagnosis , ADHD in Adults"
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/36833/advice,Advice,"I don't know where to start.. I'm 19 currently in college, I've struggled with a lot since I was in grade 8 or 9 or so.. a couple years ago I was diagnosed with bipolar disorder and then pre menstrual disphoric disorder. More recently ADHD, I'm not on any medications for that but I have been pretty stable on lamotrigine and nuvaring for the other things (though I suspect they need to up the dose or the lamotrigine).  Anyways, for over a year I have done HORRIBLE in school, failed pretty much every single class. It's gotten to the point where I got kicked out of the program I was in.. I decided to take a term off and then go back in a couple months, try and figure out med for ADHD and then start back up in school. Though since I've been back I noticed how tired and how old my parents are getting and they don't want to retire until my siblings and I are though school.. So I was thinking of scholarships and then I saw a class and I really want to do it but I'm honestly so scared of failing again and it's such a drain on money...  Idk what exactly I'm looking for but I need some one who understands.. I can't tell if it's ADHD or other things or maybe I'm just lazy and not motivated enough.. what do I do?","Living With , Symptoms , Treatment & Care , ADHD in Adults"
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/40943/cup-of-coffee-with-vyvanse,Cup of coffee with Vyvanse??,"I used to take Concerta for my ADHD all the way through grade school and stopped after I graduated. Almost 3 years later I am back on medicine, but this time it is Vyvanse. I am a serious coffee enthusiast and enjoy a cup or two of the wonderful drink most days. On days when I do drink coffee while on the medicine, I seem tense and have a elevated heart rate. The medicine already increases your heart rate, but I don't know how much is from the medicine or how much is from combining both the medicine and coffee. The whole don't mix two stimulants or a stimulant with a depressant bit I see on forums is a bit confusing. Is it okay for me to drink a cup a day with Vyvanse?","Symptoms , ADHD in Adults"
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/6632/getting-diagnosed,Getting Diagnosed,I am a 15 year old female and I think I have adhd. I was wondering if there was anyway to get diagonsed online by a doctor for free?,
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/42719/how-might-i-approach-the-fact-that-i-act-like-a-10-year-old-sometimes-when-i-am-15,how might I approach the fact that I act like a 10 year old sometimes when I am 15.,I am a 15 year old girl and my physical and mental aging process is slow. I am under weight and my body structure is also smaller than normal. I have been compared many times to that of a ten year old girl mentally. I am compared to a 11 year old girl physically. I want to start understanding how to act my age got any advice for me.,"ADHD in Children , Living With"
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/42144/confused-stressed-worried-about-add,Confused stressed worried about ADD,"Hello everybody, it's nice to meet everyone. I was told by my GP I was ""highly likely"" to have ADHD(focusing more on the inattentive, some but few hyperactivity) as a young adult. I just don't know about this whole process and everything.. I started taking ritalin 10mgx3 a day, which seems to be the standard starting medication. It worked for an hour but would wear off, and after telling my GP he gave me a generic of concerta, and concerta generics have a history of not working after doing my research, and this one felt like I was taking nothing overall. After 2 weeks of that I took some of my leftover ritalin pills and today was the first time it didnt really work. Is it possible my GP made a mistake in his diagnosis, maybe I dont have ADHD? Is he testing me to see if I truly have it by giving me these kinds of medications? Is it normal for it to take multiple tries to find the right medication? Do I need to employ other methods on top of the medication so I can actually focus and study for once in my life? Can my doctor prescribe me medication even if I dont have it? I feel like I dont even know what is normal anymore, everyone says they have ADHD cause they hate their prof and cant focus during lectures, what if thats me? But I also scored high on my doctors ADHD test and other online adhd tests, and everytime I watch a ADHD video for the most part I feel like they literally describing all my tendencies and I could really really relate to them which was what prompted me to talk to my GP about this. TL;DR if someone with alot of experience could talk to me for 30 mins thatd be nice, Im just really confused Thanks to anyone who read the whole thing","Living With , Symptoms , Treatment & Care , Diagnosis , ADHD in Adults"
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/47052/how-to-cope-with-attention-deficit-disorder-in-college,How to cope with Attention Deficit Disorder in College?,"I feel like my ADD is significantly worse in college than it was in college. I feel like the more stress I'm under, the worse my symptoms get. My mind becomes even more of a jumbled mess. I feel I have so many mental obstacles that feel impossible to overcome even with taking prescribed medication. it feels lonely and hopeless.",ADHD in Adults
ADD/ADHD,https://messageboards.webmd.com/health-conditions/f/add-adhd/46771/adhd-loneliness,ADHD Loneliness,"Hi, I'm a teen and I'm going through some problems right now in my life. I have ADHD and I'm starting to connect most of these problems with my ADHD. For my whole life I haven't had any friends and I've been lonely because I have no idea how I should approach someone I enjoy being around and asking them to ""hang out"" or whatever. When I was a kid I couldn't control my ADHD as well as I can now, and I got in fights a lot. This lead to nobody wanting to be around me and therefore me not knowing how to make friends. I don't really know if anyone can help me but I thought I'd create a post because why not. I hope someone replies to this because I think my depression is starting to worsen by the day. i just need some help or people to relate to so I don't feel as lonely. Thanks for the help, cya (;","ADHD in Children , Treatment & Care"
