disease,postLink,postHeading,postContent
Nail Disorders,https://patient.info/forums/discuss/which-treatment-has-worked-best-for-your-nail-fungus--694513,Which treatment has worked best for your nail fungus? ,"Which treatment has worked best for your nail fungus? I know that everyone is different but I'd just like to see what treatments have worked well for you? And on top of that which ones haven't worked well for you? I had a nail fungus and used the Fugacil cream for a week and it looked to have gone. My sister, on the other hand, got rid of her toenail fungus for around a week until she discovered a re-infected nail. 0 likes, 0 replies "
Nail Disorders,https://patient.info/forums/discuss/index-finger-nail-curls-down-pinky-nail-splits-on-side-694678,Index finger nail curls down & pinky nail splits on side,"First, I am asthmatic, so not sure if a chronic lung condition is the culprit.  But both of my index finger nails curl downward...for YEARS.  And my pinky nail has a vertical line on the side from bottom to tip and I have to clip it down halfway.  If I don't, once it grows past the half way point, it actually splits off from the nail and gets caught on everything.  Anyone have any clues or ideas????   0 likes, 2 replies "
Nail Disorders,https://patient.info/forums/discuss/nails-growing-curled-675397,Nails growing curled,"Some of my nails grow curled and i’m unsure why?  0 likes, 2 replies "
Nail Disorders,https://patient.info/forums/discuss/nail-slightly-separating-from-nail-bed-695450,Nail slightly separating from nail bed,"I hit my nail on a piece of wood at work last night, the acrylic is still intact but it feels like my nail itself is separating from my nail bed, what can i do to help the healing process? 0 likes, 0 replies "
Nail Disorders,https://patient.info/forums/discuss/my-acrylic-has-lifted-my-natural-nail--696440,My acrylic has lifted my natural nail!!!,"Hi, 3 days ago I banged my thumb on a wall and my acrylic has lifted my natural nail. It bled a little and I strapped it up although its still very tender and has a strong pulse. The nail almost seems like its secured back into place too and wont lift up fully without force. Im scared that if i visit my doctor or walkin centre they will have to remove the full nail, which sounds very painfull! SOMEONE PLS HELP!!!  0 likes, 3 replies "
Lichen Sclerosus,https://patient.info/forums/discuss/ls-and-bowel-movements-696472,LS and bowel movements ,"The doctor confirmed my suspicions that I have a lot of scar tissue around my anus.  I also have a tear on my perinium. I am having a very hard times with BMs.   I am taking stool softeners and sitz baths.   Nothing is helping. I would love any advice.  I am in a lot of pain I am currently out of Lidocaine jelly. 0 likes, 11 replies "
Lichen Sclerosus,https://patient.info/forums/discuss/lichen-planus-696944,Lichen planus,"does anyone have these white flat sores on your skin. I went to the dermatologist and he told me I was covered in these white sores and boy do they itch. if anyone has this can you tell me what you use on them. He told me to use slob but it still don't help with the itch. what would you do for this 0 likes, 6 replies "
Lichen Sclerosus,https://patient.info/forums/discuss/done-with-this-horrible-thing-now--696486,Done with this horrible thing now.,"Hi! I've posted a few times before so i'm sure some of you will know my story. My question is how do you cope with this mentally? I'm 21 years old and its really starting to affect my life now on a daily basis physically and mentally. How are you supposed to have relationships with anyone? Its rare that I get a period of remission and I find it really hard to get my head around at my age how i'm ever supposed to get used to this or live with this or ever find someone who will understand this? I just really need some advice now 😦 0 likes, 10 replies "
Lichen Planus,https://patient.info/forums/discuss/lichen-planus-friendly-mouthwash-690554,Lichen planus friendly mouthwash,"I have lichen planus in my mouth and use a steroid mouthwash for flare ups. I have poor enamel and have been advised not to over brush. i tend to only brush at night and have tried a range of mouthwashes to use after breakfast but even alcohol free make my mouth sore. I would be very grateful for advice. Many thx DEB 0 likes, 5 replies "
Lichen Planus,https://patient.info/forums/discuss/clotrimazole-betamethason-and-aloe-vera-687111,Clotrimazole-Betamethason and Aloe Vera,"My periodontist prescribed Clotrimazole-Betamethason for years for when my OLP is in an active cycle. It helps somewhat but the side effects make my lips very dry and chapped.  Lately the cycle has lasted longer, more lacy areas in the back of my mouth, blisters, and occasional ulcers on the gums above my teeth. I've lived with this for 7 years but starting to get annoyed that nothing seems to really work. I've tried home remedies including aloe vera, but the gel says not to be taken internally. Does anyone know if it's safe to just rub the gel on my inflamed gums? I've gone up and down with this condition. Sometimes I adapt quite well but lately I feel rather hopeless and wonder what the future holds. 0 likes, 1 reply "
Lichen Planus,https://patient.info/forums/discuss/erosive-oral-lichen-planus-other-autoimmune-conditions-683726,Erosive Oral Lichen Planus & other autoimmune conditions,"Hi, I have had OLP (erosive) for approx 2 yrs in the past 2 yrs I have round out I also have autoimmune hypothyroidism (Hashimotos) I find the oral lesions happen in conjunction to my flares, which makes sense being autoimmune in nature. My question is to those with OLP, do you have any other autoimmune disorders ? If so, what are they? There are no real answers as to what else will pop up when you have an  autoimmune disease, just band aids (corticosteroid gel for the mouth, pills for the thyroid) just trying to do my own research thanks in advance Trudy 0 likes, 20 replies "
Lichen Planus,https://patient.info/forums/discuss/biopsy-on-oral-lichen-planus-686932,Biopsy on Oral Lichen Planus,"Hi all,  has anyone had a biopsy done for OLP? How long did it take to get the results please? Had mine done 6 weeks ago and still no result. 0 likes, 16 replies "
Lichen Planus,https://patient.info/forums/discuss/child-with-lp-683027,Child with LP,"Hi All, My just turned 4 year old has recently been diagnosed with LP currently awaiting appointment for another round of steroid cream. very rare in children so not a lot of information out there, so after any child friendly ideas to relief   and help the process of healing. He fell over yesterday and took the top of a few of the blisters and they are red raw just need to try and get this process started quickly as possible. Thanks in advance 0 likes, 4 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/natural-source-raw-thyroid-650047,Natural Source Raw Thyroid,"Where can one purchase the Natural Source Raw Thyroid?    is caused by internal or external sources.  I have no causes externally, so it must be coming  from within. I believe the medication is causing this overwhelming bad feeling. So what do I do? 0 likes, 3 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/help-help-652942,Help help ,"3 weeks ago my levo was upped to 100mcg and ive had a slighty swollen gland on left side of neck out my mind with worry any ideas please  0 likes, 4 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/levothyroxine-and-anxiety-651624,Levothyroxine and anxiety,"Does anyone know if you can develop a side effect from levothyroxine after taking it a while? I was on 50mcg for years with no problem. My TSH was 5.1 end of December so Dr increased to 75mcg. Then 10 days later constant   started and no appetite. Rechecked TSH 6 weeks later and was 1.2 so Dr thought mYbe the drop was too fast for my body so we decreased dose to 25mcg. Still having constant nervousness. Just wondered if maybe it’s the levothyroxine, and my body maybe just can’t tolerate it since we played around with the dose.  Any insight would be so appreciated. Thanks  0 likes, 2 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/i-had-a-thyroidectomy-10-years-ago-2017-was-a-very-traumatic-year-for-me-anxiety-high--652972,I had a thyroidectomy 10 years ago.  2017 was a very traumatic year for me.  Anxiety high!!!,"Since the removal due to nodules in the thyroid, Levothyroxine was given  I started at 150mg.  Seems to be ok, slight fluctuations in doses.  137 to 150 and back.   This past year had be extremely traumatic for me and the family.    August I was rear ended totalling my car.  Pretty wicked   I was sick for 2 wks.  With in those 2 wks we noticed our one cat was acting sick not eating.  Found out that thought he had stomach  .  So we had to put him down..       Then October, my daughter had an accident, someone pulls out in front of her, totalling her car.  Were both still going to therapy to fix our bones and muscles.  Then the worst of all... My very best friend in this world after fighting a second battle with metastatic breast cancer, passed away in December.   I am going to grievance counseling thanks to her.   Anyway, with all that has happened, I'm having extreme anxiety at night, then I had a panic attack 2 wks ago. Not understanding what was happening to me.  I just thought it would ease up.   It wasn't.  So I looked up the Levothyroxine Anxiety issue.   I really think due to all that I have gone through last year, it has definitely affected my body.  I just started lowering my level so I don't want to jump out of my own body!  I though I was losing it till I read the affects of the drug.    I am going to call my endocrinologist and see what to do about this.... I was to go for levels but I'm waiting to see if they want me to lower even more.  I feel like maybe the shock of everything has changed my need for the level im currently on.  Has anyone experienced this or something similar????  Thank you  0 likes, 3 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/crippling-joint-pain-653437,crippling joint pain,"Hello all, If it’s not one thing it’s another right?  I’m 54 years old, moved to Colorado the end of September because hurricane Irma took my home and community.  I was feeling fatigued, but after awhile knew it was more than mourning the loss of my home as I have experience in mourning as I lost my 29 year old son suddenly 4 years (to the date) prior to Irma. it took me 3 doctors before one finally tested my thyroid (oh yea, my hair was getting very thin by then) he tested me and sure enough I have an under active thyroid.  My THS 6.480, Free T-4 direct 0.73.  My doctor started me on my hair was getting very thin by then) he tested me and sure enough I have an under active thyroid.  My doctor started me on Levothyroxine 25mg and it’s beef 8 days and I can’t take it any longer, my joints hurt to the point I can’t sleep.  Trust me, I’ve broken 8 ribs, I know painbut this pain is almost unexplainable but I know not worth trying to push through in the hopes this one medication will work, my readings show there are others.  I’m looking for inpu5 if anyone else has had this reaction and if so what did they do, has anyone tried Armour and have better results? Any insight would be greatly appreciated. Sincerely, wendy 0 likes, 10 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/lowering-levothyroxine-486767,Lowering Levothyroxine,"Hello, I was hoping someone could elaborate on my levels. I just got my blood results back today and they are lowering me from .112mcg of levothyroxine to .100mcg. They told me my TSH level is .170 and my T4 level is 1.5, I have no idea what this means, but I do know I have been miserable. My resting bpm has been 140 and I have been feeling like I want to come out of my skin. Functioning from day to day has been difficult and I have also been having bad constipation. Thanks for reading. 3 likes, 62 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/graves-disease-low-libido-657439,Graves' disease low libido ,"Graves' disease killing my sex drive ! My sex drive absolutely zero can Graves' disease lower dopamine level ? My total testosterone level normal but my SHBG level very high plus free testosterone very low ! I was diagnosed 2008 Graves' disease 2017 April I had rai treatment but didn't work now waiting for second rai treatment my TSH level still 0.01 this thyroid problem ruined my life  0 likes, 3 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/thyroid-medication-been-upped-not-feeling-well--647408,Thyroid medication been upped not feeling well.,"Hi, i have had thyroid underactive for a very long time. Been on so mamy different levels of thoroxcine from 100mg to 200mg. I was on 150 for a year and now my doctor said my levels are low need to go up to 200mg. I started this 6 days ago and have symptoms of feeling foggy in head , dizzy sometimes and still feeling so down and tired. Is anyone in same boat? Im also getting bad   again. 0 likes, 11 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/levothyroxine-and-constant-bleeding-662710,Levothyroxine and Constant bleeding ,"Can anyone help Been on levothyroxine for nearly 2 months and have been spotting/light bleeding for 6 weeks. Has anyone else experienced this? Will it stop when body adjusts?  Thanks!  0 likes, 2 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/natural-dessicated-thyroid-668942,Natural Dessicated Thyroid,"Hi, Does anyone receive Natural Dessicated Thyroid on an NHS Prescription? 0 likes, 0 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/shrinking-penis-668077,Shrinking penis,"I have to admit I noticed while getting my Asian massage but I thought it was because she may have been a little rough with me. However I’ve noticed significant shrinking in the width of my penis and the length here recently. I later found out by my PCM that I  have Hypothyroidism. I’ve searched other side effects but this is a big one. How long does this go on? Will it slow down with the continued use of Synthroid? 0 likes, 0 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/i-m-feeling-horrible-i-began-taking-synthroid-125-mcg-3-days-ago--662091,I'm feeling  horrible. I began taking  synthroid 125 mcg  3 days ago.,"My vision is burry. My mouth is slightly burning. My ears are popping.  I can not tolerate any perfume smells or chemical which makes me feel depressed. That is the worst of the symptoms. I've been to numerous doctors. Can anyone help me? I'm in the medical field. Hypothyroidism; insomnia, are some of my symptoms. Help, please help! 0 likes, 1 reply "
Levothyroxine Sodium,https://patient.info/forums/discuss/body-aches-and-levothyroxine-666279,Body Aches and Levothyroxine,"I need some help from others who may have had problems with Levothyroxine.   I have been on a low dose of levo (.375) for about 15 years.  About 4 years ago I gained about 8 lbs. in a month.  I saw a doctor who said my thyroid was a little sluggish, put me on armour and said it should help. I remember taking the armour and felt a zing though my body - not a good zing.  I tried it a for a few days and couldn't take it anymore so she put me back on levothyroxine and upped me to .50mcg.  When I took it remember not feeling right - I checked the labels and it was exactly what I was taking before, just a little stronger dose.  I shrugged it off figuring it was all in my head.  A year later I saw my primary doctor at a physical and I was complaining of body aches and pains - I felt like I had   but wasn't swollen.  She sent me to all different doctors to check for arthritis, lupus, ms, bone problems, and (thankfully) everything checked out ok.  The only thing that showed up was a high ANA and thyroid antibodies which were pretty high.  A couple of months later I had sever muscle pain that started in my arms (could not even lift a case of water) then after 2 or 3 months it just went away and it then happened in my legs (couldn't get up from a sitting position and had a very difficult time walking) - again lasted 2 or 3 months and then just disappeared(thankfully)  just as fast as it appeared.  I decided to see an endocrinologist.  He told me the pains were not thyroid related.  He upped my dose and changed me to synthroid.  Life went on as usual - next visit he upped me again.  Funny thing is I never felt any difference when taking these thyroid meds - because I never started them because I felt bad just a high tsh. At my last appointment  he asked how I was feeling I told him ok - I just have the fibromilagia pains.(no one every actually diagnosed me as I kept getting passed around from doctor to doctor with a ""you're fine"" pat on the back)  My tsh level was a little high so he upped my dose.  I took my first dose and by the end of the night I was very achey. I continued for 2 days and by the 3rd day I couldn't get out off bed.   I decided to try not taking the medication and after 2 days I felt so much better.  I asked to switch to tirosint (thinking it was the fillers)   I just tried that and the exact same thing happened...I couldn't move .  I gave it three days and then I stopped.  I have now been off it for 3 days and I once again feel much better.  Not 100% but much better - enough to know that it is the levothyroxine that is causing my aches) I feel like I was poisoning myself all these years and I can't help but wonder if I caused my thyroid antibodies to kick in because it didn't want the levothyroxine.   Has anyone else had problems with levothyroxine?  What did you end up doing to make yourself better?  0 likes, 10 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/raised-medication-to-100mcg-not-feeling-right-667960,Raised medication to 100mcg. Not feeling right,"Hello people I have recently 01/07/2018 been put on the 100mcg of levothyroxine. I have noticed this dosage is effecting more than my previous two. 50 and 75. I am anxious more and plus Ive got a dizzyness feeling on and off. Do you reckon the dose is too high for me 0 likes, 4 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/having-bad-side-effects-on-levothyroxine-592435,Having Bad Side-Effects on Levothyroxine,"Hello, I think a lot of my problem is my own making and I'm really sorry. But basically I have really bad anxiety problems, and I have also been very paranoid of and scared of my medication. My doctor is lovely & has been coping with me & my meds the past 8 years. I was diagnozed at 18 and I am now 26.  Anyway, I haven't taken the meds properly in the last 2 or so years. I've taken them now and then for a few weeks and then stopped. Partly because of side effects and anxiety. But my last blood test showed crazy high levels and my doctor said I need to take them regularly now. I think, right now I need to start being responsible about it.  I've been on them regularly now for a week or near enough a week and honestly, I'm getting such horrific headaches. I feel dizzy all the time. It's hard to focus. It hurts.  My dosage is 175mg. It must be just like going straight onto that because of how i hadn't been taking it regularly before. Are these side effects normal, or should I take a lower dose or wait it out?  I've been reading about people's experiences, with hair thinning, gaining weight, etc. I thought these were the types of things levothyroxine was supposed to combat. I all ready have such low self esteem in how i look that i rarely want to go out; i don't want it to get even worse because then the cycles of being anxious and depressed continue. I'm honestly just so... Fed up of being anxious and having headaches and being ill. Please help.  0 likes, 9 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/study-finds-giving-of-levothyroxine-to-pensioners-a-waste-if-time-and-money-euthanasia--671648,"Study finds giving of levothyroxine to pensioners a waste if time and money, euthanasia?","Published in 2017 by national newspaper entitled, Levothyroxine, Drug used in thyroid treatment is a waste of time and money.   Oh,   I really thought I needed this drug to keep me alive..silly me, ...why did I think i might have a long retirement.. The study was done by a British rheumatologist so not even an endocronologist. Definately something to keep an eye on. 0 likes, 1 reply "
Levothyroxine Sodium,https://patient.info/forums/discuss/unacceptable-side-effects-of-levothyroxine-30055,Unacceptable side effects of Levothyroxine,"I was described Levothryoxine 2 years ago and my GP has increased it until I am now taking 125mcg.    I have never had so many various symptoms in my life - severe weight gain including puffy face and eyes, very itchy dry skin, brittle nails, thinning hair but the major items are the pains in my joints and muscles - especially in my knees and my hands.  The doctor said I have carpal tunnel syndrome and also now have high cholesterol,,,,,,,  When reading other peoples' experiences it would appear that many people have all of these symptoms so why is it that GP's do not take this illness more seriously.   I recently asked if I could have a full blood showing all readings and also if I could be prescribed Armour and was told no.   It also scared me to find that several pharmacists in major chemists haad never even heard of Armour.   Has anyone felt like they have had enough and just stopped taking Levothyroxine and what was the result? 40 likes, 1181 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/misdiagnosed-hypothyroid-taking-levothyroxine-672483,Misdiagnosed hypothyroid & taking Levothyroxine,"2 months ago I was going through a lot of life changes. I am also on a vegan diet.  I was having weird episodes where I would have this throbbing   which lead to a tingling in my chest and then hard to breathe. It would keep me from sleeping at night and make me extremely anxious. After many nights of this I went to after care and they said I had a low heart rate (resting HR of 43) and sent me to the ER. At the ER they said they couldn’t find anything abnormal with any of my tests including multiple EKGs. The doctor diagnosed me with migraines. He said my TSH was a little off (tsh of 6) but my free t4 was normal so it was nothing to worry about). I had a follow up with my primary doctor who was convinced that it was hypothyroid because of my extreme fatigue following these episodes. She put me on 50 mcg of levothyroxine. My first day of the levothyroxine I had a panic attack that was the worst I ever had - it made my whole body go numb and I was shaking like crazy and my heart rate was over 100. Soon after this she put me on fluoxetine for my   (20 mg). After a horrid week of both medicines I was having horrible panic attacks including waking up in the middle of the night and sitting for hours scared to go back to sleep, labored breathing, confusion and depersonalization, dizzy and lightheaded, and extreme thirst. I stopped the fluoxetine after 6 days due to many hospital visits where they have said nothing was wrong. My labs in between this time said that my tsh was at a normal level (this being before the medicine could even get into my system- it had only been a week). I have now been on levothyroxine for 3 weeks and have had extreme anxiousness, excessive thirst (drinking over a gallon of water a day) and insomnia and restlessness. I went back to my doctor and she took me off of the levothyroxine to see if my labs would stay consistent and normal since there was so much fluctuation the past 4 weeks. Does anyone have any advice/experiences like this where they may have been misdiagnosed and taken levothyroxine? Have you had side effects like this to this medicine? Any insight would be very helpful! 0 likes, 5 replies "
Levothyroxine Sodium,https://patient.info/forums/discuss/4-years-of-horrible-foot-pain-i-have-hashimoto-thyroiditis-and-am-on-088-mg-of-levothyroxine-675113,"4 years of horrible foot pain, I have Hashimoto Thyroiditis and am on .088 MG of Levothyroxine","I was diagnosed 14 years ago with Hashimoto disease. At the time I was put on a very low dosage of Levothyroxine. It has been increased a couple of times but I am still only taking .088 MG. 4 years ago I started having horrible bilateral foot pain. It feels like I have lots of little broken bones in my feet. Recently the pain has moved to my Achilles, ankle and lower calf. Initially I went to see an orthopedist who felt like I had a metabolic bone disease. I have seen 3 different endocrinologists, one of which was part of a week long stay at Mayo Clinic in Rochester, MN trying to get some answers. I have been to 2 podiatrists, 2 additional orthopedists, a pain management doctor, an accupuncturist, a holistic doctor and reflexologist. I have had a few stress fractures in my feet during the 4 years but not the entire time. I do not have any now. The main thing I have been told is that I have osteoporosis but osteoporosis does not cause pain. I have done everything that I have been told to do concerning the osteoporosis. I did daily injections of Forteo for 2 years and take Calcium supplements. The reflexologist/massage therapist has helped me get to the point that I can somewhat function but the pain is still there and if I am on my feet too much, it gets bad. I have always been very active so this has caused a drastic lifestyle change. I am 62 but feel 90. Recently I have started seeing things about people who feel like the levothyroxine causes their pain. I am at my wits end and am reaching out for any thoughts or suggestions!    0 likes, 1 reply "
Levothyroxine Sodium,https://patient.info/forums/discuss/think-all-levothyroxine-tablets-are-the-same-they-re-not--414077,Think all levothyroxine tablets are the same? - They're not!,"I found out by accident that different manufacturer's but different ingredients in their levothyroxine tablets when I had an adverse reaction to a batch of levothyroxine. Here are the details. I am on 175mcg of levothyroxine. I hadn't got any 25mcg tablets to hand so I used 100mcg tablets and chopped them up to use one x 100mcg and three quarters x 100mcg. I followed the guidance and took the tablet in the morning (having not eaten anything since 7pm the previous night), an hour before breakfast. Within a few moments, my tongue felt sore (like I'd burnt it) and I had a metallic taste in my mouth. A few minutes later I started  . These are the typical reactions I get when I have eaten a food I am intolerant to. The patient information leaflet with each set of tablets gives the following information (I have highlighted the differences in bold). The tablets by MercuryPharm contain: 25mcg anhydrous levothyroxine sodium,  , lactose, maize starch,  , magnesium stearate and purified water. The tablets by Wockhardt contain: 25mcg anhydrous levothyroxine sodium, lactose,  (fine powder), maize starch, magnesium stearate. I react to one manufacturer's tablets much more than the other manufacturer's. How each person will react is particular to them. I thought I would just highlight to everyone that there are differences and if one brand doesn't suit you, it is worth trying another. I have suspected for a long time that I was reacting to my levothyroxine medication and thought it was due to the lactose in it - I'm intolerant to milk. It may still be so, but the maize starch could also be a problem as I have a histamine intolerance and need to avoid all grains. I even asked my doctor for an alternative levothyroxine that didn't contain lactose. The only one he is able to prescribe is liquid thyroxine, but at £100 a bottle it is, understandably, only prescribed to people with a bad milk allergy. I didn't qualify as my intolerance doesn't show up on the RAST test (a notoriously unreliable test for  ). My cow's milk RAST test (Xalc9) result was 0.3 (range kUA/L 0 – 0.34) - though it should have registered zero as I had not had any milk for 4 months. I stopped having milk in my diet in February 2015 because I got a rash and blotchy itchy   came up on my arms – the doctor saw these and referred me to an immunologist. I am still waiting for the appointment. In the meantime I am researching doctors who will prescribe NDT. See UK website Thyroid Patient Advocacy. 2 likes, 10 replies "
