disease,postLink,postHeading,postContent
Cataract,https://patient.info/forums/discuss/iol-flickering-a-simple-solution-696686,IOL flickering: a simple solution,"Hi all, for people with persistent eye-movement-related light flickering after cataract surgery, even months or years later, there is something worth trying: dilating eye drops. The flickering after pupil dilation miraculously stops. This happens because the capsule complex wobbles inside the eye, catching the light (probably more on the edges, with side lighting, but also on the plate, with frontal lighting) and making the light flickering. There are several videos proving that disturbance (check on youtube ""ewa ingram flickering""). According to several doctors, it happens when patient's ciliary muscles are still active (usually in young people), they contract making the capsule and lens to wobble because of loose zonular system. Using dilating eye drops, it paralyzes the  ciliary muscles, fixing the iol wobbling. 0 likes, 1 reply "
Cataract,https://patient.info/forums/discuss/still-have-glare-and-shadowy-floaters-after-2-years-from-surgery-697137,Still have glare and shadowy floaters after 2 years from surgery ,"been on here several l times in last year and half. will my eyes ever clear up normal. still seeing wavy glare and shadows if black floaters 0 likes, 5 replies "
Cataract,https://patient.info/forums/discuss/how-close-can-i-expect-to-see-697160,how close can i expect to see,"Hi.  I had a toric distance IOL put in one eye a few weeks ago, but there was a refractive surprise.  It looks like I'm a bit farsighted and having residual  .   I have pushed back doing the other eye while this one heals. Anyway, I was told to get a contact lens to correct the error until we decide if a second surgery would be better. So here's my question.  With the contact, meaning the refractive error will be corrected, how close will I be able to see?  With the error, I am currently blurry at all distances.  I am not eager to have surgery until I know exactly how much I want to fix the refraction, which is while I am going to try contacts at a few powers.  (ie, 1. Set at plano; 2. -0.50; 3. -1.00)  That sort of test run, if you follow. My doc says I should clearly well from about a meter out set at plano.  Is that correct? I am trying to confirm this online, but I see a lot of different opinions on what to expect of a distance IOL.  Sometimes I see claims of blurry until 15 ft, sometimes I see  claims of seeing well much much closer, like 3 feet.   Both my inlaws with distance IOLs see well up to a arms length. I have a Tencis, btw.  Monofocal.  Toric. 0 likes, 22 replies "
Cataract,https://patient.info/forums/discuss/wrong-lense-698174,Wrong lense,"I had surgery done on my left eye on feb 20. I was told I would need glasses for reading. It seems its the opposite I can see upclose but my vision distance is blurry. My doctor told me to wait until Im finished with the drops. Im scheduled for my other eye to be done on Wednesday. Has anyone else experienced this? 0 likes, 8 replies "
Cataract,https://patient.info/forums/discuss/was-my-cataract-surgery-premature--697831,WAS MY CATARACT SURGERY PREMATURE???,"Hi all!! I initially had above average close vision but somewhere in my 40s distances became a bit difficult and I was prescribed bifocals with clear glass bottoms. I then required glasses to drive but improvement in distance vision and minor deterioration close up reversed this. My 10 year of diabetes has seen my eyes examined annually then 6 monthly as other issues surfaced.  , Epiretinal Membrane (shadows on the orange with red lines image) and a slowly growing hole in the centre of the retina image. At my latest review I was advised to have the cataracts attended to. I was told after this procedure I would require glasses to read. As I did not do much personal reading I went ahead without sufficient thought. Pre surgery I was content with vision, only requiring glasses when clarity for long vision was required. I could perform everything close without aid except for small print when magnification was required. Now 4 weeks post second eye-op I am struggling with everything within arms length which is really where we live. Little or no improvement is expected. Hundreds of things I used to do I cannot without the size 2s they gave me. These obtain clarity at only a definite specific distance and while I have them on everything else is a blur. I have to hang them low and look above for any distance. While I needed glasses before only on specific occasions I now need them handy 24/7. Apparently the membrane problem prevented the implant of multi-focal lenses. This is apparently also applicable to certain occupations. On the plus side white is whiter, blue bluer and the things at a distance I needed assistance to see clearly are now possible without. Not much of a beneficial trade for what I have lost. I don’t know what technicians learn from all the “which dots are clearer A or B” but I feel some evaluation of my extreme loss of overall vision should have been possible to give such advice and recommendation when so little cataract effect was there. I know something had to be done some time if I lived that long but believe technician remuneration may have been an issue. Has anyone any information on likely timing of cataract causing vision loss and if there is any experience or evidence of over-servicing and profiteering in this area. Barrie Heslop (in Oz) 0 likes, 1 reply "
Cataract,https://patient.info/forums/discuss/probable-exchange-considering-symfony-697607,"Probable Exchange, Considering Symfony","In my last post, I mentioned that I was left with some refractive error and had to make some decisions about what to do. So, here's the update.  I went for a second opinion about my situation with a very experienced doctor.  I'm not going to write every detail about the evaluation for the sake of time, but here's the important stuff: Okay, so that brings me to my real question: I'm young.  33.  I am not presbyopic in my LE and I am concerned that continuing with the Monofocal route will be hard given my work with computers.  I might find the sweet spot for intermediate vision by making my RE more myopic, but would the Symfony be a better choice for my situation?  I understand the drawbacks.  I am looking for input from Symfony users, especially people who have one in one eye only.  Do you find this works well?  Are you generally happy with your intermediate vision? I also would like to hear from unilateral IOL people with Monofocal lenses.  Were you able to get by with readers for computer use with one eye able to see near/intermediate better than the other? I am facing a trade-off either way.  I think I would prefer to have night vision issues and be able to do computers more easily, but I don't know for certain.  I need to make my decision over the next few weeks, during the  window for easier exchange surgery.  I am awaiting a contact lens for my RE to correct the error and that will tell me more.  In the meantime, I'm just looking for input.  Thank you. 0 likes, 12 replies "
Cataract,https://patient.info/forums/discuss/uk-60-year-old-considering-lens-exchange-zeiss-at-lisa-vs-zeiss-at-lara-input-much-appreciated--698181,"UK 60 Year Old, Considering Lens Exchange - Zeiss AT Lisa vs Zeiss AT Lara?? Input much appreciated!","I'm UK based, 60 years old and am getting particularly fed up with constantly swapping glasses (distance / reading) - I have tried varifocals, but can't seem to get on with them. Last week I met with Optegra, an organisation that does laser and lens surgey - they have said I am an ideal candidate for lens exchange, and the surgeon specifically mentioned Zeiss Lisa tri focals as his favoured product. However, I really like the sound of the Lara's, particularly if they give me less issues at night. I'm also a keen golfer, and I think the progressive nature of the Lara technology would be better for golf. Any comments or input much appreciated!! Thanks 😃 0 likes, 7 replies "
Cataract,https://patient.info/forums/discuss/complications-after-cataract-surgery-yag-laser-696205,Complications after cataract surgery/YAG laser,"I am 50 years old and had my cataract surgery one year ago (toric lenses were put in), since then I have been through some horrible stuff.  I had Macular Edema in both eyes a short while after my cataract surgeries, but this seems to have cleared up according to my retinal scans and multiple examinations.  Once my Macular Edema cleared up in both eyes I had the YAG laser to clear up my posterior capsular opacification.  The next morning after my YAG laser, I woke up and I knew something was terrible wrong, In dim light (even indoors with fluorescent lighting), I could see a fuzzy halo around lights and starbursts too.  At night time when I am driving, every light ranging from headlights to traffic lights….any light at night, I can see long stretched out spiky starbursts.  The brighter the light (like those super bright headlights you see in newer cars), the longer and stretchy the starburst will be.  Every once in a while the starburst will also have a rainbow effect to it that is inside the starburst itself.  Note:  I am seeing the starbursts with or without my glasses, so it wouldn't be residual   like my doctor thought it might be.  I am also seeing bright oddly shaped circle lights every morning right now like when I had my macular edema, when I went to my doctor he did another retinal scan of my eyes but it showed no macular edema.  My vitreous gel seems to be a mess also, I can live with floaters, but now it seems like the vitreous gel is clumping together or something, and when I look to the left and right or up and down I see like something hazy and sweeping going the opposite way that I am looking.  I asked if my lenses got pitted or damaged or something during my YAG laser treatment but my doctor said no.  My doctor had some ""copy and paste"" explanation for everything (like basically well…just live with it), so I went to see a second doctor (at my HMO hospital), and after her examination she basically said the same thing ""well you're seeing 20/20 with glasses"" along with her ""copy and paste"" explanations as well.  Not happy with her responses, I asked politely to be referred to the retinal surgeon…she didn't like it that much, and after that her demeanor changed for the worse.  So moving forward…I've been researching  Dr. Google (doctors hate when I do this, lol), I was thinking that maybe they should widen the YAG treatment area more (maybe it will clear up  the starbursts cause I have large pupils), and maybe I should get a vitrectomy (for my clumpy vitreous gel or whatever else it might be that is possibly pulling at my retina causing the circles of light in the morning right when I wake)?  I see the retinal surgeon later this month, is there any suggestions you guys might give me that I might bring to the table when I see him?  I feel like I am going blind or something.  Thank you. 0 likes, 3 replies "
Cataract,https://patient.info/forums/discuss/i-had-cataract-surgery-9-weeks-ago-and-the-letters-merge-blur-and-tilt-and-disappear--696484,"I had cataract surgery 9 weeks ago and the letters merge, blur and tilt and disappear!","I had cataract surgery 9 weeks ago and not only do I still see somewhat blurry, but I see shadows when I turn and when I read the letters seem to almost dance.  They tilt to the left and merge with the next one and then tilt to the right and merge, sometimes the merge into the next one or change in form.  Sentences curve to the right or sometimes curve up and down forming peaks.  My doctor placed toric lenses for   and says  that it happens because I have wet macula, then the test showed no leaks so now he says I have damage to my retina.  I had the same procedure done on the other eye  and I am fine after 2 weeks.   He was dismissive  saying your eyes will deteriorate  don't you know?  I said yes but my macular doctor just treated my eyes  a week ago and he has taken care of my eyes with no problem.  I am so frazzled, please help.... 1 like, 22 replies "
Cataract,https://patient.info/forums/discuss/acrysof-iq-restor-2-5-d-iol-with-activefocus-693819,AcrySof ® IQ ReSTOR ® +2.5 D IOL with ACTIVEFOCUS ,"My doctor is recommending that I get the ReSTOR Active Focus as a lens replacement for one of my eyes. Are any of you using the latest version of this lens? Any thoughts, reviews? 0 likes, 71 replies "
Cataract,https://patient.info/forums/discuss/symfony-multifocal-night-and-low-light-vision-issues-697819,Symfony multifocal - night and low light vision issues,"Hi, My name is Claude and I am a 47 yrs old male and 2 yrs ago I had the Symfony Multifocals in both eyes. It took some time to get used to them and I see almost perfect during the day when natural light is available. For reading I uses some cheap OTC ( +2). The issue with these lenses is at night (or dusk) when I drive. My vision becomes unclear ... a traffic light in the distance at night doesn't have straight contour around the lights and is a bit blurry. I don't even know what to call that optical illusion. Or if a go to Costco and all those ceiling artificial lights give me a   and   and everything seems weird. After a few complaints my doctor proposed to change my predominant eye from a Symfony multifocal to a monofocal lens. But he warned me I would lose close and intermediate vision in that eye.... which now I am afraid and confused. So its a trade off ... Question is what to do? what do you think? what would you choose? A slight better night vision or a better close/midrange daytime vision? I guess a 3rd option would be to take both Symfony out and replace them with simple monofocal and use progressive glasses. thank you all for helping me in this so complicated decision. 2 likes, 15 replies "
Cataract,https://patient.info/forums/discuss/cataract-surgery-or-stronger-prescription--697810,Cataract surgery or stronger prescription?,"Hello everybody, I have scheduled my right eye cataract surgery, which is supposed to happen in about 2 weeks, but I am still having second thoughts, about possibly waiting some more. I'd like to know whether a a stronger prescription can temporarily take care of cataract problems. My glasses prescriptions are -3.25 L and -4.0 R. Left eye has no cataract. Overall, my vision is not too bad at all, because my left eye carries most of the load. But if I cover it and look at the TV, for example, I can hardly read any text on the screen. I haven't seen an optometrist, so now I'm questioning if my right eye prescription is correct. I have been seeing an ophthalmologist for the last 2 or 3 years, but, other than checking the development of the cataract, they never check the prescription. So I experimented a bit, using some of my old glasses and may have found something interesting...or not, I don't know. I've printed a copy of  Snellen Eye Chart and placed it on the wall, and stood about 10 feet away. My left (no cataract) eye is perfect, as I can read everything on the chart with any problems (with glasses, of course). The right (cataract) eye, as expected, is a completely different story. I can't read even the biggest font. However, when I use my old glasses, and places them on top of the ones I'm wearing, I can read the top 4 lines, maybe even the 5th. By placing old lens on top of the existing, I am probably changing my -4.0 to something close to -7.0 (not quite sure what the old prescription was). Does any of this make any sense? Could I possibly postpone the surgery by getting stronger prescription on my right eye? Even if I can, would I maybe run into a completely different problem, where the difference in prescriptions between my eyes would be almost 4 diopters, whereas now it is only 0.75? I'd really appreciate any feedback, especially if anybody had successfully ""cheated"" on their cataract by stronger prescription. Of course, ""cheating"" would be only temporary, until my left eye develops a cataract as well (might take a few years, nobody knows), and then I do them both. Thanks! 0 likes, 7 replies "
Cataract,https://patient.info/forums/discuss/how-to-avoid-vision-imbalance-after-cataract-surgery-in-one-eye--693831,How to avoid vision imbalance after cataract surgery in one eye?,"I was diagnosed with cataract in my right eye and was recommended for surgery. Left eye is OK. I would like to take this opportunity to remove glasses for distance, but I understand that there would be a big difference between the eyes (0 in the right eye after surgery, and -4.25 in the left eye) and this could result in blurred or double vision. I understand that for balancing the eyes I might need a contact lens in my left eye but I cannot insert a contact lens into my eye. What are the possibilities of using glasses only for reading/computer or even for cinema, and to avoid glasses while walking in the street without inserting a contact lens into the left eye? Is there any lens for glasses that can balance the eyes? 1 like, 10 replies "
Cataract,https://patient.info/forums/discuss/upcoming-cataract-surgery-wondering-which-lens-to-get-for-best-near-vision--698672,"Upcoming cataract surgery - wondering which lens to get for ""best"" near vision?","My story - cataract in right eye, developed last summer, somewhat corrected by glasses, but barely.  Trouble seeing at night.  Very blurry close up until about 5-6 inches. And it's getting worse, so I'm ready for the surgery. Also a high degree of astigmatism in the right eye (but not the left), so I'm getting the Toric IOL. My left eye is -2.5. I was originally thinking of going for a 0 in the right eye - wouldn't that be nice, to be able to see distances without my glasses? But I was told the difference in diopters is too great, and I'd have to wear a contact lens in my left eye (at least until that one needs the surgery as well, which could be anywhere from 6 months to 10 years). And that sounds horrible. Then I realized that what I REALLY want is what I've been used to my whole life - perfect near vision. I like to read (a lot!), and I'm also a (semi-retired) software developer, so I spend lots of time in front of the computer, on the phone, etc. Until I was about 40, I had perfect near vision to about 2-3 feet - so I never used my glasses for either reading or the computer. In a perfect world, I'd be able to regain that ability after the surgery. My left eye (which is dominant) still sees perfectly well at about 12 inches, so I can ""sort of"" read, but it's not very pleasant - even with the reading glasses I got a few months ago to correct the right eye. I was originally told my choices were ""distance, intermediate, or near"" - meaning 0, -1 or -2. I was leaning towards getting -2, because even with a -1, there would still be a 1.5 diopter difference between left and right, and I understand that's pushing the limits - although apparently my all-around vision will be better by getting rid of the astigmatism. I guess the doctor doesn't want to confuse people, but after a little research, I asked about numbers in between those, and she said, ""Sure, we also offer a -1.6."" So what I'm wondering about is, what would be the difference between a -2 and a -1.6 toric IOL in my right eye, with the left eye at -2.5? Would I be able to both read at ""normal"" book length (12 inches or so), and read the computer screen (24-36 inches) without glasses? That would be my dream... Or, if I go for the -2, would I still need computer glasses (or progressives), as I've been using the last 15 years? (And which I hate...). Above all, I REALLY don't want to have to wear any glasses when I'm reading. My entire life, I've enjoyed taking off my glasses and getting in bed with a book... As they said in Fast Times at Ridgemont High, ""I'm soooo confused!"" Any thoughts or ideas are appreciated! Surgery is scheduled for April 17, so I have about 5 days to figure this out! 0 likes, 5 replies "
Cataract,https://patient.info/forums/discuss/what-s-up-with-my-eyes-after-cataract-surgery-685731,What’s up with my eyes after cataract surgery,"i have had cataract surgery on both of my eyes within the last few weeks ( eyes done 2 weeks apart).    MY left eye, dominant eye was corrected for distance. i was amazed at how crystal clear everything seemed.  Two weeks later, last week, my right eye was done for near vision, reading.   i am so upset.   i cant read, blurred vision. i cannot see distance clearly.  i spoke to my doctor and he told me that it takes time for  the brain to coordinate and that i would be able to see without my glasses and read.   That does not seem to be happening. i need to add that i am extremely nearsighted, 70 years old and have  worn glasses for  my entire life. My doctor recommended  using lasers for accuracy ( which cost $1000 per eye, out of pocket). I see him next week and hope i can get new glasses prescribed to help me read and see distance.  this has been an extremely depressing experience. 0 likes, 4 replies "
Cataract,https://patient.info/forums/discuss/should-i-wait-for-zeiss-lara-in-the-us-or-get-symfony--661613,Should I wait for Zeiss LARA in the US or get Symfony?,"Should I wait for Zeiss LARA in the US or get Symfony? LARA promises 0.5D more range and lesser night time issues with the SMP.  Anyone has any ideas on this. 0 likes, 258 replies "
Cataract,https://patient.info/forums/discuss/new-glasses-698729,New Glasses,"I had a botched cataract surgery a few years ago on my left eye.  This resulted in another surgery to remove the remnants, two RD's, and finally corrective surgery.  The original iol was the wrong type and inserted crooked.  In the fifth surgery by another doctor the correct iol was used and re-inserted correctly.  However the results were not good.  I had only degraded vision.    I delayed surgery on my right eye as long as I could and finally decided to do the surgery on my right eye about three months ago.  That surgery went well.  My surgeon used an iol that gave me good near vision and it does.  The doctor said he thought this would be best considering the condition of my left eye.   I could see great up to about three feet and then everything would blur.  After two months the doctor said I could get glasses.   The prescription was -4.00 for both eyes.  I got my glasses about two weeks ago and could see very good with them.  I knew I would need to allow an adjustment period but everything seemed great the first week.  In the second week I started getting nasty headaches especially over my left eye.  I would wake up feeling good and energetic and about three hours later was exhausted and had to lay down.  These symptoms progressed and were getting worse through the week. Yesterday I took the glasses off and felt somewhat better but that left me with my limited vision.  Amazingly my vision seems better than before the glasses.  Today I woke, felt good, went grocery shopping, and on the way home decided to retry my new glasses.  Within minutes I felt off balance, like my eye was pulling to the side, and nauseous.   I removed the glasses and slowly I am feeling better.  Tomorrow I will call my eye surgeon.  Yesterday I took my glasses to where I had them made and they checked the glasses and told me they were as my prescription called  for. The only explanation I can think of is my eyes were not finished adjusting and now I may need a different prescription.   Also, I found my vision is now better, not good, than the day I got the glasses.   Commends appreciated, thanks. 0 likes, 7 replies "
Cataract,https://patient.info/forums/discuss/iol-exchange-698556,Iol exchange ,"for those that have followed my issues, i wanted to provide an update.  i had my left eye exchanged yesterday with sight trust in sunrise/sawgrass mills florida.  the procedure was quick, and im currently waiting for my one day follow up.  everything went well . today i am cloudy, but can see better out of my periferial field. im on durezol, ivelro and moxifloxin. i am totally pleased with the results thus far ...i dont think my numbers will matter at this point, since everything is cloudy. i will post one week numbers 3 likes, 14 replies "
Cataract,https://patient.info/forums/discuss/iol-movement--698188,Iol Movement.,"Had cataract surgery Mar 20 on right eye.   It seems I can see it shifting into place when I look left, right or up and down., almost like a contact lens. Could this be the cause of incorrect measurements as I was not told how long to stop wearing contacts before the measurements until I called 2 days before to ask.  I also have   and glaucoma. Very scared to have the second one done Apr. 17. 0 likes, 8 replies "
Cataract,https://patient.info/forums/discuss/double-vision-after-cataract-surgery-657067,Double Vision after cataract surgery,"I recently had cataract surgery on both eyes,  left eye replaced lens with a toric to correct  , went well, next month the right eye replaced lens with a standard, then both eyes started to burn, doc advised to lubricate w/non-preservative artificial tears & I stopped   drops, then swollen lids  developed along with double vision or ghosting and continued burning, blurry eyes.  Doc never mentioned the word DIPLOPIA , I found that on the internet. Anyone have experience with this immediately after cataract surgery? If so let me know what is the status of your eyes and what was done to correct condition.  0 likes, 35 replies "
Cataract,https://patient.info/forums/discuss/anyone-have-success-with-night-driving-glasses-to-help-with-glare--690590,Anyone have success with night driving glasses to help with glare?,"Found this article on FB - wondering if these glasses actually do help with glare from oncoming headlights. Guess even for normal eyes article mentions the glare can be 300% beyond actual headlight. really hoping link allowed. 0 likes, 19 replies "
Cataract,https://patient.info/forums/discuss/post-cataract-ghosting-double-vision-698684,Post Cataract ghosting/Double vision,"I had cataract surgery 8  weeks ago on rt.eye. only. I was still reading 20/25 with contact lens but had bad glare.  I had a toric IOL implantednd am now slightly  undercorrected in that eye both power and some  . I struggle to read 20/25 with much blur so the surgeon sent me to optomotrist for refraction. I am now wearing a -.50 contact lens in my surgery eye which gets me 20/20 vision. My left eye has a cataract but with a -4.50 toric lens I am still reading 20/20.  So, no plans to have surgery on that eye right now. I can no longer wear glasses at all due to imbalance between eyes. So, I am in my contacts many hrs. each day. my vision with both eyes open seems a bit off...like my eyes are not working together. In low light I sometimes see ghosting or double vision only on high contrast items like lit store signs, LED light on alarm clock, crawl on television. This is with both eyes open. sometimes if I use artificial tears I can get the images to meld. The closer I get to the high contast writing the better. My near vision with readers is clear and not ghosted. Other objects in the room are not ghosted...just the  lit writing. I feel like the image in my right eye is slightly larger than the image in my left eye and this might be causing the ghosting? I am thinking I will have this issue until my left cataract is removed or unless neuroadaptation by my brain  occurs. Has this happened to others after having only one IOL implanted? Is there any solution? Also, i have worn contacts for 49 years. My surgeon did not have me remove my contacts for weeks or even days prior to mapping that is done before surgey.  Wondering why and if this is why my IOL is not accurate. 0 likes, 27 replies "
Granuloma Annulare,https://patient.info/forums/discuss/some-improvement-over-4-weeks-with-new-strategy-660736,Some improvement over 4 weeks with new strategy,"I need more than 100 characters so if I get cut off I may need to continue with responses to this starter thread. I am 71 and have had GA off and on for the last 50 years.  It usually take mine years to ""develop"" and fade...as much as a decade. I see no correlations and am always told there is no known cause and no cure. I recently read there is some indication that Niacinamide can help it some.  So I am trying that now, but not in a very scientific manner I'm afraid. At the same time I started a little Betamethasone [steroid] I had from years ago [it never worked much in the past] covering it with a bees wax and shea butter stick called ""The Healer"" from Perfectly Posh [a skin care company] and the combination seems to have faded the rings by about 75% over 4 weeks. Niacinamide is safe. You need an RX for steroids. I got the bees wax stick from this link:    I don't sell their products. [They note that it is not considered a medicine.]  0 likes, 1 reply "
Granuloma Annulare,https://patient.info/forums/discuss/himalain-salt-cave-654295,Himalain salt cave,"has anyone tried the Himalain Salt cave for GA? A friend suggested it, and don't feel like wasting any more time and money on something silly if it doesn't work. 0 likes, 2 replies "
Granuloma Annulare,https://patient.info/forums/discuss/beneficial-skin-treatment-600925,Beneficial skin treatment,"I've been using Trader Joe's Mineral Sunscreen Stick (looks like a tiny deodorant stick) and notice that the areas where I apply it my GA has been reduced. 3 likes, 8 replies "
Cancer,https://patient.info/forums/discuss/a-lump-at-the-anal-opening-help-693404,a lump at the anal opening! help,"Hello, Hope this isn't to disgusting but I'm looking for advice. I am a 24 year old male and find this topic very hard to bring up with my GP.  I have scheduled an appointment and understand I'm probably going to need an examination & biopsy to know if it's cancerous. But in your medical opinion based  these images and symptoms what do you think it could be? I have been ignoring this for a long time and figured this is probably piles or something else?  But I am not sure.... Looking forward to your reply. 0 likes, 5 replies "
