disease,postLink,postHeading,postContent
Elderly Care,https://patient.info/forums/discuss/at-what-point-do-you-decide-that-your-elderly-relative-needs-full-time-care--599928,At what point do you decide that your elderly relative needs full time care?,"It would be really useful to hear people's different experiences with this. It's so hard when it comes to close family, especially when the elderly relative does not want to go into a nursing home and will not even consider assisted living arrangements.  I've been trawling the internet looking for advice on this, and came across a couple of articles, but I think first-hand experience would be better, if anyone is willing to share their care giving situations. 0 likes, 7 replies "
Elderly Care,https://patient.info/forums/discuss/mother-in-nursing-home-can-i-withdraw-pension-to-pay-her-bills--656415,"Mother in nursing home, can I withdraw pension to pay her bills?","My mother has gone into a nursing home due to have another assessment next week to decide if it should be permanent. I have been withdrawing her pension/benefits for her but am worried now that I should not do this but, she has bills to pay and asks for things to be brought for her, such as cigarettes, I can not do this out of my income. Where do Istand? 0 likes, 0 replies "
Elderly Care,https://patient.info/forums/discuss/my-situation-is-different--623379,My situation is different.,"My husband is in a nursing home.  And , It is very expensive and the government takes too much money from us for his care.  I am scared that I will be homeless. And I am aware that I must stay strong, healthy and positive  for  my husband all that I do for him, and our pets.  He is in another  county/or Providence. So I have to ask for rides every week to bring food and books and other stuff.  And, Answer his questions. While I keep getting notification that the Government wants more money. Or that his medicine has been dropped etc.   It is all so scary. And, I hate living alone.  And fearful that I can not pay the rent........    Now if this should be deleted go ahead. I understand. 1 like, 11 replies "
Elderly Care,https://patient.info/forums/discuss/my-friend-s-mom-is-suffering-from-alzheimer-s-does-gps-tracking-help-the-situation--608521,My friend's mom is suffering from Alzheimer's. Does GPS tracking help the situation?,"I have been frustrated in dealing with my friend since she keeps worrying about her mother getting lost and suffering from Alzheimer's Disease. Obviously, I'm concerned for my friend and her loving family but when this gets in my way of work and other personal business, I think this is getting too far. I was wondering if using GPS Tracking can help my friend keep track of her mom, and finally focus on my own stuff. Anything I should know before telling my friend about this? Should I actually tell her to buy this device for her mom?  0 likes, 19 replies "
Elderly Care,https://patient.info/forums/discuss/my-99-year-old-grandma-on-her-death-bed--650818,My 99 year old grandma on her death bed?,"My 99 year old grandma has been relatively healthy and disease free her whole life but just due to natural old age, she has been bed ridden for the last 15 years.  Her mind is very sharp and clear but her body is just unable to keep up.   She will often have a couple times a year her ups and downs where it seems like she might be going but always got better again.  This time though, it seems like it could be it.  She hasn't been able to eat for the past week and she's only been able to take very small sips of water fed to her by spoon.  She says she doesn't want anything to eat because it upsets her stomach (stomach pain) and it pains a lot to swallow...something about her mouth or tongue is going.  She's unable to speak now but she can fully understand and hear what we say to her.  If she is only going to sip small spoons of water a day and nothing else, even a young and healthy human would eventually die due to lack of nutrition/energy.  She's been hanging on for the last 7-9 days like this and I kept asking family couldn't we just give her some nutrients intravenously?  Isn't there a way to feed her nutrients either by injection or through liquid that has more nutrition than just water? They said something about her her vein is too small doctors would not be able to find it and inject anything.   Is this true? Is there really no way to feed her some nutrients to give her body a chance to recover or get better?  She seems like she is only dying because she simply isn't eating anything.  Any advice would be helpful!   0 likes, 5 replies "
Ear Problems,https://patient.info/forums/discuss/ringing-in-ears-and-arms-started-to-wobble-after-standing-up-692396,Ringing in ears and arms started to wobble after standing up,"Hello, I've been having this constant issue (probably for the past 2 years) where every time I stand up after sitting for a long period, my ears start to ring and I start to feel very lightheaded and feel like I'm about to fall over. This usually lasts for 3-5 seconds. Today though, it was much worse. I had all the same symptoms, but then when I was holding onto something to not fall over, my arms began to wobble uncontrollably. Why am I having these problems, and why does it seem like it's getting worse? I try to drink plenty of water, and stand up when I can, but I do a lot of driving so I can't stand up often. Thanks, Jack 0 likes, 3 replies "
Elderly Care,https://patient.info/forums/discuss/which-is-the-best-alzheimer-s-care-in-hyderabad--692532,Which is the best Alzheimer's care in Hyderabad?,"Which is the best Alzheimer's care in Hyderabad? 0 likes, 0 replies "
Elbow Problems,https://patient.info/forums/discuss/working-out-with-long-term-golfer-s-elbow-660505,Working out with long-term golfer's elbow,"Hi guys. I've been struggling with severe golfer's elbow (medial epicondylitis) for around 2 years now because i over trained way too much. I had to do surgery 8 months ago, but the pain is still there and it usually goes up all the way to my hand and fingers. I obviously cant lift anything heavy anytime soon as tendons could take up to a year or more to heal. But I got to a point where I'm really hating the fact that i'm not back in the gym yet. I just hate being inactive and hate being skinny because of it. I'm a hardgainer so I've been wondering if there are any exercises I could do or any workout program that would suit my situation? Maybe something like working out legs and going hard on them, but at the same time work out upper body but going extremely light? I would just like to do something that would make me look better and a bit bigger. I obviously wont be working towards a huge ripped body because i cant lift heavy. But what can i do to gain some nice weight? 0 likes, 0 replies "
Elbow Problems,https://patient.info/forums/discuss/ulnar-nerve-or-cubital-tunnel-entrapment-614320,Ulnar Nerve or Cubital tunnel entrapment,"Dr says I have cubital tunnel entrapment of the Ulnar Nerve.  He wants to do surgery, and at the same time do the carpal tunnel release.  I am hesitant because of the long recovery process.  He has told me at least 3 months because they believe taking it slow and methodical gives the best result.  I have looked for this discussion already and haven't been able to find any answers. Has anyone had these surgeries?  Success?  Unknown problems that may hinder the healing process?  I am single and support myself.  I would be devastated if I could not go back to work.  Both financially and mentally.   0 likes, 17 replies "
Ear Problems,https://patient.info/forums/discuss/fluid-in-the-ears-692806,Fluid in the ears ,"i went doctors last week after feeling fullness and the feel like my eardrum is being pulled inwards they told me that i have fluid in my ear prescribed me 5 day course of amoxicillin however the haven't worked i seem to be getting tooth pain now could it be related? i also feel like i have popping candy up my nose its worse at night and drives me mad anyone experienced anything like this? 0 likes, 0 replies "
Ear Problems,https://patient.info/forums/discuss/i-had-a-cold-and-my-ears-have-been-seriously-affected-what-should-i-do--693706,"I had a cold and my ears have been seriously affected, what should I do?","3 weeks ago I had a cold and one night I woke up in extreme pain in my left ear, ever since it's been blocked. I know all the medical reasons as to why it's blocked but I can't seem to unblock it. I went to the hospital to see professional help and they just gave me antibiotics and said I have sinusitis. I feel like the antibiotics have made it worse. My right ear became blocked too but thankfully it got unblocked as that ear seems to be popping fine but it's gotten to a stage where a simple swallow makes my right ear pop and whenever I only begin to breathe out my nose whilst pinching it shut, my right ear constantly pops like crazy for 10 seconds and when I stop it pops again constantly for a short time. It's gotten to a stage where the pops are actually painful and I'm afraid it's going to affect my hearing. My left ear is in a constant state of being just blocked and feeling intense pressure and pain as well but bearable pain very odd to describe. The left ear pops maybe once or twice a day but it doesn't feel like the ear opens up at all. I'm very concerned about my situation and I would like to see if anyone has any ideas. 0 likes, 0 replies "
Ear Problems,https://patient.info/forums/discuss/one-sided-deafness-with-tinnitus-any-advice--693011,One sided deafness with tinnitus - any advice?,"I've been having hearing issues for a while now (at least 6 months or more) - and the last couple of weeks the   was getting worse - I got myself some otex (I thought it was due to  ) - which did absolutely nothing. Visited the doctors - no wax in my ears at all - and have been referred to ENT. In the mean time I wanted to see what I was up against - and got a very thorough check at Specsavers - to find out I have normal hearing for my age in my left ear - and really bad hearing in my right ear - to the point where the audiologist said she would have told me to see GP for referral to ENT! I find it really difficult when in social settings to actually understand conversations - as it turns out my left ear is having to compensate for my right - as well as having trouble pinpointing sound in general. Just wondering if anyone can give me any tips - I do have an appointment for ENT - but not for 6 weeks - and I have 2 quite important social occasions coming up before then - and don't want to appear rude when I can't hold a conversation in a noisy room!?? Thanks! 0 likes, 4 replies "
Ear Problems,https://patient.info/forums/discuss/i-developed-tinnitus-last-year-does-anyone-else-have-this-problem--693198,I developed Tinnitus last year. Does anyone else have this problem?,"I had a normal hearing examination, and the only thing that might have caused my ear ringing was a  Gadolinium contrast. My insurance approved them to give me 0.1 mL per minute.  I discovered in my medical records  that an  unnamed expert,  decided to raise the amount to ^ 60 mL, for my  particular test.   This high pitched noise is beyond annoying! 0 likes, 0 replies "
Ear Problems,https://patient.info/forums/discuss/when-i-touch-the-side-of-my-face-i-have-altered-sensation-after-6mth-ear-infection-693423,When I touch the side of my face I have altered sensation after 6mth ear infection,"The skin is completely normal, not dry, no rashes but when I touch it, it feels fine yet the sound in my ear is like that of really thick sandpaper. I've recently had a 6 month ear infection in the left ear (same side) but this altered sensation is around my ear, on my ear too including ear lobe, across my cheek and jaw line.... basically everywhere on the left side of my face apart from my forehead. I m thinking it s the nerve but there is no facial paralysis so I'm confused. My ear infection finally stopped when I got sepsis from it, resulting in hospitalization on IV  . Since then I've had this altered sensation increase to basically half of my face 0 likes, 0 replies "
Ear Problems,https://patient.info/forums/discuss/ear-infection-694119,Ear Infection,"I think I have an ear infection, my ear is hurting feels like its in the inner ear. My mood is plummiting, my balance is off and i'm waking up in a cold sweat. My sleep is really bad and I think i've started  . Anyone else had this? 0 likes, 1 reply "
Ear Problems,https://patient.info/forums/discuss/cholesteatoma--692837,Cholesteatoma?,"My friend brought in an ear endoscope you use with your phone so I was checking out my ears. In my left ear I saw this small bump (along with some wax...). After some Internet research I came across articles on Cholesteatomas. Is this what this is? Should I see a physician? I've had some mild ear/jaw pain for a few months now but associated it with TMJ issues. 0 likes, 1 reply "
Ear Problems,https://patient.info/forums/discuss/fluid-in-ear--686577,Fluid in ear? ,"I feel a decent amount of pressure in my right eardrum when I yawn. I took a picture and would like to know if what I see is fluid and air Bubbles at the the bottom of the eardrum. I also stuck the camera up my right nostril and would like to know what the white spots are...they are not present in left nostril. .  0 likes, 5 replies "
Ear Problems,https://patient.info/forums/discuss/acute-labyrinths-694809,Acute labyrinths ,"0 likes, 0 replies "
Ear Problems,https://patient.info/forums/discuss/ear-feeling-like-it-closed-694033,Ear feeling like it closed,"I did the audiogram today, but the doctor didn't really explain it to me. I would appreciate another opinion about it. My left ear hurts a little and it feels closed. 0 likes, 4 replies "
Ear Problems,https://patient.info/forums/discuss/otis-exterma-no-eardrops-from-doctor-694425,Otis Exterma no eardrops from doctor,"3 days ago i went to the doctor in Lombok (i'm out traveling) To look up my earproblem. i have been diving for a couple of days. I had pain when pressing on my ear, some  . The doctor looked in my ear and then pulled out something that looked like white  . He told me my ears was full of this white stuff. He then cleard my ear using a syringe looking thing that filled my ear with some water if some kind. After that he filled my ear with eardrops and i laid there for some time. Then he gave me   and said that i was to take them if i felt pain. Now my question is it has been 3 days and i feels a little better but not much. Why didnt he give me eardrops? He told me my eardrum looked fine. Should i go buy some eardrops or just let it heal by itself? Thank you 0 likes, 3 replies "
Ear Problems,https://patient.info/forums/discuss/ear-pain-dizziness-three-months-please-help-693885,Ear Pain - Dizziness - Three months - PLEASE HELP,"Hi all, So long story short,  I returned from a short trip on December 15th and the day prior I went snorkeling. Since my return, I got what I thought was a common cold. I went to the walk in clinic due to   and was prescribed CIRC and amoxicillin, with no relief. I began physio thinking it was a case of  , wrong again. I went to my family doctor and the walk in clinic who stated, ""dizziness happens."" Since this time, my ears began to ache and have experienced bad HEADACHES  and an occasional  . I went to emerge who advised I had fluid on my ears and to take an antihistamine for a week and see if it makes a difference. It has been over a week and I am still suffering. I have seen four doctors - three who advised there was nothing, one who advised there was fluid in my ear - eardrum. I am waiting to see a ENM Specialist but the wait is 6 months, and this is effecting my daily life a great amount. I feel like I am constantly exhausted. Has anyone experienced such a thing, what could it be? What can I do? Please help. Thank you! PS. It is now February 11th - almost two months!!! 0 likes, 8 replies "
Ear Problems,https://patient.info/forums/discuss/hearing-loss-labyrinthitis-694808,Hearing Loss labyrinthitis,"I was diagnosed with viral labyrinthitis about 1 month ago now initially the symptoms were   and nausea which got better with medication in about or week or two after that, however about two weeks ago I started experiencing hearing loss and ringing in my left ear which eventually spread to my right one and I am now essentially deaf in both ear. Initially the doctors thought the issue was caused by a build-up of wax in my ears so they they removed it , the ringing has gone down since then but i still cannot hear is there a chance I could lose my hearing permanently ? 0 likes, 0 replies "
Ear Problems,https://patient.info/forums/discuss/used-otomize-ear-spray-sudden-hearing-loss-after-use-695060,Used Otomize Ear Spray: Sudden Hearing Loss after Use,"Hi there! Any advice or even just opinions would be hugely appreciated! Thank you! I have had an ear infection for about three days now, and ended up booking a private doctor video-call appointment as I really wanted   (my immune system is terrible and exams are incoming). I have experienced some   an hour after the ear pain begun suddenly and with force three days ago at night.  Somewhat warm since but not a full fledged fever. Experienced jaw   for a couple weeks before (unusual for me). The doctor could not see into my ear as it was too swollen. I was prescribed this spray as well as some oral antibiotics. The instructions of the spray say it may cause hearing loss and should not be used with a burst eardrum. Just as I used the spray I've gone deaf in my left ear. I used to be able to pull my ear lobe down to hear perfectly before; not anymore.  I've tried to clean it out with an ear bud. No success I have no idea if I have a burst eardrum. I have tried to use ear cotton buds to poke about and try to clean it out a few times before the doc appointment. When reaching in deep I would feel serious pain but not where the eardrum should be; more around it (possibly because of the inflammation). I don't think I'm experiencing any  , and I don't think I've had any discharge. I also don't think I've felt any liquid trickle past my eardrum further into my ear. I do have serious   in the now deaf ear but I probably had that from before; the silence might just be overemphasising the tinnitus. ** What is the possibility that a small ear perforation might cause permanent hearing loss from using 'Otomize' once? and Is it really that easy to perforate an ear drum with a cotton bud while being quite cautious? Can a cotton bud cause only a small perforation without causing extreme pain? Thank you so much! 0 likes, 1 reply "
Ear Problems,https://patient.info/forums/discuss/my-ears-are-popping-when-i-chew-691919,My ears are popping when I chew,"I just had some very crunchy snacks and my ears kept popping every time I chewed. I have bruxism and my jaw occasionally pops and clicks. Could this be the reason? Or does it sound more like an ear infection? I have been feeling a bit under the weather the last week, I have been quite dizzy and nauseas and have had a mild  . 0 likes, 4 replies "
Ear Problems,https://patient.info/forums/discuss/possible-ear-problem--696412,Possible ear problem?,"Hi, so long story short I went swimming (about a year and half ago) and I got water stuck in my ear for about 5 days. It eventually just disappeared. Not too long after that I started to feel this weird head feeling  that I could not explain, and it's been constant ever since. The best I can describe it would be slightly unbalanced/dizzy. Not spinning. Some days worse than others. Doctors have no idea and just keep checking my blood which is  normal every time then send me on my way. Also doctor won't refer me to ENT because I have no other ear symptoms. Any ideas at all of what this could be and what I should do? 0 likes, 2 replies "
Ear Problems,https://patient.info/forums/discuss/took-a-nap-and-woke-up-to-complete-loss-of-hearing-in-left-ear-help--696133,Took a nap and woke up to complete loss of hearing in left ear!HELP!,"61 years old and health. Walk every day. Drink or two every  day. and a puff of mother nature. Busy day Friday doing honey do things around the home stead and lay down at 2:30 pm for a quick nap. 5:00 pm I wake to sounds of my wife getting home but something seems very odd. I get out of bed and find my self swilling and waving and falling back on to the bed! I Yell to my wife but only half of my voice echoes out into the world. Happen March 1st now March 9th can't see Doc tell March 13th. 0 likes, 13 replies "
Ear Problems,https://patient.info/forums/discuss/hearing-gone-so-bad-after-throat-ear-infection-cold-697414,Hearing gone so bad after throat/ear infection + cold ,"Hello everyone so as the title states my hearing in my right ear has just gone so bad after having all of the above. Started of with a cold which lead to a throat and ear infection. I went doctors and she prescribed   for my throat infection and that cleared up. After a week my hearing was still bad in my right ear, so went back to the doctors, which I assumed was ear wax buildup and there was none what so ever, which really surprised me. So the doc said let’s wait a week to see if it clears up, if not come back. It weird though I could be sleeping for 8 hours, wake up and my hearing feels a lot better but when I get up and have been standing/sitting for half hour it returns to being really poor again. 0 likes, 0 replies "
Ear Problems,https://patient.info/forums/discuss/adult-earache-pain-for-8-months-no-infection-healthy-ears-help--668698," Adult Earache/Pain for 8 months, no infection, healthy ears HELP!","I have been suffering with earache and pain for 8 months now.  It started at night in my right ear and I would wake up in the morning with earache. I put this down to me sleeping on my right side and blocking my ear for hours with my pillow. I went to my doctor who advised it was probably the start of a cold and to see how it goes. I never got a cold so went back and saw a nurse. The nurse said I had fluid in my ear and gave me a nasal spray. This spray did nothing and ended up going back to the doctors. I saw a different nurse this time, who told me there was no fluid in my ear, my ears looked healthy and to see how it goes. This was about 5 months with earache and it was getting worse and turning into a pain. It effected my sleep and started to ache during the day not just at night time. My ear also became blocked and effected the hearing in my right ear. I started sleeping on my left side to allow air to get to my right ear at night-time which did seem to help. When my earache got worse, I started to get the signs of   which drove me crazy when trying to get to sleep. I went back to the doctors who referred me to ENT clinic at the hospital. The doctor at the hospital checked my ears and put a camera up my nose and came to the same conclusion as the other doctor. My ears were perfect and there was nothing in my sinuses effecting my ears. He put me forward for an  . 8 months down the line with my MRI scheduled for next month, my left ear has started to lightly ache and fear that this may get worse too. I fear that the MRI scan will not show anything and have no idea what steps to take. I thought about going back to my doctors but not sure what else they can do. The doctors I have seen tell me to change my job to something that doesn’t require wearing a headset but I don’t think this is a solution although it will probably help.  Also thought about going to see a specialist but this could be costly. A few things that might help to know: Recently been on holiday and my ear pain got worse when landing. I work in a call centre and have done for 22 months and wear a headset for the best part of the day. Before this, I worked in a different call centre wearing a headset for 2 years. From the age of 10 I have had their weird thing where when I swallow it like makes my ears crackle/pop. I must hold my nose and sniff up to like counteract it which makes my ears feel full. The fullness then wears off within seconds until I swallow again and the same thing happens repeatedly. I have never had any previous problems with my ears. I have never had excessive   or had to have earwax removed. My earache does not seem to be affected by noise in general. Earache worsens when obstructed by headset, pillow etc and noticed more ache when wind blows into my ear. I have had   for  , diabetes and thyroid which all came back negative. No liquids, discharge or blood coming from my ears From the age of 14 to 24, I have suffered with tonsillitis once, twice and sometimes three times a year. On two occasions, it turned out to be a severe form of tonsillitis called Quincy. 0 likes, 10 replies "
Ear Problems,https://patient.info/forums/discuss/waiting-for-mri-possible-acoustic-neuroma-advice-please--697757,Waiting for MRI -possible acoustic neuroma - advice please!,"Hi- I'll be quick with this. I have lost hearing on one side, have  , unsteady sometimes too, woolly head often. Had ears tested etc at ENT - they have referred me for a non-urgent MRI brain scan - and told me If it is a   it grows really slowly and not to panic. I should get an appointment by 6 weeks from initial hearing test. How can I not worry???? How long has anyone else had to wait? 0 likes, 2 replies "
Ear Problems,https://patient.info/forums/discuss/up-date-on-woke-up-from-nap-with-lost-hearing-in-left-ear--696475,Up Date !! On Woke up from nap with lost hearing in left ear!,"Went to ENT doctor today. Got hearing tested and examined. Possible answers! A. Sudden Hearing Loss. There is such a thing.  30% chance of recovery.    injections behind ear and by pills. Up to three injections with a 7 day period between shots. B.  A Tumor. Will need a MRI which has been ordered. I want to thank everyone for their responses and being so kind and thoughtful. I still want more info on this SHL . You just suddenly loose it? Wow! I will also update info on if there is a tumor, what's up. There was a response that told me about this exact situation of having this tumor. Check responses! Thanks again MacnSac 0 likes, 1 reply "
