disease,postLink,postHeading,postContent
Birth Control,https://www.drugs.com/answers/first-month-sprintec-period-late-goin-755185.html,"First month on Sprintec & period is late, what's goin on?","I just got prescribed Sprintec 28 Day pack, I have never been on birth control before. Last month before I was on birth control my period was irregularly late by about a week. I started Sprintec the Sunday after my peiod was over as suggested by my gyno. I am now on my first sugar pill, and I'm aware I should be starting period, but I haven't received it yet. Is this because I was irrgular last month? or just my body not used to the hormone structure yet? I have, however, been experiencing all normal period symptoms like cramps, bloating, pms, headache. I, also, have been taking all of my pills at the same time everyday, never missing a pill. I am sexually active with a regular partner and he hasn't ejaculated inside me- we don't use condoms. I'm not afraid I'm pregnant at all, but just curious on how my situation works with Sprintec. I appreciate any advice given! I'm not used to all this, so anything helps! thanks! "
Depression,https://www.drugs.com/answers/zyprexa-2-5mg-sleeping-3484271.html,How does Zyprexa 2.5mg help in regards to sleeping?,Just prescribed to treat my anxiety and mild depression. 
Depression,https://www.drugs.com/answers/bipolar-disorder-depression-worse-older-mania-3449212.html,Bipolar Disorder - My depression is way worse as I get older and hardly no mania now. Depression?,"... causes my anxiety as I can't get done what I need to and that causes anxiety. I've always worked, long and hard as a nurse and now at 60, I've not worked for 2.5 yrs. I moved to the South and had an emergency amputation of my leg. I'm recovering but can't seem to get work, no longer a nurse, I was looking for work as a case manager or counselor for disabled. I'm depressed Iver money issues and feeling so useless. I need to work but I can't tolerate a 8 he day yet and my hrs must be when my disabled daughter is in school. Bipolar depression is the worst... it never let's up and the feeling of hopelessness with high anxiety is crippling. Is lamactil with Buspirone enough to help? I'm on low doses, 25 mg 3x day for lamactil and 10mg 3x a day Buspirone "
Bleeding Disorder,https://www.drugs.com/answers/cryselle-28-i-heard-you-can-skip-periods-by-going-435840.html,Cryselle 28 - I heard you can skip periods by going straight to the active pills again?,"I did this last month and wanted to do it again this month but now 4 days into my active pills i am experiencing extremely light bleeding. Is this normal. I have a vacation planned saturday, today is thurs. someone told me start taking 2 pills and that might help. True? Help! "
Depression,https://www.drugs.com/answers/clonazepam-safe-sleep-disorders-3440109.html,Is clonazepam safe for sleep disorders?,Depression 
Birth Control,https://www.drugs.com/answers/microgestin-fe-1-20-first-time-taking-birth-565994.html,Microgestin Fe 1/20 - Its my first time taking birth control pills and Im trying to get this figured,"... out before my period so i know what to do. my doctor perscribed me microgestin 1/20, according to the instructions that came with them it says to start taking it within the first 24 hours of starting your period, then says to take in on the sunday of your period, so im kind of confused when do i start taking it within that 24 hours or on sunday? and also why is there only 3 weeks worth of pills? if im supposed to start taking them when im on my period am i going to go a week without taking them and no period or will i have to until my body sorts out a better time frame? "
Depression,https://www.drugs.com/answers/nexplanon-birth-control-depression-3180087.html,Nexplanon - Can this birth control cause me to have depression?,So I had it inserted in June of 2015. I love it and never have had any problems with it. The past month i have been so depressed! To the point it's a struggle to get up out of bed? Has anyone experienced this before?? 
Allergies,https://www.drugs.com/answers/many-time-day-atarax-524287.html,How many time a day can I take atarax?,
Depression,https://www.drugs.com/answers/cope-depression-depo-shot-1172156.html,How do I cope with depression from being on depo shot?,"I have been on depo for almost 3 monts and it has ruined my relationship with my boyfriend. I sometimes get in these moods where I don't want to be aroud him, I get mad easily over something so stupid, and I've pushed him away from me. I don't mean to do that but it hurts him and I don't know what to do. I try telling myself to be happy because I know it's the pill but it's so hard. "
Birth Control,https://www.drugs.com/answers/im-21-years-old-and-on-the-birth-control-pill-and-359461.html,I'm 21 years old and on the birth control pill and throw up EVERY time I drink alcohol?,"Throwing up every single time I drink alcohol, even if it's just 3 beers or a whole bottle of liquor. This never used to happen to me, I was able to drink just fine, I usually had a hangover with vomiting a LITTLE more often than my friends, but NEVER like this. I'm on ortho-cept right now but this was also happening while I was on Yasmin. I get violently hungover and ill, throwing up pretty much every 15 minutes for the majority of the day the next day after I have drank. It's the worst thing in the world. I don't usually throw up the night of drinking, but on new years I was throwing up all night and day too. Trying to figure out if the two are related, my mom, who's taken a psycho pharmacology class thinks they are, but my gynecologist looked at me like I was weird when I suggested the correlation. Been researching it a bit and I've seen quite a few articles from people with the same problem... STRONGLY considering ditching the birth control but I'm in a serious relationship and that's going to be risky.  HELP!!! I'm only 21, my drinking hasnt expired yet! "
Bleeding Disorder,https://www.drugs.com/answers/microgestin-fe-1-20-taking-pills-time-period-6-2067961.html,Microgestin Fe 1/20 - So I have been taking my pills on time and my period came about 6 days early?,... and I'm still bleeding. Does this birth control have a side effect of just being a mess? because my period is never really regular. I've been on it for over a year and I'm tired for bleeding two days one period and forever the next 
Birth Control,https://www.drugs.com/answers/depo-shot-brown-reddish-discharge-stop-3161279.html,"Depo shot, brown-reddish discharge. When will it stop?","So I got my very first shot on September 2/16 and I get my second one in December or late November. When I first got the shot I had it done while on my period and it stopped earlier than usual then about a couple weeks later I had my period again, or thought I did for two weeks but it turns out it's just this brown-reddish coloured discharge. I started getting it about a week after the shot, and I'm wondering, will it stop and when. My boyfriend and I have sex and we enjoy it but I find it gross that this is happening. Like he keeps asking to go down but I don't want him to because of this. When will the discharge stop because honestly it even grosses me out. "
Birth Control,https://www.drugs.com/answers/depo-provera-bleeding-2nd-shot-3095472.html,Depo provera bleeding since 2nd shot?,"I took my first depo shot in March 2016, never been on the shot before or any form of birth control in years. Always a normal cycle (5 days) before depo. When I took the first shot in March I was not on my period but it was due in 1 week. Did not get it for 3 weeks. Well... When I finally did in the 2nd week in April it lasted 2 weeks (much longer than my normal cycle of 5 days). In April when not bleeding minor spotting after sex, but period lasted 15 days (very light no tampon needed) then in late May my period started again and I begged my gyn office to let me get my 2nd shot 2 days before it was due in mid June as I was still bleeding and they told me it was not due until june 17th and I could not get it a day sooner since it would be my second shot. They told me to take Advil/I lbuprofen and That it should help make it lighter. Yes, to where you don't have to use a tampon but doesn't help the period completely stop. As soon as you think it does stop or is stopping you are bleeding red or brown again. I got the second shot on June 17th and still bleeding never even stopped after the second shot that they made me wait for! I am going to wait on the third shot which is now not due until mid September but I am worried that it will not stop my period. I started depo to stop my periods all together, prevent pregnancy and so that I didn't get cramps which I had bad before depo due to endometriosis but now I have no cramps (great), constant periods and angry boyfriend (not great). I smoke cigarettes which is why they recommended depo stated that the pill causes clots if you smoke. My gyn office said my period would be gone in like 3 months. They should warn women that it can be up to the 3rd shot or longer so that we can prepare our significant other. I have been bleeding straight since mid May and now it's reaching the end of July. What other form of birth control can I take if I am a smoker and this does not stop after the 3rd shot in sept. What can I do to stop periods now without taking 800mg of Advil 3 times per day? Please someone respond and tell me what you did after the second shot and you were still bleeding and whether you took the 3rd shot and if it stopped and how long did it take to stop after the 3rd shot? What can I take now to stop this flow of daily blood?! I hate wiping and seeing it there! Why on earth is this happening to so many women!!! We just want the bleeding to stop! And now I hear worse stories of months of bleeding after stopping the depo altogether so what is the right choice to make after shot #2!!! "
Birth Control,https://www.drugs.com/answers/wrong-color-birth-control-pills-2748629.html,Took the wrong color of birth control pills. What do I do?,"I was taking the pills all the way through; I took all the white, and then all the light blue, and then started on the dark blue. I lost a pack so I opened a new one and started off from where I'd left off. I realized after a few days that I'd started talking the light blue pills after the dark blue, when I was supposed to be taking the green. I had sex a few days before my period was supposed to start, and I am two days late. Is this because of the sex, or because of the color of pill I mistakingly took? What do I do? "
Birth Control,https://www.drugs.com/answers/nexplanon-nipples-soreness-2577528.html,Nexplanon nipples soreness?,I have been on the nexplanon since 11/21. I bled for 3 weeks straight so my doctor had me take a months on birth control pills to stop me from bleeding and hopefully stop me from having one all together. My nipples have been so swollen and hurt really bad when I barely touch them for the past 3 days and its not getting better. Me and my boyfriend do have sex without a condom cuz I have the implant. I just finished the month of birth control pills today. I have read nipple soreness is a side effect of pregnancy but is also a side effect of the nexplanon it just has me a little worried? 
Birth Control,https://www.drugs.com/answers/normal-period-middle-bc-pack-2140887.html,Is it normal for period to come in middle of BC pack?,"I just started birth control for the first time on October 29th (exactly two weeks ago) and I started it mid cycle because I wasn't sure when my next period would come because it's irregular. But, I'm only starting my 3rd week of pills today, and I got my period last Friday (in the middle of the second week). Usually, my period is about 3-4 days long but Im still spotting and kinda bleeding today (day 6). Is this normal? Should I be concerned? Also, I haven't skipped a pill, and ive taken them, everyday at about the same time (11-12 ish) "
Allergies,https://www.drugs.com/answers/sodium-fluoride-allergies-499550.html,Sodium Fluoride - Allergies?,Just wondering if anybody ever experienced them? 
Allergies,https://www.drugs.com/answers/i-have-been-prescribed-zylet-for-eye-allergies-my-452442.html,"Zylet eye drops for eye allergies and red eyes, is continued use ok?",I have been prescribed zylet for eye allergies. My eyes cleared and once again my eyes are red. I had zylet prescription left and put drop on eyes. Ok to continue to use zylet to clear eyes? Will I hurt my eyes with continued use? Thank you 
Allergies,https://www.drugs.com/answers/i-have-noticed-patches-of-hair-loss-ive-been-on-423886.html,I have noticed patches of hair loss . ive been on singulair for 3 months. does it cause hair loss?,i have to take singulair for severe allergies causing my asthma but for 4 weeks have big bald patches appearing on my head and need to know if this is related 
Allergies,https://www.drugs.com/answers/corn-allergy-and-medications-with-corn-prods-in-485137.html,"Corn allergy, and Medications with corn prod's in them what can be done?","Almost every tablet and capsule and even inhaler contain corn based products. (ADM must be Loving it) So is there an easy way to ID if the meds one is on contain Corn based products or is there a way to find alternative to those products? It seems my sons allergy to corn has manifested in a need of Inhaled steroids/albuterol. but the IH steroids/ albuterol both contain corn which force the need for them this over the last 6 years. Very overwhelming, any help welcomed. Corn seems to be in everything. "
Birth Control,https://www.drugs.com/answers/birth-control-effective-after-6-days-3383757.html,Birth control effective after 6 days?,"Hi guys, so I’m new to this whole birth control world ... and I began taking my pills on the second day of my period. My period came on a Saturday therefore I began my birth control on a Sunday at 11 pm . Today is Saturday and I had sexual intercourse with my partner and he came inside me ( sorry about the TMI). Should I take a plan B just to make sure I’m not pregnant? Or should I just take my birth control today at the regular time I’ve been taking it? Or both? HELP "
Birth Control,https://www.drugs.com/answers/ortho-evra-accidentally-put-patch-upper-thigh-2077924.html,Ortho Evra - I accidentally put the patch on my upper thigh next to my panty line?,"... Is this okay? Should I take it off and put a new one on in a better place, or leave it on my thigh this week? It's my first week to wear it. "
Allergies,https://www.drugs.com/answers/where-can-i-buy-actifed-cold-and-allergy-medicine-468947.html,Where can I buy Actifed Cold and Allergy Medicine in Canada?,
Depression,https://www.drugs.com/answers/naproxen-make-depressed-irritable-1050928.html,Does naproxen make u depressed or irritable?,
Birth Control,https://www.drugs.com/answers/bleeding-active-mononessa-birth-control-pills-3356426.html,I'm bleeding during active Mononessa birth control pills. Is this normal or preventable?,"I started taking Mononessa birth control pills early last month. I started my active pills in the middle of my cycle and ended up taking my inactive week a week early, when my period would've originally been, for a multitude of reasons. (I also wasn't too concerned as my boyfriend and I always use condoms anyways and are extremely careful. Ultimately the pill will just be an extra measure of caution). I'm on my second month and about 14 days into my active pills. I've been bleeding for a few days now. I've had spotting here and there since the beginning, but it's been getting increasingly more heavy. It's been heavy enough that I've had to wear a pad all day and it soaks through toilet paper when I wipe. I've also experienced cramping as if I were on my period. I've heard things about spotting, but this seems so much more than that and I don't know if my period has actually started, which is a bit frustrating, as knowing exactly when my period was going to be was a perk for me. I haven't missed pills and I'm pretty consistent with the time I take them (6:00 pm). The other day I did end up taking one an hour late and last night I took one half an hour early. But other than that, it's always at 6:00 pm. I'm just a bit concerned. I don't know if it's something I did or if it's normal or not. "
Birth Control,https://www.drugs.com/answers/depo-shot-long-after-shot-vaginal-dryness-away-3301357.html,"Depo shot , how long after being off the shot will vaginal dryness go away?","I have been on the depo shot since January after I had my son , in recent got my third shot at the end of June. I recently noticed during sex a burning feeling and hurting and just notice my vagina is not how it used to be. So I'm supposed to go in September to get my shot but I am not getting it, just want to know how long after will the vaginal dryness go away. Thank you ! "
Birth Control,https://www.drugs.com/answers/amoxicillin-500-mg-affect-plan-bs-effectiveness-3218404.html,Can amoxicillin 500 mg affect Plan B's effectiveness?,"I took a plan b monday morning at 7, and was prescribed amoxicillin for an infected throat and began taking it wednesday afternoon at 1pm. I know the prescription affects birth control, but would it affect the plan b I took 2 1/2 days ago? "
Depression,https://www.drugs.com/answers/depression-how-long-does-1-pill-called-296568.html,How long does Desipramine stay in your system (1 pill)?,
Depression,https://www.drugs.com/answers/clonazepam-does-this-also-treat-depression-286403.html,Clonazepam - does this also treat depression?,
Depression,https://www.drugs.com/answers/i-have-narrowing-glaucoma-and-depression-and-312002.html,Should I take Elavil if I have narrow angle glaucoma?,"I have narrowing glaucoma and depression and insomina?I was given a Rx for elavil, the Psych. Dr. said it doesn't effect glaucoma? This doesn't sound right? Should I start this drug? "
Allergies,https://www.drugs.com/answers/episodes-swelling-mouth-lips-tongue-caused-610226.html,"I have had episodes of swelling in my mouth, lips and tongue. Can this be caused by topical creams?","I've went through a battery of tests and changed multiple medicines trying to stop this discomfort (feels like the inside of my mouth is wrinkly) I never once suspected topical creams I used back then (as it went away) But now, I've had a recurrence of Phimosis and started to use Loprox and Lotrisone as recommended by my Urologist to take care of the issue and lo and behold I'm having the swelling and mouth discomfort again. It doesn't affect my eating or breathing, just a little discomfort with that wrinkly feeling on the flesh inside my mouth. The creams really allay the problem with Phimosis and I just have to follow up with them once a week or so to get continued relief. The Phimosis condition went away for almost a year, as did the mouth problem, then when I began to have symptoms again I re-started the creams and I realized where the original mouth discomfort came from (I've had NO other changes in ANYTHING) As long as I can live with the occasional discomfort in my mouth, is there any issue I should be concerned with using these creams. I've used them for 3 or 4 years and was just able to stop using them for almost a year, until recently. "
Depression,https://www.drugs.com/answers/will-elder-tonic-help-maintain-an-appetite-for-an-280613.html,Will elder tonic help maintain an appetite for an older person?,"My friend has lost his appetite due to Parkinson's Disease and depression from the Parkinsons. Years ago elder tonic was the remedy for many things, amongst which was appetite. Will it still work? Where do you get it? Any other suggestions? "
Depression,https://www.drugs.com/answers/methylprednisolone-and-suicide-249090.html,Methylprednisolone and suicide ?,information about Methylprednisolone causing depression and suicide 
Bleeding Disorder,https://www.drugs.com/answers/is-break-through-bleeding-common-after-being-on-175734.html,Is break-through bleeding common after being on Climara for two years?,I did not experience break-through bleeding initially when I began taking the product. Since I am now experiencing the bleeding is it an indication that I may be on the patch too long? 
Bleeding Disorder,https://www.drugs.com/answers/sudden-bleeding-3466335.html,Sudden bleeding. Don’t know what to do?,"I used Ella over a month ago and stopped using my birth control pills because I got very sick. I didnt my period and it said it was normal since Ella messed up my cycle and I ovulated two weeks afterwards and I stopped bc (my last cycle was dec 1-3rd) I didn’t know better and a month later I resumed my birth control pack again and took it for two weeks. Combination pills Falima. I took it every day and I had light brown spotting which is normal until every day it increased. I had more and more light brown dry blood in my underwear until I had clots. Eventually red blood, and a lot of it. It happened more when I had sex, I had no pain or foul odor. No cramps, just abnormal bleeding which heavily concerned me. I do not have insurance so going to urgent care or the ER was way out of my budget. All the doctors offices and gynecologist are closed and Monday too because of the holiday. Im still bleeding but a lot less than after sex. My friends doctor said its normal and to keep taking the pill and after I had sex he got a clot because I was already bleeding but Im not sure. Should I wait or go the ER? Or find somewhere Monday? "
Birth Control,https://www.drugs.com/answers/birth-control-you-start-stop-start-taking-bc-pills-3202352.html,Birth Control - What happens if you start-stop-start taking BC pills?,"I'm 22 years old. I was on ortho tri-cyclen lo 4 months ago and tool for for 2 months then stopped, now just today I started taking Alesse after my mom literally shoved it down my throat. My mom forced me to take them since she is extremely paranoid of me getting pregnant, even though I have NO boyfriend. I am concernwd about how this is going to affect my body because Ive already had a lot of body changes since taking BC such as lack of sex drive and mood changes. Will doing this BC routine affect me from getting pregnant in future? "
Allergies,https://www.drugs.com/answers/what-does-the-d-stand-for-in-allergy-medications-64213.html,What does the D stand for in allergy medications?,
Allergies,https://www.drugs.com/answers/taking-allegra-allergies-24-hour-recently-found-3473195.html,I have been taking Allegra D 24 hour for my allergies. I recently found that it appears I...,... have passed a tablet in my stool. Is this normal? Am I getting the effects of the time release? What can I do to make sure I am getting the medication for my allergies? It seems like I passed the entire pill and not just the shell. The research I have done it seems like often times time release medication is coded so the husk of the medication so to speak will pass. It appears as though it was the whole darn thing in my poop? 
Allergies,https://www.drugs.com/answers/alternative-xanax-lactose-allergy-3454742.html,Is there an alternative to Xanax if I have lactose allergy?,
Allergies,https://www.drugs.com/answers/new-allergy-adderall-vyvanse-alternative-3374040.html,"New allergy to adderall, also Vyvanse. Need alternative?","I’ve been taking 70mg of adderall for about 7 years and all of a sudden have developed a severe allergy to it. Two weeks ago, my doctor switched me to Vyvanse 70mg to see if I would have a reaction to it also and I did. I really need to find an alternative hopefully with something more similar to the adderall as soon as possible. I started taking this medication following severe damage from a brain aneurysm and brain mass. Please help. Thank you so much "
Depression,https://www.drugs.com/answers/what-is-the-best-medication-to-keep-the-mind-210069.html,What is the best medication to keep the mind active for long period of time?,"well, i have had depression for years but I manage to contain the depression at low level but not eliminating it over the past few months. The problem is I am wanting to get my life back on track and getting involved in social activities. But the thing that always stops me from doing so is because I am not capable of maintaining high activity for a period of time. Its because for some reason, i am back worrying about things when I know it does not matter. Its kinda hard for me to put my feelings in words but I really am worried about my future . "
Depression,https://www.drugs.com/answers/zoloft-50-mg-first-time-starting-trip-3444995.html,I took Zoloft of 50 mg for the first time and I’m starting to trip out on it. What do I do?,
Depression,https://www.drugs.com/answers/i-would-like-to-know-if-a-2mg-xanax-stronger-than-196326.html,I would like to know if a 2mg xanax stronger than a 1mg?,
Depression,https://www.drugs.com/answers/i-take-celexa-15-mg-everyday-and-have-for-9-years-170928.html,I take Celexa 15 mg. everyday and have for 9 years?,I also take Xanax and Seroquel as needed in a crisis. I have Dysthemia (chronic low mood) with periodic bouts of Major Depression. I also have anxiety and mild OCD. I had a hysterectomy about the same time I started using anti-depressants. I have gained almost 50 lbs over the years. Has anyone else experienced weight gain on Celexa and has anyone had success losing weight while on it? 
Depression,https://www.drugs.com/answers/i-just-got-perscriped-to-wellbutrin-and-klonopin-167693.html,I just got perscriped to Wellbutrin and Klonopin but I have an alcohol problem?,"I am a 23 year old female and have been depressed for the last 2 years, my depression has caused severe mood swings as well. I also have very bad anxiety since about the age of 8. I have had a problem with alcohol since about 19 years old. My doctor perscriped me the wellbutrin and told me to take the Klonopin at night to help the anxiety. Well I told him i drink everynight and he said to stop drinking and take the medication. I read the reviews and they say that if you are quiting alcohol then it's not good to take because it increases the chance of a seazure, it also says not to drink when you take it. Are these mild side affects? I'm not sure what to do? "
Depression,https://www.drugs.com/answers/how-long-can-you-take-this-drug-bupropion-sr-165010.html,How long can you take this drug bupropion sr?,my mom is 90 yrs. old and she is having a lot of anxiety she is having problems with balance. she has took this drug for 20+ years. I'M sure she cannot go off this drug. what do i do? 
Bleeding Disorder,https://www.drugs.com/answers/accidentally-pills-week-experience-bleeding-day-1705816.html,I accidentally took two pills last week and experience bleeding the other day?,"I accidentally took two birth control pills last Friday. After that I continued taking taking the pills as normal. But on the other day I experience bleeding. I still have it today. It's like normal period.  I started the pack on Sep 9. I accidentally took two pills on Sep 19. I've had bleeding since Sep 27 until today.  Should I start the next pack as usual (7 days after the last pack)? Am I having bleeding because I accidentally took two pills? After I started bleeding, I took the pill as usual, but it didn't stop the bleeding. Will it stop when I take the new pack? Thank you. "
Depression,https://www.drugs.com/answers/depression-has-anyone-on-wellbutrin-lost-their-201403.html,Depression - has anyone on wellbutrin lost their appetite or lost weight ? i've lost about 15lbs?,... since dec . i didn't want to lose any weight 
Bleeding Disorder,https://www.drugs.com/answers/long-bleeding-starting-loestrin-645768.html,How long does bleeding last when starting loestrin?,"I took loestrin 3 years and loved it. Short periods. For the past year I couldn't afford it so stayed abstinent for the most part. The day after my last period I restarted loestrin, everything was great until I had sex a week later and I've been bleeding old blood like a normal period ever since (~week) and have horrible cramping and ya know, the runs... I've been online reading horror stories saying this will last for months. Please, some advice? "
Bleeding Disorder,https://www.drugs.com/answers/effects-after-stopping-estradiol-4-months-597822.html,What are the effects after stopping estradiol for 4 months?,I have stopped taking estradiol after 4 months because of tender breasts. I have starting bleeding after 4 days. Is ths normal? I have started using 1/4 tsp of Pro-G-Yam-500 about 3 weeks ago for hot flashes. Could this cause the period? 
Bleeding Disorder,https://www.drugs.com/answers/stop-slow-gum-bleeding-pradaxa-588149.html,Is there any way to stop or slow gum bleeding. I am on Pradaxa?,
Bleeding Disorder,https://www.drugs.com/answers/started-takn-white-pills-day-period-8-days-stil-580161.html,I started takn the white pills the day I got my period and its been 8 days and I stil hav my period?,"i have a history of irregular period and my doctor put me on microgestin and i have been on it for 8 days now and have been bleeding for 8 days, do i skip to the brown pills, is there anything i can do to stop my period, i am going on vacation next week, i am so tired of this, i feel defeated "
Bleeding Disorder,https://www.drugs.com/answers/mononessa-make-cramping-bleeding-worse-566012.html,Does Mononessa make cramping and bleeding worse?,"I am on my third month of taking birth control, but on my second month of taking Mononessa. Before I started taking birth control, my cramps weren't bad, but since I have been taking birth control, my cramps have gotten worse. It hurt a lot with the first birth control I was taking (Loestrin 24 Fe), and my flow level wasn't bad. But now with the Mononessa, my cramping is out of this world and my bleeding is heavier than it has ever been and it's only day one (usually my first day is very light). Is this normal for birth control? It just doesn't feel right to me. Do I have a hormonal imbalance? What should I do? "
Bleeding Disorder,https://www.drugs.com/answers/diflucan-2-tablets-bleeding-539953.html,Diflucan - I have taken 2 tablets and now bleeding?,I took one tablet on Friday and another on Saturday. On Monday I started to bleed and I am still bleeding. I have a sore womb and lower back 
Bleeding Disorder,https://www.drugs.com/answers/vaginal-bleeding-after-taking-adderall-174235.html,Vaginal bleeding after taking Adderall?,"I just started taking Adderall two days ago. I'm on 10 mg, but was told I can take one more in the afternoon as needed. I took 15 mg this morning and this afternoon had some vaginal bleeding. It totally feels like a period( cramps, lower back pain etc) but I have been on birth control for years and I'm not due to have my period for a week and a half. Is the bleeding normal? "
Birth Control,https://www.drugs.com/answers/accidentally-birth-control-pills-backwards-937809.html,I accidentally took my birth control pills backwards what should I do?,"I'm currently taking ortho-tri-cyclen and have always been on time and have regular periods. I just had my period the last week of January and it started again Feb 5 (wed) which is very unusual for me, then I just realized I've been taking my birth control pills backwards for this month for 2 weeks now what should I do? I don't know how this happened "
Bleeding Disorder,https://www.drugs.com/answers/light-spotting-after-taking-plan-side-effect-3232361.html,Light spotting after taking Plan B? The pill side effect or implantation bleeding?,"So on the 19 Feb I had sex, (7th day of my cycle). We used a condom but my bf told me to take the pill just in case. Approximately 2 1/2 days later I took it. Now 5 days later (15th day of my cycle) I'm slightly spotting, only when I wipe myself at the bathroom. I'm totally freaking out right now. My cycle is 30-33 days. I'm supposed to see my period till the 23 of March. Is this just the side effect of the pill or implantation? Please help.! "
Bleeding Disorder,https://www.drugs.com/answers/acyclovir-medicine-bleeding-864649.html,Acyclovir - Why does this medicine cause so much bleeding?,"I started taking Acyclovir on Monday and my doctor prescribed me to take 5 pills a day because I had a really bad cold sore on my nose. On Tuesday morning I was bleeding when I used the restroom. Wednesday I decided that I would only take 3 pills and the bleeding stopped. To sum the story up, Sat I took five pills and I have be bleeding terrible. Help please! "
Birth Control,https://www.drugs.com/answers/what-do-the-different-colors-stand-for-trinessa-299149.html,What do the different colors stand for trinessa?,Taking this birth control and wanted to know why are they differnt colors? What does that stand for? 
Birth Control,https://www.drugs.com/answers/sex-7th-day-3466873.html,Had sex on the 7th day on pill?,Hi I had sex with my boyfriend on the 7th day of my birth control. Now i took it at around 4 clock and had sex at 9 would we still be protected or should i consider birth control as an option. also i started taking the combination pill the day my period ended 
Birth Control,https://www.drugs.com/answers/lost-active-birth-control-pack-day-placebo-7-3438416.html,"Lost the last active pill in my birth control pack, took a eight day placebo instead of a 7?",So this is what happened. Last month i took my pills perfectly. However i lost the last active pill of my pack. So i just went straight into my placebo week. Now realizing this. I should of taken a 7 day break but instead i took a 8 day placebo break. I started my new pack on Sunday and had sex Tuesday. My bf pulled out. But are my chances dramatically increased to be pregnant? For the remaining of the month i took my pills perfectly. I’ve been on the same BC for a little over 4 years. But this is the first time this has happened to me. I’m in my placebo week again. And am expected to get my period tomorrow. I am cramping slightly. 
