disease,postLink,postHeading,postContent,postTags
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/21940/stomach-pains--my-happiness-sickness,Stomach Pains- My happiness sickness,"During big events in my life I will start to receive stomach pains during and after. I am away due to the military a lot and it has occurred at big military balls, dances, weddings, my engagement, and seeing my girlfriend/fiance for the first time in a while (because of distance). My fiance and I joke that it is my happiness sickness, because it seems to only happen on occasions where I am very happy. The stomach pains aren't incredibly painful but they can cause great discomfort, and make me not want to eat at all. It's definitely something I'd be ok dealing with for the rest of my life but it is also definitely a downer during the happy times. Just trying to figure out what it is and if there's anything I can do. Although I think I'm a pretty relaxed person and I'm not stressed out much during these happy times, is it possibly caused from anxiety? Is the onset of the stomach pains because it is in my head at this point? Thanks, and any suggestions or help would be appreciated!",
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/22142/nitrous-for-pain-in-an-ambulance,Nitrous for pain in an ambulance?,"Hi -- Wondering if anyone in this board has ever been given nitrous oxide (laughing gas) for pain during an ambulance ride in the US? If so, let me know when it was, and whether you'd be willing to be quoted in a news story. Thanks!",
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/22149/hand-injuries,Hand Injuries,In 1998 I was working as a bartender. When I was polishing a wine glass the stem broke and punctured me in my right palm. I bandaged it and kept working. It was when I picked up the soda gun and pressed one of the buttons with my thumb I felt like a snap in my hand and immense uncontrollable pain. I never saught treatment but to this day I do not have full range of motion with my thumb and hand. The best way I can describe it is there is a pain that is always present. This might sound funny but if I was to hold my hand like I was going to karate chop something I cannot hold my hand straight. Any suggestions on what I did or what kind of injuries I sustained?,
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1750/eating-disorder,Eating disorder?,I need help. I can't eat properly. I'm losing so much weight that it's incredibly noticeable. I don't throw up my food and I never have.. I just never eat. It's almost like I'm afraid of eating because soon as I consume something i can almost feel myself gaining weight from that one thing I ate so I start exercising. My parents are worried because they know I'm not eating properly and I've lost weight but they haven't said anything to me.. what should I do?,Eating Disorders
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1735/looking-for-help-for-depressed-family-member,Looking for Help for Depressed Family Member,"I have a super depressed family member who went to the mental hospital last week because he wasn't eating or taking care of himself. He threatened to commit suicide a month ago, has huge gambling debts and he has just given up on life as he can't see any way to dig himself out of his hole, given his debts and an injury that is preventing him from working for the next couple of months. The doctor said he needs long term help and the hospital can't provide that so he's going to discharge him tomorrow . But my cousin lives by himself and it seems like the doctor is just giving him a death sentence. So question, are there any affordable long term care, group homes or anything else in the Los Angeles area that someone can recommend? All suggestions are welcome.",Depression
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1732/unending-depression,Unending depression,". .Hi, I'm 64 and I know I'm depressed. I suffer from a number of health problems and I never have what you might call a good day. I have diabetes 2, diabetic neuropathy, gastroparesis, hypothyroidism, lichen sclerosis, and I had a heart attack 2 months ago. I am always sick to my stomach. You would think I would be a skinny person but I struggle to lose weight. I guess that's the hypothyroidism. I have been depressed at my current level for about 4-5 yrs. My ex-husband hurt me terribly, I moved away from him and have felt broken ever since. Can't afford therapy or cardiac rehab and the link these two have so I will probably die an early death. What a shame. Can anyone out there relate, any suggestions?",Depression
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1210/anxiety-depression-and-despair,"Anxiety, Depression, and Despair","This is probably a waste of time but I hope to find someone kind and sympathetic to talk to. I am 61, separated from my wife living in Ireland. She had me evicted from the home we shared with only the clothes on my back (no medications, no money). (Note: no violence, no abuse, no infidelity). I was homeless for 3 1/2 months until my Social Security Disability was awarded. Now my wife tells me she dumped all of my belongings including several suits and valuables. 	I considered suicide but couldn't go through with it. I have had to start over on SS with only minimum income. I have no family...even my brothers and relatives refused to help me. I feel very depressed and anxious. I have no insurance, only Medicare part A. I can't afford any other coverage. I go to a free clinic or emergency room for anything serious. I have no close friends as I moved back to my home town last year after being away for 25 years. My parents are deceased. I know I need to see a mental health counselor but can't afford the cost.  	I feel so betrayed by my wife of 14 years. I can't understand why she is so cruel and vengeful. I have decided that I WILL kill myself if anything drastic happens...my car is damaged and cannot be repaired or my health problems prevent me from taking care of myself. I am very familiar with nursing homes (my first wife was in one for 17 years after a stroke). I will not allow myself to be put into one. I still love and miss my wife but I could never trust her again. I stay at home most of the time, I drive very little, and don't go out much. I have to watch my money very closely. 	I was a computer engineer for 40 years but now find myself poor, barely surviving on SS. I don't have any property, stocks, or investments because of my first wife's 3 strokes and my current wife had breast cancer several years ago. I was laid off by IBM 3 years ago.  I feel sometimes that I'm just waiting to die.","Anxiety & Panic Disorders , Depression"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/909/can-pills-work-if,Can pills work if,I'm very depressed and it because of a real world problem and not a chemical imbalance. Can antidepressants work if I do not have a chemical imbalance? I know it would be better to just fix the problem causing it but WE have been working on it for over 10 years now and it's not getting any better. I can't change things cause I just can't do that to my 7 year old son.,Depression
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/20924/painful-cramps,painful cramps,"Quite often after a day of hard work , I will get severe cramps in my thigh , side abdomin , even my forearms, after coming home and relaxing a few hours . or sometimes they wake me in the night sleeping . I drink plenty of water , and take vitamins, but nothing seems to help. These are dibilatating cramps that are very painful ! Any suggestions appreciated !",
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/20900/25-year-old-seeking-stylish-shoes-for-tailors-bunion-pain,25 Year old seeking stylish shoes for Tailors Bunion pain,"Help needed! I'm a 25 year old working woman in the financial services industry. Both in my spare time and work life, I love wearing high heels.  However, I've been experiencing almost constant pain from my tailors bunion (on outside of foot rather than inside).  Are there any ""cute"" high-heeled shoes out there that are bunion friendly or will help alleviate my pain?  Also- I'm concerned as it is only summer, what kind of close toed shoes am I supposed to wear in the winter? Help!!! My bunion hurts to the point where I get home and when I lay on the couch, if my bunion is touching the couch or blanket or has pressure on it-it hurts (and no- I don't wear heels every day) Sincerely, Caitlin",Chronic Pain
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1443/no-one-cares,No one cares,"When u talk about *** everyone listens, buy when your at ur lowest point in life nobody listens or cares...I had to stop myself from jumping in the lake earlier...sometimes it's hard to tell ur self that u can see the light at the end of the tunnel when you've used that line many times...",Depression
Sleep,https://messageboards.webmd.com/health-conditions/f/sleep/3773/i-get-11-hours-of-sleep-and-i-m-still-tired,I get 11 hours of sleep and I'm still tired,"I'm 18, I usually get 10-11 hours of sleep a day, and I'm still tired. I can drink 4 large coffees a day and get no effect, I could drink 2 Red Bulls in a row, and get no effect. I don't know what to do now, because it's just getting annoying being so tired. I don't know if I'm just a low energy, lazy type of person or what. But what can I do?",
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/19617/just-venting,Just Venting,"Hello, everyone. Just a post to vent. Very wet weather in our part of the country this past spring and summer. If it is not raining, it is very humid. I have been doing some yard work lately that had to be done. My pain levels are very high, probably as high as a '10', which is the worst. I am taking my enteric coated aspirin, muscle relaxers and resting as much as possible in my life recliner. I plan to go rumble soon - which means taking a nap in our sleep number bed with a vibrating frame. I will see my chiropractor next Wednesday. I see him on the third Wednesday of each month as that is when we get our SSD payments.  Remember the old ""Hee-Haw"" TV show and the song they used to sing: ""Gloom, despair and agony on me""? I have been singing that a lot lately. But, I am still abundantly blessed and thankful. How are you all doing?",
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/20675/vein-pain,Vein pain,"Monday morning I went to get blood drawn for several test. It was quiet a few tubes filled, 14 to be exact, but I was told to leave band-aid on for at least 20 minutes to protect my vein. So I did actually I left it on for about 1 hr til I got home. I've been going on as usual but now slowing down cause my vein is swollen and pain is radiating up to my shoulder and down to my wrist. I took it easy yesterday but today 48 hrs after pain is gradually getting worse instead of getting better. Should I go back to hospital where blood was drawn, go to my Dr., or should I just wait another day? It's really is bothering to the point that I woke up twice in middle of night from throbbing pain.",
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/19980/methadone-did-it-go-bye-bye,Methadone Did it go bye bye?,Ok so an hour after I took my liquid dose of 70mg methadone I threw up due to being sick. Not dope sick. My question was that long enough for it to get in my system? Or did I loose it?  PLZ HELP!!!,
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/19875/can-an-infected-ingrown-toenail-grow-out-without-surgery-removal,Can an infected ingrown toenail grow out without surgery removal?,"I have 2 ingrown toenail that start at the base of my toe. I have had one partially cut out by a professional, and it grew back into an ingrown toenail. I've tried to cut out both and got most of the nail out of one, but now there is a sore pink sort of pocket over the ingrown nail. I soak my toes in Epsom salt and warm water, I pour Hydrogen peroxide on the toes, then I put a band-aid with Neosporin on. Could this nail grow out and not have surgery again? Thank you!",
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/21009/got-bit-by-a-dog,Got bit by a dog,"Hi! I got bit by a dog last weekend and a few hours after I was limping because it was on my upper thigh close to my butt. Well it has bruised pretty badly and the swelling hasn't gone down and it still hurts to put pressure on that leg for an extended period of time, the bruise is warm to the touch also. The dog was never able to break my skin because I had jeans on and a shirt that went a little past that area. I don't know what to do for the stupid bite.",Chronic Pain
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/20585/gallstones-hurts-what-to-do,"Gallstones? Hurts, what to do?","Hi, I'm an 18 year old female whose started having gallbladder/stomach pain. I went to the doctors and they said it was most probably gallstones and I agree. All the symptoms check out. The position of the pain (in my right upper abdominal). In the beginning I just had pain after meals and they lasted 30min to a few hours. It fits, right? Anyway I've been seeing/talking with my doctor and so far I've just had my blood taken and had to give a stool sample. Everything came out negative. No blood in stool etc. I just don't understand why she won't do the ultrasound if she already figured out what i have? My pains been getting worse and a lot more constant so i called her again and got an appointment but I'm not sure I can take the pain for that long. I haven't vomited nor do I have a fever but then again I've only puked twice in my whole life and I rarely get a fever even when I have an infection going. Now here's my problem... I know I'm young and all but I've had to suffer a lot of pain (physically) because of different diseases (not severe ones) so my tolerance to pain is a lot higher than most (and I was probably born that way). The pain I'm feeling right now is bad (probably unbearable to most) but to me I'd say it's moderate to slightly severe. So, I don't know what to do? If I have another attack do i call an ambulance even though I can just grit my teeth through it or do I go to an ER or urgent care? +I'm one of those people that no matter how bad the pain gets I don't show it on my face and because of it people/doctors don't think I'm in pain at all so I've been faking my facial expressions which I know is wrong but better that than not get treated at all. Honestly I've heard people often say ""If your expression doesn't change then it probably doesn't hurt as much as you think"" and I've been wondering if that's true? I'm really in pain but I can take it so maybe it isn't that bad? Thoughts anyone?",
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/20759/how-could-you-live-better-with-migraine,How Could You Live Better With Migraine?,"If a migraine stops you dead in your tracks, it’s more than just an annoyance. Find out the best ways to lessen the pain:",Migraines
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/20911/looking-for-really-good-pain-specialist-in-eastern-ma,Looking for REALLY good pain specialist in Eastern MA,"I have had chronic, constant back pain for 14 years. Now I also have chronic bursitis in both knees and one hip. I'm told I have ""chronic pain syndrome"", whatever the heck that is. I have gone to the Beth Israel Pain Clinic, The Mass General Pain Clinic and the Lowell General Pain Clinic. I have been tested, poked and injected with little or no affect. I take Tramadol three times a day, and use a TENS machine all day. This helps to keep me from being bed ridden. I have tried medical marijuana an all kinds of supplements to no avail. I've done acupuncture, Reiki, self hypnosis, chropractor, physical therapy. I have found that when I see a pain doctor the first words out of their mouth is ""I'm not prescribing any more pain meds"" even though I haven't even asked for any. Then they glance at my records, ask me my pain level and tell me what to do. One doctor said I could get cortisone injections every 30 days. I have osteoporosis (which he knew) and I KNEW that wasn't safe. Another said I needed ablation therapy. When I read about it and asked for second opinions it didn't sound like it was worth the risk. The pain doctor didn't explain anything, he just told me it's what I needed done. I need someone who will listen to me! Does anyone know someone really good in the greater Boston area? I live near Lowell, MA so southern NH is also nearby. Thanks",
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1447/living-with-depression,Living with depression .,"Everyday I wake up feeling miserable , I overthink everything and sometimes its hard to even concentrate even at the best of my ability. Most days i consistently think of past events that not only caused me pain. but stressed me out to the point where i started loosing my hair at 12. My meme died when i was 12 of multiple strokes. She had sat in her house for days with no medical attention & My parents got a divorce that following year. My grandfather also then died when i was 13. I couldn't even believe that my great grand parents had passed away i miss them everyday its been 7 years since they've died and its harder now then ever. My baby sister died due to her not having a brain at birth. Seeing a dead baby at only 5 stole my innocence. My grandmother was diagnosed with terminal cancer when i was almost 17, and died a week after my birthday my sisters death date is a week before my birthday so February is the hardest month for me. Ive just opened up to a therpiest and have been seeing one now for almost a month now it has helped me tremendously",Anxiety & Panic Disorders
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1315/therapy,therapy,I have bipolar and go to therapy but I only go once a month. I don't really feel like I take anything out of it other than talking about work and my husband. I don't have any abuse issues or anything like that. My bp is currently being managed very well by another doctor in the same practice as my psychologist. Has anyone found it's not necessary to go to therapy? I enjoy going and there are some things I probably could work on.....,Bipolar Disorder
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1709/feeling-hopeless,Feeling hopeless,"I am 26 years old and have been battling depression for some time now. Some days are worse than others, many being manageable but times like tonight are hard, very hard. Im ashamed to even write this but the sadness and feeling of hopelesness has made me feel like i just do not want to exist anymore. I dont want to feel anymore.",Depression
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1640/scared-and-lost,Scared and Lost,"I'm so lost I may only be 21 but I Don't Know what to do anymore. When I was 16 I had everything Planned out. Meaning I knew without a doubt I was not going to be alive I didn't want to be alive. I Had nobody I felt and still feel that my family doesn't care about me, and when my depression got worse I pushed all my high school friends away. I haven't spoken to them in two years maybe a little longer. But now I don't wish to end it. I want to live, I want Adventure and to feel truly free and at peace. I never felt right being tied down living in one place. Since I'm part Irish I always joked that I'm part Gypsy (even thought I'm not). I'm afraid because I don't know where I'm going or what I'm going to do. I always dreamed of owning my own animal shelter, but while that dream is long long off, I fear that my life will be over before it even begins.   I know as I have stated before that I should seek help, and the only one who can decide to seek that help is me, but I'm terrified. I have always been judged and its left a very bad impression on me and I know that not all people are the same, however I am beyond afraid that the people I decide to talk to whether a Psychiatrist or a therapist will judge me, or not care only want my money. I feel sick just thinking about it. It take a lot of courage to even post on here, but I feel people not knowing my real name and face helps me cope a little better than talking to people face to face.","Anxiety & Panic Disorders , Depression , Self Harm , Bipolar Disorder , Personality Disorders"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1605/i-can-t-handle-it-anymore,I can't handle it anymore,"I have been diagnosed with depression and anxiety. I have suicidal thoughts all the time, i have started self harming again. I feel alone and and like i am drowning. I don't think i can carry on anymore, i feel like these thoughts are going to turn into actions, i'm scared and need help but i'm affraid to ask for it","Anxiety & Panic Disorders , Depression , Self Harm"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1723/when,When?,"So when is it time to reach out to a professional? I'm not physically harming myself (or anyone else) in any way, suicidal, abusing anything, or other generally thought of ideas when one says words like depression or anxiety. I'm not at 'rock bottom'. I am a fully functioning being that goes to work every day like my peers. I'm fine with being social and don't fear the world around me. So some here may ask, WTF are you doing here! Maybe I am trying to head off something at the pass. I've become a rather negative person (however being the analytical/ realist person I am, there is an extent as to which the world ending scenarios float around in my head - but it might, and it might be all my fault).  In addition to that, I'm rather emotionally flat. Not a lot of anything. Things are funny but not as much to me a others. I don't get mad, not because I'm laid back but because, I'm not interested or it's too much energy or it just isn't there. I can't explain why. Emotionally void or just a personality flaw? True, my relationship with my spouse is not so awesome at the moment. He has done some things that should have made me angry, but I just haven't. I just move on (not forgive mind you, but ignore really; maybe blame myself).  So my question is that is my personality just warped and dull or is there something potentially odd going on in there?","Anxiety & Panic Disorders , Depression"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/997/depression,Depression,"I've been on Lexapro since about April. I was very depressed and having anxiety attacks. The anxiety is somewhat better. It took about a month, but the depression was better, too. For a little while. I'm feeling myself sliding back more, however. I just feel so sad. If I try to talk to someone about it, they want to know why. If I knew the answer to that, I could make a million dollars. Or they just say, ""Well, I don't feel good either."" I'm trying to find reasons to keep going. I just feel so disappointed that the medicine isn't working so well anymore. And I don't know where to turn. I feel very easily confused and overwhelmed by every day things. I want to just hide away in my room but I can't because I have responsibilities and I don't feel I'm doing a very good job of handling them. I guess I just wanted to vent because I don't know what else to do or where to go. I tried to call a psychiatrist but I kept getting put on hold or sent to a voice mail. I left messages but they never called me back. I didn't realize it was so hard to get help.",Depression
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1363/frustration-and-patience,Frustration and Patience,"I need some help without a Dr putting me on drugs! Recently separated from my wife after 10 years, I'm 44 years old, and now I'm on my own with a 4 year old girl and 5 year old boy. I find that I am getting frustrated SO easily and have NO patience. I'm aware of my behavior of being short and snappy, and I try to address it as it happens, but I'm finding that I can't stop/control it. I'm looking for ANY advice and wondering if there are any natural supplements that may help. I currently take a regular ""multi-vitamin"" each day, along with Omeprazole for stomach issues. I need help with my mental health though, and don't want to feel so frustrated and angry. I've never had any type of mental health, anxiety or depression issues; and don't feel depressed. My mind is weighted because of the separation, and I worry a lot, but don't feel depressed, etc. Thank you in advance for any advice.",
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1218/schizophrenia-and-eating-disorder,Schizophrenia and eating disorder,"My brother, a 77 year old man, living in Florida with his wife and two sons, has been hospitalized for the past 30 days with a caso of psychotic attack. He has progressed in his behavior, although for the past 10 days he has refused to eat. They have conducted swelling tests and have been treated by a physical therapist, however, he refuses to eat. We try to give him the food and spend over 30 minutes trying tp feed him but he does not swallow and returns the food. The family is getting worried that he is losing too much weight, becoming dehydrated and not ingesting his medications properly, which compounds the problem. Does anyone out there has a similar problem and can recommend some possible solutions other than inserting a tube in his stomach for feeding. (last resource) Thank you Alberto","Anxiety & Panic Disorders , Eating Disorders , Schizophrenia"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1375/possibly-the-worst-situation-imaginable---help,"Possibly, The Worst Situation Imaginable - Help!!!","Hello Readers. And, I Thank You Very Much For Taking The Time To Read My Lengthy Post (Below)!! I Have Suffered With Extremely Treatment-Resistant Major Depressive Disorder, Severe, With ""Borderline"" Psychotic Features, And Underlying Dysthymic Disorder A/K/A Persistant Depressive Disorder For The Last Six Years Of My Life Which Relentlessly Continue!! And, Within The Past Six Yesrs, I Have Experienced Two Almost Catatonic Depressive Periods When I Was Only Barely Able To Leave My Bed For A Two-Month Period In 2012, And, A Four-Month Period In 2014!  And, Over The Course Of The Last Six Years, My Extremely Treatment-Resistant Major Depressive Disorder, Severe, With ""Borderline"" Psychotic Features, And My Underlying Dysthymic Disorder A/K/A Persistant Depressive Disorder, Have Joined Forces With: Generalized Anxiety Disorder (GAD); Extremely High Stress Levels; Anxiety Attacks And/Or Panic Attacks; Extreme Anti-Social Anxiety, Resulting In Periods Of Total Self-Isolation; Extreme Insomnia; Intense Ruminating; Moderate Obsessive Complusive Disorder (OCD); Multiple Unresolved Both Past And More Recent Serious Emotional Traumas; Extremely Low Self-Esteem, Self-Confidence, And Self-Worth; Multiple Unresolved Past And More Recent Unjustified Guilt Issues; Severe Unintentional Weight Loss; Complete Loss Of My Appetite - I Try To Force Myself To Eat What Results In",Depression
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1413/depression-bipolar-anxious-these-resources-may-help,depression? Bipolar? Anxious? These resources may help,"Hi: If you feel depressed, anxious, and/or have bipolar or another diagnosed mental health challenge, these resources may help. The Depression and Bipolar Support Alliance is a group that provides people with depression, bipolar, anxiety, and other mental health challenges safe and confidential places and gatherings to discuss concerns with one another. to locate support near you, go to www.dbsalliance.org. The National Alliance on Mental Illness (NAMI) also provides similar support resources, and I think their website is www.NAMI.org. Mental Health America is another good resource. Your physician can refer you to mental health care providers who can help you find therapies and/or medications that are right for you that may help you feel better. Do activities you enjoy whenever you feel up to it and whenever possible because that may help too. There are also things like Music Therapy, animal-assisted therapy, Art and Drama Therapy, recreational therapy, Occupational Therapy, and other creative and alternatives that may help, consult and work with your physicians and mental health care providers to discuss which options work best for you. Doctors and therapists can recommend traditional and alternative therapies and you can work with them to decide which ones can best help you. Do not give up trying.","Anxiety & Panic Disorders , Depression , Schizophrenia , Self Harm , Substance Abuse , Bipolar Disorder"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1395/beyond-the-battlefield-everyday-faces-of-ptsd,Beyond the Battlefield: Everyday Faces of PTSD,"Veteran's Day is a day in the US where we appreciate the service of the men and women of our armed forces. However, after they come home from duty, some take on an entirely different fight with Post Traumatic Stress Disorder (PTSD).  PTSD is a mental health problem that can occur after a traumatic event like war, assault, or disaster. However, PTSD doesn't just affect veterans. There are many faces of PTSD, and the effects of this disorder are far reaching. Click here to read the stories of those with PTSD:   .  Share your stories. Have you or someone you know experienced PTSD? We want to hear from you! To join the conversation, log in or sign-up to become a WebMD member.",Abuse Victims
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/1410/depression,Depression?,"Hello, madam! My name is Iuliana and I am from Romania. I am 21 years old and I just took my bachelor degree in English and French literature. I am a very ambitious person with big dreams and great expectations but lately I am struggling to find my way in society, I cannot communicate with people because I am an introvert and my self-esteem is extremely low. I would love to be more courageous and confident and I don't know how to change things in my life. Starting from shyness I ended up unable to build a relationship, I merely can talk with people of my age and make friends. Since I started my first job I started to lose weight and not get enough sleep because of the stress and anxiety. I just don't know what to do to put myself together especially now when I moved far away from home where no one understands me. It started to getting worse and worse, I can't find joy in anything, all I wanna do is cry. I cannot study for my master degree anymore, I feel soo useless, I can't concentrate, memorise, read or talk fluently. It's so frustrating.. My medication isn't helping. It makes more harm than good.. What should I do?","Anxiety & Panic Disorders , Depression , Eating Disorders"
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/19396/everyone-s-pain,Everyone's pain,"Hello, compassion for all of you. Please try medical marijuana. If you cannot get it in your state, cbd oil alone will help a lot of people","Knee Pain , Chronic Pain , Neck Pain , Hip Pain , Medication , Back Pain"
