disease,postLink,postHeading,postContent
Depression,https://www.drugs.com/answers/buspar-wellbutrin-combo-long-work-3286708.html,Buspar/Wellbutrin combo. How long to work?,"I just started taking Wellbutrin 150mg with 7.5 Buspar (once a day). I started on 6/15..I know it's super early..but I actually feel worse. So incredibly irritated and short tempered. That is the only thing I am experiencing. Nothing else. My question is how long will this combo take to kick in? I don't know if I can last one month so on edge. Has anyone else experienced this and it has subsided? I am still hungry, want to smoke, tired, low energy, Can anyone give me any pointers, or at least hope! Do I need a larger dose? Just wait it out? More Buspar? Any insight is appreciated. "
Blood Disorders,https://www.drugs.com/answers/cilostazol-527958.html,Can cilostazol help me with E.D. ???,I was thinking since this drug opens up my blood flow to my lower extremites it might help with this problem.. 
Blood Disorders,https://www.drugs.com/answers/pradaxa-lie-down-face-blood-red-standing-red-again-522430.html,Pradaxa - can this cause abnormal liver results?,"When I lie down, my face gets blood red, then standing up, really red again?been on pradaxa for a year for atrial fib. nausea, gas, bloating was all I noticed first. Lately, I noticed the blood rushes to my face when I lie down at night and when I sit up it does the same. only when I am standing does this go away. I feel cold all the time. I blame this on Pradaxa. at a recent physical, my blood tests showed an abnormal liver result and my doctor asked me if I drank much. I don't drink at all. Is this a result of Pradaxa??? please help me.I am considering going back on warfarin. Yes, the blood tests were a nuisance but I understood where I stood with it. NOW I don't know what is going on in my body with this drug. "
Blood Disorders,https://www.drugs.com/answers/my-parathyroid-hormone-test-result-is-130-my-515301.html,What medicine can I take to reduce parathyroid level?,My parathyroid hormone test result is 130.my calcium in blood is 8.1. which medicine I should take to reduce parathyroid hormone. 
Blood Disorders,https://www.drugs.com/answers/is-there-a-connection-between-lisinopril-and-391508.html,Is there a connection between lisinopril and sinus draining?,My allergies have been more pronounced since starting blood pressure medication. 
Blood Disorders,https://www.drugs.com/answers/if-your-taking-xanax-does-it-cause-blood-clots-496204.html,If your taking xanax does it cause blood clots?,
Blood Disorders,https://www.drugs.com/answers/is-51-ng-ml-of-alprazolam-in-a-persons-blood-490282.html,Is 51 ng/ml of alprazolam in a person's blood system a lot for a person prescribed xanax?,
Blood Disorders,https://www.drugs.com/answers/delsym-blood-thinners-527370.html,Is delsym associated with blood thinners?,I cannot take anything that thins the blood and want to know if delsym has anything in it that would thin the blood 
Blood Disorders,https://www.drugs.com/answers/im-not-a-diabetic-but-i-get-low-blood-sugar-could-496821.html,"I'm not a diabetic but I get low blood sugar, could it be related with diovan 80 mg?","I am also currently taking cymbalta 60 mg. I also had knee surgery and also taking voltaren or oxycodone for the pain. Only take oxycodone if the pain is extreme, mostly use tylenon extra stregnth or Advil gel caps. Lately my blood sugar is dropping to 47, today it was 68, it's dropped all the way until 39 at one point. Could this be caused by any of these or combinations? "
Blood Disorders,https://www.drugs.com/answers/has-anyone-experienced-low-blood-with-taking-440626.html,Has anyone experienced low blood pressure taking trazadone 150mg?,"I have been feeling tired sleepy and no energy hardly at all. I have no initiative to do anything. I have monitored my blood pressure for about 3 days and have experience some reading as low as 86/60 but mostly high ninetys and low to middle sixties and low seventies. I have always been on the lower side of normal for blood pressure but not this bad. I don't know how long this has been this way, as I just notice this on Sunday when I used a machine at Walmart. I have been monitoring at home with an electronic monitoring blood pressure machine which has the cuff on it. Has anyone had the side effect of low blood pressure while on trazadone? "
Blood Disorders,https://www.drugs.com/answers/sprintec-normal-see-big-blood-clots-taking-birth-600865.html,Sprintec - Is it normal to see big blood clots when taking this birth control?,I'm currently taking this for hormone in blance. I have very heavy uncontrollable periods wat should I do? Help!!! 
Blood Disorders,https://www.drugs.com/answers/started-twynsta-long-blood-pressure-lower-597982.html,I just started twynsta - how long should it take for blood pressure to lower?,
Blood Disorders,https://www.drugs.com/answers/enoxaparin-anyone-noticed-blood-sugar-590876.html,Enoxaparin - Has anyone noticed that there Blood sugar and Triglycerides have increased?,
Blood Disorders,https://www.drugs.com/answers/taking-aggrenox-dental-work-done-579506.html,Is it ok to be taking aggrenox while having dental work done ?,I need work done on my teeth. A cleaning & maybe a filling or so. Possibly an extraction.Do i need to get off aggrenox to have work done or is it safe to stay on it ? Its a blood thinner so i wasn't sure.Could someone please get back to me. Going to a dentists is not a pleasant thing for me.I'm really nervous. Thans for your answer. 
Blood Disorders,https://www.drugs.com/answers/pneumonia-blood-culture-test-show-bacteria-531111.html,I currently have pneumonia and had my blood taken for culture test but it didn't show bacteria. Why?,"The doctor insisted that the pneumonia is not caused by a virus but by bacteria. The x-ray shows a larger infected lung area 5 days after I was first diagnosed but the doctor says it is sometimes normal, even after taking two antibiotics intravaneously (Avelox and Doribax) and that I should be getting better. Is this possible? Thank you! "
Blood Disorders,https://www.drugs.com/answers/trazodone-anemia-478572.html,Trazodone & anemia?,"Does anyone know of the source of the 36% figure?  Hematologic side effects have included alterations in laboratory studies such as significant decreases in hematocrit, hemoglobin, red blood cell count, serum cholesterol, serum calcium, and serum albumin levels. Pseudoanemia (laboratory findings suggestive of anemia without pathologic significance) has been reported in 36% of treated patients. "
Blood Disorders,https://www.drugs.com/answers/started-taking-mononessa-10th-september-regular-598973.html,"Mononessa- been taking for almost 3 weeks and spotting, is this normal?","Hi , I just started taking mononessa on the 10th of September, and had a regular period and then Istarted spotting brown discharge for about a week. The strange thing is , this Sat I had alot of blood (gross I know srry) and little tiny blood clots, and later on that day it stopped. On Sunday there was nothing, no spotting or blood, then the brown discharge started showing up again on Monday. This will be my 3 week on it, and i start my inactive pills next week. I just want to know if this is normal or should I call my doctor.. (by the way this is my first time on bc.) Thanks for all the help "
Diarrhea,https://www.drugs.com/medical-answers/stop-diarrhea-medicine-remedy-suggestions-3179525/,,
Blood Disorders,https://www.drugs.com/answers/tenex-can-you-take-tenax-with-strattera-123351.html,Tenex - can you take tenax with strattera?,"my grandson is supposed to have adhd and the prescriptions are tenax and strattera, tenax lowers the blood pressure,is it safe for him take these together? I am not comfortable with having to give my grandson any kind of the adhd drugs, do you have any suggestions? "
Blood Disorders,https://www.drugs.com/answers/brown-period-blood-non-stop-7-8-months-3454865.html,I have had brown period blood non-stop for 7-8 months! Help!!?,"I had the implant (Nexplanon) birth control inserted in my left arm 8 months ago. About 2 weeks after it was inserted I started to discharged black/brown blood. At all times. I no longer have a period, it has just been constant black/brown discharge for 8 months. There is no pattern it has not stopped. Although sometimes it’s heavier than other times. I have not had a period since It was inserted. I’m not sure whether to call it discharge or blood because it can be thin sometimes and leak through multiple layers, but it is very dark. "
Blood Disorders,https://www.drugs.com/answers/someone-anemic-time-iron-blood-3420519.html,"How can someone be anemic, and at the same time have too much iron in their blood?","A high hemoglobin/hematocrit level indicates too much iron in the blood, according to the doctor. But how can a person also have anemia at the same time as having too much iron? (Also low in Vitamin B12)? It seems like an oxymoron. "
Blood Disorders,https://www.drugs.com/answers/can-i-take-one-does-of-diflucan-of-150mg-while-i-475187.html,"Can I take one does of diflucan of 150mg ,while I am taking amlodipine and perindopril that controls",... my blood pressure? 
Blood Disorders,https://www.drugs.com/answers/neg-blood-1972-after-childs-birth-rhogam-effect-3307400.html,"I have A neg. blood. In 1972,after my child's birth, I was given Rhogam. Does it still effect me?",
Blood Disorders,https://www.drugs.com/answers/low-blood-pressure-thick-blood-3036092.html,Low blood pressure and thick blood?,I have low blood pressure but thick blood. How do I thin my blood through natural means? 
Blood Disorders,https://www.drugs.com/answers/chondroitin-glucosamine-thin-blood-1749550.html,Will chondroitin & glucosamine thin the blood?,
Diarrhea,https://www.drugs.com/answers/suprep-days-ago-diarrhea-concerned-3214804.html,I took Suprep two days ago and still have diarrhea. Should I be concerned?,I had my colonoscopy yesterday morning at 7 but every time since then when I eat I have diarrhea. It is now 10 pm the day after the procedure. What should I do? 
Blood Disorders,https://www.drugs.com/answers/sertraline-50-mgs-daily-drug-affect-blood-lab-633765.html,"I take sertraline 50 mgs. daily. Will this drug affect any blood lab work, psa or drug screening?",
Blood Disorders,https://www.drugs.com/answers/will-xenical-increase-blood-pressure-like-some-of-183720.html,"Will xenical increase blood pressure, like some of the other weight loss drugs?",
Blood Disorders,https://www.drugs.com/answers/pravastatin-raise-blood-suger-565689.html,Will pravastatin raise blood suger?,
Blood Disorders,https://www.drugs.com/answers/does-flowmax-i-e-tamsulosin-hydrochloride-cause-172249.html,Does flowmax i.e tamsulosin hydrochloride cause drop in blood pressure?,
Blood Disorders,https://www.drugs.com/answers/i-made-a-blood-test-and-results-are-wbc-9-4-gran-165341.html,"I made a blood test and results are WBC-9.4 ,GRAN - 82.7, Lymf = 13.1 and CRP - 48.00?",
Blood Disorders,https://www.drugs.com/answers/which-is-better-potassium-citrate-or-gluconate-162341.html,"Which is better, potassium citrate or gluconate for low blood potassium levels?",
Blood Disorders,https://www.drugs.com/answers/i-experienced-excessive-nose-bleed-and-blood-159385.html,"I experienced excessive nose bleed and blood clots, should I go to the ER?",
Blood Disorders,https://www.drugs.com/answers/cervical-polyps-skin-tag-dr-said-hpv-not-in-482016.html,Cervical Polyps - Skin tag? Dr. Said HPV NOT in bloods results?,Are they Cervical Polyps? 
Blood Disorders,https://www.drugs.com/answers/phentermine-can-this-medication-cause-rectal-142835.html,Phentermine - can this medication cause rectal bleeding and blood in balmovement?,
Blood Disorders,https://www.drugs.com/answers/can-high-doses-1500-mg-of-vitamin-c-ascobic-acid-141788.html,"Can high doses (>1500 mg) of vitamin C (ascobic acid) elevate the PTT blood test, i.e., partial?","... thromboplastin time for blood coagualtion, beyond normal values? "
Blood Disorders,https://www.drugs.com/answers/bleeding-disorder-undergone-blood-transfusions-608279.html,"Bleeding Disorder -  I've undergone two blood transfusions and a D&C, nothing seems to help, help! ?","Nothing seems to help the bleeding. My doctors have found no underlying disease or cancer. I've been bleeding for over five months now, and I'm only twenty one with no children. I've been prescribed birth control to regulate the bleeding but nothing seems to be working. I just feel lost and abnormal. This problem is interfering with my daily life. I just don't know which way to turn "
Blood Disorders,https://www.drugs.com/answers/does-peridex-affect-blood-sugar-i-have-beening-276844.html,Does peridex affect blood sugar.i have beening use this for 6 months?,now i HAVE HIGH BLOOD SUGAR.I KNOW PERIDEX HAS SACCHARIN IN IT 
Diarrhea,https://www.drugs.com/answers/does-anyone-experience-frequent-diarrhea-on-216158.html,Does anyone experience frequent diarrhea on Percocet 10/625 MG Watson generic?,"The medicine doesn't seem to upset my stomach but I seem to have frequent diarrhea after being on this for a few months now. When I do have diarrhea, my stomach tends to become upset just minutes before, some days are worse than others, and I have to go or even run to the restroom. These episodes be going to the restroom once or several times with carious times of 15 to 45 minutes. I feel like I'm straining sometimes which is from constipation but I'm having diarrhea. Also, has anyone who has taken this for at leaset 6 months, noticed that it doesn't work like it used to when it was first prescribed? I tried going 3 days without it and the pain was far worse than normal and I started to vomit. I was fine after I took one which tells me I'm more than likely dependent on this medication now. TIA! "
Blood Disorders,https://www.drugs.com/answers/what-does-it-mean-if-your-blood-platelet-count-is-268463.html,What does it mean if your blood platelet count is high?,over 400? 
Blood Disorders,https://www.drugs.com/answers/is-meclizine-a-blood-thinner-162115.html,Is meclizine a blood thinner ?,Any suggestions as to the bleeding?? its horrible..Im on my period but had the ortho Novom shot yesterday.? and im bleeding a ton its ridiculous..now im dizzy from bleeding.. good grief 
Depression,https://www.drugs.com/answers/increased-dose-cipralex-15-mg-long-wait-lexapro-3371567.html,Increased the dose of Cipralex to 15 mg how long should I wait for Lexapro to kick in again?,i was on 10mg about 12 weeks seeing improvements with depression but not with anxiety so my doctor adjust my dose for 15mg. How long should i wait for the medication to kick in after increasing the dose? 
Depression,https://www.drugs.com/answers/wellbutrin-anyone-experience-over-emotional-state-3369418.html,Wellbutrin - Did anyone experience an over-emotional state?,"I'm a 33 year old female who's been taking Cipralex/Celexa since my teens with some on and offs when I thought my depression was lessening. When I was on Cipralex only I was like a zombie, no emotions and lethargic all the time, it got worse after 2 pregnancies. Finally my husband spoke up and I saw my Dr about it. I had read that Welbutrin effected the neurones differently and could increase emotional/sexual response. At first I was taking 10mg of Cipralex and 150mg of Welbutrin and it improved my energy and my mood wonderfully so after a month or so my Dr said to stop the Cipralex and take 300mg of Welbutrin daily. The first few days were nice, I actually felt like getting up in the morning, I had more patience and played with my kids more. Now it's been almost a week and a half and I feel like my emotions are in overload. I'm frustrated and angered by the smallest thing, I have no patience with my kids and I feel like crying all the time for no reason. Is this just my neurones trying to get used to the full strength Welbutrin? Has anyone felt anything so over-the-top and then had the effects diminish over time? I'm hesitant to stop or call my Dr since I know sometimes it can take up to month for the full effect to kick in but honestly this frightens me. Thanks any feedback "
Blood Disorders,https://www.drugs.com/answers/how-to-improve-the-haemoglobin-level-in-blood-251965.html,How to improve the Haemoglobin level in blood?,
Blood Disorders,https://www.drugs.com/answers/what-would-cause-an-false-reading-on-blood-or-331170.html,What would cause an false reading on blood or urine test?,would hydroxyzine cause a false reading for a blood or urine test itake several medications and want to know if they could cause a false reading on the blood or urine test 
Blood Disorders,https://www.drugs.com/answers/i-have-a-high-heart-rate-but-low-blood-pressure-271699.html,I have a high heart rate but low blood pressure. Is it relatively safe for me to take adderall?,
Blood Disorders,https://www.drugs.com/answers/adipex-p-why-do-the-doctors-do-blood-work-before-328964.html,Adipex-P - Why do the doctors do blood work before you can get adipex? what do they look for?,What are the looking for in the blood work? 
Blood Disorders,https://www.drugs.com/answers/can-the-drug-diclofenac-mess-with-your-white-326819.html,Can the drug Diclofenac mess with your white blood count?,
Blood Disorders,https://www.drugs.com/answers/does-aspirin-lower-the-oxygen-levels-in-youe-blood-326569.html,Does aspirin lower the oxygen levels in youe blood?,
Blood Disorders,https://www.drugs.com/answers/i-am-on-80-mg-of-prednisone-a-day-for-a-lupus-237748.html,I am on 80 mg of prednisone a day for a lupus flareup. Could the meds be causing the symptoms below?,"I have an having extreme shortness of breath. It feels as if there is a band around my chest. I also start coughing up small gobs of blood. I break out in a rash and have horrible itching. My face and around all my joints is swollen like the moon. I am on this for a flare up of lupus. I have major imflammation in my blood. It caused fluid to build up around my left lung. When I take the meds, about a half an hour later is when I start feeling the band tightening around my chest. Could this be the prednisone? "
Depression,https://www.drugs.com/answers/was-taking-st-johns-wort-for-about-4-weeks-and-377357.html,"Have been taking St Johns Wort & Paxil together without knowing that I shouldn't, what should I do?",Was taking st. johns wort for about 4 weeks and went to see Dr. he put me on Paxil did not know should not mix been on Paxil for four days feelings of depression seem to be worse should I quit the pazil or call the dr. or will be even itself out. 
Depression,https://www.drugs.com/answers/doctor-is-recommending-i-switch-to-pristiq-bc-of-371150.html,Has anyone had night sweats & trouble staying asleep while taking Cymbalta & Wellbutrin or Pristiq?,Doctor is recommending I switch to Pristiq bc of side effects of Cymbalta and Wellbutrin.For years I have had night sweats and trouble staying asleep. It wasn't until recently I realized this could be due to side effects of my depression medication. I am currently on Cymbalta and Wellbutrin and my doctor has recommended I switch to Pristiq. Can anyone share as to whether they have experienced similar side effects on any of the three medications? 
Blood Disorders,https://www.drugs.com/answers/librium-for-anxiety-381667.html,Librium for anxiety - has anyone tried this and what was the outcome?,Coming off klonopin because it is raising my blood pressure and my pysch is weening me for 6 weeks to put me on librium. Could anyone tell me if they have tried this and what the outcome was. Thanks 
Blood Disorders,https://www.drugs.com/answers/i-have-pad-and-the-blood-flow-to-my-feet-and-toes-305813.html,Will Metoprolol affect Peripheral Artery Disease?,I have PAD and the blood flow to my feet and toes is reduced.They feel numb and cold.I have been on Metoprolol Tartrate 25mg twice a day. Does this slow the blood flow all the more? 
Blood Disorders,https://www.drugs.com/answers/i-have-had-a-pacemaker-implanted-and-prescribed-3-387172.html,"Had a pacemaker implanted, and prescribed carvedilol, now am tired, weak, low BP and ramble ?","I am extremely tired and weak, very low blood pressure, and experience daily bouts of ""silly talk"" as my wife call it. I am retired, so do not have a job to worry about, but this is not any quality of life that I want. Any others out there had similar results, and does it get better? "
Blood Disorders,https://www.drugs.com/answers/does-it-raise-blood-sugar-where-it-is-a-steroid-393622.html,"Does it raise blood sugar, where it is a steroid?",
Blood Disorders,https://www.drugs.com/answers/can-food-grade-35-hydrogen-peroxide-be-used-to-386172.html,Can food grade 35% hydrogen peroxide be used to oxegenate red blood cells associated with anemia?,... can it be useful to control a chronic illness in the lungs diagnosed as the aspergillis fungus 
Depression,https://www.drugs.com/answers/can-i-take-st-johns-wort-with-welbutrin-373868.html,Can I take st. John's wort with Welbutrin?,"My doctor says yes, but I am concerned about the warning's of serotonin shock even though these drugs/herbs work on different parts of the brain. Has anyone tried this combination or are you a doctor who would be willing to weigh in on this question? thanks so much "
Blood Disorders,https://www.drugs.com/answers/im-new-to-this-med-w-blood-sugar-of-489-how-long-376150.html,I'm new to this med w/blood sugar of 489. How long does it typically take to see lower numbers?,Elevated levels are from Steroid use w/COPD treatment. 
Depression,https://www.drugs.com/answers/wellbutrin-xl-wellbutrin-150-mg-xl-day-past-month-526900.html,Wellbutrin XL - I have been on Wellbutrin 150 mg XL once a day for the past month with little?,"... improvement so my doc is starting me on 300 XL I was under the impression that because it is 300 mg of XL that you take this all in one dose but on my Rx it says to take twice daily as once in the morning and once at night, I thought with the XL you take it all at once whether it is 150 or 300 because it is a extended release, anybody know the answer to this? Also wondering if anyone else has had to bump it up because of poor results and did this help. Also anyone experience acne problems with this, I seem to be getting more on my back that usual, does this go away in time, I also suffer from PMDD so this could be the culprit for that. Anyways anyone with experiences with Wellbutrin 300 mg XL please share, i could use all the feedback I can get "
Depression,https://www.drugs.com/answers/is-5-htp-safe-with-klonopin-and-seroquel-30-60-493075.html,Is 5-HTP safe with Klonopin and Seroquel 30-60 minutes before taking 5-HTP?,"I'm repeating this with change to conversation rather than one answer. Thought maybe somebody would see it and answer if I changed to ""start a conversation.""  Is 5-HTP safe with Lamictal, ativan, klonopin seroquel? My doctor says it is and a compounding pharmacist/chemist said it was. My regular pharmacist had never heard of it  Posted: 9 days ago by Seeking Wellness  Topics: 5-htp, ativan, klonopin, lamictal, prozac, seroquel, depression Email:  Details: Went up to 300 mg Lamictal this week and trying to decide to add small dose of Prozac for depression if the Lamictal doesn't relieve it or 5-HTP at night before bedtime. (added 12/16/2011--I decided against the Prozac since I think it makes me anxious.) It's a bit complicated and I need to know if 5-HTP safe and if it works. I am going to have to wean myself off the Ativan slowly and trying to relieve anxiety. Scared that Prozac will increase anxiety at first, but not sure if 5-HTP even really works or is safe. In past, Prozac 20 mg seemed to increase anxiety but Dr. is now prescribing 10 mg instead and said I could take it every other day at first. Must decide within a few days if I am going to do the Prozac or the 5-HTP, as I know it's one or the other. And does it work?  Added 1 minute ago: Looking for more experiences with 5-HTP and Seroquel and Klonopin. My doctor wants me to take the Seroquel 50 mg and Klonopin 0.5 mg 30-60 minutes prior, before it makes me sleepy, along with my multivitamins that have plenty of B vitamins in them, and then take the 5-HTP on an empty stomach 5-15 minutes before sleep. I'm scared to do it but want more improvement in my depression. The Lamictal is really helping but I don't know if enough.  Answers (1) "
Depression,https://www.drugs.com/answers/how-long-does-it-take-for-cymbalta-to-work-478950.html,How long does it take for cymbalta to work?,I was taken straight off escitalapram and had really bad withdrawals. I have been on cymbalta for 7 weeks my depression is lifting but not the anxity does that take longer. How long did it take to feel the full effects please. 
Depression,https://www.drugs.com/answers/not-really-a-question-im-on-effexor-sr-75-mg-i-475583.html,Not really a question. Im on effexor sr 75 mg. I just keep having lows. I feel like Im on a placebo?,"because i feel no true difference in my condition. i suffer with major depression and i just feel so unmotivated and frustated by the whole situation. i feel like my family and friends just don't get it. they don't understand what depression is. they keep telling me to basically pick myself up like i can just snap out of it; do they think i just wanna be unhappy crying all the time even in public for no reason; they say how can you be unhappy you just woke up in the morning i try to explain depression doesn't say let me go away because it is morning. they don't understand it is a non stop feeling that consumes you and doesn't go right away. they asked me if depression was really mental illness like im making this up and taking meds for fun.they keep trying to say motivating things, don't live inthe past, enjoy your life etc or try to compare having the blues and feeling out of it some days to depression which is way different. depression is an extreme blues everyday i try to tell them but they just don't get and won't accept depression as a true mental illness "
Blood Disorders,https://www.drugs.com/answers/my-question-is-will-zanaflex-lower-your-blood-176289.html,Will zanaflex lower your blood sugar?,
Blood Disorders,https://www.drugs.com/answers/i-am-on-warfarin-therapy-and-suffering-from-456476.html,I am on warfarin therapy and suffering from kidney stone in midcalcaeal region that cause blood in?,... urine should i stop treatment or taking vitamin k. I am taking warfarin because I had thrombus in my right arm in bracheal artery 2 weeks ago. After AF episode for two days. Thanks 
Blood Disorders,https://www.drugs.com/answers/does-humalog-75-25-raise-the-blood-pressure-429962.html,Does Humalog 75/25 raise the blood pressure?,I have seen a increase in my blood since I've been using it. 
Blood Disorders,https://www.drugs.com/answers/long-alcohol-stay-blood-3414699.html,How long does alcohol stay in the blood?,
Blood Disorders,https://www.drugs.com/answers/can-actonel-cause-side-effects-to-the-liver-414172.html,Can Actonel cause side effects to the liver similar to excessive alcohol drinking?,I have just had a blood test (Liver function) serum gamma GT level 375u/l. I have been taking weekly actonel for approx 3 years. NB I rarely drink even a small glass of wine 
Blood Disorders,https://www.drugs.com/answers/withdrawal-how-do-i-get-rid-of-excess-iodine-from-406002.html,Withdrawal - how do I get rid of excess iodine from my blood a recent blood test showed me at 240?,... mcg ?? I took ioderal for several months now. 
Blood Disorders,https://www.drugs.com/answers/what-foods-should-i-avoid-while-taking-feosol-398424.html,What foods should I avoid while taking Feosol?,Feosol 65 mg. of elemental iron is being taken twice a day after meals for low red blood cell count. 
Blood Disorders,https://www.drugs.com/answers/suboxone-what-do-usg-and-uph-stand-for-in-a-urine-398392.html,Suboxone - What do USG and UPH stand for in a urine tox screening?,"I have been unable to get an appointment with a psychiatrist in my area, and presented at the ER with severe anxiety and depression yesterday. All of my blood screenings were negative except USG and UPH, and even they were just a trace. I have googled these two and come up with nothing. It could be I have a tiny amount of Suboxone because of the long half life. If so, this speaks volumes about this drug and the length of time it takes to get rid of it completely. Thanks to everyone for your input. "
Blood Disorders,https://www.drugs.com/answers/my-doc-says-i-have-high-iron-count-in-my-blood-260973.html,My Doc says I have high iron count in my blood. Could 100mg dose of Thiamine HCL daily cause this?,
