disease,postLink,postHeading,postContent
Palsy - Non Cerebral,https://patient.info/forums/discuss/bell-s-palsy-possibly-a-second-time--614703,Bell's Palsy possibly a second time? ,"Hi everyone! I got Bell's palsy in early march of this year. I started to get pretty good movement back at the beginning of April and soon after regained I'd say 97% back. During I experienced severe nerve pain feeling as if someone had taken a baseball bat to the right side of my face. A day or two before the paralysis set in I felt a burning ripping sensation on the right side of my scalp and my tongue and lips felt weird on that side and it progressed from there. I have a very high tolerance for pain but the nerve pain I felt was awful. That mostly subsided aside from touching my face up until now has hurt but not nearly as terrible and slowly gotten better. Three days ago (Monday) my right eye and the surrounding area (eyebrow, lid, and the side of the bridge of my nose) started twitching quite a bit and hard twitches. I'm now experiencing more nerve pain and today have developed a burning sensation and constant pain in my forehead above the right eye. And as the day goes on I'm experiencing   into my shoulder and back of head on right side and also had the burning sensation. As well as my scalp having that same feeling. Could this be a sign that I'm going to have a recurrence? If you had a recurrence, did you notice signs that ""told"" you it was going to happen?  0 likes, 11 replies "
Palsy - Non Cerebral,https://patient.info/forums/discuss/part-of-my-left-cheek-is-swelling-for-no-apparent-reason-not-painful--684189,Part of my left cheek is swelling for no apparent reason (not painful),"The past month I should say, I started to notice that a small portion of my left cheek (close to my mouth) started to swell or stick out from the rest of my cheek. I can't tell whether my cheeks became hollow on one side, or a portion is sticking out but it looks really bad and everyone is starting to notice it. It's not painful at all, but that part of my left cheek doesn't feel right. Why am I experiencing this, and how can I treat it. I'm a 17 year old male. This is really making me look bad. Thanks. 0 likes, 0 replies "
Palsy - Non Cerebral,https://patient.info/forums/discuss/belly-s-palsy-s-since-birth-686531,Belly's palsy's since birth,"Hello, everyone i have been living with bell's palsy since birth i never knew what it was until i became 18 years .i have always thought it was how i was born but i came across a doctor who saw me in the road and told me about it, then i read more about but my fear about it is that is it already to late to be cured cause i read about permanent damages its there anyway out? 0 likes, 9 replies "
Palsy - Non Cerebral,https://patient.info/forums/discuss/can-bell-s-palsy-come-back-again--325091,can bell's palsy come back again!!!!,"hi guys, i had the   on the right side of my face a year ago and got recovered in two weeks time..now it's been three days since i started feeling numbness on the same side with little bit of pain on the top of the eye, cheek and under the ear, could it be BP side effect? or is it coming back? 0 likes, 4 replies "
Palsy - Non Cerebral,https://patient.info/forums/discuss/blurry-eye-673517,Blurry eye,"My eye waters quite often which causes blurry eye. I can't read sometimes when this happens. I'm four months in to this condition and my eye is not improving. 0 likes, 5 replies "
Palsy - Non Cerebral,https://patient.info/forums/discuss/bell-s-palsy-recovery-and-residual-effects-534631,Bell's Palsy recovery and residual effects,"Bell's Palsy is more common than people think, I suffered from it in January 2015, I woke up to a face that didn't work on the left side. After doing some   tests on myself I was confident I had Bell's Palsy. I went to hospital and was prescribed the typical treatment of  .  3 weeks later and I had full control of my face again. However I know that being able to move my face did not mean I had fully recovered. Recovery Recovery from Bell's Palsy can take months, depending on the severity of the nerve damage. My full recovery took 7 weeks (relatively fast) I know people who have taken 2 months to regain movement. After you regain movement there are a few things you can do to speed up the recovery process.  Apply a fairly warm compress to the effected side, focus on the area behind your ear and side of the face. Use gentle massage to stimulate the nerves. Reoccurring attacks are more likely during the recovery process so be sure to stay on the prescribed treatment until you have regained movement for at least 2 weeks.  Residual effects For those who have had Bell's Palsy the aftereffects can be mild to severe. In most cases the common problems that follow are twitching and localised weakness  (this may come and go) in some cases you may get synkinesis where you involuntary move one part of you face whil meaning to move another foe example, when you smile your eyebrow may move.  Some may get   towards bell's in a way that any twitching or weakness will depress and put the sufferer into a panic, calling for a doctor immediately.  Rest assured that Bell's Palsy is very common and the chance of a reoccurrence is slim, most sufferers will have to deal with Palsy once and only once however if there is going to be a  reoccurrence most will get the next attack in 5-10 years of the first. You can also experience  phantom Palsy  (not medically named) where past sufferers will cause weakness in the face due to constantly moving it to check if the illness has returned. 1 like, 40 replies "
Palsy - Non Cerebral,https://patient.info/forums/discuss/bell-s-palsy-5-years-on-686307,Bell's Palsy 5 years on,"So as some of you may know I suffered bell's palsy in January of 2013. Nearly 6 years later I am going to relay my personal long lasting effects of having the horrible paralysis. My face works! I can talk, smile, eat with my mouth closed and blink with both eyes. So my face is all good. However, I still have damaged nerves. My left eye twitches (noticeably) when it's cold or even mild. My upper lip moves and pulsates when I've been eating or chewing gum or anything that involved chewing or moving the mouth for an extended period of time. When I get stressed I can hear a nerve in my left ear pulsing right near my ear drum. Obviously I thought it might be something else so I got it looked at. Yeah it's a nerve. To top it all off I get random numb patches come and go on different parts of my face. Localised to the left side in most cases. So bell's palsy has successfully managed to destroy my facial nerve on the left and leave me with life long twitches. But will it return? Well it's been 5 years nearly 6 so here's hoping not. I have done extensive studying on this condition so if you would like to know anything just ask away. Let me know you long lasting effects if you have any. 0 likes, 13 replies "
Palsy - Non Cerebral,https://patient.info/forums/discuss/three-years-with-bell-s-palsy-and-counting-687032,Three Years with Bell’s Palsy and Counting ,"I was diagnosed with Bell’s Palsy at fifteen. At first, I didn’t really understand the seriousness of the condition until I was left alone in my hospital room. At that time, I was able to see myself in the mirror for the first time and I didn’t recognize the person looking back at me. Being so young my head automatically started jumping to conclusions like am I going to look like this forever and if I am no one would ever like me this way. But I was wrong. The way you look shouldn’t matter when it comes to people liking you and my entire life before getting Bell’s Palsy I always thought that I wasn’t good enough. However, Bell’s Palsy isn’t permeant and if you have just been diagnosed it may seem that way but trust me it’s not. Some people recover within days and some people take months. In my case it took me a year and a half and I was left with some residual Bell’s Palsy which just means that I am not 100% what I was before but I am pretty close to it. I learned a lot from Bell’s Palsy and the best advice I can offer is that 1 like, 3 replies "
Palsy - Non Cerebral,https://patient.info/forums/discuss/bell-s-palsy-what-age-and-how-long-did-it-last--686797,Bell’s Palsy - What age and how long did it last?,"Been following   threads on here for the last year. Curious to know how old everyone was when they got Bell's Palsy and how long did it last? For me: 1st time - 17 lasted about 3 weeks. 2nd time - 25 lasted about 6 weeks. 0 likes, 8 replies "
Crohn's Disease,https://patient.info/forums/discuss/can-t-remember-new-drug-name-679079,Can't remember new drug name,"Hi, I'm being put on a new drug as well as selrea, she said it was marcapturpuri, but in its pure form. Does anyone know the name of it? It's gone right out of my head 🙃 Thanks 0 likes, 2 replies "
Crohn's Disease,https://patient.info/forums/discuss/crohn-s-and-milk-674472,Crohn S and milk,"Has anybody heard of any link between milk and crohns  ? Doctor was also asking about tb could there be a link?  1 like, 2 replies "
Crohn's Disease,https://patient.info/forums/discuss/vedolizumab-as-well-as-humira-675538,Vedolizumab as well as Humira,"Hi My gastroenterologist is thinking of starting me on Vedolizumab as well as Humira, but my rheumatologist says that one cannot get or be on 2 biological drugs the same time. So I am wondering who is right. Is anybody here on Vedolizumab and Humira together, I am from the UK anybody in the UK? Also is Vedolizumab trial still ongoing? Thanks 0 likes, 4 replies "
Crohn's Disease,https://patient.info/forums/discuss/diagnosis-uncertainty--674985,Diagnosis uncertainty.,"Hi, I had a bit of minor bleeding and loose stools over the course of a couple months and I didn't really feel like it was a good idea to ignore it. Went in to get myself checked out, and a flexible sigmoidoscopy showed a tiny patch of ulcers in the descending colon that looked just like mouth ulcers. The GI seems convinced this is Crohn's from the ulcers alone, but I'm not sure--could it really be that? It doesn't seem to hurt at all, the bleeding incident seemed to be limited to one occasion and a lot of symptoms people talk about having are just completely absent. Basically, I don't feel like I'm 'ill enough' for it to be something like that. Further fuel for my scepticism is that I've heard NSAIDs like ibuprofen can cause similar damage in the intestinal tract, and I'd been chucking back like 2-3 a day for a good few weeks before I went in for that colonoscopy. Can Crohn's really be this quiet or is it more likely to be something else? 0 likes, 1 reply "
Crohn's Disease,https://patient.info/forums/discuss/what-to-expect-going-into-a-colonoscopy-gastroscopy-and-a-biopsy--674017,"What to expect going into a colonoscopy, gastroscopy and a biopsy?","I’m 21 years old, and I have been sick with severe stomach pain, bloody, and mucusy stools for the past 1.5 months. They’re testing me for Crohns and Colitis. I haven’t had any blood in my stool in about a week, and I have a scheduled colonoscopy. I’m worried that since I’ve been feeling a bit better when they do the 2 tests they’re not going to find anything wrong. If I do indeed have Crohns will it show in these tests even if my supposed flare up is done? Also, what do I expect for a colonoscopy and a gastroscopy? I’ve never had either done and I’m extremely scared. After these tests are done, they want to do a biopsy. Where does the needle go when looking for these types of diseases?? 0 likes, 10 replies "
Crohn's Disease,https://patient.info/forums/discuss/advise-please-recent-diagnosis-678453,"Advise please, recent diagnosis","Hi, I have recently received my stool sample results from doctor as i have been experiencing right abdominal stomach pain for quite some time (on and off). My doctor has called me and said it seems i have inflammatory bowel disease, which as i understand is either Crohn's or ulceractive colitis. Does anyone have any advise for me and what i need to expect, i am 22 and my dad was diagnosed with bowel cancer when he was in his 30's. So i am pretty scared what this could mean for me as i understand this raises your chances.  thank you. Lauren  0 likes, 1 reply "
Crohn's Disease,https://patient.info/forums/discuss/very-painful-anal-skin-tags-abscesses-advice-please--680715,Very painful anal skin tags/abscesses advice please!,"Hi everyone I have Crohn’s colitis and I suffer badly with flare ups of anal skin tags/abscesses. They often flare up in conjunction with a Crohn’s flare but I don’t think I’m in a flare st the moment and they’re so painful! They get really sore and inflamed and it’s very painful to pass a bowel movement. Does anyone else have this problem and have any advice? Thanks! 0 likes, 0 replies "
Crohn's Disease,https://patient.info/forums/discuss/my-story-any-advice-appreciated--668170,My story. Any advice appreciated.,"Hi all, First, a bit of an introduction. My name is Daniel. I am a 32 yr old male, who is currently under investigation for IBD (undiagnosed). I have been reading these forums for quite a while since everything started, but feel that I need some additional support and advice going forward. Ok, where to begin... I've never really suffered from any ailments during my life so far, but on the 1st of June this year, I came home from work and noticed a burning sensation in my lower right abdomen, around my hip area. This feels like a tugging/tightness. I started to panic and get a bit anxious. I tried to take my mind off it by sitting at my computer, but all of a sudden, this massive head rush hit me - Like a feeling of being flushed. My hands and feet started sweating quite badly and I just lost it. All of this followed with weakness, extreme nausea, loss of appetite etc. I won't go into much detail about the NHS proceedings, as i'm sure most of you are aware i'd be writing a bible here, as you're thrown from pillar to post without much help, but to keep a long story short: - Eventually got sent to the surgical assessment unit on the 6th of June with suspected appendicitis. Got blood work done and also abdominal x-ray. Nothing found. Got sent home and told that it might just be a virus and to wait it out. - The following week (11th to 15th), I appeared to be making a recovery. My appetite eventually came back, I felt good, but my abdominal tightness was still present, although not causing any issue. I just assumed that it probably is viral and it would pass. - Next, everything changed again. By Saturday the 16th, I started to lose my appetite again. Next day on Sunday I felt like I was back to square 1 again. Everything came rushing back. All my symptoms. I spent the following weeks having a lot of time off work. I got weak and started losing weight. I used to sit around high 14stone, verging on 15, but I dropped to 13 1/2 in the space of 2 weeks. My diet was always VERY high fat content. Meat (red), cheese, sugar mostly. It wouldn't be unusual for me to consume more than 3000 calories a day, but my weight always stuck to the same high 14's. Now, I am struggling to maintain it. On the 29th of June, I was back at the surgical assessment again. The usual blood work got done, but nothing found again. They got in contact with a gastro doctor and asked for his opinion. When they noticed my weight loss and dehydration, they advised that I be kept in overnight. I was given 4x 500ml bags of fluid through IV and had to provide several stool samples. The next day, I was put onto a polymeric diet using Ensure Plus. What prompted them to do this is due to the fact my Calprotectin levels were raised at 130. I was then discharged and instructed to consume 8x bottles of Ensure Plus per day to meet my calorie needs, as well as resting my bowels for 6 - 8 weeks. Now, here's my problem. Since being discharged, I have been struggling to take 8 bottles of Ensure because it seems to bloat me after having just one! It honestly feels like i've just eaten an entire meal, so I attempted to become a bit more strategic and have 2 in the morning, 2 lunch, 2 dinner, 2 at night. This went well for a couple of days, until I realised I wasn't urinating for an entire day! This was pushing me back into dehydration. It's the bloating I simply can't get over. You just don't want to stomach any water after the shakes. I HAVE attempted to get help by frantically calling the dietician, who simply tells me that if I'm struggling, I could try some low fibre foods, but how am I supposed to get my required 2500 calories from that? The great thing about the Ensure Plus is that you're gaining 300 cals from one bottle, but the bloating is ruining it for me. The dietician won't offer further help as she tells me that it's the consultant who is in charge of my investigation and is the only one authorised. Ok, so I attempt to contact him, but so far, after many, many calls over various days, I can't get a hold of him. Simply told that he's 'not here' So i'm completely lost. Over the past week I have been in hospital various times for other issues. - Woke up in the morning with what seemed like a cold. Yellow/green mucous etc. No cough. Carried on my day as usual at work, came home and noticed blood when I cleared my throat. Looked in mirror and yet another surprise - yellow patches on my tongue, like little rings. I immediately got in contact with the health service, got checked out. Oral thrush. They weren't concerned about the bleeding for some reason, but there you go. So I got given Nystatin to take, which seems to be clearing it. - Next day, I go to work as usual again, but when I got home, I went for a bowel movement, only to be hit by extreme constipation. I couldn't pass the stool. I ended up soaking the toilet paper with blood. This got me going again, so I once again, got in contact and got checked out. They gave me glycerin suppositories to give me relief, as well as a physical examination. This seemed to help. The next day, I spent most of the time with severe stabbing pains in my bowels, which I can only assume is more hard stool trying to make it's way through. Went to the pharmacy after work to pick up a bottle of lactulose. Within 2 hours, I was basically passing fluid from my rear end, so definitely flushed me out. Currently, I have stopped taking the Ensure Plus shakes as I get bloating and pains by drinking them. I've had nothing to eat for 2 days now, just trying to keep drinking water. I can't get any help to change the diet or anything. What do I do? Has anyone else any experience with these shakes? My discomfort is localised in the lower right abdomen, and it can manifest itself as muscle pains going round my right hip too. Back pain isn't uncommon either. More recent stool tests have indicated Calprotectin levels of 250, up from my previous 130. I am just not sure whether I should push on with the shakes, or if I should attempt to try solid food, but low fibre. Getting really weak due to no sustenance, so hoping for some advice from people who are going through IBD etc. Although I am not diagnosed yet, I have an MRI scan on the 27th of this month coming up. I suppose this will be the start of the long investigation. Many thanks to all who read this. Sorry it's a bit long. 1 like, 23 replies "
Crohn's Disease,https://patient.info/forums/discuss/calprotectin-level-1800-but-colonoscopy-was-fine--680566,Calprotectin level 1800 but colonoscopy was fine?!,"I’m 50yrs old and recently saw my GP  because of ongoing bowel issues - constipation, mucus in bowel movements etc. He got me to do a stool sample and my Calprotectin level came back very high at over 1800! Normal is under 50.  Dr then sent me for a colonoscopy that showed nothing wrong except Diverticulosis.   I know a reading that high is usually indicative of IBD but colonoscopy didn’t show anything sinister. I feel fine at the mo.  I’m just so confused why the stool sample showed that very high level.  What could have caused that to happen?  GP is now away for 2 weeks.  So i’m unable to discuss it with him. Has anyone else had such a high reading and everything has been ok?  I know it’s not normal. 0 likes, 4 replies "
Costochondritis and Tietze's Syndrome,https://patient.info/forums/discuss/pain-in-right-rib-cage-681686,Pain in right rib cage,"I have terrible pain in my right rib cage. At first I thought I had trapped gas and went back on my reflux medication. However that didn't help. I do seem to burp a lot. Doctor today said he thinks I may have  . My pain is not in the centre of the chest though it's all on the right side. Not gallbladder as i have had it removed. Pain is dreadful. Any suggestions?? 0 likes, 4 replies "
Crohn's Disease,https://patient.info/forums/discuss/does-this-sound-similar--680583,Does this sound similar?,"Hi, So at the moment am diagnosed- but the GP seems to think I have some form of IBD.I have been experiencing- about once every 1 or 2 months, absolutely crippling bouts of stomach pain that start in my stomach and then moves down to my lower abdominal area. Like 10 out of 10 pain, feels like it is all inflamed inside. And when i get these episodes even a paracetamol I can’t keep down and a vomit it up, although Biscopane has seemed to help in the past.  The last episode was worse than the others, was in so much pain 111 sent around an ambulance and I ended up in hospital for a few hours because my blood pressure was so low. I couldn’t eat for about 4 days after this last episode and my lower abdomen still hurt 2 days after so much that it was painful to walk, and I was also incontinent for about 2 days and resorted to wearing an adult style nappy!  Was really very unwell. Do other people have flare ups this bad and does it sound like a form of IBD? Am a bit worried about how bad it was last time. You see previously by the evening after a ‘flare up’ I can eat a banana and normally feel better after a day or two. But after this last time even 1.5 weeks later still have lower right pain in my back all the way through to my front right side of pelvis. Have an appointment with the specialist next Thursday. Previously thought was IBS, but GP says he thinks it sounds very much like a type of colitis. Just curious what you would think? 0 likes, 1 reply "
Crohn's Disease,https://patient.info/forums/discuss/blood-tests-and-crohn-s-disease-query-679560,Blood Tests and Crohn's Disease Query,"Hi All Just after some information as to whether Crohn's Disease (CD) or Ulcerative Colitis (UC) can be seen during a routine blood test? I've done a bit of research and found that routine blood tests cannot diagnose CD or UC, but are good indicators on how severe the levels of inflammation / infection are during active flare ups, and whether medications are helping to subdue the diseases. I only ask as I was recently asked to provide a stool sample to test for faecal calprotectin, which came back positive. This is the third test I had done in the last year and the results have always been around 350. I had a follow up colonoscopy about 6 months ago, as a result of the first positive calprotectin result, however everything looked healthy and the biopsies came back fine, ruling out UC. Now my doctor suspects CD, however I had a blood test taken a few days after the faecal calprotectin test and the results of the blood test was fine, apart from slightly low vitamin D levels. This recent blood test according to the nurse was the full works, and I know included vitamin B12 and D tests, magnesium levels, liver function, kidney function, and a load more including the routine tests. I've been having digestive problems for about three years now, and had numerous blood tests in that time and the only problem ever found was slightly low vitamin D results, no other problems ever found. I'd be very grateful for any thoughts and views on this query, especially if you know whether or not active CD or UC are in fact visible on blood tests. 0 likes, 6 replies "
Costochondritis and Tietze's Syndrome,https://patient.info/forums/discuss/painful-left-arm-680405,Painful left arm,"Does anyone suffer with severe arm pain connected to chest pain. Finding it difficult using my left arm at times. Had all the heart tests so know it’s to do with Costochondritis well I think it is 🤔 1 like, 12 replies "
Crohn's Disease,https://patient.info/forums/discuss/managing-ibd-and-gad-682864,Managing IBD and GAD,"I am being treated for anxiety on Escitalopram 20mg, this started three weeks ago.  I was started on Azthioprine for Crohns disease a week and a half ago. I was reassured by my nursing team that I would be O.K with this medication after steroids increased the anxiety. I am due to start a biological on Monday. It had been a stressful week but, I feel anxious. I don't feel good. Any advice please? Thank you. 0 likes, 1 reply "
Constipation,https://patient.info/forums/discuss/pain-and-discomfort-for-3-weeks-now-669251,Pain and Discomfort for 3 Weeks now,"Hello All, I have recently posted a few things to get some input but this post is out of utter desperation! For about 3 weeks now I have had pains in my lower left and lower right abdomen, in my flank area.  In addition I have been having a lot of bloating, gas both internally, burping, and also flatulence.  I have also not been moving my bowels well.  It feels like the more I push the tighter my intestines get, I almost feel like the feces is not dropping from my gut to my rectum.  When I push on my lower abdomen I hear and feel gas and liquid moving around (I've never had this before) the gas moves around like trapped bubbles.  I am actually able to force burps and rectal gas out by moving my body and or pressing on certain areas of my abdomen.  As the day goes on the symptoms get worse. Last week I went to the hospital and had a CT Scan of the abdomen.  It showed  thickening of the sigmoid colon and mild pericolonic stranding- the conclusion was ""could relate to acute colitis.""  I followed up with my GI Dr (who I have not been seeing very long) he disregarded all test results and basically said he felt the results were not accurate- implying the report was written subjectively for interpretation.  He told me he believes this is just IBS.  I have had all kinds of stomach issues and, at this point, I don't even expect to feel 100% but I have NEVER had this.  I wholeheartedly feel something is wrong- something more than just IBS.  These pains to me are not normal. I don't know if this is constipation related (I am moving my bowls, just not averagely... in my opinion). Any input is much appreciated as I am at the end of my rope. 0 likes, 0 replies "
Crohn's Disease,https://patient.info/forums/discuss/success-i-have-my-life-back-and-better--681131,Success. I have my life back and better. ,"Well after 2 1/2 years of chronic right side stomach pain. Constipation full of yellow mucous and at times uncontrollable bowel movement.  My life has been spent just laying in bed and squeezing the pain.  I was unable to be a father to my 5 year old daughter and my wife of 6 years and partner of 10. I was failing.  I’d had every test known. CT scan. Endoscopies and colonoscopes. Barium meal X-ray. All negative.   Even my appendix out as they suspected it was chronic appendicitis. All failed and the pain was just getting worse and worse. I’d been on codeine phosphate. Tramadol  etc. All Worked for a while until my tolerance grew and it came back 10 fold.  The general surgeon who removed the Appendix believed it could have been referred back pain. SO WRONG Then I changed GP who said there was one last test. Faecal cal-protecting which came back raised.  So after reading this forum. Everyone said push for pill capsule/endoscopy. Which showed. Erosions and pockets of inflammation in the small Intestine/bowel.  So she started me on. Cortiment Budesonide 9mg 6 week. 6mg 6 week and the. Continue on 3 mg permanently. Also using buscopan 10mg and Adcal-D3 calcium carbonate and vitamin D.  It’s now been 5 week. And I feel born again.  My pain as decreases so much. My back pain also. I do keep having the odd  uncontrolled bowel explosions. And also had a couple of chest infections and colds. But I’m not laying in bed constantly. As this was the only thing that eased the pain.  I feel more reborn. I was Honestly at the stage I know longer wanted to be here.  Basically don’t give up. Get a good gastroenterologist.  Mine is at shellfield hallamshire. She’s gave me my life back and my family their son. Husband and my daughter her Daddy back. Also my friends have the old me back. And to make things better I’m expecting my 2nd child New Year’s Eve.  Don’t give up hope. It takes a while. But there is not a cure. But there is  help and support with symptoms.  I believe mine as been caused by genetics with my mum having  bowel cancer young and getting e coli food poisoning.  I’ve also found that white bread and red meat are no good for me. But I know we are all different. And I’m sue I will find more triggers.  Thank god for science and medication.  And thank you  for those who have taken the time to read this and for the  advice pushing for the pull cam.    Thank you for listening  Chris  1 like, 7 replies "
Costochondritis and Tietze's Syndrome,https://patient.info/forums/discuss/help-trying-to-deal-with-costo-681764,Help!  Trying to deal with costo,"hey, my names kelly and iv been trying to deal with  severe  costo for the last 5 weeks and the pains getting worse aswell as new symptoms, so at the moment i'm taking  codeine (30ml) and  paracetamol (500-1000g) for the pain and im on steriods because im allergic to anti inflammatory's ... the pain seems to be edged off a bit but not much and i dont think inflammation is going down 😦... i just need a  bit of help in finding some things to get me comfortable so i can do the basics like eating and sleeping.. plus does anyone else have problems with  swallowing  food/drink or just   saliva  if so let me also know how you deal with that.... thank you!! 0 likes, 3 replies "
Constipation,https://patient.info/forums/discuss/the-nhs-failed-to-put-forth-effort-to-find-the-cause-of-my-constipation-for-years-671897,The NHS failed to put forth effort to find the cause of my constipation for years,"My name is Sarah, and I'm 16 years old. From birth, I struggled to pass poo and was almost always in a lot of pain due to what was labelled as 'chronic constipation from birth'. To put into perspective how ridiculously lacking in effort to find the cause of this constipation the NHS actually was; I often went   without passing any poo besides the small blotches of overflow that I would often soil my pants with. The longest I ever went without a poo, though other times weren't too far behind, was 9 weeks. Until mid-way through my eleventh year of living a life filled with agonised straining and yo-yo'ing to and from the toilet, I was given movicol and senekot, as well as enemas on a regular basis. Two biopsies were done in the   of my life, yet everything came back negative, specifically hirschprung's disease came back as a negative. My parents and I did our own research after eleven years because it was getting out of hand, and I was being bullied for it far too often, and through our own research, we found out about the ACE stoma. We asked at my next appointment with my gastroenterologists if I could have the procedure, and they pretty much immediately said yes if they could get a surgeon to do it. It was almost as if they knew they could do it for all of my childhood (which they ruined due to negligence) but couldn't be bothered to get it arranged or even to bring it up. Anyways, June 5th 2013, I had my stoma fitted, and we were informed by the surgeon that my bowels did present as though I had hirschprung's disease but likely the biopsies weren't done high enough. Now, five years later, I'm still suffering the consequences due to the laziness of each and every nurse that failed me through my entire life. I am, admittedly, much better since I have had the stoma, but one thing they don't tell you about it is that it takes a huge mental toll on you after a while. I now hate having the stoma since I've only had to do washouts through it twice this year and all it's really good for is weeping and being inconvenient, though I've had bowel blockages every few months regardless of whether I was doing the washouts on a nightly basis or not. I wanted to share this story because this potential-misdiagnosis stripped me of any chance to have a decent childhood and has since ruined my life and confidence. Is it possible that I can sue the NHS for neglecting me for over a decade out of sheer laziness, or do I have to live the rest of my life knowing that I'll never get justice for their failures? 2 likes, 4 replies "
