disease,postLink,postHeading,postContent
Quetiapine,https://patient.info/forums/discuss/which-medications-compliment-seroquel-before-sleep--655923,Which medications compliment Seroquel before sleep?,"Hi, I take generic Quetiapine 200 mg for anxiety and insomnia. There was a lot of improvement but I still suffer from anxiety/panic attacks. My psych doc tried increasing the Quetiapine dose up to 400 mg but I didn't notice any improvement. Looks like 200 mg is the optimum dose. If my sleep quality is good, the day will be very calm and relaxed. I observed that if I take Quetiapine 200 mg + Diazepam 10 mg before sleep then my anxiety/panic attacks are totally under control. Sleep quality was very good. There was no daytime drowsiness either. It was just perfect. But the problem is that benzodiazepines are not for long-term use. So, we have been trying to find other medications that can augment Quetiapine just like Diazepam did. 1. Quetiapine 200 mg + Trazodone 50 mg caused a lot of drowsiness and daytime dizziness. I could not take the combination for more 5 days. 2. Quetiapine 200 mg + Tegretol 300 mg actually reduced the sleep quality and increased anxiety (Tegretol and Trileptal reduce the effectiveness of Quetiapine).  3. Quetiapine 200 mg + Lithium caused a lot of daytime drowsiness but there was no improvement in my anxiety/panic attacks. What other medications can I take along with Quetiapine before sleep to further improve the sleep quality? Is anyone taking any medications in addition to Quetiapine before sleep? Thank you for your responses.   0 likes, 1 reply "
Quetiapine,https://patient.info/forums/discuss/act-quetiapine-to-treat-chronic-insomnia-as-a-long-term-use-659160,Act-Quetiapine to treat chronic insomnia as a long term use,"I have been prescribed Act-Quetiapine [2 100mgs tablets a day] for chronic insomnia brought on by the passing of my mother last year which also caused intense emotions  of depression and anxiety.I  am very concerned by its use as a long term sleep aid as in researching this drug it was suggested that it is not recommended for this purpose.and am very worried about what it is doing to my brain chemistry as my depression and anxiety is based on life issues as opposed to chemical imbalances. I would very much appreciate any informed opinions on this subject 0 likes, 1 reply "
Quetiapine,https://patient.info/forums/discuss/i-was-on-seroquel-300-mg-for-5-years--651438,I was on Seroquel 300 mg for 5 years.,"Since stopping, I have lost 30 pounds. Unintentionally. Has anyone else had this experience? 0 likes, 1 reply "
Pulmonary Embolism,https://patient.info/forums/discuss/info-needed-please-680475,Info Needed Please,"Over 10 years ago I had pulmonary embolisms in both lungs I have flown a few times since but the longest flight I’ve done is 2hrs 15 mins In 2 weeks time I’m flying to Tenerife which is 4hrs 30 mins and I’m worried that I’m at risk  Can anyone help with advice please?  Thanks in advance 0 likes, 3 replies "
Pulmonary Embolism,https://patient.info/forums/discuss/dvt-pe-worry-please-help-677086,DVT / PE worry - please help,"Hi I’ve been having chest pains alongside other symptoms for 3 days.  I’ve visted A&E twice for chest pains - the first time I had a panic attack alongside, they did an ECG and sent me home.  I returned the next evening with chest pains still, they again did another ecg and blood tests and send me home and said to see my gp.  I saw my GP this morning and he said he could hear a rub on my chest and so he’s requested for my to have blood tests and X-ray tomorrow to check for blood clott.  I just can’t relax or sleep this evening I’m so worried that I do have a clott and I’ll just have a major heart attack or I’ll stop breathing tonight!  I’ve listed some of my symptoms and some may just  be anxiety: Hands and feet tingle  Lump in throat  Chest pains Head ache Dizziness and nausea Muscles ache Tiredness  Will I be okay tonight? Would the dr have booked an appointment tomorrow if he thought it was an emergency! I just can’t sleep and I’m worried the blood clot I might have is going to kill me in my sleep!  0 likes, 15 replies "
Pulmonary Embolism,https://patient.info/forums/discuss/edoxaban-680343,Edoxaban,"is anyone on this tablet? What side effects do you get? I have recently changed to this tablet and I have woken up today with pins and needles at the top of my head. Then the right side of my face was numb then my shoulder. It is not as bad now, but it was worse than any tingling I had on rivaroxaban. Is that something I need to contact my doctor about or just a side effect? 0 likes, 12 replies "
Muscle Disorders,https://patient.info/forums/discuss/fasciculations-and-fibrillations-all-over-body-667693,Fasciculations and Fibrillations all over body,"Hi. I’m 14 years old, about to turn 15. I’m male and have had twitching on and off for the past 2 years. When I say “on” and “off” I mean, I don’t notice twitches one day, and the next it’s all I can think about because it happens every five minutes on one particular area of my body. Interesting side note: when I sneeze, I’m almost garunteed to twitch somewhere on my body after I tense up. I haven’t noticed any weakness since this whole ordeal started, as, I recently participated in a soccer event in which I just felt tired afterwords (during the game my legs didn’t feel “weak”). Today, my right and left foot won’t stop fibrillating or fasciculating (I can’t see  the twitching I can only feel it) and other parts of my body twitch occasionally too. I read sone article about “singular” causing fasciculations but I’m not sure because my pediatrician didn’t say that he knew if that was a cause. I just want to know the cause of my twitching because it’s irritating on top of the fact that I have (mild) eczema. My sleep schedule is somewhat irregular, (I’ll still get 10 hours but fall asleep at around midnight). 0 likes, 0 replies "
Muscle Disorders,https://patient.info/forums/discuss/unknown-disorder-for-4-years-digestive-muscle-problems-666581,Unknown disorder for 4 years - digestive/muscle problems,"Hi there, so I've had this disorder for 4 years now. When it started I was pretty sure that I had IBS. My intestines would make rumbling noises 24/7 and I was paler than a white wall. Never felt any pain though which led me to believe that I must have a different disorder.  For almost 2 years I couldn't workout or do any physical activities, I felt so weak. Then I slowly tried to workout in the gym again. Until today I still have the same problem when I workout my legs and my back. Doing this causes my intestines to stop working properly. It's the worst when I have DOMS (delayed onset muscle soreness) on my upper legs and my back. Also for a very long time my lower back felt like jelly when working out. I'm not a doctor, so I don't know how to describe this in any other way. Also generally walking or talking/yelling which involves the use of belly/back muscles would make the condition worse. I'm recovering very slowly, it definitely feels better than 2 years ago, but if it continues at this pace, it will take another 3 or 5 years till I have recovered at least 80%. I've tried taking epsom salts, magnesium and red light therapy but nothing seemed to improve my condition.  Anyone else having similar issues??  0 likes, 0 replies "
Muscle Disorders,https://patient.info/forums/discuss/unknown-medical-problem-not-cfs-but-neck-muscle-problems-related-to--619272,"Unknown medical problem, not CFS but neck muscle problems related to.","Hi, so I have had a rough 3 years, if you read my history of posts you will see I posted in CFS a lot. I do not believe I have CFS now after the past month of therapy. I started having severe neck pains on my right half near where my jugular is early this summer in May. My DR put me in anti inflame pills in late May and a few others but they never helped? June-August I got better and worse at the same time, I saw a physical therapist in August. After spending 1 month with him and $1,200 to my insurance I have been the healthiest I have been in 3 years. I have been at the gym once or twice a week since September which I haven't done in about two years. Yet my problem lingers and its not 100% health and sometimes it flares back up. Granted I am not doing everything I did when I saw my PT, I have since stopped. I probably should go back to it but I wanted to see if it would clear up on its own. He said the right half of my necks muscle is enlarged/bigger than the left half. He did notice it improved after I saw him and I could turn my neck better. It was bad during the months before I saw him, sometimes turning my neck would cause me to have anxiety/panic during a flare up but other times I would be perfectly okay. Recently I have started running as part of a new job I am taking, this is the hardest physical endurance I have been under in years. I ran a 11 minute mile, but I am still getting flare ups every now and then. The problem is I still would like to know if anyone else has something similar? Most of the symptoms are similar to CFS yet most have gone away this year. I am still getting neck pain on the right half of my neck and behind the right ear. 0 likes, 1 reply "
Muscle Disorders,https://patient.info/forums/discuss/no-strength-in-arm-all-of-a-sudden-can-t-lift-above-head-any-idea-what-s-going-on--625090,"No strength in arm all of a sudden, can’t lift above head, any idea what’s going on?","At the start of October this year I started a new job, plastering. I’ve never been used to lifting heavy stuff or working my muscles, gradually over time I noticed my right arm, which is my stronger side, wouldn’t allow me to put pressure, for example little things like squeezing a shampoo bottle, I struggle to hold my arm straight above my head without my body swaying to the side, Even just basic tasks around the house, like lifting a kettle, I have tried fighting through it but my arm physically will not allow me, My Left arm is completely fine, it’s strengtened loads, whereas the right arm looks smaller than when I started. It’s fustrating me as I can’t find anything online where someone has a similar problem. I have until the end of January next year for it to improve or I will lose my apprenticeship, can anyone help? 0 likes, 7 replies "
Muscle Disorders,https://patient.info/forums/discuss/someone-help-669320,Someone help,"I notice latley my top part of my body like the chest and upper back area have been very sore. I also have a injured shoulder from football.  So what i want to ask is can these muscles make it feel like its your heart that is something wrong and also can any of this cause dizziness and shortness of breath 0 likes, 1 reply "
Muscle Disorders,https://patient.info/forums/discuss/mystery-symptoms-for-almost-a-year-673367,Mystery Symptoms for almost a year,"I have so many things it’s gonna take some unpacking so some background: I’m 21 and have had chronic migraines since age 7. They are hereditary and have often sent me to the ER  They’ve gotten better over the years with chiropractor visits and medication but still happen every week and usually start with neck tension  I always have tight muscles and aching joints (every single joint pops)  I also have delayed sleep phase disorder , clinical depression, and general anxiety disorder  I’ve found out recently about my slee disorder which explains my “insomnia” and daytime sleepiness BUT I have some mystery symptoms!  Sometimes at the store or if I’ve been standing for (30min-2hours) my legs just feel like they give out and I feel like I’m being pulled down into sleep a couple of times I’ve had to lay down from fear of falling and have vomited all over while laying sideways and not been able to lift my head or neck and then return to normal like 5 minutes later  I often fall from dizziness as well and this is NOT THAT  Please help I’m so scared and my doctors are getting me nowhere  (I’ve had normal MRI and CT scans and I don’t have narcolepsy, vitamin deficiencies, and have tested negative on all blood tests for auto immune diseases)  0 likes, 0 replies "
Muscle Disorders,https://patient.info/forums/discuss/throat-weaknesses-and-breathing-difficulties-671496,Throat weaknesses and breathing difficulties,"Hello everyone,   I need your opinions. I am currently stuck with undefined illnesses. A long story to make it short. I went through so my tests and doctors.. but not confirmed. These are my symtoms and please tell me what I need to do or want to know what you can think of. -My jaw chewing muscle gets tired easily and as I chew more, my throat swallowing muscle gets tired too -Feels like throat muscle larynx have less swallowing sensations. I can’t multiple swallow my saliva or can’t swallow freely.  -Dry lips although I drink soy milks and 3 bottles of water through out the day. -Throat and esophagus feel dry (like bearing with out oil)  -talking, walking short dinstance, lifting or drinking something (in the morning ) will give me a shortness of breath through out the day. It became pretty much harsh after I experience Dysphagia. Tests -Brain MRI - fine -Chest, neck CT - Fine -Throid ultrasound and blood test - Fine -BARIUM Swallow and VFSS- Fine -Asthma test- Fine -Lung blow test - Fine  -Stress cardogram and Ekg-Fine -X-rays -Fine -Neck barium Test - they said my squeezing motility is aliitle weak. -Basic blood tests -fine -MGravis test - fine done only once - endoscopy for esophagus - fine - allergy test- fine  -throat , esophagus and stomach biopsies - fine  - Electroneuromyography-Fine - esophageal motility tests- doc says I have a problem but two test one in March and one in June are incosistant if you food is going down I should be fine And more... I am feeling more tired on my throat muscle as I used it more through out the day like doing throat strengthening excercises gave me a harder time to eat... I lost value 16 lbs over 5 months..  I am worried that it can be a muscle disease .. or if it is an anxiety disorder.. Please help me to go to the right route...  It is a pain for everyone in my family right now.... 0 likes, 9 replies "
Muscle Disorders,https://patient.info/forums/discuss/muscle-strain-in-groin-upper-quad-muscle-hasn-t-healed-in-a-few-months-suggestions--674530,"Muscle strain in groin/upper quad muscle, hasn't healed in a few months. Suggestions?","I strained a muscle in my groin/upper quad (not sure which. it hurts to lift my leg forward) a few months ago. At first I didn't take it seriously and I kept doing exercises that caused pain and I made it worse. I stopped doing exercises that hurt a couple months ago, but it still is not healing. I'm doing some stretches for it almost daily. Should I be icing it at this point? Will that help or is icing only useful right after the initial strain of the muscle? Any other tips for speeding up the healing process? Thanks. 1 like, 1 reply "
Muscle Disorders,https://patient.info/forums/discuss/muscles-677383,Muscles,"Hi can anyone reassure me past 2 days from my right shoulder across to middle of breast hurts and tender. I put my daughters wheelchair in the car and was pulling pushing it in. Cpuld i if pulled a muscle xx 0 likes, 1 reply "
Muscle Disorders,https://patient.info/forums/discuss/hell-in-the-cells-679961,Hell in the cells,"I have eyebrow twitching and cheeks twitching and temple twitching and nose twitching....and now tongue twitching. No insurance and I'm screwed with a body that hates me with no sleep or peace. I'm losing my mind.Am I the only one with this rare condition? 0 likes, 6 replies "
Muscle Disorders,https://patient.info/forums/discuss/throat-and-jaw-muscles-676869,Throat and Jaw muscles ,"Hello Everyone. I’ve had esophageal issues since March. Foods seemed/seem to go down slowly or getting stuck in my esophagus. I think it was a panic attack tWo weeks later when my pill felt like it was stuck in my chest. I just could not swallow my saliva. I was terrified. I went to ememrgancy and two hrs later I was okay and sent back home.  But after that incident I could not do multiple saliva swallow periodicallyI.I decided to chew down my foods more than usual to pass down my foods. It actually took me at least 30 -60 mins to finish my meal because I was chewing so much. 3 months later, I was eating my meal, and my jaw muscles came really lose. They felt so fatigue that I had to stop my meal. Also my throat muscle felt tired as I chewed my food down. Since then my swallowing became weaker weaker... one day I was driving and I could. It multiple swallow my saliva then I forced my self to swallow my last one. My swallow became softer and softer. Now it continued and I have weak swallow. I met multiple GI, neuro , rehab doctors. Only things they found was My  1)D dimer - 1400 2)Anemia 3)Barium swallow test-Weak swallow squeezing 4)Monomentry Test- upper & lower esophageal sphincters relaxation pressures were incomplete and high 5)EMG muscle test twice - Fine Other numerous tests came out fine. My rehab doc told me you can’t really measure throat muscle with EMG because it is dangeraous and they tested my tongue said it is same nerve system. She said it can be stress and my upper esophageal sphincter affecting my throat muscle when I swallow which makes my swallow throat tiring quicker.  My GI doc said let’s try Botoxing my upper and lower esophageal sphincters and letssee if my throat muscle will fix it. I have tried a calcium channel blocker, it seemed like it was relaxing my throat but my swallow were weaker ..... so next day I tried the anxiety pills for three days at night and all my muscle were tiring and relaxing and it was harder to swallow my food from the throat.... now I don’t know what todo... i don’t know why I am suffering this problem and I am losing so much weight. Since March my life is just trashed because of this... I was really healthy guy but I don’t know why I am going through this. I live in the states and I really want to to someone who can really find my problem and help me out ... any suggestion?  0 likes, 9 replies "
Muscle Disorders,https://patient.info/forums/discuss/severely-torn-shoulder-muscles-should-i-get-surgery-only-physical-therapy--678552,"severely torn shoulder muscles, should I get surgery/only physical therapy?","my father has severely torn muscles on both shoulders, and it's quite painful, we are considering whether we should get him a surgery to tack the muscles back, but on second thoughts we feel surgeries might be too invasive, we have all heard about stories of how doctors cut off too much muscles or ligaments or other important organs during surgery which result in permanent loss of certain functionings/inability to return to baseline. my father has talked to 4 different doctors, 1 recommended surgery while the other 3 doctors says he will recover with just physical therapy.  one thing I want to note is the 3 doctors who claimed my father's muscle injuries would recover with just physical therapy, when they checked out my father's injuries they all asked my father to perform the same test, which is to do a full 360 degree rotation of my father's upper arms around his shoulders. and my father, as of recently, is able to perform this task. that's why the 3 doctors recommended physical therapy. my father first got his should muscles severely torn back in March 2018, at that time he did a MRI, below are the findings of his MRI please note these findings are dated back in March, when he first got his muscles torn. but since then it's been 5 months and many parts of his torn muscles have grown back and healed. I asked my father to get a new MRI again but he says it's too expensive. but I just want to note that it's best not to base the recommendation solely based on these outdated MRI finding. as I mentioned before, my father as of recently is able to perform the task of 360 degree rotation of his upper arms around his shoulders, something he couldn't do when he first got his muscles torn back in March. ) FINDINGS: There is enlargement of the AC joint. there is irregularity of the inferior aspect of the acromion. there are high-grade partial tears with severe tendinosis of the tendons of supraspinatus and infraspinatus.leakage of fluid into the subacromial and subdeltoid space is clearly demonstrated without retraction of the partially torn tendons of supraspinatus and infraspinatus. the subscapularis and teres minor are intact.the glenoid is intact. the labrum of the glenoid is well preserved. significant irregularity with subchondral cystic formation of the greater tuberosity of the humeral head is identified. the coracoacromial ligament is mildly thickened. Impression: High-grade partial tears of the tendons of the supraspinatus and supraspinatus with leakage of fluid in the subacromial and subdeltoid space of the left shoulder. excessive osteophyte formation of the greater tuberosity of the humeral head and irregularity of the inferior aspect of the acromion are most likely the causes of rotator injury. chronic recurrent injuries by chronic impingement should be considered. no retraction of the injured tendons of supraspinatus and infraspinatus demonstrated, however.  should we get surgery or only physical therapy. I hear even with surgery the muscle can't regrow back to more than 60%-70% its baseline functioning. thank you for your recommendation, we really appreciate it! 0 likes, 3 replies "
Muscle Disorders,https://patient.info/forums/discuss/weird-feeling-in-leg-676270,Weird feeling in leg,"Okay, I didn't know where to post this so please forgive me if its in the wrong group. But anyway, I have been experiencing a weird squeezing sensation in my leg. Its been doing this all day and only stops when I'm moving around, walking. When laying down and sitting it starts back up after a bit. There is no pain, just this weird feeling. Also, some veins on the side of my leg are sticking out, like I can feel them.  0 likes, 2 replies "
Muscle Disorders,https://patient.info/forums/discuss/random-twitching-on-different-parts-of-body-no-cramping-or-pain-680195,Random twitching on different parts of body. No cramping or pain," Hello everyone. I have an issue I am hoping to get some info or advice on. About 2 1/2 weeks ago I started getting strong twitches when I would lay down to go to sleep. They were the real strong all body ones that jerk you back awake. At first I thought they were just normal hypnagogic jerks. I was taking Lexapro for a couple weeks and thought it was that causing it. The Lexapro did have other symptoms that I didnt like so I stopped it after talking to my doctor. I was only on it about 2 weeks. Anyway I thought that the twitching would stop after the Lexapro was out of my system. Well I no longer think that had anything to do with it because they are still happening after being off of the Lexapro for 17 days now.  The twitching is not just when I lay down anymore. Its basically every few minutes on all different parts of the body one at a time. They are very quick, painless, and happen on all different muscles. Best described as a ""tic"" I guess. Anyway I do also have some back of the neck stiffness and after talking to Dr. Google I found that this might just be a magnesium deficiency. Both of these symptoms are linked to that. Today I went out and bought some supplements and bananas. But even before this I was eating at least one banana a day.   Anyway I am just trying to get some ideas as to what this might be? How long should I wait before possibly seeing a neurologist?  0 likes, 1 reply "
Muscle Disorders,https://patient.info/forums/discuss/muscle-discomfort-when-sitting-at-tops-of-legs-muscle-or-tendon-issue--670233,"Muscle discomfort when sitting at tops of legs, muscle or tendon issue?","Hi all, I am posting on here in an attempt to get some answers to a physical problem I’ve experienced for the last 9 months and is causing me great aggravation and discomfort and consequently worry and angst. I have a discomfort / tight feeling when sitting down between the tops of my legs and my gluteal muscles, it’s extremely aggravating because I have to sit down for my job 8 hours a day, which presumably doesn’t help matters either. It only manifests when I sit and doesn’t when I’m walking around I feel like it must be a muscle or tendon strain from exercise but nothing I do seems to alleviate it. I’ve put a hold on doing any kind of lower body exercise apart from walking and yoga as these activities seem to aggravate it more. Has anyone got any idea what this could be and what the answer, if any, might be? The one physiotherapist I saw gave me a lot of vague responses about ‘all the little connections in your body getting weaker as you get older’ and just gave me a list of stretches to do. Other possible answers I’ve tried to glean from the internet include things like piriformis syndrome and high hamstring tendinopathy but I still don’t really know how to tell which one I’ve actually got. Any help, insight, recommendations or anyone experiencing similar issues responses greatly appreciated  H 0 likes, 2 replies "
Muscle Disorders,https://patient.info/forums/discuss/pain-relief-for-acute-piriformis-679246,Pain relief for acute Piriformis,"I have acute pain under left buttock but now spreading down left leg and the pain is staring to affect my right lower buttock area. Had total   over 1 year ago/ Currently prescribed Voltorol Gel, Dihydrocodeine for pain with no relief whatsoever. Am 66 and stretches are not a good idea due to the amount of damage inflicted on Femur by a fall. Please can anyone advise more suitable pain relief. Am in agony. 0 likes, 10 replies "
Muscle Disorders,https://patient.info/forums/discuss/muscle-pain-and-certain-drugs-685035,Muscle pain and certain drugs,"I cannot take statins or even BPH tamsulosin as after a while muscle pain sets in and gets worse. Does anyone have experiences with muscle pain taking low dose asperin? Thanks. 0 likes, 0 replies "
Muscle Disorders,https://patient.info/forums/discuss/tingling-sensation-in-middle-left-lat-erector-when-standing-681702,Tingling sensation in middle left lat/erector when standing,"For the past few months now I have been feeling a tingling ""pins and needles"" type feeling in a small region of my middle left back. I've noticed that it comes and goes when I'm doing normal everyday activities like washing the dishes or washing my hair in the shower. Normally, it doesn't happen at all while I'm sitting, only standing. It basically feels like it goes numb for a bit, and doesn't go away until I sit down and rest my back up against something. There isn't any pain associated with the tingling, so it's more of a nuisance than anything. I don't have the best posture because I sit all day long, however I do strength train 4-5 days a week consistently. I'm wondering which type of doctor I should go to to get this checked out (I was thinking orthopedist), and what this could possibly be? I would guess it would have to be something with my hips and/or neck. 0 likes, 1 reply "
Muscle Disorders,https://patient.info/forums/discuss/muscle-low-pain-arms-legs-680277,"Muscle low pain, arms, legs","Hi! Not sure this is the right forum. Since several years I am experiencing bizarre symptoms: now and then I feel low-level pain in the arm and leg muscles. The pain kind of moves through the muscles, up and down and again and again. It is more or less like the sore muscles after a strong workout, but it moves, it does not stay in the same place in the muscles. After this muscle ""moving pain"", I feel like the body temperature raises, and it comes a body lethargy. This forces me to stop doing what I am doing, and doze. After around 10-20 minutes on this lethargy (I do not sleep, I  feel like I am paralyzed), I feel my muscles and body strength coming back again. In one or two minutes I am good to go again. And I can go back to what I was doing. I feel good, vigorous and it seems nothing had happened. This seems not to have any cycle, it happens every  couple of days and sometimes I am free of this during one or two weeks. I discussed this issue with a couple of physicians, they either do not care or do not know/are not willing to investigate the causes. The problem is when I am working, it takes me a superhuman effort not to doze on the desk! Sometimes I need to go quickly to the toilet in order to have some privacy and I sit on the vase, lock the door doze in my knees and can wait until the cycle muscle pain-body temperature-lethargy passes away and my body strength comes back and I can go back to work. Thinking about it, I started to have those symptoms around 20 years ago, but now they are more frequent and are bothering me/complicating my work. I wonder if anybody have heard of this symptoms. Any advice/hint/guess is welcome. Rgs EM 0 likes, 3 replies "
Muscle Disorders,https://patient.info/forums/discuss/weird-neck-stuff-689215,Weird neck stuff,"About 6 months ago, the right side of my neck started to feel unsupported.  Around the same time, my right sternocleidomastoid muscle started to show while at rest; asked family doc about it, she said no big deal. Three months ago, I turned my head to the right side and it cracked.  Sharp pain for a split second.  This happened a couple of times if I remember correctly.  Since then, the deep neck flexor in the back of my neck has been exceptionally weak and the superficial muscles (including the  sternocleidomastoid) exceptionally tight.  I have lots of knots in the side of my neck and the muscles feel stringy.  Also, the omohyoid (the one that connects the side of the neck to the top of the shoulder) feels like it is straight up not there.  I can't properly relax my right shoulder.  It's constantly being pulled forward and up by the tight muscles at the front of the neck.  I've had tingling down my right arm and feel general weakness and muscle wasting.  It's not painful or debilitating; just concerning. My family doc sent me to a neurologist, but so far neuro exams (nerve conduction and EMG) have been normal.  MRI of brain from Aug ruled out   and MS.  Blood tests(CK and ANA) are normal as well.  I have a cervical spine MRI booked in the new year. I've had several massages and two osteopath treatments and nothing has helped to release the tension.   I've been seeing a physiotherapist who is working to rebuild my deep neck flexors, but still wondering WTF is going on?  Can you tear a muscle and not have pain?  Could there be a tumor or lump pushing on the muscles?  Should I have more imaging done?  Has anyone experienced something similar?  And if so, how did you find relief? 0 likes, 0 replies "
Muscle Disorders,https://patient.info/forums/discuss/pain-in-the-butt--685102,Pain in the Butt!,"My Piriformis Muscle has agitated the Sciatic Nerve and I have already posted about that.  My problem now is a really deep pain in the bum and it does not improve with   I have been prescribed by my GP - Co-codamol. The GP then prescribed Naproxen which caused tremendous swelling of my ankles and legs so I had to stop the drug. Can anyone suggest an alternative pain killer for the problem please?  I am waiting to see a Doctor in the Pain Clinic. The problems started just over 1 year following my THR 0 likes, 0 replies "
