disease,postLink,postHeading,postContent
Hyperthyroidism,https://patient.info/forums/discuss/can-somebody-tell-me-what-this-means-692336,CAN SOMEBODY TELL ME WHAT THIS MEANS,"My thyroid scan last day..technique used.Thyroid scintigraphy in the anterior and bilateral anterior oblique views was acquired 20mins after injection of 244 mbq Tc-99m pertechnetate IMPRESSION: Right thyroid lobe with normal planar morphology and dimensions Decreased tracer activity in the lateral aspects of the left thyroid lobe probably due to parenchymal thinning or focal fibrosis.. 0 likes, 15 replies "
Hypertension,https://patient.info/forums/discuss/can-i-take-this-while-on-blood-pressure-medication-690288,Can I take this while on blood pressure medication,"so my doctor isnt in for a few weeks which sucks . im on coversyl 4mg . i want to take pascoflair which is anxiety medication . which is passion flower. now i heard passion flower can also drop your blood pressure . so i dont want to drop it to low. anyone take something like this 0 likes, 7 replies "
Hypertension,https://patient.info/forums/discuss/indapamide-issues-690550,Indapamide issues,"Hi. I have been using indapamide for blood pressure for years. I am not feeling great at the moment (I do have an auto immune disorder but have been in remission).  I have been losing a lot of hair. I have discovered that I am borderline low on potassium and zinc and vitamin d. Selenium hasn't been checked or hasn't been flagged up to me as problematic. I discovered that using indapamide long term can deplete potassium selenium and zinc. Wondered if anyone else had problems with this medication. Thanks 0 likes, 12 replies "
Hypertension,https://patient.info/forums/discuss/teva-losartan-availability-update-692719,Teva Losartan availability update,"Regular users of Teva Losartan will have noticed that this product has been off the shelves for a couple of months. I understand that this is due to a product recall which was issued at the end of November 2018. I queried this supply issue with Teva's customer service department and have received the following reply today: *Unfortunately, this product is currently out of stock, but we expect it to return for sale during Q1 of 2019 (January to March) I apologise that we do not have a more specific return date to give to you at present. * Excellent news! Teva losartan should be back in your pharmacist in the next couple of months. I for one can't wait!! Every other brand gives me the most excruciating tiredness behind the eyes, it's almost indescribable. Zero point in trying to book a doctor's appointment to talk it all through to an uncomprehending GP. I'm quite prepared to tough it out till April. Viva Teva! 0 likes, 1 reply "
Hypertension,https://patient.info/forums/discuss/hi-692116,hi,"is there anyway where you can get rid of taking maintenance medicine for blood pressure, i know it can helps but i believe several years of taking it will create an impact to our internal organs, but i dont understand i was on a low blood pressure before then suddenly when i reach age of 32 i became hypertensive specially in hot places i am not really used too.. i dont understand what ive felt. i have always a   though i already take ampodipine 5mg 0 likes, 14 replies "
Hypertension,https://patient.info/forums/discuss/sudden-rise-in-bp-295395,Sudden rise in BP,"Last Thursday  I had my blood pressure checked at GPS and it was 143/93 which was great as it was the lowest it has been since the beginning of the year. Friday morning it was 171/114,Sat 175/115. Sun 180/123' so getting really worried. Also very bad right sided  . Phoned GP who asked me to come in ASAP and then admitted me to hospital. Whilst in hospital BP went up to 210/145 at its worst, Enalapril dosage doubled and BP eventually settled. My question is why would it have suddenly shot up like that. Also is headache normal with very high BP (I rarely suffer from headaches). Hasanything similar happened to other people? 0 likes, 70 replies "
Hypertension,https://patient.info/forums/discuss/perimenopause-and-hbp-693397,perimenopause and HBP,"Hi everyone i have been on bp meds for two years,  since started perimenopause,  my BP was about 160/90 on my gloomy days, then it will drop to normal for most days, nowadays my  BP is mostly in the range of 117/70 on most days, at times it drop to 95/65, i was taking losartan 50 mg morning than 25 mg late afternoon as my bp use to rise in the evening, however i have cut my dosage to 25mg each  morning and 25 mg evening. im not sure if my bp rises because of going thru menopause or if its a normal condition as we age? 0 likes, 2 replies "
Hypertension,https://patient.info/forums/discuss/arrthmia-and-high-bp-692570,Arrthmia and High BP,"I lay down to sleep other night and immediately had strong Heart flutters (three sets of fast pulses lasting all told 30 secs. Took my BP (normally 140/80 ish) and was 200/100/90 so called 111. Went to Hosp OOHours Dr. and he confirmed BP four hours later. Had various checks but  concluded there was nothing really wrong with my heart. Reading here some people have very high regular BP. I have been having slight headaches and feint chest pains recently and BP is higher than previously and wonder what options I have now. I am sensitive to most drugs although I'm sure there are some I have not tried yet (get muscle aches and cramps). Feedback appreciated. Thanks. 0 likes, 1 reply "
Hypertension,https://patient.info/forums/discuss/is-hypertension-a-lifelong-disease-with-no-hope-of-ever-reversing-it--688895,Is Hypertension a lifelong disease with no hope of ever reversing it?,"I've always been an athlete all my life and have been running & hiking up to 10 miles per day for many years. Yet 6 months ago I was diagnosed with Hypertension which I found about completely by luck due to an auto accident. I've most likely had it much longer as a cardiologist found that I had Left ventricular hypertrophy most likely due to untreated Hypertension. Even though I still exercise several hours every day and changed my diet to lower salt and sugar, if I missed even one day of medicine, my BP shoots right back up to 180/115. So it this something that will never be cured and I'll have to continue taking medication for the rest of my life? 0 likes, 14 replies "
Hypertension,https://patient.info/forums/discuss/blood-pressure-spikes-concern--692895,Blood Pressure Spikes Concern!?,"Hi guys, I'm not sure if this is in the right section to post this but it does pertain to blood pressure.  Also sorry for the lengthy post in advance. 2 years ago I was diagnosed with panic disorder and generalized anxiety. Sometime last year I had two really bad panic attacks which I called the paramedics for. The took my vitals and my blood pressure was 172/128 the first time and 180/124 the second panic attack. I had another one recently which shot my blood pressure up to 172/117.  When I got to the hospital, my blood pressure had dropped to about 135-140/85-90. This frightened me so I decided to buy a blood pressure machine which isn't smart for someone with anxiety but I needed to know if my blood pressure spiked on other occasions. One night I had a panic attack that woke me from my sleep, I immediately got up and took my blood pressure and it was 205/115. 5 minutes later 150/90. Then eventually went back to 120/79. This part is a bit personal and a little embarrassing, but I was curious about blood pressure during certain activities like self pleasure. So, each time I engage in self pleasure I take my blood pressure in the arm that I am not using and each time my blood pressure spikes upward 170-182/120-130. This can't be normal. I brought up this issue with my doctor who just brushed it off as anxiety. He says I am too young, (28) and in shape to be worried about blood pressure because every time he takes it, it's normal. He says of course your blood pressure is going to spike with anxiety + activity. However from what I read, your diastolic shouldn't change much and mine spikes along with my systolic to extreme numbers. I guess my question to you guys is, do you agree with my doctor or should I look into seeing another doctor about these concerns? Does anyone else experience these kind of spikes? What could be causing this high of a spike? 0 likes, 6 replies "
Hypertension,https://patient.info/forums/discuss/changed-brand-of-losartan-400413,Changed brand of Losartan,"Hello everyone I've been on Losartan Potassium 50mg for over a year now - always the same brand manufactured by TEVA UK and collected from Boots.  Today, my husband has picked up my prescription from a different branch of Boots which is manufactured by Laboratorios Liconsa in Spain and distributed by Sandoz Ltd (the name on the pack). I know that the pharmacies have to supply the cheapest available at the time, but I thought it a bit strange that I have always had the same supplier for such a long time and suddenly it has changed now for the first time.  However, owing to my side effects from so many different pills, I'm a little concerned about switching manufacturer, and would be interested to hear what others think. 0 likes, 40 replies "
Hypertension,https://patient.info/forums/discuss/high-blood-pressure-symptoms--692910,High blood pressure symptoms?,"Just wonder what symptoms people get when with high blood pressure.  I've heard it is a silent killer, but some people seem to think they get symptoms. 0 likes, 2 replies "
Hypertension,https://patient.info/forums/discuss/my-bp-spikes-when-i-am-stressed-scared--693912,My BP spikes when I am stressed!!! Scared!!,"my bp is always normal to low. 85 to 117 systolic. but when i am out and about and panicking it can peak at 215. this is scaring the hell out of me. i am terrified i will   out. help please. 0 likes, 10 replies "
Hypertension,https://patient.info/forums/discuss/query-694089,Query,"my bp is normal to low. do i need to be concerned about how high it goes during stress   or exercise. what readings does everyone else get. 0 likes, 0 replies "
Hypertension,https://patient.info/forums/discuss/blood-pressure-issues-693662,Blood  pressure issues,"hi good morning wondering if anyone can advise had some Heart related health issues last yeAR all ok thankfully been having consistantly  high blood pressure readings (175/95 ish)  was put on beta blockers as control but was /am still suffering breathlessness on excertion (doc not overky concerned ...diagnosed   ...which its not !) came off beta blockers 7 dAYS ago and onto rampril 5mg ...blood pressure now reading average 105/65 ...also feeling bit dizzy which i beleive is dide effect of rampril does this teading seem ok or bit low due to go back to docs this week but value you lively peoples opinions thanks in advance angie 0 likes, 9 replies "
Hypertension,https://patient.info/forums/discuss/stomach-issues-693700,Stomach issues ,"I was on candersartan for high BP and started having terrible stomach ache after a month or so to the extent I ended up at repeated dr appointments then eventually had a scan. Whilst all this was going on I was convinced it was the BP drug when I stopped it my stomach settled down. I am now on a low dose of 3 others and am having similar stomach ache issues again has anyone else ever had this please?  or any ideas to dealing with it ? Thank you. 0 likes, 9 replies "
Hypertension,https://patient.info/forums/discuss/exercise-bp-694108,Exercise bp,"does anyone know how high their BP reaches when exercising? interested to know as scared to exercise too much need reassurance 0 likes, 4 replies "
Hypertension,https://patient.info/forums/discuss/has-anyone-taken-hydralazine-for-high-blood-pressure-654606,HAS ANYONE TAKEN HYDRALAZINE FOR HIGH BLOOD PRESSURE,"I have very difficult to treat high blood pressure due to allergic reactions to many BP medications.  Out of some seven different BP drugs, Losartan Potassium has been the only one not to produce any discernible side effects.  However, it does not control my high blood pressure on its own.  I have just a sole kidney and   Stage 3b and at my latest renal consultation today, my blood pressure was the highest ever at 240/110.  Amazingly, my kidney function,eGFR at 44 was the best it has been for a couple of years  (2 months ago 33) and the Creatinine was, as you would expect, with an improved eGFR also lower at 106.   Unfortunately, I did not see my usual renal consultant today but another doctor who has decided to add a blood pressure drug called Hydralazine. I've looked it up and it is described as a strong drug only prescribed when other drugs have failed.  Has anyone taken this drug successfully without side effects, please? 0 likes, 25 replies "
Hypertension,https://patient.info/forums/discuss/coffee-sensitivity-686144,Coffee sensitivity ,"I use to be able to drink coffee without any problems,  I fact I drank a an average of 4 cups of strong black coffee the suddenly about a year ago I developed what I think is caffeine sensitivity,  sometimes even small amounts gives lots of anxiety , headaches,jitters and most importantly my BP is really high even hours after caffeine consumption.  Has  anyone experienced the same problem or something similar? Ps: I'm 28 years old,  was diagnosed with HBP 10 years ago! 0 likes, 11 replies "
Hypertension,https://patient.info/forums/discuss/high-blood-pressure-693855,High Blood pressure,"Can high Blood pressure be treated naturally? without having medication from GP.... 0 likes, 5 replies "
Hypertension,https://patient.info/forums/discuss/statins-anybody-statins-and-turmeric-curcumin--693070,"Statins, anybody?  Statins and turmeric/curcumin?","Hey it's not exactly a hypertension drug, but along the lines of general cardiac health I have a question about statins, how many people here are taking statins, and is anybody also taking turmeric/curcumin with it, for specific health reasons or general health reasons? At least most of us with some hypertension at least have the general   and are also watching cholesterol and triglycerides and maybe arterial plaque buildup, that are more directly treated by statins.  Thanks. 0 likes, 12 replies "
Hypertension,https://patient.info/forums/discuss/drug-side-effects-caused-by-inactive-ingredients--697804,Drug side effects caused by inactive ingredients.,"Most drugs contain inactive ingredients that are capable of causing an adverse reaction, according to investigators at Brigham and Women’s Hospital and Massachusetts Institute of Technology, in the U.S. These otherwise unnecessary ingredients are usually added to improve a pill’s colour or shelf-life, but the study authors found more than 92 per cent of the 42,052 oral medications tested contained at least one ingredient that can cause reactions in sensitive individuals. Around 45 per cent contained lactose and 33 per cent had a food dye. This raises questions about how medications are labelled. 0 likes, 0 replies "
Hypertension,https://patient.info/forums/discuss/query-hypertension-697029,Query hypertension,"I have been monitoring my bp and I suspect I might have high blood pressure.I have been monitoring same for three yrs and cardiologist and gp thought they were ok. Echo three years ago reported my heart is in good condition. Saw cardio as had an abnormal eeg but everything ok. Recently bp is high with home monitor.  I am keeping weekly chart to show to my go as I want to be fitted with ambulatory monitor before taking any medication. I do get anxious watching the monitor goes up when recording as I can tell if the readings are going to be high by how much the cuffs are inflated. I do not think I am getting a true reading e.g this am first reading 152/94 p80. second reading 1 min apart 137/88 p69 and thurd reading 138/87 p 68 averaging 140/90. My first readings are always high. I can also bring bp down by 10 mins brisk walking exercise but it last long. I am just interested to know how do  you get diagnosed with high bp. I am 70 old woman who takes statins. The highest first readings just below 170 and diastolic be low 100 on odd occasion.  Pl can anybody share their experience. Thanks 0 likes, 3 replies "
Hypertension,https://patient.info/forums/discuss/beta-hydroxybutyrate-for-high-blood-pressure--698623,beta hydroxybutyrate for high blood pressure.,"Hi could taking  , beta hydroxybutyrate  help to reduce high blood pressure . without the need of taking ,blood meds. plus the statins ,    i've only just read about this stuff so new to me.  i was just wondering there might be more people more knowledgeable than myself , who could translate to simpler english .layman's terms . thanks 0 likes, 0 replies "
Hypertension,https://patient.info/forums/discuss/inappropriate-sinus-tachycardia-and-diastolic-hypertension-696459,inappropriate sinus tachycardia and diastolic hypertension,"Hi there, I would love to hear from folks with inappropriate sinus tachycardia who have experienced elevated BP as a result of the tachycardia. I have had a resting heart rate of 100-110 for a long time, but it never caused me any issues. BP was always low normal-120/70, no shortness of breath, no exercise intolerance. After heavy periods, I ended up with anemia which caused shortness of breath that still persists (nearly 5 months later). My BP suddenly went up to 108 diastolic (systolic didn't go above 135 or so), was accompanied with flushed skin, shortness of breath, severe   and chest discomfort. I was initially put on HCTZ, which didn't help. I saw a cardiologist who suspects my BP spiked from the tachycardia (weird as that hasn't happened in all these years..but very possible). He put me on 2.5 mg of Bisoprolol twice  a day, starting with once a day and going up if HR is still above 90. The 2.5 mg brought my heart rate down to 70 and my diastolic down between 77-84 (which is still a bit higher than it used to be before the spike). I am not taking the 5 mg as it lowered my heart rate to 50, and I am not very comfortable with that plus from what I am reading it's a hard medicine to wean off (something I'd like to do eventually, under medical supervision of course) so if I am doing well on a lower dose, I'd keep it that way, I would love to hear from anyone who can relate to this or has any thoughts/experiences to share. 0 likes, 10 replies "
Hypertension,https://patient.info/forums/discuss/does-anyone-take-olmesartan-like-olmetec-for-blood-pressure-698585,Does anyone take Olmesartan ( like Olmetec) for blood pressure,"I have been taking this for several years.   The  same amount of time I have had stomach issues, and was wondering if this bp medication had anything to do with it.   I never made any connection to the length of time my stomach issues had been, but now am thinking it might be because of it 0 likes, 2 replies "
Hypertension,https://patient.info/forums/discuss/help-undiagnosed-toddler-hypertension-697908,Help!!  Undiagnosed Toddler Hypertension,"Hi, I am really in need of your help.  If this isn't the right place for this post, or there is a better place for it, please let me know. Roughly 5 weeks ago, my 2 year 4 month old boy started acting very lethargic and just overall weird.  After four trips to the hospital / clinic, the doctors finally identified that his blood pressure was dangerously high, like 145/100.   They admitted us to the hospital and then ICU and slowly brought his blood pressure back under control with Labetelol and Norvasc. Since then, we have been searching for a cause (and solution) with no luck, and we're running out of things to look at.   We have, at times, suspected a pheochromocytoma, renal artery stenosis, seizures, heart problems, and more, and, essentially, the doctors are running out of things to look for.   I can provide more detail if desired, but here are some of the things we've done: I'm sure there's more that I'm missing, but the doctors have essentially exhausted their testing.  He's on 2.2 milligrams of amlodapine (Norvasc) twice daily and it more-or-less keeps his blood pressure below 110/xx, but we have been having to add in the Labetelol recently on an as-needed basis to keep it below 120/xx. My wife and I are really scared for him - this whole thing has been just killing us.  Is there anyone put there that has any ideas?? Thank you in advance 0 likes, 8 replies "
Hypertension,https://patient.info/forums/discuss/how-is-your-hypertension-treated--693385,How is your hypertension treated?,"Hello.  I am a 44 year old female who has had chronic high blood pressure since I was in college.  Seems to just be bad genes, as I've been through every test imaginable and the doctors have never discovered a 'reason' for it (no kidney issues, etc).  For as long as I can remember, my blood pressure was controlled quite well on Coreg CR, 40 mg.  In the last year or so (I think in relationship to perimenopause) it has steadily increased and I am working closely with my doctor to tweak my treatment and find a medication/combination that works well.  I am currently taking hydrochlorothiazide (12.5 mg), Lisinopril (5 mg) and Coreg (40 mg).  The doctor had me try cutting out the Coreg to see what would happen, and although my BP didn't get   high, my pulse became quite fast, even at rest.  So, the doctor is now having me try 20 mg Coreg along with the other 2 meds.  I guess my question is (and I'll discuss this with my doctor, too) is - how can I get this back down to just 1 or 2 meds?  Having to take 3 pills every morning seems, to me, to be quite a lot.  Is 3 meds a 'standard' treatment for HBP?  I know combinations are often beneficial over a single med, but, I guess, just ugh.  3 meds.  Any insight would be appreciated.  Thanks! 0 likes, 7 replies "
Hypertension,https://patient.info/forums/discuss/switching-from-lisinopril-to--698065,Switching from Lisinopril to ????,"I've been taking Lisinopril 2.5 mg for 4 months.  It's working well in lowering my BP, but I've developed the dreaded   and have swollen ankles (but not excessively).  The cough is getting worse and effecting a lot of my activities, and sleep. I'm going to ask my GP to change to an ARB medication.  I'd like to know which ARBs folks take?  Which ones work best, and which have the fewest side effects.   Hubby takes Olmesartan 10 mg and has mentioned sore knees.  He also takes medication for  , raised cholesterol and   drugs, so I'm unsure if the sore knees relate to his BP med or anything else he takes. I'm female age 71 years.  I'd be grateful for any feedback from others. Thank you. 0 likes, 9 replies "
Hypertension,https://patient.info/forums/discuss/are-my-bp-readings-bad--698394,Are my BP readings bad? ,"Hi guys I've got my own BP machine and regularly take my reading but it's been a bit alarming at how high it's been. Today it was 178/105 but it dropped a bit especially the top one to 153/98. It's the bottom one that concerns me as it's rarely below 90. Is this a cause for concern? Also my diet has been poor lately as well - lots of sugary foods like chocolate, cakes,  milkshakes, full fat butter, red meats. Will laying off the sweet stuff especially help my BP? Thanks 0 likes, 6 replies "
Hypertension,https://patient.info/forums/discuss/no-one-knows-whats-wrong--698425,no one knows whats wrong.,"I'm a 47 year old female I had   last year now my bp is off the charts. Went to er yesterday I was asleep and woke to burning squeezing pressure on left side of chest it went half way down my arm and up my jaw. I have had a   for few weeks now my blood pressure runs 180-190 over 100-117 daily but sometimes it will drop way low to where I almost pass out. The er told us they had no idea what could be going on and released me with a bp of 173/105. Any advise is welcomed. 0 likes, 7 replies "
Hypertension,https://patient.info/forums/discuss/real-bp-issues-689196,Real bp issues,"I was put on bp pills yrs ago as I'd had bp spikes  After 3 yrs I was told to come off after bp was low  I later had an eye haemorrage and the nxt gp put me on AMLODIPINE  2 yrs ago  I just started taking it in the evening, thought this meant to be better but waking up with   now  Been in hosp for minor op and they wouldnt give me my pills as too low bp  THIS morning before breakfast I am 124/39  PROB wont take pill tonight and go back to mornings 1 like, 2 replies "
Hyperthyroidism,https://patient.info/forums/discuss/methimazole-headaches-high-blood-pressure-691433,Methimazole/headaches/high blood pressure,"hi! i was wondering if anyone had the side effect of getting headaches 2mo after starting methimazole? long story short, i'm a 32yr old 6mo post-partum hyperthyroid patient that was diagnosed with hyperthyroidism and high blood pressure after the baby was born. my endo put me on 20mg methimazole bc i was so hyper, then about a week ago lowered my dosage to 10mg a day bc i was going hypo. after my symptoms were controlled, my bp returned to normal and i no longer had to take bp medicine. since lowering my dosage my bp had gone back up, back on the bp medicine, and im getting horrible headaches i never had before. anyone have any advice? thank you! 0 likes, 4 replies "
Hyperthyroidism,https://patient.info/forums/discuss/hyper-symptoms-help-overmedicated--691639,hyper symptoms help!  overmedicated?,"I am hypo but a few months ago I became overmedicated taking 75 Levothyroxine + 20 Cytomel: TSH: .013 (.4 - 4.5) Free T3: 6.5 2.0 0 4.4) All vitamins/nutrients/routine blood panels - everything else really good. Questions: Things have been bad since these hyper symptoms months ago!  Thanks for any input! 0 likes, 5 replies "
Hyperthyroidism,https://patient.info/forums/discuss/radioactive-iodine--677980,Radioactive iodine.,"Hi Has anybody had radioactive iodine treatment for hyperthyroidism?  0 likes, 4 replies "
Hyperthyroidism,https://patient.info/forums/discuss/please-help-blood-test-already-within-range-but-all-symptoms-still-there--691718,Please Help..blood test already within range..but all symptoms still there...,"hi,im new to this forum. im male 44yr old.starting having weird symptoms august of 2018. out of nowhere suffering from panic attacks. 24/7dizziness. fatique.like i just want to pass out. weird vision..went for blood test  and ultrasound confirm hyperthyroid from single hot nodule.. my result  Oct 15 2018 TSH 0.043        range 0.27  -  4.20 Ft4 3.16             range 0.93  -  1.70 Ft3 8.37             range 2.50  -  4.30 Nov 1 started on 5mg tapazole 3×a day. Dec 1  result  but different Lab TSH 0.72           range 0.27  -  4.20 Ft4 17.00          range   12    -  22 Ft3 3.96             range 3.1    -  6.8 Dec1 started acetyl lcar 500mg Jan 1 result TSH 3.160         range 0.27  -  4.20 Ft4 1.23              range 0.93  -  1.70 Ft3 2.59              range 2.50  -  4.30 0 likes, 4 replies "
Hyperthyroidism,https://patient.info/forums/discuss/rai-due-in-2weeks-want-honest-feelings-about-levothyroxin-do-you-feel-normal-again--691976,RAI due in 2weeks..Want honest feelings about Levothyroxin.DO you feel normal again?,"Hi everyone..im male 44 years old. hyperthyroid from hot nodule. I will have my RAI in 2weeks time..Please those who has rai or surgery  already and using levothyroxine.. Can you pls tell me how you feel ? Can i ever be normal again? THANKS IN ADVANCE. 0 likes, 9 replies "
Hyperthyroidism,https://patient.info/forums/discuss/my-little-boy-was-diagnosed-with-graves-disease-las-year-december-he-is-taking-methimazole-10-mg-663092,"My little boy was diagnosed with graves Disease las year December, he is taking Methimazole 10 mg","Every day, I pray to Hod every time to flush it out of his system. He is doing a lot  better, but I am worried about his puffy eye lead. All the words of encouragements are quite up lifting. Is there anyone on this forum that know a child with Graves’ disease and what they would like to share in terms of nutrition and other thing that could help fight this issue? Thanks and Hod bless 0 likes, 12 replies "
Hyperthyroidism,https://patient.info/forums/discuss/hyperthyroid-symtom-675294,Hyperthyroid symtom,"who are here feel dizzy, lightheaded and feel floating sensation? is it will get better? 0 likes, 10 replies "
Hyperthyroidism,https://patient.info/forums/discuss/dizziness-and-anxiety-657681,Dizziness and anxiety ,"I am suffering GREATLY with dizziness and   and the horrible dizzy spells make the anxiety so much worse! I dread getting out of the bed some days and especially going out in case I have an "" episode "" while out because I am terrified of passing out in public. I have never actually passed out but came VERY close to it a BUNCH of times. My PCP has never actually told me that the dizzy spells and/or anxiety are directly related to my thyroid issue ( I am not on any thyroid medicine at this time ) but I feel as if they have got to be related. I joined this forum because I NEED to talk to other people who are having the same ( or similar ) issues as I am because I feel as if nobody around me understands !! I also sometimes even get dizzy while laying down . Do you have this problem at all ?  2 likes, 4 replies "
Hyperthyroidism,https://patient.info/forums/discuss/why-do-i-think-like-this--693151,Why do I think like this? ,"hey guys, im sure after this post you will all think im so weird lol, anyway i have picked up a different brand of tablets today for my thyroid and they have given them to me in a brown bottle, now i know that this is fine however some part of me is worrying  as these have not come to me in a sealed package how do i know for sure that the chemist has broken the seal to give them to me? i had to order this brand in specially as i had hoped they would just give me the sealed container. 0 likes, 7 replies "
Hyperthyroidism,https://patient.info/forums/discuss/is-there-anyone-whose-hyper-symptoms-have-dizziness--692753,IS THERE ANYONE WHOSE HYPER SYMPTOMS HAVE DIZZINESS??,"MY HYPER SYMPTOMS INCLUDES DIZZINESS WHICH MY ENDO SAYS ITS NOT A SYMPTOM OF HYPER...MY DIZZINESS IS LIKE UNSTEADINESS.LIKE WHEN YOU JUST GOT OUT OF AN ELEVATOR OR ESCALATOR OR CAR BUT ALMOST 24/7...EVEN WHEN MY BLOODTEST IN RANGE..THATS THE SYMPTOM THAT LED ME TO DO A THYROID PANEL..AND YUP IM HYPER. 0 likes, 13 replies "
