disease,postLink,postHeading,postContent,postTags
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/19372/hiv-neuropathy-tingling---quick-question,HIV neuropathy ; tingling - Quick Question,"Hi Gail,  Does neuropathy; tingling sensation and burning in hands and feet happen in Advanced HIV stage? can you please suggest any other symptoms along with it.",Diagnosis
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/2601/how-well-do-you-really-know-your-kidneys,How well do you really know your kidneys?,"You're probably pretty familiar with your kidneys, but did you know these 5 amazing facts?",
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/1780/help,Help,I went to the ER on Sunday with UTI symptoms and sharp pains in my kidney area. They ONLY did a urine culture and vaginal swabs. Yesterday evening late I am sure I passed a stone but about an hour later I started having severe pain even worse than when I was pregnant and had a 7mm stone stuck. I previously had Uric Acid stones. What are the chances that I have another stone too large to pass and should I go to a different ER since they refused to do any blood work or a CT scan. Also I don't have a spleen and have been told I have to be extremely cautious any time I get sick.,
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/1893/lab-results,Lab results,Creatine 2.6 Free light chain kappa 13.40 Free light chain lambda 7.94 What does this mean?,
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/2991/high-creatinine-level-of-1-4-in-case-of-diabetic-patient,High Creatinine Level of 1.4 (in case of Diabetic patient),"Hi Sir/Madam, I need advice regarding my father's health. He is 66 years old and of Indian ethnicity. Yesterday his blood creatinine level has been reported to be 1.4mg/dl. He is on medication for Diabetes, high blood pressure, high uric adic and blood thinning (for clot in a brain nerve). His diabetes and BP are under control since more than one year. He had high Uric acid level (of 8.5) six months back but it is now under control (at 5.2). He has been adviced to take Zyloric to control Uric Acid. Is there anything to worry about for increased creatinine level of 1.4? Can anyone please recommend a good Nephrologist in Hyderabad we could consult with? Please advice. Thanks in advance. Regards, Riya.",Kidney Disease
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/3005/mass-removal-from-kidney,Mass Removal from Kidney,"I have a small mass located in my kidney, and would like to explore less intrusive surgeries than suggested to me. Assuming that the mass is benign, are there any procedures available to me besides the standard incisive-type, major surgery?",Kidney Cyst
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/3035/kidney-surgery-with-a-blood-clot,Kidney surgery with a blood clot,"If a patient is having kidney surgery, can the doctor perform the surgery if the patient has a blood clot in their leg?",Kidney Failure
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/2664/keep-or-repeal-obamacare-share-your-thoughts,Keep or Repeal Obamacare? Share Your Thoughts,"Currently about 20 million people get insurance through Obamacare, which guarantees coverage for services like preventive care but has been plagued with increases in premium costs. A recent WebMD survey found that most consumers wanted the law or parts of the law to remain, although not without changes. We asked some people to share their views of the law and how any changes will affect them. Here's what they said:    What are your thoughts?",
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/2230/constant-urination,Constant urination,Repeated urination,Kidney Failure
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/12577/hiv-test,Hiv test,Whether regular intake of alcohal say 150ml daily affects hiv antibody test. If so then which test to be used for this.,Diagnosis
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/12581/delayed-antibody-formatin-cases,Delayed antibody formatin cases,"In some cases, formation of antibodies in hiv infection is delayed due to certain reasons. How to test such cases.",Possible Exposure
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/12834/news-monthly-injection-might-revolutionize-hiv-care,News: Monthly Injection Might Revolutionize HIV Care,"New research suggests that injectable, long-acting antiretroviral therapy for HIV is as safe and effective as oral medications. Click here to read more:","Risk Factors , Living & Managing , Possible Exposure , Symptoms , Treatment , Diagnosis , Home Testing Kits"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/13687/are-my-test-conclusive,Are my Test Conclusive,"I have concern ragrding hiv and std. I had an exposure with CSW in sept16. I used condom for the vaginal sex. But since I lost erection in between i removed the condom using palm and with the same hand I touched my penis and foreskin immideatly. Since the vaginal fluid was there on the condom & i used the same hand to touch my genital inner foreskin and Glans of penis,can i be infected for hiv and std. After 3 months I developed red rashes on my right arm which disappeard with in 3 to 4 days. And since than feeling cronic fatigue,weight loss,loss of appetite,muscle pain & Body pain,pain in eyes, I have gone through 6 hiv test(3 rapid test,2 -3rd gen antibody hiv screening ECLIA method ,1- combo test p24 cmia method (at 8 month), inbetween 3 to 9 months of incedence which all are non-reactive Tested for hep B,C,VDRL, siphilis,urine culture, CBC at 4 months also. All are non reactive  except CBC in which total leyucocytes count is 13700 and in absolute leucocyte count -neutrophills9.70thou/mm3,lymphocytes 3.22 thou/mm3 which are above normal range. Now i Got red scratch like rash on my face after 10 months. Can i be amongst the seronegative persons who does not produce antibody for HIV because of their genitic reasons?? In current report of CBC my TLC is 13000 and lymphocytes% is 15.9% which is below the normal range Seeing all the symptoms and CBC report should i go for further testing.would you suggest PCR test for Hiv. Do The test done in the private laboratory has its authenticity in india or it may be wrongly reported to avoid the process of reporting it to the local govt. Healthcare authority.?? ARE MY TEST CONCLUSIVE?? I am in a bit of a panic so would appreciate some advice. Thanks","Risk Factors , Possible Exposure"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/13561/probably-should-get-tester-but,Probably should get tester but ..,"I've had 2 girlfriends in my life , about 1 year ago and an half I was having unprotected sex with her often. When we broke up she admitted having Oral herpes, and she did gave me some oral sex. The year pass but I didn't see anything strange in my genitals area. Recently I had a girlfriend for 2 month we only had protected sex together but she did gave me some oral Sex with no condoms. Its been a month that we're no longer together and it may sound weird but its the first time I keep injuring my self while masturbating. I have Red Marks, see pictures, and it always hurts. I was wondering if this is Aids or it's just That I masturbate too often With nothing to lubricate. I would say I masturbate about 5 times a week. Thanks a lot for futur answers !  Sry for the english it's my second language","Risk Factors , Possible Exposure , Symptoms , Treatment , Diagnosis"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/11974/hiv-exposure,HIV exposure ?,"Hi,  I have recently had a sexual encounter at a club and I am super anxious of whether I have had HIV exposure. I have given a blowjob ( with a condom on to a guy . There was no ejaculation. I have made accidental contact between my anus and his penis (still with a condom) when I was rubbing on him and it happened. I got waxed just an hour before and there was bleeding, does this put me in danger. Please help. I am going nuts with anxiety. Cindy","Risk Factors , Possible Exposure"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/19080/when-you-re-living-in-africa,When you're living in Africa,"As we don't have this internet , and i want to help other people with HIV , how can I reach them , or any helpful experience .",Living & Managing
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/1903/i-wonder-what-my-doctor-is-thinking,I wonder what my doctor is thinking,"Two summers ago, I dehydrated three times. I got everything that was going around that summer and my usual 125 weight went down to 87. The final ER discharge said, among other things, Acute chronic kidney failure, right. My numbers whack out from time to time, though BUN is always high. Sometimes so is creatinine serum and glomular filtration rate is low. My doctor says this isn't really evidence of kidney damage. I ask what it is evidence of, then. Recently, he learned that I had heat stroke at 5 (hospital for 6 weeks) and at 32 (hospital for a month [in the intervening years I think doctors learned that re-hydrating isn't enough; you have to reestablish electrolyte levels, too]) and so that means that of course I'm just dehydrating regularly and that's why the numbers go wonky. The ER doctor who diagnosed the kidney damage is the Director of Emergency Medicine at our medical complex. He is a very highly respected member of the medical community and he personally designed a new ER that is never overcrowded and employs only ER trained doctors; not just every doctor who comes along. He has not, in his career, been found to have made a single mistake. Yes, I have a tremendous amount of respect for this man. And my doctor says his diagnosis is wrong; I have no kidney damage. So why does my BUN always stay high, and why maybe twice a month, do the other two wonk out? Is it simply a sign that I'm not drinking enough? Or is it evidence of chronic kidney damage?",Kidney Disease
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/18990/is-there-a-chance-i-may-have-contracted-this-h-i-v-virus,Is there a chance I may have contracted this H.I.V virus ?,"I had sex with a girl I don't even know well , before she touched my dick with her hands and pull back my foreskin and touched my penis head after that proceeded to have protected sex and we saw some blood, it wasn't mines it was hers, I thought that her period came down but a day passed she told me her period didnt came ,she doesn't know what it is, so that's weird to me (can you tell me what it might of been also), we stopped when we saw the blood ,there where drips of blood on my briefs ,I made sure and pull off the condom with the blood on it carefully and raise my penis head upward to hit the shower first , then I poisitioned myself so the shower can hit the pubic hair area just in case there is blood I cannot see, which I wasn't seeing because it was kind of dark , while bathing I yanked one of my pubic hair by mistake and yes I bathed with soap after, after I did all those thing I made sure the condom had no breakage , I never ejaculated , I ended up kissing her and sucking her breast also , there was no signs of anything coming out her breast while squeezing it before , I ended up carrying her for a taxi 10 mins after the incident and I came back home for a half hour and get ready to go out , I noticed I had food between my teeth , so I picked it and it started bleeding and I thought about how I was kissing her , is there any H.I.V transmission or any disease at all in this whole scenario , her status is unknown to me ,thanks for your answer in advance","Risk Factors , Possible Exposure"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/18996/am-i-conclusively-hiv-negative-with-four-negative-oraquick-results,Am I conclusively HIV negative with four negative OraQuick results?,"I took four OraQuick at-home HIV tests (90,91,94 and 104 days) and they all came out negative with a line next to the C and no line next to the T. Does that mean that I am conclusively negative?",Home Testing Kits
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/1589/copper-poisoning,Copper poisoning,Last night at work we had a compressor go out which put copper into our water. I literally drank two pots of coffee throughout the night and today I don't feel very well and I can't get the taste of blood out of my mouth. What should I do? There wasn't an option for poisoning so I posted under kidneys.,
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/19009/protected-sex-but-have-some-doubt,Protected sex but have some doubt,"I had sex a month back with an IT girl,i used condom for sex but didn't used it for blowjob.I am scared of HIV now, though there was not any kind of blood exchange but still i am worried.Later i asked her that how many times she had sex, she said its 4 times.Can any one help me clearing my doubt?","Risk Factors , Possible Exposure , Symptoms"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/20800/possible-ars-symptoms,possible ars symptoms,"I had a high rish exposure about 5 weeks ago during anal intercourse with a man of unknown status the condom broke. Anyways about a little over a week ago i had a sore throat for about a day which developed into what resembled a mild cold (congestion, sneezing, runny nose) no fever. As those symptoms subsided i started getting sharp pains all over my body pretty much from head to toe. It will appear in one spot for a few second then reappear in another. There are some times they dont happen at all. The seem be causing achey joints as well. Not unbearable but like after a good workout. I tested 10 days after exposure with the duo test and was negative. I know it may have been too soon but i will test again at the three month mark. Do these symptoms sound like they could be related to ars? I am also just got three injections of bicillin as treatmemt for syphilis. Im hoping this is just side efgects from meds but im freaking out a little.","Possible Exposure , Symptoms"
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/3489/can-hypoglycemia-result-after-kidney-removal,Can hypoglycemia result after kidney removal?,"My brother recently underwent a nephrectomy (kidney removal) and now is having very low blood sugar readings in the mornings before breakfast, such as 46-55. He will be talking to his doctor about this, but I wondered if anyone in this forum had any experience with this situation. He takes medicines and insulin for his diabetes, and has always been able to keep his blood sugar regulated until now.",Kidney Disease
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/20121/question-about-exposure-and-chances-of-infection,Question about exposure and chances of infection.,"I suffer from both extreme OCD and anxiety so bear with me. Today while I was at work I had two friends come up to me. One gave me a high five and the other shook my hand. Due to the dry weather and over-washing, I had cracks both on the back of my hand and on my wrist, some of which were actively bleeding at the time. I realized this and quickly went to the restroom to wash. It probably took me under a minute afterwards to go and get washed up. I didn't notice any blood on my hand but the thought still bugged me. Assuming there was blood and enough of it, what is my risk? Could the water from washing push it in my bleeding sores? Also, does it only take one wash to clean blood off? Sorry this is really beating me up. Thanks.",Risk Factors
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/905/left-renal-pelvis-fullness-with-no-symptoms,Left Renal Pelvis Fullness with no symptoms,"My ultra sound showed ""Left Renal Pelvis Fullness"" but I have no symptoms and all blood and urine tests are normal. What is the odd this can be serious if I choose to do nothing for now? What other tests can be done to keep this in check? What are possible procedures to drain the urine if necessary? I shy away from CT scans for radiation concern since I have had multiple CT's in other areas in the past.",
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/1380/think-you-have-a-kidney-stone-what-to-know,Think you have a kidney stone? What to know:,"Kidney stones can range in size from a sugar crystal to a ping pong ball, and if you've ever had one, you know they can cause intense pain. Think you might have one? Here's what you should know about symptoms, home care, and when it may be time to see the doctor:    Have you ever had a kidney stone? What was your experience? Sign in or sign up to join the conversation.",Kidney Stones
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/1147/is-barberry-bark-extract-bad-for-kidney-disease,Is barberry bark extract bad for kidney disease?,I want to find a answer to that question Is Barberry Bark Extract bad to take if you have kidney disease? Does anyone know?,Kidney Disease
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/960/is-my-kidney-infected-is-it-about-to-fail-or-is-it-something-else,Is my Kidney infected? Is it about to fail? or is it something else?,"So it started a month-ish ago, A pain lower left back side (more towards the spine), at first I thought it was just something from a bad sleeping posture and spending the last couple of years in my bed slouching while playing on my laptop for 6+ hours a day (since 2009 i believe). I used to sleep on 2 pillows, one was kind of thin and soft, the other was medium and not so soft, so I took out the latter and started sleeping on the thin soft one thinking it may fix my problem. It did, for a while, until this morning. I woke up with sharp stabbing like pain. Iv had a history for kidney stones (left side), had to undergo urethroscopy twice in 2 years, last was in 2012. My symptoms today: 1. No pain standing up, but I can still feel like something's wrong and the pain is waiting to burst out. 2. The pain only occurs when I try to sit down, If i want to not feel the pain i have to sit unrealistically straight. 3. The pain also occurs (especially) when I bend my head forward and stretch my neck downwards (this pain is unbearable) 4. When i sleep on my side I don't feel pain. 5. When i sleep on my back I dont feel pain initially but after 2mins approx the pain starts again. 6. The pain is completely gone when im lying down on the floor on my back. I know what kidney stone pain feels like, this isn't it. The pain only occurs when the above mentioned conditions are met. I havent noticed any foaming in my urine and The color depends on the amount of water i drink (from almost transparent to darkish brown). I've been standing on my feet for the past 3 hours to avoid the pain, Please help! I've got an appointment with a doc on sunday, but id feel relieved if I could get some answers before hand. So is it my kidney? or a possible case of herniated disc?","Kidney Stones , Kidney Disease"
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/902/stage-four-pkd-disease,Stage four PKD disease,"I am in stage four for Poly-cystic Kidney disease. My Creatine is 1.8, age 74 my GFR is 24. So why would they tell to take insulin for my diabetes when I am in Kidney failure?",
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/1464/news-flash-constipation-and-kidney-disease-may-be-linked,News Flash: Constipation and Kidney Disease May Be Linked,A new study has found that people with constipation are more likely to develop kidney disease. The discovery suggests kidney problems might be prevented or treated by managing constipation. You can read more about the study results here:    Do you have both kidney problems and constipation? Sign in or sign up to share your thoughts.,
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/820/22-years-old-chronic-kidney-disease-likelihood,"22 years old, Chronic Kidney Disease Likelihood","I am 22 years old female and have recently been experiencing symptoms of CKD. In the past, I was never really conscious of the amount of water I drank. I had started seeing light foam in my urine on and off a few months ago and I tried improving my habits and drinking more water. I have not been perfect at it but it was definitely better than before. The frothing disappeared but I then started getting lower back pain and tingling in my legs on and off. I was also diagnosed with first UTI this year and have been treated for it. I have been checked for diabetes and high blood pressure and everything was within normal ranges.  Last week, I started seeing very frothy urine after a day of not draninking that much fluid. After drinking a significant amount of water I didn't see foam and it seemed normal. Yesterday after not drinking much fluid again, saw lots of foam in my urine which also calmed down a lot after drinking lots of water. I also have intermittent flank and groin pain with a migraine. Could this definitely be a sign of kidney disease, do I have kidney stones or are all my symptoms potentially unrelated? P.S my last urinalysis was one month ago and everything seemed normal",Kidney Disease
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/676/blood-work-results,Blood work results,"I am a 56 yr old male, adopted. Was told a year ago that my blood work showed a concern with my kidney function. This year I was told it was a little worse (Creatine, Serum 1.30). Was told that I have to change my diet and start taking Vitamin D. I am on 25mg (reduced from 50) of Metropolol and 25mg of Simstatin for cholestorol. Had 2 questions, 10 How scared should I be? 2) Is there a way to rejuvenate the kidneys? Any help would be appreciated.",
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/10472/hiv-transmission-through-a-toothbrush---worried,HIV transmission through a toothbrush - worried,"I read that we should not share toothbrushes with other people for hygienic reasons and also that when you are infected its a definite NO-NO. Last time I left my toothbrush at my mom's house and my son was there during school holidays - when the schools reopened he told me when I went to fetch him that he in fact has been using my toothbrush, i'm hiv positive and worried...could he be? should I take him for testing.",
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/10893/arv-s,ARV's,Hi is it true that arv's are to be taken on an empty stomach to prevent more side effects?,"Living & Managing , Treatment"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/11173/hiv-or-sinus-infection,HIV or sinus infection?,"About 6 weeks ago I had unprotected sex with a man I vaguely knew (I am a woman) and he insisted he was disease free . About 2 days ago I started having a stuffy nose with green snot , and its worrying me that I may have caught HIV. I have had no other symptoms. Is it possible I am over-thinking my situation?","Risk Factors , Possible Exposure"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/10616/do-i-need-another-test-for-hiv,Do I need another test for HIV,"Hello, I was diagnosed with Trich and just discovered that I may I have mycoplasma genitalia when the symptoms of Trich was reappearing after the medication. The Dr. Prescribed me another dose of metro and a 2 dose of azithromycin. I had to take all at once.  5 weeks after the exposure I went to CVS to get an oral swab test and it was negative. Could the oral swab test be wrong? I was told that the test was definitive but now since a possible new infection came along with trich I keep thinking that the HIV test was wrong! Also how common is mycoplasma genitalia? I never even heard of it. My Dr did a swab for that and uroplasma. I will not know for sure until Thursday and I am so anxious. I've been crying all week because I just came to terms with having Trich and now I will have to come to terms with a sti that is unknown.  Being that I told her my symptoms of Trich was persisting without medicine she told she's going to make sure I don't have mycoplasma and uroplasma. She then gave me a pamphlet on mycoplasma and vaginitis. This is horrible.",Home Testing Kits
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/11064/scared-so-much,Scared so much,"Hi guys, i am a bi male, early 20's. . I would like to ask you guys about the incident of my recent exposure.  Dec. 2016, i got involved in a oral sex with saudi man of unknown hiv status. . It followed by february 2017. . I notice at the time of oral sex that i have a open mouth sore at my lower lip which is not actually bleeding. After 2 weeks, ive decided to take elisa agb, and a negative result came. . April 2017 i got involved to very deep kissing with a man with unknown hiv status. I know also that i had 3 mouth sores at that time (one from lower lip and 2 from upper dué to trauma to braces).  Im afraid i was exposed to this incidents. . Im very scared.  Pls tell me your honest facts about this guys. And do you think do i need to take again another test?.","Risk Factors , Possible Exposure"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/10718/i-am-going-insane,I am going insane,"Hi,I had protected sex with a female csw 2 years and 8 months ago and condom remained intact till the end.Later I knew that she was positive.I have had all classic ars from 5 th week like 4 swollen lymph nodes in neck,muscle pain,nausea,loose stool,white tongue,dizziness etc.At present I am suffering from ,clubbing nail,swollen lymph nodes, peripheral neuropathy burning in feet comes and go and numbness in right hand,loose stool,recurrent painless ulcer in mouth,white tongue.I have tested negative after 91 days with rapid test,152 days with 3rd generation elisa and 194 days with rapid test(.All of the tests were only antibody test not duo .I have also tested negative for vdrl,hepb and hep c.All of the tests were antibody test not duo. Now all of my symptoms are pointing towards HIV.I have heard there was a record of seronegative infection.specially I am worried for the burning sensation in feet and numbness in hand.I heard it is occur in last stage of the disease .",
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/11363/is-this-an-std,Is this an STD,"I was with a prostitute and received a unprotected feletio, we also kissed. I used a condom for intercourse. The condom did not break. Prior I had taken a viagra that was made in another country. Two hours after being with this woman I had a sore throat but that went away after 24 hours. However after three hours from seeing her I had diarrhea which I still have. I am able to eat and hold my food until morning when I go to bathroom. Could this be an std? Or something else. Thank you",
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/249/new-to-kidney-failure-ditto,New to Kidney Failure? Ditto!,"Hi, I am new to kidney failure. I retired last year - signed up with a new medical provider with my health insurance - went to new doc for a check up and he found that I had high blood pressure and renal failure! I was immediately advised to go home, pack and bag and go to hospital emergency. I thought I was dreaming. I spent 5 days in the hospital with my journal trying to make peace with myself, my new lifestyle and my new diet - for life. This is my first time reaching out in public for information from others who are going through with the same or any life-changing event. My doc is currently keeping a close check on my blood levels, so no dialysis as yet, and I am on the kidney transplant list with UC Davis here in Northern California. Let me know your thoughts! Thank you.","Dialysis , Kidney Failure , Kidney Disease"
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/68/kidney-disease,Kidney disease,,
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/648/kidney-stone-a-roller-coaster-ride-could-help,Kidney stone? A roller coaster ride could help,"If you've ever had one, you know passing a kidney stone is no walk in the park. But new research suggests that one method of relief for small stones might even be fun: a roller coaster ride to be exact.  You can read about it here:    What are your thoughts? I don't know about you, but I'm not sure an amusement park is where I want to be when I have a kidney stone.",Kidney Stones
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/21031/scratched-myself-on-a-piece-of-metal-in-a-porta-potty,Scratched myself on a piece of metal in a porta-potty.,"Hello, I was recently attending a music festival and had to use the restroom. I walked into a porta-potty and scratched myself on a dull piece of metal sticking out of the door. The metal was the holder of the door lock which had fallen off. Although the metal was dull, I hit it hard enough where it tore about an inch of top layer of skin off. There was some blood, but by no means gushing. It was very similar to being scratch by a cat, though a little but wider. I'm concerned someone may have also scratched themselves on it and I could potentially contract something they had. Or, since its in he inside of the porta-potty, I have no idea what's floating around airborne that may have been on it. I'm guessing the reasonable thing is go to the Doctor and get a blood test to be sure, but I'm also hoping someone smarter than I can tell me I'm being ridiculous and have nothing to worry about. Thanks in advance for any and all advice!",Diagnosis
