disease,postLink,postHeading,postContent
Headache,https://www.drugs.com/answers/3-days-xarelto-feeling-nervous-headache-634972.html,"3 days on Xarelto and feeling nervous, have headache?",This is my second round with DVT's in my left leg. The first time I was on Warfarin for a year and the clots dissolved. Now 6 months after being off Warfarin I developed 2 new blood clots. I did the Lovanox shots for 2 weeks and now am taking Xarelto. Testing for clotting disorder and will most likely be on this for life. I'm a 50 year old female. I'm just not feeling normal. Did anyone else go through this or should I be concerned? 
Headache,https://www.drugs.com/answers/i-recently-was-prescribed-nuvigil-what-should-i-384175.html,I recently was prescribed nuvigil what should I expect in the first couple days to weeks?,I am on day 2 and still tired as ever. I have had a slight headache but nothing to bad. Is this med suppose to take awhile or is it quick acting. 
Headache,https://www.drugs.com/answers/buspirone-cutting-half-2662522.html,Buspirone - Cutting pill in half?,"I take 15 mg at bedtime and was wondering if I could cut the pill in half. This dose knocks me out for 8 hrs but I have very vivid strange dreams every night. I have a dull headache during the day and am not a person who ever had headaches so I relate it to this medication. I also feel like I get static in my head. It is annoying. It is one of the better meds I took, less side effects but the headaches are starting to wear me down and my energy level is affected daily. I am very sensitive to meds and that is why this is my fifth try at anxiety meds. "
Fibromyalgia,https://www.drugs.com/answers/people-experience-sever-bloating-water-weight-3385849.html,Are people experience sever bloating and water weight on Cymbalta?,I was diagnosed with fibromyalsia in December of 2017. Was initially prescribed Nortriptyline which helped a little. Four weeks later adding Cymbalta and it felt like a miracle drug and I slowly got back to having a life again. But immediately started craving sugar and despite getting back to the gym was experiencing extreme water weight and bloat. Has anyone else stuggled with these side effects ? And is the positive out weighting the negative? I'm just scared nothing else will work with out major side effects. 
Headache,https://www.drugs.com/answers/promethazine-bad-headaches-644899.html,Do promethazine cause bad headaches?,
Fibromyalgia,https://www.drugs.com/answers/wondering-long-takes-feel-effects-lyrica-dosage-2316099.html,I am wondering how long it takes to feel effects from lyrica and what dosage are people on?,I have suffered from fibromyalgia for 27 years... been on multiple antidepressants and an ungodly number of supplements... nothing really helps except tramadol which takes the edge off. Decided to break down and try Lyrica in spite of the fact the main side effect is weight gain and I am already obese... I was not obese when I began having symptoms but in a period of 4 years my weight doubled!! Thyroid meds have not helped. Anyway.. I am taking 50mg of lyrica twice a day... it's only been a few days but I don't really notice any difference so I was wondering for people who have had positive results how long did it take to feel a difference and at what dosage? Thanks and God bless you. 
Headache,https://www.drugs.com/answers/anyone-taking-chantix-you-suffering-headaches-1705181.html,To anyone taking Chantix...are you suffering from headaches?,"I have most of the horrid side effects, but I have noticed constant headaches.. I'm in week 5 and it's hard to focus with my headaches! "
Headache,https://www.drugs.com/answers/headaches-dizzy-and-light-headed-mirena-498293.html,"Headaches, Dizzy and Light headed - Mirena, Venaflaxin or Effexor XR?","Last friday i had the Mirena inserted and although the insertion was a bit uncomfortable all in all its been ok, but a couple of days ago i started getting headaches, dizzy spells and light headed. Could this be due to the Mirena, i also realized that my pharmacy gave me Effexor XR and i was taking venaflaxyn. I know that its the generic version of Effexor but it should work the same.. right?? I have been on venaflaxin for 3 weeks now so it shouldnt be symptoms of it, could it? "
Headache,https://www.drugs.com/answers/tramadol-100mg-day-intermittent-headaches-2148933.html,"Can use of Tramadol, no more than 100mg per day, cause intermittent headaches?",
Erectile Dysfunction,https://www.drugs.com/medical-answers/viagra-vs-cialis-3029937/,,
Erectile Dysfunction,https://www.drugs.com/answers/cialis-free-samples-1077513.html,Cialis - how do I get my free samples?,Im 52 and healthy to a point bipolar major.mental issues and with bph ive used cialist from a friend wounder pill bph makes it hard for me to get hard and stay hard with cialist I have out standing sex and able to urinate instead of drip drip I asked my doctor to perscribe cialist to me she told me do to my bipolar mental ussues she wants me to see a therapist before she perscribes it to me bipolar and mental issuse ok lets see what happends shes trying to have it coverd by my med insurence where can I get a few free samples im in bad need to make my girlfriend smile again my penis needs to work to help me mentaly PLEASE HELP ME FIND SOME FREE SAMPLES THANK YOU SOFTY :( 
Headache,https://www.drugs.com/answers/flonase-allergy-itchy-eyes-itchy-inside-ears-584344.html,Will flonase help allergy itchy eyes and itchy inside ears?,"My worst allergy symptoms are sinus headache, itchy eyes and stopped up itchy ears. Will flonase help these symptoms, esp. the ears? "
Fibromyalgia,https://www.drugs.com/answers/lupus-chronic-fatigue-syndrome-fibromyalgia-fibro-755490.html,"I have lupus, chronic fatigue syndrome, and fibromyalgia. My fibro is the worst. I take Cymbalta?","... 60mg twice a day for the fibro and since my primary upped it from 60mg once a day to 60mg twice a day I have gained 35 pounds. I have found that when I try to wean myself off it I get zaps like electrical current through my body. Sometimes I get 20 or 30 an hour. My speech is affected because I can't control my mouth and I get jerky movements in my hands and arms. Sometimes my whole body shakes with this zapping feeling. I can't work, I can't talk, I can't live a normal life.  Can anyone help me or give me any suggestions asmto how to deal with this, or should I just keep taking the Cymbalta and the rest of my handful of drugs and count out any chance of having friends, working so I can save my house and be somewhat normal? "
Generalized Anxiety Disorder,https://www.drugs.com/answers/did-increasing-lexapro-to-20-mg-help-with-anxiety-250815.html,Did increasing Lexapro to 20 mg help with anxiety?,"I have been on Lexapro for 6 weeks now and although it has helped quite a bit with the depression I am still experiencing anxiety, especially in the morning. I shake like crazy and the only thing that helps is xanax. Of course I don't want to continue taking that! My doctor has suggested upping to 20 mg. What are your experiences with that and did it increase your anxiety for a while or any other side effects? "
Headache,https://www.drugs.com/answers/my-sons-suboxone-withdrawal-severe-headaches-444917.html,My Son's Suboxone Withdrawal - Severe Headaches?,"Hello! My son seems to be having trouble cutting back on Suboxone. He left treatment back in January and was on 16mg. A few months later he cut it back to 12mg, then a few months later he went to 8mg, a month later he cut back to 6mg, and a month after that he went to 4mg. Since cutting back to 4mg he has had severe headaches. He has been unable to go to work this week due to the severity of the headaches. Last night my wife gave him 2 more mg, so he took 6mg total yesterday. This morning he still has a bad headache, although not as severe, and he seems to be running a fever. He went to a primary care physician yesterday, who gave him ZOFRAN and INDOCIN. The doctor said that if the headaches continue my son will need to go in and will be prescribed a medication used for migraines. He has been taking Celexa and Remeron too. I'm tired of all the drugs that doctors are so quick to prescribe, and after reading many of the posts on this forum about Suboxone withdrawal I am convinced that he cut back too fast. Although, I can't say that I have seen any posts regarding getting headaches as a withdrawal symptom from Suboxone tapering? I would greatly appreciate any advice that you guys could give us. Thank you!!! "
Erectile Dysfunction,https://www.drugs.com/answers/the-frist-time-you-took-a-10mg-of-cialis-how-many-66558.html,"The first time you took 10mg of Cialis, how many hours did the pill last?",I took mine at 7pm and in the morning it didn't work. I thought it said it would work for 36 hours? 
Headache,https://www.drugs.com/answers/what-painkillers-for-headaches-can-and-cannot-be-369613.html,What painkillers for headaches can and cannot be taken with bisoprolol?,
Eye Conditions,https://www.drugs.com/answers/macular-degeneration-injections-painful-766013.html,Macular degeneration injections; painful?,"I've read that the eyes are numbed for injection. I am going to have to make a decision about rx for MDA. The injections seem the most promising. However, I'm wondering if the eyes are really numbed, and what happens post injection re pain. Since these are apparently monthly injections I'm not sure if I would actually continue with the treatment if they are very painful... every month. For how long does one have to get these injections? Thanks! "
Eye Conditions,https://www.drugs.com/answers/prednisone-eczema-doses-3388106.html,Prednisone for eczema doses?,I'm 38yrs old and suffered full body eczema for most my life however for the last 5 yrs I have been totally clear of it . UNTIL now :-( Eczema has taken over my face all but my forehead ! even my eyelids are affected .. I'm desperate as I leave in 2 weeks on holiday this is the WORST timing ! my face looks like I'm a 100+ yr old woman :-( With prednisone what doses did you all receive daily and for how long?( looking for very short term ) I've been on it before for asthma and eczema but it was several yrs ago . NEED help please share your experiences . my regular eczema creams /wash isn't working and it's getting worse. 
Headache,https://www.drugs.com/answers/under-anesthesia-right-after-concussion-3263055.html,Can I go under anesthesia right after a concussion?,"Hello :) I got a concussion on Thursday, April 27 and I am scheduled to have my wisdom teeth removed this coming Thursday, May 4. (I still have a mild headache but I am willing to lie to the doctor because there is no other time in the next few months that I can have the operation.) If I recently got a concussion, am I still able to go under anesthesia? "
Headache,https://www.drugs.com/answers/safe-taking-112-5mg-effexor-37-5mg-3203476.html,Is it safe to go from taking 112.5mg Effexor to 37.5mg?,If been taking this medicine for 4 months for headaches and anxiety. Want t come off it now so is it safe to go from taking 112.5 to 75 thanks in advance 
Generalized Anxiety Disorder,https://www.drugs.com/answers/5mg-lexapro-mild-anxiety-low-dose-make-981861.html,"Is 5mg of Lexapro enough for ""mild anxiety""? Will this low dose make the stabilizing period easier?","Hi guys, I am new to this website and have a couple questions about Lexapro. Let me give you background. I am a 25 year old female (5'3"", 120 lbs) I first started Lexapro at age 23 for depression in April 2012. After 8 weeks, my body adjusted, and Lexapro worked amazingly with my chemistry. In April 2013, I experienced a lot of crippling anxiety, so my dosed was up to 20 mg. For severe anxiety, I'd say this dose worked perfectly for me. It has been almost 4 months that I have been completely off Lexapro; however, I am reconsidering going back on Lexapro for mild anxiety. When I had severe depression, 10 mg worked great. When I had crippling anxiety, 20 mg was just the ticket. Now, I would say some stressful life events have left me with ""mild"" anxiety. I can deal with it, but I sometimes come home from work and find it impossible to relax. (Even after square breathing exercises, anxiety hypnosis, yoga etc). I have reservations about going back on Lexapro because the 8 weeks, before body adjusts to the lexapro, are very exausting, long, and difficult for me to endure. My appetite comes and goes, and I either experience insomnia or hypersomnia. However, I'm not sure if those 8 weeks will be worth it for mild anxiety. Also, I was wondering if 5 mg of Lexapro would make the 8 weeks more tolerable because it is a small dosage. Additionally, how effective you guys think 5 mg would be for my situation? I should include that I am moving to California in the summer time and plan to get a medicinal marijuana card because I find that to be the best treatment for my mild anxiety, but that is almost 5 months away and I do not want to wait that long. I know a lot of you are going to tell me to ask my Dr. and of course, I will. The problem is she tends to agree with whatever I say, so I wanted another opinion. Thank you "
Generalized Anxiety Disorder,https://www.drugs.com/answers/long-abilify-2mg-start-working-depression-anxiety-758614.html,How long does it take for abilify 2mg to start working for depression and anxiety?,This was just prescribed as an add on to my lexapro that's not helping want to hear experiences on abilify 
Generalized Anxiety Disorder,https://www.drugs.com/answers/which-is-better-for-anxiety-diazepam-or-lorazepam-335277.html,Which is better for anxiety: diazepam or lorazepam?,These drugs seem so similar. I've been given diazepam by one doctor and previously given lorazepam by another; both for anxiety. What's the basic difference in the outcome? 
Erectile Dysfunction,https://www.drugs.com/answers/viagra-erection-away-after-climaxing-549391.html,Viagra - will your erection go away like it normally does after climaxing?,does taking Viagra affect your ability to reach climax? If not will your erection go away after the climax. If not can you reach climax multiple times? 
Generalized Anxiety Disorder,https://www.drugs.com/answers/diazepam-relieve-dental-anxiety-974398.html,Will diazepam relieve my dental anxiety?,"I suffer from dental anxiety because of a horrible experience I had in the dentist's chair when I was 16. After that happened, I didn't go in for a few years. But when I went in they told me I needed a cavity filling. I was so scared the first time I scheduled it that I didn't even walk into the office. I called and told them I was sick. So I rescheduled and went the second time, but with my mom and as I was in the chair, I was crying and she was holding my hand. It was horrible. Now, I have to get a root canal on one of my bottom front teeth. It's very in the front so at least they won't be digging in the back. The endodontist prescribed me 2 tablets of 10mg diazepam, one to take the night before to help me sleep, and one to take an hour before the appointment.  What makes me most anxious is not being in control in the chair and the dentist being so close and crowding over me. I also don't like it when I can't swallow, which I think I might be able to do even though my mouth will be propped open (or so I've heard). I'm just wondering if this will relieve my anxiety, make me sleep possibly, or not have an efect. (Is 10 mg a lot?) If size matters, I'm very small. 5 ft and 110 lbs. Thanks! "
Headache,https://www.drugs.com/answers/amitriptyline-anyone-magnesium-amitryptiline-3015176.html,Amitriptyline - Anyone take magnesium with Amitryptiline?,I'm on amitryptiline for daily tension headaches it works well.I need magnesium so I got magnesium glycinate..not finding any interactions..is it OK? 
Headache,https://www.drugs.com/answers/robaxin-rid-headache-2969230.html,Will robaxin get rid of a headache?,
Headache,https://www.drugs.com/answers/tylenol-3-after-800mg-ibuprofen-very-bad-headache-2928344.html,Can I take Tylenol 3 after I had 800mg of ibuprofen for very bad headache?,i have a very bad headache starts on the right hand side of my neck almost middle of back of the head to the right temple and eye socket area. can someone please advice me what to take for it?. i had 800 mg ibuprofen seems to not work. i hv tylenol 3 and exedrin but dont know if its safe to take either one. 
Headache,https://www.drugs.com/answers/can-mushrooms-help-with-my-cluster-headaches-216878.html,Can mushrooms help with my cluster headaches?,im a 43 yr old male & a cluster headache suffer for 24 yr need help to stop this cycle ive seen on web that mushrooms or (LSD) can help 
Headache,https://www.drugs.com/answers/anyone-side-effects-epcusa-hep-medicine-3267122.html,Has anyone had any side effects from Epclusa - Hep C medicine?,"I recently finished the Epclusa treatment and was wondering if there were any long term side effects from the medicine that i wasn't aware of. I had a horrible headache the first couple weeks but I feel fine now, I think. I've had the virus since 1977 and just found out a couple years ago. The doctor told me that besides having the virus I was healthy and said I would be fine if I waited for the pill Epclusa instead of doing the horrible shots. My liver was at like maybe stage 1 cirrhosis and just before they approved me for the medicine they told me I have stage 4 cirrhosis. If I knew that this was going to happen I definitely would have just done the interferon shots! I am not ready to die just yet! What does stage 4 cirrhosis mean. Like do I only have a little time left on this planet or is there a way for my liver to work well enough for me to live many more years? Just wondering. They say the tests are new so they aren't really are of the diagnosis but its stage 3or4. They think a liver biopsy is invasive and not really necessary but I feel that may be the only way to get a better idea and kinda know for sure. I just wonder how my liver went from stage 1 to stage 4 in a couple years. I haven't drank in 15 years. Had the virus for about 40 years and when they did the biopsy a couple years ago it was only a little damaged. So I don't know. If anyome has any information about all this I would be so grateful for your in put . thank you and god bless. "
Generalized Anxiety Disorder,https://www.drugs.com/answers/1-ativan-anxiety-759638.html,Can I take more than 1 Ativan for anxiety?,"My Dr prescribed 1 mg of Lorazepam to help me on an upcoming flight from Atlanta to London (in 5 days). I have taken Xanax in the past, but never Lorazepam. I tried it last Sunday night at bedtime (a week ago), and within the hour, I was out like a light. I didn't wake up during the night like I always do; instead, I slept for a good 7 hours. I told my Dr that I was starting to wake up at night and get panicky about the upcoming flight, so he told me to take 1 at bedtime from then until I leave. I have only taken it twice because I am afraid of running out. (He gave me 30). Last night I took one around 9:30 and it did not knock me out. I had no problem falling asleep but woke up during the night to go to the bathroom (which is my normal routine). I had no problem going right back to sleep, and had no problem getting out of bed this morning. On the day of my flight, I am worried that I will be so panicked that I will refuse to get on the plane, which will be a major disappointment not only to myself but to a big group of friends that are going on this trip. And that's not even saying anything about the $3,000.00+ that I have already spent for this trip. Can I take 1 mg of Lorazepam during the day? What would happen if I took 2 on the plane? I would really like to just go to sleep on the plane and wake up 8 hours later at Heathrow. I have also heard that it's important to walk around on a long flight, so that you don't get blood clots - something else for me to worry about. I am absolutely terrified of having a panic attack on the airplane - it's happened before and was the worst thing I can remember. I guess I don't trust the Lorazepam yet. Thank you for any advice or answers. "
Generalized Anxiety Disorder,https://www.drugs.com/answers/taking-half-25-xanax-every-hours-anxiety-low-dose-601443.html,I am currently taking half of a .25 Xanax every four hours for anxiety is this a low dose for?,... anxiety because I'm anxious all day long 
Generalized Anxiety Disorder,https://www.drugs.com/answers/gabapentin-anxiety-long-start-relieving-anxiety-2920534.html,Gabapentin for anxiety : How long for it to start relieving anxiety?,"I am currently in the process of trying to figure out if I have Severe Anxiety, Mood Disorder or Bipolar Disorder. The psychiatrist prescribed me gabapentin 100mg 3x daily. I stopped taking my Ativan b/c I didn't know if it was safe to mix and now my anxiety is through the roof. HOW LONG DOES IT TAKE TO START RELIEVING ANXIETY AND STRESS?  I have had 5 doses so far and it has not done anything... I forgot to ask how long it would take to kick in and I dont want call because they charge for phone consults, the bastards... ANY INFO WOULD BE GREATLY APPRECIATED... "
Headache,https://www.drugs.com/answers/side-effects-discontinuation-seroquel-943453.html,What are the side effects of the discontinuation of Seroquel?,"I .,quit taking Seroquel a month ago. I took it for 3 years. I'm having a very hard time sleeping and staying asleep. I have tremors in my sleep.Also bad headaches that wake me up and frequent urination. "
Headache,https://www.drugs.com/answers/what-can-you-take-for-a-headache-when-you-are-207019.html,What can you take for a headache when you are taking paxil?,
Generalized Anxiety Disorder,https://www.drugs.com/answers/prozac-heightened-anxiety-nervousness-647189.html,Prozac & heightened anxiety/nervousness?,"Hi 'all! Myself and another member here have just started taking Prozac and we're feeling quite 'strung out'... nervous, heightened anxiety. Could anyone whose had experience with Prozac comment re: whether or not the anxiety levels out after awhile; how long that took to happen; if the heightened anxiety from it did in fact go away or was a side effect that was intolerable and prompted a switch in meds... etc etc. Any and all input is greatly appreciated! Thanks so much, hope you're all as well as can be, A.B.H. "
Fibromyalgia,https://www.drugs.com/answers/fibromyalgia-serious-health-problems-doc-hard-550144.html,Fibromyalgia - I'm having some serious health problems. My doc is having a hard time finding out?,"... what is wrong. I'm wondering if fibro might be my problem. I'm very weak and tired all the time. So weak daily tasks are a problem. Sometimes i feel sick to my stomach. It's very hard for me to get out of bed. My body always aches. My right knee hurts when i walk up n down stairs. Sometimes the bones in my upper legs hurt so bad I can't lie down. My right shoulder, elbow, arm and side of neck always hurt bad and feel funny "
Generalized Anxiety Disorder,https://www.drugs.com/answers/good-results-lamictal-against-anxiety-attacks-526676.html,Has anybody had good results with Lamictal against anxiety attacks?,"Hi, I have bipolar and suffer with horrendous anxiety attacks... My psychiatrist recently prescribed Lamictal for my Bipolar but said it has helped many people with anxiety. One reason being that the neurotransmitters that trigger the anxiety can be treated similarly to the ones that trigger epileptic fits... (Lamictal being an anti epileptic)  The other reason she says the Lamictal can help is by improving general mood which can relieve anxiety as well... Similar to some anti-Depressants...  My question is this : Has anybody had success against anxiety with Lamictal? I don't mean with numerous benzo's as well... ( However I do take Diazepam for my anxiety but my dosage is increasing as my attacks seem to overpower the effectiveness of the Diazepam) If Lamictal has helped with really bad anxiety attacks or reduced their severity or helped reduced your Benzo intake, I'd love to hear some positive feedback... "
Generalized Anxiety Disorder,https://www.drugs.com/answers/wellbutrin-you-safely-divide-half-dosage-589631.html,"Wellbutrin - can you safely divide a pill, take half the dosage?","the dosage is 75mg and i only take pill as needed... it works for me, mainly for anxiety. trying to have the least amount of symtoms... zoning out. thanks "
Generalized Anxiety Disorder,https://www.drugs.com/answers/what-type-of-doctor-should-i-visit-for-xanax-509150.html,What type of doctor should I visit for Xanax?,I have done lots of research about what will help be go back to the person that I once was. I have a lot of stressful things going on in my life. I am starting to feel like my anxiety is effecting huge parts of my life when it shouldn't. Mostly I would like to know what type of doctor you would recommend that I go to see so that I could discuss this with him/her. Of course if anyone else has any input please let me know. Thank You! 
Generalized Anxiety Disorder,https://www.drugs.com/answers/side-effect-levothyroxine-severe-anxiety-attacks-649323.html,Side Effect - levothyroxine has it been known to cause severe anxiety attacks?,just been taking 50mg for 15 days now and these attacks are frightening have spoken to my doc who says that is not this drug causing these attacks 
Generalized Anxiety Disorder,https://www.drugs.com/answers/chantix-fixed-anxiety-938711.html,Chantix - Fixed my anxiety?,"I have lived with pretty crippling anxiety my entire life. I have tried some anti-depressants and never liked the side effects, especially if I missed a dose. I have been taking Chantix for 2 1/2 weeks now. I can't recall a time in my life where I have seen this clear. I see a bigger picture, and I can communicate. Has anyone else with an anxiety issue see big changes like this? I can explain in more detail if needed(for the first time in my life!). "
Generalized Anxiety Disorder,https://www.drugs.com/answers/doctors-anti-diazepam-617692.html,Why are most doctors anti diazepam ?,"I have struggled for most of my life from early teens to now aged 55 female with severe anxiety. I had a severe breakdown 15 years ago and diazepam literally saved my life. Before being prescribed them I lost weight weighing 5 stone 10 pounds they were the crutch I needed to bring me back from hell on earth. I still struggle on a daily basis with severe anxiety but when and if I muster up the courage to visit the doctor they are so anti diazepam. I am made to almost beg for them they just say go to counselling. I have been to so many counselling sessions, relaxation, yoga exercise (I also have a very loving and supportive family) but everyday is the same waking to an awful feeling of nerves I think it's so cruel to make anyone suffer the way I have to and it's not fair to my husband and family I have very poor sleep as well. Please tell me why if there is a tablet that can relieve my symptoms why can't I have them I just don't understand why I am made to suffer in this way it's a poor quality of life for me . I understand everything there is to know about diazepam but after reading and responding to this website I hope someone can help. "
Generalized Anxiety Disorder,https://www.drugs.com/answers/viibryd-experience-year-coming-587681.html,Viibryd- My experience a year on it and now coming off of it?,"Hi everyone! Since I too came here looking for advice and wanted to hear an honest opinion of people taking Viibryd before I began taking the medication a year ago, I wanted to share my experience with others so they could gain some perspective from a non-doctor and normal gal going through many of the same things as you may be.  A little about my anxiety history.. I have been on an SSRI since I was about 11 years old (that's 12 years of meds!) I began with Paxil and remained on that med for about 10 years. Once it began to stop benefiting me I made a change over to Prozac, which seemed like a fine fit, however, the sexual side effects were too much for me so my doctor advised me to try Viibryd because his other patients had such good outcomes from it's use. Going on to Viibryd- Not a difficult transition for me at all. I really can not attest to any of the stomach or intestinal side affects many people have, I was lucky to have an easy go of it. After the two week gradual increase to 40mg I had been on the 40mg for about a year until recently.  Viibryd for a year and coming off of it- From the first month of two of taking Viibryd my main concern in the side affects department was my immediate withdrawal symptoms when I forgot to take the medication. I would feel itchy and almost as if I were having some kind of allergic reaction. The itching was mainly at my nose, neck, and scalp. Speaking with my doctor, he said these were withdrawal-like symptoms, so taking the drug at a similar time everyday was going to be an important thing for me to do.  My only other main side affect is the one that has lead me to come off of Viibryd; the sexual side affects. The best way I can describe it is that my mind and body were just not making a connection. Seeing my boyfriend and being intimate, I was attracted and excited mentally, but it never seemed to reach my body in a physical way. It has been INCREDIBLY frustrating! So I spoke with my doctor and I tapered off over the past three weeks.  (Note: It has been my personal decision to try living med. free. I've been working and working to gain the perspective and experience to get to this point since I first started seeing a therapist for my anxiety issues when I was a 6th grader. Please do not go off any medication without talking to your doctor! It is hard enough as it is tapering off, NEVER stop cold turkey! You will feel terrible!)  I tapered off from 40mg to 30mg for one week, 20mg the next, 10mg the next, and this past week moving to 0mg. The switch from 30mg to 20mg was pretty difficult. I've experienced many vivid dreams, woke up feeling very anxious, and felt some of my typical withdrawal symptoms (itchy, allergic) And now after a week of zero Viibryd I've had some awesome highs and some low feelings too. I haven't felt overwhelmingly happy or joyful for months and months. You know that feeling where you are just flooded with joy, you can't help but smile? FINALLY I've felt it a few days in a row! (looking at a sunset, driving to work one morning drinking my coffee, etc.) Quite invigorating! As for some of the negatives, thus far, I've felt kind of irritable and anxious, but it all comes in waves. It is not constant or interfering too severely in my everyday life. I am also experiencing the itchy, withdrawal symptoms, but not constantly. I am looking forward to this next week off the medication to see how all of this progresses. (I can't wait to feel horny again!)  I hope this has been helpful for anyone looking to read (almost a novel) about someone's experience on this medication. Over all it really was a great drug and I can see how it has helped so many people. For me it is just my time to move on and see how I am without medication, since it has been so long since my body has experienced life any other way! I'd love to hear about anyone else's experiences and support anyone who has any questions. Thanks! All the best, Kristi "
Fibromyalgia,https://www.drugs.com/answers/please-help-im-on-my-first-dose-of-lexapro-5mg-485396.html,"Please help, Im on my first dose of lexapro (5mg) and I feel very tired all the time?",I was on lexapro a year ago for anxiety and depression and it worked great. I got off of it like an idiot cause I thought I was cured. Anyway I'm back on it and the only symptom I'm having is that I'm tired and my body feels heavy (a lot less anxious though). How long will this last I'm scared it will last forever !!! 
Fibromyalgia,https://www.drugs.com/answers/risks-taking-trazodone-cymbalta-together-2628435.html,Any risks of taking Trazodone and Cymbalta together?,I'm on 100MG of Trazodone and my Dr prescribed Cymbalta for my Fibromyalgia pains. He's started me on a 30mg dosage of Cymbalta but my heart is beating out of my chest on first day and I feel extremely anxious.  Is it even safe to take these 2 drugs together and can you take them both at the same time? 
Generalized Anxiety Disorder,https://www.drugs.com/answers/lexapro-question-272572.html,Does Lexapro Decrease Sex Drive?,"I am a 22 year old Male and I consider myself to have a pretty healthy sex life however I do have anxiety problems to which my doctor prescribed Lexapro. I am just worried that I am going to lose my sex drive and or have some sort long term effect in that area. What are the percentages of males that actually have problems with their sex drive, and is there a way to prevent such a thing from happening and if it does happen how long does it last? "
Headache,https://www.drugs.com/answers/why-does-cephalexin-cause-headaches-49109.html,Why does cephalexin cause headaches?,
Eye Conditions,https://www.drugs.com/answers/taking-jardiance-3-weeks-eyesight-dramatically-2821651.html,I have been taking Jardiance for 3 weeks and my eyesight has dramatically changed. I just got?,"... diagnosed as a TYPE 2 then, but my FBS are only 180. My P.A. IS adding another drug when this scrip is up. Will my eyes keep changing or should I get new glasses now? "
Eye Conditions,https://www.drugs.com/answers/omeprazole-side-effects-anxiety-fast-pulse-vision-2660488.html,"Omeprazole gives me side effects like anxiety, fast pulse and vision problems in left eye. Anyone?",... have the same symptoms? 
Eye Conditions,https://www.drugs.com/answers/overactive-bladder-anyone-new-medication-756348.html,Overactive Bladder - Has anyone tried the new medication Myrbetriq doe over active bladder. My?,... urogynecologist suggested this today. it does not have the side effects of the anti cholinergic like increased thirst and dry eyes. Supposely this acyually helps the urgency and works differently. It last like 50 hours so we are going to try it every other day to start. If you have high blood pressure this med might not be for you. Has anyone tried this medication? Sheila7281 
