disease,postLink,postHeading,postContent
Social Anxiety Disorder,https://www.drugs.com/answers/persistent-cough-stopping-sertraline-2980626.html,Persistent cough since stopping sertraline?,"I have a silly question, I have been on Sertraline for about 3 years for panic and anxiety attacks. I thought that the problem was from my employment Due to lay offs because of position elimination I stopped taking the pills, hoping I wouldnt need them anymore, However, just about a month after I started getting a cough which I've been taking three different kinds of meds for, nothing is working. While doing some research I see that the cough could be a symptom of anxiety. Did anyone else come across the the same problem after stopping the sertraline? I started taking the pill again last night and are hoping that helps. "
Social Anxiety Disorder,https://www.drugs.com/answers/effexor-xr-long-give-before-give-3438326.html,Effexor XR - How long do I give it before I give up?,"I started on 37.5 hcl ext release. Slept pretty good but anxiety is bad. Increased to 75. Sleeping is terrible, still anxious. I’ve been on 75 for 2 weeks. Should I keep going? Have I not given it enough time? I get anxious doing routine things. I had to see a back doctor. I was so anxious it was embarrassing. "
Urinary Tract Infection,https://www.drugs.com/medical-answers/uti-always-treated-antibiotic-3121654/,,
Urinary Tract Infection,https://www.drugs.com/answers/dr-prescribed-3-days-250mg-cipro-foruti-3-days-2985937.html,"Dr.only prescribed 3 days of 250mg Cipro forUTI, is that enough, 3 days?",It's taken 3 days to get this Rx waiting for culture. 3 days just seems too little time in the Rx. 
Urinary Tract Infection,https://www.drugs.com/answers/ciprofloxacin-safely-after-hip-replacement-surgery-1444877.html,Can I take ciprofloxacin safely after hip replacement surgery?,
Urinary Tract Infection,https://www.drugs.com/answers/told-lovenox-warfarin-together-urine-dark-red-1320099.html,Told to take Lovenox and Warfarin together. Urine now is dark red. Too much?,On 150 mg Lovenox twice daily since July 24. Surgery the 31st for knee replacement was canceled due to UTI. Advised to continue injections (no new surgery date yet) AND restart Warfarin at the same time. Today my urine was dark red. I'm at a loss but see my regular doctor on Monday. 
Social Anxiety Disorder,https://www.drugs.com/answers/thinking-switching-paxil-lexepro-3009710.html,Thinking of Switching from Paxil to Lexepro?,"I have been on Paxil for 3 months now at 20mg and have had major improvement in my anxiety (no more panic attacks!) The only thing is I still feel ""out of it"" a lot of and Its kind of like I just don't care about anything. The best way I can describe it is that I feel like I am on auto pilot almost constantly. I tried upping the dose to 30mg but I had really bad short term memory problems so I went back to my original dose. My doc gave me the option of switching meds but I am scared that I will fall back into that state of constant panic during that transition and cant decide. Multiple friends have suggested lexepro as it has helped them so I have been considering that. I have also been doing emdr and cbt which seem to be helping as well. My question pretty much is: Has anyone changed anxiety meds after they saw improvement but due to the side effects you had to switch? Any answers help, every time I post on here and get other peoples opinions and stories it makes me feel much better. Thanks "
Urinary Tract Infection,https://www.drugs.com/answers/hiprex-cut-causing-problems-1260636.html,"Hiprex, can it be cut without causing problems?","I note that hiprex has an enteric coating and I am being prescribed half a pill, so I cut it. I am having feelings of a pill inflating in my esophagus. I am on loads of medicines and I am trying to figure out which is doing this. My two best thoughts are hiprex or urocholine. Does cutting the enteric coating change the list of possible side effects? "
Social Anxiety Disorder,https://www.drugs.com/answers/propranolol-anxiety-medication-suggestions-2914814.html,Propranolol - Anxiety Medication Suggestions??,"I believe that I have ""social anxiety"" and get extremely nervious when going into meetings for work and suffer from the following symptoms: * Excessive Blushing & Blotchy Skin  * Increased Heart Rate * Sweating  I have tried everything to settle the nerves but once it starts its like a snowball effect and takes hours to calm down and it has begun to affect my work environment... Is there anything that I can take to help eliminate these symptoms especially the blushing?? "
Urinary Tract Infection,https://www.drugs.com/answers/amoxicillin-chew-tabs-broken-half-swallowed-water-681778.html,Can Amoxicillin Chew Tabs be broken in half and swallowed with water?,"I cannot take Capsules, I am unable to swallow them they ""stick"" part way down and I choke.  The taste of the Chew Tabs is terrible, so just wondered if I could take them (cut in half ) and it would dissolve properly. Moonbeam "
Social Anxiety Disorder,https://www.drugs.com/answers/abilify-ability-work-increasing-motivation-social-2889979.html,Abilify - Does ability work well with increasing motivation and social anxiety?,I have tried many different antipsychotics in the past and used to be very active but when I started on rispiridone I became very withdrawn they changed me to paliperidone but I was still unmotivated and withdrawn nothing seems to help. I've gained 3 stone with antipsychotics and the doc has now moved me to ability I'm on day 1 of taking it but am not positive wether it's going to work or not or assist weightloss 
Social Anxiety Disorder,https://www.drugs.com/answers/75mg-venlafaxine-45-mg-mirtazipine-psych-increase-2372606.html,Am on 75mg venlafaxine and 45 mg mirtazipine ..psych says I can increase venlafaxine but worried?,Am so sad all the time am carer to my son and mum also and have m.e ... my joints ache and feel exhausted ... worried if I go up I will feel worse .. 
Social Anxiety Disorder,https://www.drugs.com/answers/zoloft-day-4-25mg-dose-effects-bad-insomnia-dose-1117550.html,Zoloft - On day 4 of my 25mg dose. Some effects not bad but mainly just insomnia. I am to up my dose,... to 50mg after day 7 but can do it earlier to speed up the process considers my side effect are not bad? Ive read a lot of bad stories of side effects but this hasnt been a issue for me really. At least not now. I take the 25mg at night first week then daily when I up to 100mg. I have few extra to spare if I can up the dose earlier than a week. ive done the math:) Thanks for your time 
Urinary Tract Infection,https://www.drugs.com/answers/uti-blood-urine-2660837.html,"Uti,Blood in urine no cause?","I went to a Uti specialists to fine out why i have blood in urine but he couldnt pin point why i have it said it could just be the uti itself,Ive been having recurring uti but kidneys & everything are ok,he said it would be ok to have sex if we wanted but dont want to make uti worse? "
Social Anxiety Disorder,https://www.drugs.com/answers/venlafaxine-severe-ptsd-prazosin-control-1024209.html,Venlafaxine for severe PTSD with prazosin to control hypertension?,Venlafaxine for severe PTSD with prazosin to control hypertension. after coming home from two seperate deployments one in Iraq and one in Afghanistan. I have been diagnosed with severe PTSD. I also suffer from hypertension. I've recently been prescribed venlafaxine for to treat the PTSD I've read that it has a history of raising BP wich explains the prazosin with it. but my primary care doc has me on benicar for my BP. is it dangerous to take two no medicines at once or should I stop taking the benicar? I guess I should call kmy primary care doc and tell him about the new medicines but I 
Social Anxiety Disorder,https://www.drugs.com/answers/symptoms-alleviated-zoloft-zoloft-969661.html,What symptoms are alleviated by Zoloft? What does Zoloft do?,"I'm working on a psychology project and need to know what Zoloft really does to help users, but I can't find answers anywhere. "
Urinary Tract Infection,https://www.drugs.com/answers/pain-after-taking-cipro-3-days-3128746.html,Pain after taking Cipro for 3 days?,"I am still in pain after taking Cipro for 3 days now, first when i noticed the signs of UTI, I immediately knew what it was. I went to the er and was given cefdinir which completely placed me with having a full blown UTI because it was the wrong meds, so i returned to the er and my immune system resisted the cefdinir. Plus it was for an uncomplicated UTI not a complicated one, which I was trying to explain to the doctor that it is going to turn into a full blown UTI because I know my body. So they admitted me and give me antibiotics through IV and I was dehydrated from the cefdinir. Upon my release i was given a script for Cipro and I am still having pain after 3 days of taking the Cipro, so I will not return back to that hospital and go to see my primary doctor tomorrow and have her give Macrobid, that worked for me during my last UTI. This pain is very annoying, I am AZO to help but it is out of control, I am also drinking plenty of water and I cannot stand but i realize I have to try to flush this out of my system until I am able to see my doctor on Monday. I know after 3 days you should be feeling some kind of relief. "
Urinary Tract Infection,https://www.drugs.com/answers/nitrofurantoin-safe-pregnant-3070541.html,Nitrofurantoin - Is this safe while pregnant?,"Hi everyone, I'm 33 weeks pregnant and have a UTI, they presribed me nitrofurantion to take twice a day for 5 days. It's making me have stomach aches and pains, increased heart rate, and making me feel blah. I'm so scared its gonna hurt my baby... I keep trying to call doctors but they tell me it's fine. Can someone help me calm down? Or tell me what they think... Thankyou "
Urinary Tract Infection,https://www.drugs.com/answers/ciprofloxacin-days-uti-developed-liquid-diarrhea-3046651.html,I have taken ciprofloxacin for two days (for a UTI) and have developed liquid diarrhea?,... The Diarrhea occurs every 20-30 minutes for 18 hours so far. My primary doctor is closed until tomorrow morning. Should I stop taking it and wait? The ER prescribed it. I called them and they didn't say much. Would I have to go back to the ER for testing? I'm scared because the ER is expensive and I don't know what to do. 
Urinary Tract Infection,https://www.drugs.com/answers/terconazole-uti-yeast-infection-creams-2968124.html,Terconazole - Is there a pill for uti or yeast infection instead of creams?,
Urinary Tract Infection,https://www.drugs.com/answers/foul-smelling-urine-burning-pain-recently-wet-bed-2953432.html,"I have foul smelling urine but no burning or pain, I recently wet the bed once. UTI? Pregnant?","I am 16 and am sexually active with my boyfriend. We have sex pretty regularly, but use protection as much as possible but haven't a couple times before, but he never came in me, I know because he pulled out very early, but I understand there is the possibility. But for the past few weeks my urine has smelled very strong, I drink a lot of water but usually don't pee very much, maybe 3 times a day. My amount of urination hasn't increased too much but I recently wet the bed, which was very strange. I have not experienced breast tenderness or nausea but I don't get my period until November 25 or to december 5. I don't know if I have early symptoms of a UTI or if I am pregnant. Keeping in mind me and my boyfriend have never slept with anyone else but each other. "
Urinary Tract Infection,https://www.drugs.com/answers/many-amoxicillin-pills-you-supposed-cure-uti-2825171.html,How many amoxicillin pills do you supposed to take to cure UTI??,
Social Anxiety Disorder,https://www.drugs.com/answers/venlafaxine-effexor-3449861.html,Venlafaxine/Effexor - when does it help?,"I'm a 38 year old woman from Denmark that is looking for some advice and words of encouragement. I'm writing in this forum because the Danish forums don't help me much (not much written about it. Denmark is a pretty small country)  I have been on what is called Cipramil here in Denmark, since I was 21 years old for anxiety. Half a year ago I decided with my doctor to stop with the medicine. I was slowly put down in dose and when I finally was out of the medicine my anxiety came back x10. I was then put back on the Cipramil but it did not work any more. Then I was put on sertraline for 6 weeks. Sertraline did nothing for me either and my doctor changed my medicine to Venlaflaxin (I have heard that it is the same as Effexor)  I have been on 75 mg. Venlafaxine for 6 days and this morning I upped the dose to 150 mg. I still feel lost of anxiety, I'm shaking and my heart is beating fast. When I finally find a positiv thought it disappear just as fast as it came.  I'm so scared that this medicine won't work and I really need to hear some positive experiences.  Is it normal to feel more anxiety in the beginning and when will it start to work?  Please help me with some words of relief "
Social Anxiety Disorder,https://www.drugs.com/answers/time-zoloft-3437698.html,Is it time to go up on Zoloft?,I am in day 14 of Zoloft the first week was rough then the side effects started getting better and so did my anxiety. But yesterday and today I have been having panic attacks. I started on 25mg so could this be a sign I need to increase to 50mg? 50mg was prescribed but I wanted to try 25mg first. 
Urinary Tract Infection,https://www.drugs.com/answers/dexilant-make-cipro-effective-2971598.html,Can Dexilant make Cipro less effective?,Also can it cause an UTI 
Urinary Tract Infection,https://www.drugs.com/answers/always-urinary-tract-infections-younger-new-3359605.html,I always had urinary tract infections when I was younger and I never new why but I have...,... experienced passing a BIG kidney stone while I was going through my 1st and only pregnancy it was pain and got worse was in the hospital but as the time we or I didn't know it was the pain of the stone passing from my kidney to my bladder found out months later when I passed a very big stone and got induced for labor that day had my daughter early next morning. I know I have HPV and it hasn't gotten any better or hasn't been treated or taken care of... so my daughter is 15 now but I keep experiencing these urinary problems offer where I urinate and toward the end I have the urge to push like something wants to come out and some times when I do push I wipe and there will be what looks like a bloody piece of skin or blood clot - some small and some bigger what is going on with me 
Social Anxiety Disorder,https://www.drugs.com/answers/buspirone-med-combinations-for-gad-and-sad-any-519719.html,Buspirone - Med Combinations for GAD and SAD - any advice or comments?,"I've been diagnosed (for what its worth) with both general and social anxiety and currently take Gabapentin 1200 mg, Propanolol 40 mg, and Buspar 20 mg, per day. I also take Klonopin .5 or 1 mg as needed but I avoid taking it as much as I possibly can - maybe 3 to 4 times a week, often to get to sleep. The Buspar is new - I've been on it for two weeks and I find that I am having more intrusive thoughts (mostly about the past and my divorce), my mood is not quite as good as before, my sleep is not as good and I am having more conflict with other people because I'm more inclined to just say what I feel. I also do feel less anxious overall though. I have read Buspar takes about 4 to 6 weeks to really work so I want to give it a try but I wonder if anyone else has experienced the sort of energized jumpy feeling it seems to produce. "
Urinary Tract Infection,https://www.drugs.com/answers/question--uti-std-2633665.html,Is a uti the same as a std?,
Urinary Tract Infection,https://www.drugs.com/answers/keflex-bring-back-dif-2353611.html,Can KeFlex bring back C Dif?,I had life threatening C Dif in past. The urologist prescribed Keflex for a persistent UTI and I am very worried about taking it. The UTI has been going on for several months. 
Urinary Tract Infection,https://www.drugs.com/answers/uti-light-bleeding-2296445.html,UTI - I have light bleeding?,"Before I go into about my UTI. 6 days ago, I had unprotected sex. My boyfriend pulled out, but he was kinda worried that he didn't pull out in time, so we went to Wallgreens and bought a Plan B pill. I took it the next day. (I never took a plan b pill before)  And about 2 days ago I was experiencing symptoms of UTI. So I went for a check up today and found out that I do have UTI.  Now, I'm experiencing some light bleeding that started today. It looks like I'm on my period but I know I'm not. I told my boyfriend and he said that I might be bleeding because of the plan b pill, and that my uterus is probably flushing itself.  Is the bleeding from the UTI or the plan b pill? "
Urinary Tract Infection,https://www.drugs.com/answers/cephalexin-diff-history-taking-keflex-uti-short-1757532.html,Cephalexin - C diff history taking keflex for uti. Can I take it short term( 500 mg) 3 times a day?,... for 3 days 
Urinary Tract Infection,https://www.drugs.com/answers/breastfeed-taking-bactrim-755073.html,Can I breastfeed while taking bactrim?,
Social Anxiety Disorder,https://www.drugs.com/answers/long-paxil-effect-2727636.html,How long does paxil take effect?,I have social anxiety just wondering if paxil works. 
Social Anxiety Disorder,https://www.drugs.com/answers/citalopram-10-years-doc-changed-medication-3436083.html,"I had been on citalopram for about 10 years,doc changed my medication to sertraline last week,since?","I’ve been vomiting sweating then freezing,but my main concern is the lightness in my head,I’ve spent the last week in bed,feeling vry depressed and ill,any one know if these sickness will leave me soon xx "
Urinary Tract Infection,https://www.drugs.com/answers/you-dark-urine-side-effect-doxycycline-you-stop-1161340.html,"When you have dark urine side effect from doxycycline, should you stop taking the drug?",Feel pretty good and no pain at this time. 
Social Anxiety Disorder,https://www.drugs.com/answers/nasty-side-effects-paxil-3484332.html,Nasty side effects from Paxil?,"I am currently taking 10mg of Paxil for social anxiety. I have been on something similar years ago and don’t remember side effects. I am currently on day 6 and am feeling even more anxious, nauseous, light headed and I know these are common side effects but I’m not sure how long I can ride this out! I start a new job in 3 days and I really don’t want to feel like this going into the new job. Most of my anxious feelings are about the change of job. Should I give it one more day and if I feel like this still shall I stop "
Urinary Tract Infection,https://www.drugs.com/answers/levaquin-crushed-split-2-safely-1257591.html,Can levaquin be crushed or split in 2 safely?,Have a client that has difficulty swallowing She has a tendency to crush big pills or just not take them 
Social Anxiety Disorder,https://www.drugs.com/answers/you-zoloft-50mg-vistaril-50mg-tylneol-2942719.html,Can you take zoloft 50mg and vistaril 50mg and tylneol?,
Urinary Tract Infection,https://www.drugs.com/answers/cefuroxime-empty-stomach-1227736.html,Do I take Cefuroxime on an empty stomach?,
Social Anxiety Disorder,https://www.drugs.com/answers/prozac-use-with-a-15-year-old-high-school-boy-197452.html,Prozac use with a 15 year old high school boy?,"My son started taking Prozac for social anxiety 5 months ago. It worked tremendously. He is making friends, joined the track team. However, he became worry free, does not do his homework and assignments if he's not ""in the mood"" and doesn't care about the consequence. He spends most of his class time socializing and not paying attention. As a result, he's failing in most classes. Can prozac make you that ""care free""? or does he need more time to adjust to his new ""social skills"" before he can balance school and fun? "
Social Anxiety Disorder,https://www.drugs.com/answers/zoloft-social-anxiety-3477397.html,Zoloft and social anxiety?,"Zoloft has almost taken away my panic anxiety, but not my social anxiety. I feel calm, but it is still difficult to be social. I’m on 50mg. Should I increase the dose? Someone who has experience? I’m confused! "
