disease,postLink,postHeading,postContent,postTags
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/48602/advice-for-a-15-year-old,Advice for a 15 year old,In about a week I haven't been hungry. I eat very little and the little I eat I force myself to. I don't have image problems. Also been feeling very tired and distant from everything. Trouble focusing and sleeping. Havent said anything about this to anyone. Just a teen thing? Stress related? Or a problem to bring to my parents?,"Depression , Eating Disorders , Personality Disorders"
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/4602/implants,Implants,"In researching dental implants, I've noticed that dentists of varying specialties perform them: oral and maxillofacial surgeons, periodontists, prosthodontists. Does the training within any one of these specialties make one more (or less) suited to doing implants?","Dental Procedures , Mouth Problems"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/52650/depression-in-later-life-because-abuse-in-younger-life-even-if-you-dont-think-about-it,Depression in later life because abuse in younger life?? Even if you dont think about it?,Do you think you can suffer from Depression in later life because abuse in younger life?? Even if you dont think about it?,"Anxiety & Panic Disorders , Abuse Victims , Depression"
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/4802/news-flash-don-t-try-diy-teeth-straightening-methods,News Flash: Don't Try DIY Teeth Straightening Methods,"""Examples of people attempting to straighten their own teeth -- often using dubious ""how-to"" guides accessed on the Internet -- is on the rise, according to a survey by the American Association of Orthodontists (AAO)."" These do-it-yourself methods can lead to permanent damage. Read more here:    What are your thoughts?",
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/5157/ompresole,ompresole,I am hearing that ompresole is now bad for you...what is the story?,
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/5019/one-large-growth,One large growth,"I just noticed that I have a large growth on the back of my tongue. I do not have tonsils. My last dentist appointment was in less than two months ago so I am assuming this is a new growth. It is almost the size of a kidney bean, hard and is bright white. I can't find anything on the internet. Any ideas?",
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/4609/inflamed-fibrous-connective-tissue-and-skeletal-muscle,INFLAMED FIBROUS CONNECTIVE TISSUE AND SKELETAL MUSCLE,"I had a biopsy done on my jaw bone and the DIAGNOSIS I GOT WAS : Inflamed Fibrous connective tissue and skeletal muscle.. then under that says MICROSCOPIC DESCRIPTION: speciman consists of portions of fibrous connective tissue supporting a patchy mild chronic inflammatory cell infuilation. abundant skeletal muscle is seen and in some areas the myocytes are degenerated in response to the chronic inflammation, which includes eosinophilks... WHAT IS THIS SOPOSE TO MEAN?","Dental Procedures , Mouth Problems"
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/5512/i-don-t-know-that-has-been-going-on,i don't know that has been going on...,"I have a health related question. I have been experiencing these symptoms for a while now. I went to the ER yesterday and the doctor prescribed prednisone and biaxin for sinusitis, but I'm not sure that's what this is. Here are my symptoms: *Ear pain (Dr. said that I had some swelling in my eardrums). *Jaw pain (even some inside my mouth on my gum line; also on the roof of my mouth, I experience some discomfort there). *some dry mouth *sinus pressure, yes... *headaches *occurring more on my left side than my right, but the pain is radiating *I have had hearing loss since the age of 3. --Louise M. Joy","Tongue Problems , Mouth Problems , Tooth Problems"
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/6399/gum-detached-and-folded-under-after-wisdom-tooth-extraction,Gum detached and folded under after wisdom tooth extraction.,I had four wisdom teeth removed 10 days ago with the bottom two being impacted. After 3 days I noticed a crevasse on my lower right side along my two back molars. Looking at it now it looks like the gum detached and folded under. I can the bone under my molar. I went back for my check up a week after surgery and my oral surgeon said he's never seen that happen before and told me to see if it heals in the next 10 days if not come back. Has anyone had this or seen this happen before?,
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/23592/driving-anxiety,Driving Anxiety,"Anyone else have driving anxiety? I'm ok driving around my town, but open spaces, highways and cars following close behind make me feel like panicking. I've actually had to pull off and I get so upset with myself!",Anxiety & Panic Disorders
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/53677/my-post-is-about-the-kind-of-panic-attacks-i-have-whenever-i-am-with-people-or-alone-sometimes,My post is about the kind of panic attacks I have whenever I am with people or alone sometimes.,"Normally I will feel like I'm hallucinating, while am walking or sitting with people or alone. When ever this happens I get annoyed at myself, and I will feel so bad about myself and the whole world turns against me. This really affects me, even my education. This is because I cannot concentrate on my work whenever it happens to me. Also when I'm experiencing this particular experience, my head aches me. Sometimes just a particular part of my head aches. This really affects my life, because it makes me feel like I'm different with another person.","Anxiety & Panic Disorders , Personality Disorders"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/53817/non-medicinal-treatment-for-bipolar-disorder,Non-medicinal treatment for Bipolar disorder.,"First of all, before I begin, FORK YOU WEBMD! You arseholies required me to relinquish my anonymity to post as anonymous! Not cool! ANYFORKING way...Bipolar disorder, insofar as me and my non-biological ""mom"" are concerned, is treatable by getting FAR AWAY from the OVERWHELMING INTENSITY of city/town/village/etc. life experience and being in a place of pure nature. There. Hope it helps. Fork you WEBMD. Now you have my PERSONAL online info for hackers to get. Fork you.",Bipolar Disorder
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/53686/the-world-around-me-is-moving-for-a-split-second,the world around me is moving for a split second,i would like to know why a few times a day about everyday no matter the situation i feel for a split second the world around me is spinning.. i could be at work or in my car or walking i feel the sensation like everything around me is moving or shifting for less than a second  this is happening to me multiple times a day about everyday  i am not on drugs nor am i drunk,"Anxiety & Panic Disorders , Depression , Personality Disorders"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/54210/lamictal-levels,Lamictal levels,"Why don't psychiatrists order Lamictal levels for bipolar patients, yet neurologists run them to detect toxicity in patients with epilepsy? I've spoken to several psychiatrists and no one has an answer for me other than ""I've never felt the need to order one"".",Bipolar Disorder
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/54206/prostate-cancer,prostate cancer,"Just completing 25 daily Radiation treatments, due to start Brachy Therapy. I want to change doctors. what is the maximum time I have between these two treatments for them to be effective? (my daily radiation treatments were from 5-3-2018 thru today 6-7-2018 and I was originally scheduled for Brachy therapy on July 2. It may be late August before I can get in with another facility)",
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/54389/ssri-severe-side-effects,SSRI Severe Side Effects,"My wife has been having severe side effects to her new antidepressant (Lexapro, 10mg, started taking 4days ago) and needs medical attention/advice but since her the office of her prescribing psych is close for the weekend I’m not sure who to have her call; could someone direct me on this? I’m not sure if I should send her to the emergency room, or just have her stop her dose and wait it out until Monday, or what... Symptoms include tremors, nausea/vomiting, mental confusion, General malaise","Anxiety & Panic Disorders , Depression"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/53372/need-advice,Need advice,"I have been fighting anxiety and depression for 30 years. I've tried all the antidepressants, combo's of meds, you name it. I tried suicide once. I've been to therapy off and on over the years. I have seen psychiatrist's. I am currently seeing one now for about 2 years. I had my last therapist for 3 years. My therapist decided they no longer had any more ideas to help me. My PCP gave up and sent me to the psychiatrist. I've given up and feel I am not fixable...help?",Depression
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/53027/lost-and-sad,lost and sad,"Hi, I am living with depression for about 14 years now. I am medication. Sadness is always with me. I stay around because of my daughter. I have no interests in doing anything. I do not see the reason for doing anything as we are all going to die anyway. This year January I witnessed the death of my step father. It further emphasized that we are nothing.  The sadness is now too much and I feel very stuck. I cannot get this feeling to lift. Help!!!!","Anxiety & Panic Disorders , Depression"
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/6472/swelling-under-bottom-tooth-line,swelling under bottom tooth line,"Hi, I am not able to go with my tongue underneath my bottom left tooth line. On the righthand side I can do I without a problem. When i look at it, on my lefthand side my gums seem to have a white color, on the righthand side its a normal pink color. However the swelling on my lefthand side seems to be pink as well, only the gum where i can feel my teeth is white on the inside. Is this normal or should i see a doctor to check it out? Kind Regards Obi",Mouth Problems
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/54106/trust-issues,Trust Issues,Hello. I am a 52 y/o female and I don't have a lot of close friends. And I am sure that the ones I do have are tired of hearing my sadness. Recently my life has turned on its head when I learned of my husband's online 'affair'. And I feel lost at sea with no life preserver. I am wondering if anyone would truly miss me if I was gone?,Depression
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/4319/i-hadn-t-been-to-the-dentist-for-ten-years-i-just-want-feb-20-2017,"I hadn't been to the dentist for ten years, I just want Feb 20, 2017","I have not been able to put my fear behind me due to the fact that the dentist I want to see didn't take great care of me and I started to not want to go back to the dentist, I just found out that I have to get out one of my tooth and have nine cavities filled, I have to travel 2 hours to get my tooth done because it is so bad, the cavity that's in my tooth has travel to my sinus and is really in a lot of pain so I have to go see a oral surgeon for my tooth, I have never had this much pain in my mouth.","Dental Procedures , Mouth Problems , Tooth Problems"
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/4439/news-flash-gum-disease-could-signal-undiagnosed-diabetes,News Flash: Gum Disease Could Signal Undiagnosed Diabetes,Another good reason to keep up on your dentist visits: A new study found that nearly one in five people with severe gum disease (periodontitis) had type 2 diabetes and didn't know it. You can read more here:,Mouth Problems
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/6164/sore-under-tongue-on-part-connecting-tongue-to-bottom-of-mouth,Sore under tongue on part connecting tongue to bottom of mouth,I am freaking out a bit as I've heard this can be anything from a canker sore to mouth cancer. I woke up this morning (04/06/2017) with a bump/sore underneath my tongue on that part that sort of connects the bottom of my tongue to the floor of my mouth. I am not sure if it is large or small but judging by pictures ive seen of mouth sores it seems relatively average by comparison. What worries me is that I've read mouth cancer sores are painless while canker sores are rather painful. When touching it with my tongue it does not really hurt. It definetely feels sore but not painful per se. Any feed back on this would be helpful. I am 21. I have never drank alcohol or smoked a cigarette. From my knowledge my family does not have a history of cancer in general. I imagine it is most likely a canker sore but I would like some feedback please. Edit: Just tried drinking OJ as i've read acidic things can cause pain in a canker sore but not in mouth cancer and I did not get any pain whatsoever. Really stressed out :(,Mouth Problems
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/3124/could-it-hurt-me,?? Could it hurt me,"I have a softball sized access in my mouth. I'm pretty sure its infected. The thing is, is I can taste infection in my mouth and I was worried it could be harmful to me. I thought it had went down, that's how much I could taste it, but it did not go down at all. Am iok?",Tooth Problems
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/3313/lingual-tonsil,lingual tonsil,the dentist referred my husband age 44 to an oral surgeon because he saw something on the right side of his tongue. the surgeon said it's a lingual tonsil and to come back in two weeks. he had his tonsils out as a child. can one side be larger than the other? any other info?,Tongue Problems
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/2974/dental-question,Dental Question,I am 59 years old have all my teeth. The last tooth in the back has 2 chips and they are getting black. The dentist want to fix it. If I had it pulled would it cause my other teeth to move?,"Dental Procedures , Mouth Problems , Tooth Problems"
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/3629/possible-abscess,Possible Abscess,I have a few teeth that recently broken in my upper and bottom left side of mouth. I have been experiencing pain on and off with cold and eating. I have noticed some swelling to the left side and my lymph nodes are swollen on that side. I went to urgent care and was prescribed Clindamycin. I do not have a dental appointment for another week. I am worried that it could get worse in the next week. Any advice?,"Mouth Problems , Tooth Problems"
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/3615/12-year-old-daughter-complaining-of-tooth-pain,12 Year Old Daughter Complaining of Tooth Pain,"Hello. I have a 7th Grade, 12 year old daughter who is experiencing tooth pain. There appears to be a flap or a tooth pushing through her gums, only very little of the tooth is out and this has went on since September or October of 2016. It causes excess saliva to gather up in her mouth, and it hurts to put pressure on it by closing her mouth. Its located on the bottom row and is the last tooth currently on that row. She also has an issue with something that concerns her jaw? She has an overbite and I believe its whats causing her to bite at the side of the mouth accidentally. Her bottom jaw sometimes goes the opposite way of her top jaw suddenly while chewing. (How she describes it feels)","Mouth Problems , Tooth Problems"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/53524/klonopin-preemployment-urine-test,Klonopin/preemployment urine test,I have been prescribed klonopin. Took 1.5 mg 5 days before preemployment test Will it pose a problem? Not a regular user,
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/53660/pstd-driving-anxiety,PSTD driving anxiety,"I believe my driving anxiety is situational from long, stressful driving trips, more like PSTD. Any advice on help? Exposure therapy doesn't help.",Anxiety & Panic Disorders
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/53235/too-much-info,Too much info,"I suffer from severe Panic and anxiety. And one of my triggers is reading and learning too much information about, well pretty much anything that worries or scares me. For example I CAN'T read the information packet that comes with your prescription at the pharmacy otherwise I'll think and then make myself have everything on the list. Which actually sucks because I like to learn and want to know certain things about my condition and ways to help and I can't even read about stuff. Is anyone else like this?",Anxiety & Panic Disorders
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/53503/i-don-t-know-what-to-do,I don't know what to do,"Today is my little sisters birthday. It's also Memorial Day. My family and relatives never celebrate Memorial Day. My grandpa called me and said we would work on the pool today and maybe we (we;my family) could eat lunch there. I said ok and told my family. My mom said to dress in old crapy clothes. My mom wears a black T-shirt and tan pants (that's her every day outfit and I was like ???) my sister also dressed in her every day outfit, as well as my brother and Dad. I wore an old navy blue and white striped, skintight tank top. A pair of (I got them from a thrift store) bright neon green and yellow shorts. It didn't match at all and looked hideous. I also wore black and red crocs . I looked like I'd gone insane. But that was ok because it was just me,brother,Mom,Dad,and grandpa. On the phone he maked it seem like grandma wasn't even home. We drive Down to their house and almost EVERY SINGLE ONE OF MY RELATIVES FROM MY MOMS SIDE WAS THERE!!!!!! I wanted to cry. Every one else was dressed up and looked so fancy. I frantically texted my dad to come take me home. (He rode his bike there separately) but he had already arrived on his bike. I left immediately on his bike. Every one was staring at me right when I stepped through the door and kept on staring until I left. I've been sitting at home alone crying ever since. (I'm 13 by the way. And I'm very self conscious about my body so the tank top made it worse) my mom wants me to come back but idk what to do because we fought in front of everyone before I left... IM SO EMBERRASSED AND I WANT TO CRAWL INTO A HOLE AND DIE.","Anxiety & Panic Disorders , Depression"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/53480/is-this-a-problem,Is this a problem?,Now I get hungry lots but when there is food in front of me I feel like I can hardly eat it or something is stopping me. I eat maybe a meal everyday but probably less. I start eating but I can only eat a small amount before I feel full or sick. Is this something I should worry about?,Eating Disorders
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/53033/death,death,i've been thinking about suicide a lot lately. Last time i self harmed was about two (??) months ago i believe. is it normal to want to kill myself so bad?,"Depression , Self Harm"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/52163/i-want-a-drunk-driver-to-kill-me,I want a drunk driver to kill me,"I got kicked out of my MBA program. I'm embarrassed and really depressed at my failure. I just wanted to kill myself. But every time I wanted to drive my car into a wall or swallow a bottle of pills I thought of my husband and my dogs and I just couldn't do it. I started to get optimistic when I was told that I could reapply in a year but there is no guarantee of readmitance. However just to make admission possible I would have to take some additional classes. I was willing too. My husband at first supported me then he decided not to support me. He said his main reason for not supporting me was money. I almost asked him for a divorce. But I love him too much. So I tried to find the money. I tried doing several side gigs, I even tried a GoFundMe account to no avail. I'm back to my depressed feeling again. Several times I wanted to drive my car off a bridge or in front of a big rig but then I see the parking lot at the bottom and I'm afraid I'm going to hurt the people at the bottom or send the truck driver into a lifelong guilt he doesn't deserve. Then I just figured that I should just let a drunk driver kill me. That person was doing something wrong and I didn't die by my own hands.",
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/53253/extreme-hunger-in-ed-recovery,Extreme Hunger in ED Recovery?,"(Sorry if this is in the wrong message board) I am currently a week or so into anorexia recovery (I starved myself for about a year on 600 calories a day) and I was wondering, is it normal to experience extreme hunger in recovery? Currently, I am craving almost every kind of food I can think of (the most prominent one is peanut butter) and I want to just eat as much as I want. I have heard some people online say that it's normal and that it is your body's way of repairing itself after starvation and that you should give into the cravings and eat as much as you want. But I have heard others say that you shouldn't give into the cravings and if you have had a history of binge eating (which I have; I used to starve myself for the entire day and then binge eat later on) then it could be a recipe for disaster. I am going to see my doctor sometime next week and I was going to ask this same question but for right now I wanted some clarity on what is normal. Thanks!",Eating Disorders
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/51581/anyone-tried-lexapro-for-anxiety,Anyone tried Lexapro for anxiety?,"A couple of weeks ago I started having shortness of breath. I went to my doctor and he said it was anxiety. After this, I started having periods where I was really anxious and nervous for seemingly no reason. Other times I just feel really depressed and it becomes hard to find anything to cheer me up (I’ve been watching a lot of sitcoms and listening to a lot of comedy youtube videos). My doctor prescribed me Lexapro, but I’m really hesitant to take this drug. I’ve read that it makes you really drowsy. My doctor says I have to take it for 6 months and there are some pretty severe side effects if I stop it early. I don’t want to get to the point where I have to take this indefinitely. Has anyone taken Lexapro? Is this all just in my head? Are there any over the counter products I can take? Could it just be that me worrying about this situation is making my anxiety worse?","Anxiety & Panic Disorders , Depression"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/53674/medical-school-depression,Medical School Depression,"Dear WebMD Firstly a big thank you for the help you are provided me through out the years with my medical studies. I am 25 years old and I am going through the end of my 3rd year of Medical School. My problems started to be noticeable 5 years ago, and I've never talked to a professional about them. They are not really relatable to my studies, but they are affecting my studies directly. It's really hard for me to find the will to survive the next day. This year was a hard one and it saddens me a lot that my current condition will affect my performance in the finals. I am not a straight A student, but all the grades that I got either bad or good were all achieved by giving everything I got. Right now I am not feeling sad or happy, my expressions are always neutral all the time.For instance I passed an exam and I was really stressing about the results, but the moment I got the results, the feeling of pleasure and happiness lasted for a minute. Since I am a medical student I've already done all the psychology and psychiatry classes and I approximately know what is my current mental situation. I had suicidal thoughts but everything is still inside my mind,no attempts have been made until now. Maybe because the act requires effort or maybe because I don't want to make my family sad.My family is aware of my problem but I dont have the strength to ask them to take me to a professional.",Depression
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/4321/lower-adult-incisor-growing-squint-amongst-milk-teeth,lower adult incisor growing squint amongst milk teeth,"I should be most grateful if you could inform me that currently, no dental work needs to be done on my 7 year old. She has a a squint adult tooth growing out . Perhaps it is too crowded for it to grow straight, so would extraction of a baby tooth help? or just let the jaw space grow with time. please let me know. Looking forward to your reply, best regards, Nixon",Tooth Problems
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/4107/mucocele-removal-problem,Mucocele Removal Problem,"I recently went to a dermatologist to have a mucocele removed, this was in September 2016. They basically used a scalpel and sliced horizontally, cutting it out entirely and then cauterizing the wound. This left a crater-like hole in my lower lip. It has healed some since then, but there is still a very noticeable crater with scar tissue. I have been reading since then that in most cases the doctor makes a small incision, removes the mucocele, and then stitches it back up. My experience seemed much more invasive than that. I think they were rushing and wanted me out of their office as quickly as possible. A couple questions: A. What is the likelihood of this 'crater' healing completely? How much time should it take? It's been ~5 months.  B. If it doesn't heal, is this grounds for a lawsuit? I would rather not but if this guy permanently disfigured my lip needlessly then I would feel compelled to.","Dental Procedures , Mouth Problems"
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/3866/mouth-problems,Mouth Problems,"About 2.5 years ago I went to the dentist for the 1st time in 20 years. I had not taken good care of my teeth, never flossing and brushing 1-2 times a day. My dentist has suggested I try a gel instead of a paste but it doesn't seem to help. For the last 2+ years since seeing the dentist on a regular basis, getting my teeth cleaned, cavities filled and flossing the symptoms still persist. Symptoms: bad taste in my mouth, film on back of front teeth, licking my lips and smacking my mouth. What is causing this and how can I fix it?",Mouth Problems
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/5481/bump-inside-of-mouth-cheek,Bump inside of Mouth (cheek),For maybe 3 years now I have had a bump inside of my cheek. It is always there and feels like a tiny ball. Sometimes it becomes irritated and makes the area of my cheek around it sore. I don't know what is causing the irritation or what it is?,Mouth Problems
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/304/dental-implants,Dental Implants,"Has anyone had a dental implant, and are they glad they did? I reinjured a tooth with an old root canal and crown, and now my dentist says an implant is the way to go. I keep seeing these TV commercials where people have a whole bunch of implants done in a few days. But my dentist says those places are not doing in the safe way and that IRL the implant takes a few months to heal correctly before he puts on the crown. So I'll need to wear a little removable fake tooth during that period. That sounds pretty bad -- imagine going out to eat with that! Maybe I should get a second opinion.","Dental Procedures , Tooth Problems"
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/2226/uncommon-mouth-disorders-and-what-they-look-like,Uncommon Mouth Disorders and What They Look Like,"Notice something going on in your mouth -- maybe a it's a weird coating on your tongue or a strange spot on your gums? Take a look at this slideshow to see photos of some uncommon mouth disorders, what they are, and what to do if you think you may have one:","Tongue Problems , Mouth Problems"
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/2907/news-flash-can-teeth-repair-themselves-without-fillings,News Flash: Can Teeth Repair Themselves Without Fillings?,"""Teeth might someday repair themselves using their own stem cells -- eliminating the need for conventional fillings, researchers report.""  You can read more here:    Anyone else excited about this possibility?","Dental Procedures , Tooth Problems"
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/2634/im-in-extreme-pain,Im in extreme pain,My face is the size of a balloon due to an abscess. What should I do???,"Mouth Problems , Tooth Problems"
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/3345/white-resin-bits-fell-on-tongue,White resin bits fell on tongue,"Hi, I flossed my tooth where theres a white resin filling, and bits fell on tongue. What will happen to my tongue?",Tongue Problems
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/1657/odd-flap-of-skin-on-the-right-side-of-the-underside-of-tongue,odd flap of skin on the right side of the underside of tongue,"About three-four days ago I had very small painful bump on the underside of my tongue. I've had this a few times before, it usually goes away on its own. Two days ago it has grown larger, it is relatively thin but it seems it has extended sort of, Id say its around 4-5mm in length. I've draw a picture, its not the best but I think it'll show it a bit better    I'm not sure how to get rid of it, it is painful when I eat or move my tongue around a lot. I've tried to pinch it like a pimple but it is extermly painful when doing so and it doesn't help. Any treatment options would be appericated.",Tongue Problems
Oral Health,https://messageboards.webmd.com/health-conditions/f/oral-health/2448/small-invisible-lump-inside-cheek-mucosa,Small invisible lump inside cheek mucosa,"I feel a small lump inside the lower cheek mucosa. It is less than 1cm (I discovered it a year ago), it is not visible inside the mouth, it does not grow and it does not cause pain. Near the lump I feel a duct/vein. What could it be ? Should I worry about it ? The mucosa looks normal. I was thinking that it might a benign cyst or a blocked salivary duct but I am afraid of things such as oral cancer. I am 18 yo.",Mouth Problems
