disease,postLink,postHeading,postContent
Gallbladder Problems,https://patient.info/forums/discuss/my-life-is-a-nightmare-since-gb-surgery-492420,My life is a nightmare since GB surgery,"Hi. I had my gallbladder surgery 15 months ago and it has been the most frighten time of my life. I live day to day in pain, fear, anxiety, hopeless, down. If it wasn't for my 16 month old baby I wouldn't want to live no more I think. It started with painful  esophageal spasms ,chest / stomach burning for over a year.  All this time I was constantly worried and saw lots of doctors. Finally when I thought I was getting better I start having weird abdominal pain with lots of nausea, which  has been diagnosed as inflammation in the stomach area. Taking PPI at the moment. I'm so worried again because I read it can be bile gastritis which is chronic   and very painful. I forgot to say I had a MRI two weeks prior before pain started and it was normal?! Has anyone got gastritis a year or so after cholecystectomy and found out bile was the cause? If so, how is it treated and does it work? I read it's hard to treat it, and diet doesn't help either. I can't sleep I'm so nauseated and worried. It seems I am not going to be normal ever again. I only wish that this is only a nightmare I'm about to wake up from.. Thank you.   3 likes, 46 replies "
Gallbladder Problems,https://patient.info/forums/discuss/timing-of-pain-question-695885,Timing of pain question,"How long does it take for pain to start after you typically eat? I was wondering how quickly others experience the pain. 0 likes, 2 replies "
Gallbladder Problems,https://patient.info/forums/discuss/gallbladder-polyp-698809,Gallbladder polyp,"I had an ultrasound scan a couple of weeks ago and was informed by my  GP that I had a polyp (about 1cm size)  my GP has said that she will be referring me to the hospital specialist to get it checked out.  I have waited two weeks to get these results and I am getting constant nausea heartburn fatigue etc, and  just feel Yuk!  I just feel quite worried that I need to see a specialist and wondered of anyone has any help and advice,  or if someone has been in the same position as me and what the outcome for them?  THANKS 0 likes, 2 replies "
Gallbladder Problems,https://patient.info/forums/discuss/gallbladder-post-op-problems-698701,Gallbladder post op problems ,"Its been 8,months since my gaulbladder  op, last summer. ive now been told i have a stone possibly sitting in the  bile duct, or sludge which sounds lovely. I have identical pains, to last  year. wondered if anyone else had gone through this themselves. its come at a really difficult time for me, as both myself and partner are having too move to a bed and breakfast while we wait for our new home. I am trying to keep strong a n d get through this the stress is making everything worse. but I am so greatful we have a home to go to. any advice guys or any comments from anyone who has gone through having this problem with stones after surgery any help thank you in advance. 😃 0 likes, 4 replies "
Gallbladder Problems,https://patient.info/forums/discuss/gallbladder-surgery-has-changed-my-life-2-weeks-post-op-698760,Gallbladder Surgery Has Changed My Life 2 Weeks Post Op,"Hello ! This foru**m helped me greatly so want to answer any questions and any worries about themselves and this condition. Mine plagued me for a very long time and didn't fit any usual symptoms as such and some pretty unrealiable doctors. Male**** 29**** Ongoing symptoms 5 years**** The first time this happened was like a heart attack, before getting food I was a bit of a drinker and did not eat well A&E Thought gastritis, liver levels GGT whichever was highest everything else pretty normal The pain would normally come from eating fatty food and alcohol, if the attack was not 20 minutes after I would get a big one the night after Few tastes done and nothing big ultrasound gall bladder bit swollen, endoscopy clear and then bloods still normal They thought anxiety this point Stopped drinking, fatty food and then the pains were OK But then got worse last year, so bad I became scared to eat. I could not leave the house the pain was unbearable no drugs would touch it So a whole year they would not do anything until I got myself there in an ambulance after a year, they tried sending me home so I got a hotel next day and managed an ultrasound; SYMPTOMS**** So I knew something was up Ultrasound = CLEAR** Bloods = NORMAL BAR SLIGHTLY RAISED ALT** MRI = CLEAR** CT = CLEAR** HIDA = 11% ** Thankfully I have had it removed and bar a bit of phantom pain I have so much of my life back Stools were even harder after with some bad days I was out after a day..... some days felt so tired and still do but walking getting out, small stitches the pain is gone BIOPSY also confirmed chronic chloecytitis I thankfully had someone special who did believe in my but the health service bar my surgeon (amazing saved my life) is so bad Wanted you to know so far happy ending 3 likes, 0 replies "
Gallbladder Problems,https://patient.info/forums/discuss/losing-weight-after-gallbladder-removal-698796,Losing weight after gallbladder removal ,"So last year I started my fitness journey and lost 2 stone before becoming ill and being diagnosed with gallstones. Had it out in December and ready to get back on the fitness train. Need to lose another 2 stone and wondered if people found it easier or harder to lose weight after the surgery? 0 likes, 3 replies "
Aortic Aneurysm and Dissection,https://patient.info/forums/discuss/artificial-blood-vessel-usage-674969,artificial blood vessel usage,"Hi I got surgery for   and I have a artificial blood vessel graft in my cardiac aorta. I have a question here. How many years can I use this artificial blood vessel? Is it for life? And is there any chance that this artificial blood vessel pull out of original blood vessel? Is it okey if I run on treadmill?? Please answer me. And thank you for reading my post! 0 likes, 2 replies "
Appendicitis,https://patient.info/forums/discuss/chronic-appendicitis--634090,Chronic Appendicitis???,"I’m in my early twenties and I’ve had pain in my lower right side for a few months now. I brushed it off to start with because I thought it was maybe just growing pains but it’s gotten worse recently. It comes and goes it doesn’t radiate to any other parts of my stomach. It’s sometimes a dull pain but it can be pretty sharp at times. I’ve also lost my appetite (which is not like me) and lost some weight. I’ve read online and I think that a lot of my symptoms fit that of chronic appendicitis, but it’s also something that isn’t that well documented in medicine. Anyone else had a similar experience that could give me some advice? I do also have issues with my  brain ladder (frequent UTIs) which I’m not sure could be causing the pain. Thanks! 0 likes, 7 replies "
Antibiotics,https://patient.info/forums/discuss/clarithromycin-causing-anxiety-and-depression-658629,Clarithromycin causing anxiety and depression,"I've been on clarithromycin and linezolid since October 2017 and have since had the worst anxiety and depression of my life.  I was doing just fine before starting them and then over the course of several weeks, my mental health drastically declined.  Studying and going to class became impossible as I was having panic attacks every 15-20 minutes.  At my worst, I couldn't sleep.  I still suffer from invasive thoughts and have to constantly stay occupied to mitigate the depression and anxiety.  It's been horrible.  Now I'm on several psychiatric medications to combat the symptoms until I'm off these antibiotics in September 2018. Has anyone else had similar side effects, and if so, how long did it take for you to bounce back to normal once you finished your course of antibiotics?  I'm supposed to start school again in January 2019 and I'm so afraid that I won't be back to ""normal"" soon enough 0 likes, 2 replies "
Antibiotics,https://patient.info/forums/discuss/amoxicillin-problems--663090,Amoxicillin problems ?,"I was on these pills for 2 and half weeks along with some other dental ones.  Anyone else produced weird stomach problems before ? 0 likes, 0 replies "
Antibiotics,https://patient.info/forums/discuss/my-experience-with-lymecycline-664952,My experience with lymecycline ,"I am only 16 but i have had acne for 5 years now and have always been embarrassed by it. I have always covered it up with makeup. i got prescribed these antibiotics a week ago and they make me feel queasy but i have already noticed a change! i have researched all about them and drastic changes should occur around a month after taking them and your skin should be completely clear after 3 months. Everyone i have spoke to who is also taking these antibiotics said their skin cleared after a month to two months. Hope this helps x 0 likes, 0 replies "
Appendicitis,https://patient.info/forums/discuss/post-op-for-burst-appendix-652805,Post op for burst appendix ,"3 weeks post operation for burst appendix keyhole surgery and I know that trapped wind can be a big problem but this has just really started in the last 4 days or so bowels working well and eating well but at night I get seriously bloated and just so uncomfortable and can't get rid of the wind can anyone help  0 likes, 0 replies "
Antibiotics,https://patient.info/forums/discuss/how-many-is-too-much--689039,How many is too much?,"Ive been prescribed flucloxacillin for a skin infection/ allergy but i'm conscious that I had to take 2 courses of anti biotics for an insect bite a couple of years ago. This means I would have taken about 4 anti biotics in the space of 6/7 years. Is this too much? Becoming immune scares me. Thank you 0 likes, 0 replies "
Antibiotics,https://patient.info/forums/discuss/amoxicillin-651276,Amoxicillin ,"I'm on amoxicillin antibiotics and feeling really tired has anyone had this experience  0 likes, 2 replies "
Antibiotics,https://patient.info/forums/discuss/antibiotic-stays-in-your-body-662577,Antibiotic stays in your body,"I have a gum infection that is caused by a wisdom tooth. My doctor has prescribed me antibiotic Cefditoren Pivoxil 200mg and Meloxicam 15mg for five days which ends on Friday. I am planning to have my tooth extraction on the following Monday. I just wondering if the antibiotic still works in my system after 5 days. Or do I have to continue the antibiotic thru Monday ?  0 likes, 0 replies "
Anticoagulants,https://patient.info/forums/discuss/weaning-off-xarelto-to-aspirin--492430,Weaning off Xarelto to aspirin?,"Hello everyone, I've been on Xarelto going on for about 1 and 1/2 year, since May of  2014. I was placed on it for having a second case of PE's in the lung. I've had two cases of PE in total due to taking birth control. After running other blood tests, I don't seem to have any serious blood cloting condition other then my blood cloting from the birth control. Soon after having my second case of Blood clots and being placed on Xarelto I was diagnosed with Hyperthyroid. Anyways, I wanted to ask is it possible to wean off of Xarelto and being placed on an aspirin instead? I was told I had to be on blood thinners the rest of my life. I don't think I want to risk being on Xarelto the rest of my life, especially since there have been cases of interal bleeding, no way of rapid reversal (like warfarin) and also the fact there's not a lot of studies on the effects of taking Xarelto long term. I've been on Warfarin for my first case of PE's but it gave me alot of UTI's so I don't think I want to go with that either. I live a very healthy lifestyle now with my diet. I'm on a gluten free, dairy free, soy free diet, and have no problem getting in a lot of foods and vitamins that help to thin out the blood.  Would a lifestyle of a daily aspirin and some Vitamin A and E pills be good enough at thinning out the blood in exchange for Xarelto the rest of my life?   0 likes, 35 replies "
Antibiotics,https://patient.info/forums/discuss/clarythramicin-500-mg-640144,Clarythramicin  500 mg ,"Taken clarythramicin 500 mg fir 7 days wasn't nice to take nasty side effects but now I've finished the course I've got terrible anxiety  my tongue is raw I have pains in my feet very low mood that won't lift poor appetite can't sleep headaches I won't go on but when will all this pass it's very hard with all the invasive thoughts any one else suffering like this  0 likes, 7 replies "
Antibiotics,https://patient.info/forums/discuss/best-antibiotics-to-get-into-brain--665062,Best antibiotics to get into brain?,"What are the most effective oral antibiotics that can cross the blood-brain barrier and get into the brain and CNS? 0 likes, 0 replies "
Anticoagulants,https://patient.info/forums/discuss/warfarin-with-diverticulosis-662167,Warfarin with diverticulosis,"i have been told i should take probiotics or aloe vera juice for the bowel but i am now told by anticoagulant nurse it is not allowed with warfarin.  Which soecialist should i ignore? 0 likes, 1 reply "
Anticoagulants,https://patient.info/forums/discuss/apixaban-and-muscle-pain-652700,Apixaban and muscle pain,"Has anyone had joint and muscle pain whilst on Apixaban. What did your doctor do if notified. 0 likes, 0 replies "
Anticoagulants,https://patient.info/forums/discuss/how-do-i-get-over-this-health-anxiety-after-taking-pradaxa-150mg-but-once-a-day-please-help-652459,How do I get over this health anxiety after taking Pradaxa 150mg but once a day? Please help,"Hey guys I hope you are all well.  I am a 26 Ur old male student and am currently taking Pradaxa 150mg for a DVT and PE I suffered 6 years ago.  Recently I have realised that most anticoagulants are giving me terrible side effects, so as a result with Pradaxa I reduced it to taking once a day instead of twice.  This has greatly reduces the side effects however has me terrified as it's really supposed to be taken twice a day. After long repetitive consultations with my drs they don't seem to be getting me anywhere and I'm terrified something will happen from me doing this.  I am so stuck and anytime o feel something I panic that it could be an alarming problem. I would be wanting to reduce the dose to 75mg but twice a day, however I'm really panicked and don't know where to turn.  Please help any advice would be much appreciated.  0 likes, 2 replies "
Anticoagulants,https://patient.info/forums/discuss/starting-apixaban-tonight-5mg-what-side-effects-can-i-expect--654720,"Starting apixaban tonight 5mg, what side effects can I expect? ","Hey guys I hope all is well and good.  I'm 26 and been on anticoagulants for the past 6 years but reducing them now after speaking to the Dr.  Most like warfarin, heparin, rivaroxaban gave me horrible side effects which became unbearable.  Now I've been prescribed apixaban 5mg what are the side effects that some of you has? I am so worried.  Thanks for your help.  0 likes, 5 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/losartan-causing-me-to-feel-so-sleepy-during-the-day-589429,Losartan causing me to feel so sleepy during the day,"Hi all - I wonder please if I may ask the help of anyone with personal experience of the BP medication 'Losartan'. I am a 79 year old male, having been on various BP medications over the past 30 years. Over the past 18 months I have been prescribed a daily dose of 1 x 25mg of Losartan. The only side effect I seem to suffer from is feeling so sleepy during daytime, even after a good nights sleep.  I am normally quite an active sort of person, walking daily and generally undertking various jobs around the home, including gardening, painting and decorating, etc., etc. But this sleepyness often steps-in to hold me back. Even driving the car can become very tiring, causing me to eat sugery foods to keep me awake. Any thoughts on this would be greatly appreciated. I am hesitant about approaching my GP as I feel that there is no other BP medication for me to try, having been on all the others at various times in the past? 0 likes, 12 replies "
Ankylosing Spondylitis,https://patient.info/forums/discuss/mri-scan-bad-reaction--196813,MRI Scan - bad reaction?,"Has anyone suffered a bad reaction following a spinal MRI scan? I suffered (and am suffering) terrible muscle pain and muscle weakness following an MRI scan one month ago. My scan was standard (i.e. without a contrast dye being injected into the blood - I know the dye sometimes causes problems) and I have so far found two people who have suffered a similar reaction. It feels as if the scan has ""stirred up"" my immune system to produce inflammation in muscle and joints in my right leg and right arm. I'd be grateful to know if you have any similar experience. 2 likes, 16 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/weight-gain-on-losartan--414537,Weight Gain on Losartan!,"Hi all, I am a 56 year old female who has always been on the slim side. Since taking Losartan (after awful side effects on Ramipril and Amolopodine) I have found that I have put on a lot of weight. my GP warned me about swollen ankles but they didn't swell, my legs certainly have though. i have put on over 2 stones and am constantly hungry. My joints are extremely painful and my feet are very painful. I am waiting for a podiatrist appt to discover what can be done with my feet. I have been diagnosed with an aniexty disorder but wonder whether the Losartan are making that worse too. I'm beginning to feel really depressed and have been tempted to just ditch the Losartan altogether but am scared due to my high blood pressure. I would be very grateful to hear from anyone else who has experience similar side effects from Losartan. I take 50mg every evening. Thanks for your time 6 likes, 45 replies "
Ankylosing Spondylitis,https://patient.info/forums/discuss/is-it-possible-to-have-carpel-tunnel-and-cubital-tunnel-at-same-time-caused-by-as-683305,Is it possible to have carpel tunnel and cubital tunnel at same time caused by AS,"hey all so i have AS that is fairly well managed its self ig just been diagnosed with   and also told i probably have carpel tunnel caused by inflammation. it takes a while to get a referral for tests so just getting on  with it. my question is is it possible to have both carpel tunnel and cubital tunnel at the same time or ia it possible carpel is a miss diagnosis.  i dont want to miss treat i have a lot of hand and wrist pains theyn vary in severity and whether im having a flair but my small finger on both hands is very affected and 4th finger is stiff on both hands but only painful say half the day. im hyoermobile (or something else not sure) so my thumbs touxh my wrist easily and all my hinge joints over stretch erc   my left thumb physically can bend back wards just through muscle movement and is controllable I'm asking in AS group as it's more likely to be immune caused or related 0 likes, 2 replies "
Ankylosing Spondylitis,https://patient.info/forums/discuss/med-question-675691,Med question,"Just dx with AS...inflammation in right foot and left knee, unable to walk without boot and crutches. Rheumatologist prescribed Cosyntex, biologic med. Concerned about side effects..anyone on meds for AS and if so, how are you feeling?  0 likes, 5 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/irbesartan-burning-sensation-661310,Irbesartan & Burning Sensation,"Hi there - I have been on Irbesartan 300 HTZ for the last couple of years & was also on Amlodipine 5ml until I weened myself off of that nasty drug.  I am trying desperately to determine what has caused my burning sensation on the tops of my feet, sometimes on the front of my calves, upper back, front of my chest. I am also menopausal and some woman complain that they suffer from these same symptoms.  Yesterday I went to a hormone specialist seeking answers and she said she has never heard of menopause causing these issues and said to look at my B/P RX as possibly the cause.  Since 2012 when I was first put on Amlodipine, I have never felt myself or well - irbesartan is the less of two evils, but still toxic to my body.  Does anybody have a magical cure?  I have felt so unwell that it is hard to exercise & it feels like I look at food & it just gets added on to my body - I would really appreciate it though if someone has experienced the burning sensation to let me know -  0 likes, 4 replies "
Ankle Problems,https://patient.info/forums/discuss/post-recovery-people-with-plates-and-screws--486975,Post recovery .... People with plates and screws. ,"Does anyone with plates and screws ever feel like they are pinching or biting your ankle?   I get these sharp bites feeling a couple times a day.   Pushing on it helps.   I am almost 2 years post injury.   Also so still swells really badly when on feet a lot.  Still????  This pic is of my swelling recently.    0 likes, 45 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/why-are-gps-worried-about-kidney-function-with-losartan--387586,Why are GPs worried about kidney function with losartan?,"When losartan reduces the decline in kidney function with age, and when it is used in high blood pressure in those with Type2 diabetic kidney problems, why, O why, won't GPs allow a larger daily does than 100mg per day? I know the recommended daily maximum is 100mg daily but it's only recommended. I can get my systolic down from 135-145 to 125-8 by increasing from 100mg to 150mg in two does per day. This will surely do more good to my kidneys through reduced blood pressure, so why does my GP son say that he wouldn't go above the licensed daily maximum for some mumbled kidney reason? After all, the license allows 150mg daily in heart failure so why not a little more to get over the liver metabolising the losartan too quickly through the day at 100mg daily. Besides, I am only hitting the kidneys with a 75mg dosage at any one time whereas the product licence allows them to be hit with 100mg (daily). 0 likes, 24 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/losartan-dry-mouth-and-eyes-644052,Losartan/dry mouth and eyes,"Anybody experience dry mouth and eyes (burning) and taking Losartan? 0 likes, 9 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/losartan-muscle-cramps-145029,Losartan Muscle cramps,"I have been taking Losartan for 2 weeks now (along with 5mgms of Amlodipine) and have started to suffer from painful muscle cramps. Has anyone else had similar problems as I cannot find anywhere if it's a side effect? 2 likes, 21 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/losartan-661357,Losartan,"Has anybody had   problems with them.. Also has anybody been put on them to help the blood to pump round the heart better.. 0 likes, 5 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/losartan-50mg-higher-blood-pressure-some-days--661596,"Losartan 50mg,  higher blood pressure some days. ","I'm a 28 years old male diagnosed with high blood pressure since I was 18,  I've been taking losartan for about 3 months,  started with 25mg together with hydrochlorothiazide but I was having some side effects,  my doctor put me on losartan 50mg by itself instead,  my problem is that there are some days when it doesn't work as good as others,  mostly when I'm very stressed or didn't have a good sleep,  my question is: can I take a higher dose on those days or should find a different medication?   0 likes, 7 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/taking-losartan-and-have-on-going-cough-probs-385121,Taking Losartan and have on-going cough probs,"I am almost 52 years old and in relatively good health. I have a chronic kidney condition although my kidney function and BP is pretty good. My renal specialist put me on 25mg of Losartan daily to reduce BP in kidneys - more as a preventative measure to slow down progression of kidney disease. In the past couple of years, I had a   followed by a residual   which last a year! My specialist did not mention that Losartan might be the cause. I had numerous   and eventually the cough subsided. I thought no more of it and have continued taking losartan to this day. Two weeks ago, I got a chest infection which has left me with a tickly cough. I have coughed so much my ribs hurt.  I saw my renal specialist yesterday after not having been for over a year and a half. He suggested coming off the Losartan for a few days to see if the coughing subsides. He said that this drug can exacerbate respiratory infections. I'm going to see if it makes a difference. Have other people experience coughing when taking losartan and what dosage? I think mine at 25mg isn't very much. Thanks for reading and looking forward to some responses (I hope!) 1 like, 19 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/losarten-nightmare--667063,Losarten  nightmare.,"Am taking 25mg and 12.5mg of Losarten since November 17. At first all was well then began the problems. Stuffy nose first and l hated that so much. Then waking up in the early hours with horrific  . My hair is falling out, my eyesight is blurry and my hearing is massively affected. Also have terrible headaches and now have pain in my knee which l know for sure l haven't hurt. And to top it all my blood pressure is still far from good. I took myself off the 12.5 dose and the stuffy nose has improved, but nothing else!  Does anyone else have this problem on this tablet? Used to be on Amlodopine  but that didn't agree with me either. Thanks to anyone who can answer my queries.  0 likes, 7 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/losartan-stomach-pain--668016,Losartan = Stomach Pain?,"I've been taking 25mg of Losartan every morning for the past 5 months. 4 months ago I had a discomfort in my lower left abdominal area, not a pain just discomfort. Now that same discomfort has begun to move around, lower left one day, lower right the next, upper right the next, and so on.  I have been doing some research and now find that Losartan may be the cause of this. I have tried most everything to alleviate the discomfort but nothing works.  It doesn't matter what I eat it is no better or worse.  It doesn't matter if I drink caffeine or not it is no better no worse. I'm fully functional it is not debilitating at all, it's just uncomfortable. When I have a bowel movement, it is no better or worse (sometimes it feels a little better but it's constantly there) I'd say my level of discomfort is typically a 2 on a 1-10 scale. Anyone who has had stomach pain related to Losartan, I would be interested in hearing your opinion as I am currently at a loss. Also, does it ever go away? I was taking Lisinopril but the damn cough was more than I wanted to deal with...... 0 likes, 7 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/losartan-burning-skin-40487,Losartan - burning skin,"For years I have been on Amlodipine but my BP has risen dramatically during the past few months, so my GP has added Losartin.  I have been on this for about 6 weeks and for the last couple of weeks the skin on my legs feels as if they are surnburnt, (which they're not).  Now my arms feel as if they are burning.  The skin feels normal to the touch and is not painful other than the burning sensation. Could anyone tell me if this burning feeling is a side effect of Losartan and if so will it eventually wear off? 0 likes, 10 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/stomach-pain-on-losartan-674668,Stomach Pain on Losartan,"So I have been on Losartan 25mg for about 4 months now. My stomach hurts pretty much all the time, sometimes worse than others, but all the time. I really started about the time I started taking the Losartan.  My question for those who have had stomach issues with Losartan, any dosage size. What does the stomach pain feel like? Where is it located? Etc......My refills are about up so I plan on scheduling a follow up appointment with my GP in the next month or so, and may look at changing the medication to something else. Just looking to get peoples thoughts on what the pain feels like, but all comments are for sure welcome. 0 likes, 8 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/losartan-potassium-and-swollen-ankles-603613,Losartan Potassium and swollen ankles,"Hello to everyone in this group.  My husband is taking Losartan Potassium 50mg, 1 pill daily.  He has been taking this BP medication for nearly two years and replaces the Linsinopril 10mg that he was taking. The Lisinopril gave him a terrible cough which drove me absolutely mad and although he was not bothered by it, he agreed to change his medication.  Initially, the cough did subside a bit, but never went away and just recently, his coughing is back to what it was when he was taking Lisinopril.  The cough is not productive and he has to cough really hard and loud (which hurts my ears if he is sitting next to me) to clear what he regards as congestion which he can't budge.  He is often wallking round the house at night coughing to clear what he thinks is a blockage of some kind.  This is doing both of us no good as we have a lot of interrupted sleep.  I downloaded the sleeptalk app to see how many times he was coughing through the night.  There were no less than 40 recordings in one night!  The cough is persistent during the day as well. He has also developed swollen ankles.  His doctor has said that it is to do with the valves in his veins not working properly, but I am not convinced.  I think it could be to do with his BP medication.  Has anyone else had this side effect?  I looked up the side effects on the leaflet that comes with the medication and on the rare side effects is swollen ankles. I look forward to hearing your comments. Marie 1 like, 40 replies "
Angiotensin II Receptor Blockers,https://patient.info/forums/discuss/is-it-safe-to-take-magnesium-complex-400mg-while-taking-losartan-htcz-50mg--669255,Is it safe to take magnesium complex 400mg while taking losartan  htcz 50mg?  ,"I was taking magnesium oxide and didn't notice any side effects but just started magnesium complex and notice abdominal and chest discomfort which I'm not a 100% sure it's because of magnesium!   0 likes, 1 reply "
