disease,postLink,postHeading,postContent,postTags
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/2789/re-problems-with-symptoms,Re: problems with symptoms,For the past ten years I've been having either frequent stools diarrhea mucous stools and sometimes unable to have completely empty my bowels. To go any where I need to take Imodium Any other suggestions?,Irritable Bowel Syndrome
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/2902/chronic-constipation,Chronic Constipation,"Hi, I have had problems with constipation ever since I had my first child in 2003. In the last year, It usually takes between 2-4 weeks until I have one bowel movement. Any recommendations?","Bloating , Constipation"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/2886/what-can-i-try,What can I try???,"So I had food poisoning last year and have had IBS-like symptoms since. I have diarrhea (very loose and frequent), often have sense of needing to go to the bathroom, increased gas, bloating in the lower abdomen and cramping/moderate pain. I was getting better but last week I did some partying and drank a little too much alcohol and my bowels have been upset, way more than usual. Imodium seems to help calm the diarrhea, but not completely. Peppermint oil capsules haven't done anything and neither has the low FODMAP diet. My blood work came back negative for celiac and I don't have crohn's. My stool samples are negative for C-Diff and parasites, etc.  What else can I try to help my symptoms? What does this sound like? Is it possible my stomach or intestines developed ulcers? Does this sound like ulcerative colitis? Or diverticulitis?","GERD and Heartburn , IBD , Crohn's Disease , Ulcers , Irritable Bowel Syndrome , Bloating , Ulcerative Colitis"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/2903/sudden-bowel-movements,Sudden bowel movements...,"I am a Type 2 diabetic; I have myasthenia gravis and high blood pressure. I had trigeminal nerve pain, but I had an operation done for that, and that is gone. For the past several months, however, I have sudden bowel movements to the point that I cannot make it to the bathroom. At first I thought it was the metformin I was taking as one of my medications for type 2 diabetes. I quit taking it, but continued on my other medications, and I didn't have a problem for a couple of weeks, but now it's back. My last few physicals have shown sugar and A1C as good, blood pressure good, cholesterol good. I have no pain, but just sudden bowel movements for which I can't make it to the bathroom in time, and it's not quite like diarrhea, but simply a very loose bowel movement. I will have what one would consider normal bowel movements for a week or so, and then go back to the sudden movements. The following is a list of the medications I'm taking: Azathioprine Pyridostigm (both of those for myasthenia gravis) Lovastatin for cholesterol Taztia XT and Nadolol for blood pressure Furosemide and Tamsulosin as diuretics Glipizide for diabetes Warfarin as a blood thinner I am also taking assorted vitamins and Zyrtec for itching, and an occasional Aleve for pain.  The pain that I'm taking Aleve for is joint pain, which I might take a couple Aleve every month to relieve.  All in all, I feel really great, outside of the sudden bowel movements that have me concerned.",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/2899/diverticulitis,diverticulitis,"I'm in severe pain from constipation, I have been prescribed laxatives but they no longer work. It has been this way for 7 years. Sometimes I do not go to the bathroom for two weeks. I'm hoping not to have surgery, is it safe to have enemas with diverticulitis?",Constipation
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2099/sexual-blockage,Sexual Blockage,"I'm not too sure where to start with my question, so I guess I'll just start typing and get to the question when I get to it. This is a rather embarrassing but awkward, question. I am a 38-year-old married man, who has a very unusual but healthy sex life. When my wife and I do eventually have sex (we have two children there for interruptions happens a lot) she enjoys it. I on the other hand do not. The problem does not relate to her. It's all about me. My wife will occasionally perform Fellatio. The problem is -- I do not benefit from it. In fact, I cannot keep an erection when she wants to do this for me. Weird, right? I can't ejaculate when she is performing Fellatio. When she is performing, all I do is stare at her. My wife believes that I might have problems with relaxing which causes me not to ejaculate that way, I've tried several times to shut my eyes, you know like they do in porn, but still I can't find any enjoyment of this. I have told her stories being with other girls...Prior to being married. I had the same problem. It’s like some kind of sexual block. Do you believe that would cause this kind of issue? We don’t do it all the time. I am truly want to enjoy this, but I just can't. What is wrong with me? Have other men experienced this?  Thank you for the help.","Women's Issues , Men's Issues"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2258/oral-sex-cervical-cancer,Oral sex-Cervical cancer,"Hi, Can I ask, is it possible for a female to get cervical cancer if she has only had oral sex and NOT penetrative sex? i.e., can hpv strains 16 and 18 (which are the most risky for cervical cancer) be contracted through oral sex? Basically is there any link between oral hpv and cervical cancer? I know that it can cause throat and neck cancers etc but not sure about this type of cancer. Many thanks in advance for your reply. Anonymous","Women's Issues , HPV/Genital Warts"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2373/genital-herpes-should-i-get-tested,Genital Herpes. Should I get tested?,So I'm a lesbian and this girl I was dating for months had genital herpes. We were dating for 7 months and recently broke up last month. We never had sex but she has performed oral on me in the first couple months. I know herpes takes 3 months to show up and it's been past 3 months. I've had a yeast infection recently and used Monistat to clear it up but there is some itchy flaky skin on vulva. It's clearing up but I am just concerned. It is possible for me to have contracted herpes?,"Women's Issues , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2305/could-he-be-allergic-to-me,Could he be allergic to me,hello  My boyfriend and I have both been tested for STD's and they all came back negative. He still seems to experience an itch a few days after sex. He has very sensitive skin and allergic to almost everything from latex to certain soaps lotions etc. Could he be allergic to my vaginal fluids and what can we do to stop it from happening. Has anyone else experienced this. I have tried switching soaps and everything and it still happens,"Women's Issues , Men's Issues"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2200/warts-bumps-on-penis,Warts/bumps on penis,"Hi do my whole life I've always been insecure about my penis , I don't say it's small , it's a decent size . No girl has ever complained about it. But I've always had some bumps and mini warts looking stuff under my penis. Like on the bottom side of it. Some do pop and white puss comes out (a tiny bit of it not a lot) . I've only had 5 partners and 3/5 were virgins . Please help idk what it is or how to remove them.","HPV/Genital Warts , Men's Issues"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2313/possible-std-or-what,Possible STD? or what?,"Okay so I was just casually taking a shower about a month ago and I noticed some dry skin on the head of my penis, I was just thinking it was dried semen but the stuff came back. Now mind I have had unprotected sex about 2 months ago lets say, but the patches have not been painful, itchy, bleeding, no discomfort whatsoever, just kind of annoying to have. Its like dry flakey skin and when I put lotion or moisturizer on it, its gone. But tonight when I took a shower, I noticed small bumps under the Frenulum. They arent painful, idk how long they have been there, and they arent noticable when i am not errect. Also, the dry/flakey patches become visible after an errection, kind of like when you stretch skin and it gets dry and wrinkly. I am super confused as to what is going on. Like, theres been no pain urinating, nothing like that.","HPV/Genital Warts , Men's Issues , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2393/dryness-and-burning,Dryness and Burning,"Hi, around 3 days ago, I developed a almost dry feeling around my perineum that has turned into more of a slight burn. It's bearable, but hurts when I wipe or after sex. When it developed, I was wearing new PJ shorts and smaller underwear and did not have sex that day. It was random onset pain. Any suggestions or remedies? Thank you.",Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2397/will-i-get-cold-sores,Will i get cold sores,I drank from a glass bottle about 5 hours after someone that has a coldsore. The bottle had been in the fridge sometime around 3 and i drank from it around 7 or 8 maybe even at 6. What are the chances i contracted ghe virus?,
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2417/wth-small-bumps-where,Wth!! Small bumps where??,This morning I thought I would wake my husband up with a little good morning quickie while rubbing baby oil on my Missy I discovered too small bumps on the inside of my lips of my Missy they are not painful they are not itchy I don't have an odor and me and my husband I have been married 11 years with no other partners could this be something else other than anything bad I have no symptoms of anything and all pictures on the web looks nothing like it I barely scratch them and they came right off like little skin pieces of skin please help me tell me what this is,
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/2906/gerd-and-sore-throat,GERD and sore throat,"For the past few years, I will get a sore throat for a few days to a week. These symptoms seem to occur when I have bad reflux. I am on nexium 40. I have modified my diet to help. Are sore throats common with Gerds?",GERD and Heartburn
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2383/balinitis-or-std,Balinitis or STD ?,"Hey, I'm a 19 yr old male. Just 4 days back I had some itching on my penal foreskin. The next day I had a rash and within 12 hrs it started spreading and causing a white/yellow discharge from the foreskin. I tried using a anti bacterial cream along with flucanazole tablets thinking that it is a yeast infection. My doctor on having a look at it yesterday said that it is seriously infected and is 99%std. But on telling him that I am still a virgin he said them it might be a secondary balinitis infection but only after he asked me several times that if I wasn't hiding any info related to intercourse from him. I haven't experienced any pain and also the infected skin on my penis is coming out and new raw skin is coming and same is the case for the foreskin but the discharge is still there. Need your help, is it a STD ?","Chlamydia , Men's Issues , Gonorrhea"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/2938/hypoglycemia,Hypoglycemia?,"Hi. My name is Steven. Im 32 now. I've had issues with eating sweet foods since i was very little. I've seen video of my mom feeding me baby foods that had a sweet taste and I always vomited after. I've tried eating sweets periodically throughout my life with the same effects. Ive even eaten candy bars in front of the doctor, with it ending up in the floor. Ive been tested for diabetes and even non diabetic hypoglycemia with no tests coming back with any issues. Anyone else have issues like mine.",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/2952/rectal-bleeding-and-other-symptoms-should-i-be-worried,Rectal Bleeding and Other Symptoms... Should I be worried?,"Hello! I am a healthy 19 year old male with no prior history of health issues. My father died of esophageal cancer that metastasized to other parts of his body at 35 years old. No real history of medication, except for I did take a 6 month dose of Accutane to treat severe acne. This was about 1-2 years ago. So the problem started within this past year. The issue is that I have been experiencing painful and bloody bowel movements for a while now and it has gradually gotten worse over the past year. My mother is a nurse, so we have a habit of just ""toughing it out"", but I am beginning to get a little worried, considering how the problem has progressed and how long it has persisted. When I have a BM I experience a sharp pain in the rectal area, and bright red blood. The bleeding has been getting progressively worse over the past year to the point where tonight, after passing stool, a few drops of blood dripped into the toilet, and there was a substantial amount of blood on the toilet paper. Also, recently i have been able to feel a small bump near the anus. It is fairly small and hard. At first I thought hemorrhoids, but the symptoms only occur when having a BM. No pain, itching, or anything at any other time. This leads me to believe that it may be something more serious! I would be super embarrassed to go to the doctor and it just be hemorrhoids, but I am scared it could be something else. I am happy to answer any questions that you may have that would help clear things up. I just need an opinion of if I should be worried and if I should go to the doctor to get it looked at!  Thank you so much for your time!",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/21574/bruising-on-underside-of-glans,Bruising on underside of glans,"HI there. 23 year old male here, and I ve been experiencing a problem with my uncircumcised manhood. I know to go to a urologist for peace of mind, but that s next week, so I wish to come here firstly. The underside of the glans (the part that faces away from me, where the frenulum attaches to the head) has had some painless bruising for most of 2017. It s reddish/purplish and is more visible when I m erect. There seems to be a single red line that kind of runs from the slit to the frenulum. As I said though, completely painless. The red line is surrounded by purplish-cloudy discolouration. Last time I had sex was August 2016. I never had intercourse unprotected, although I did receive oral sex without a condom. Supposedly my partner did not have a STI.  The problem first arose in late February 2017. It seems to have worsened slightly over time, but never hurt me so it wasn t alarming. But now that it isn t going away, and future sex is on the horizon, I m worried it will look alarming to my partner. Around this time (Feb 2017,) I began to masturbate fairly frequently (4-6 times daily.) So this correlates with my bruising becoming apparent. I noticed the bruising worsening by May, so I decided to step down to my usual 1-2 times a day. No improvement, seems to be worsening a bit. Now I m going to practice abstinence for the next week or so, and see if that results in any improvement. Does thissound fairly normal? Any Suggestions?",Men's Issues
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/2773/bowel-issues,Bowel Issues,"I went to hospital recently because I had what I thought was stomach flu that lasted for too long (9 days of abdominal cramps, pain, diarrhea, nausea, fever, etc) What bothered me most was I had a burning pain in my left-side abdomen, but it subsided the next day. Still painful in the area, but not constantly, just sensitive when touched. They took some blood, tested it but told it it came back ""normal"" and I should be fine, but to let them know if I still have symptoms later in the week. I told them I have family with IBS, and have previously been tested for this (several years earlier) but results came back negative Been a day since I went to the hospital, and I still have the diarrhea, although it's not constant, just when I need to go, it's a mix of loose stool, with mucus and occassionally blood. My anus is very itchy afterwards, and I never feel ""finished"" Often I'll need to go again shortly after, pass a little more but the sensation, and itching remains. Pretty sure I need a proper examination, not just some blood test.",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/21388/tasting-our-cum,Tasting our cum,"My bf and I were texting back and forth flirting with each and reminiscing about our love making. We are in a long distance relationship (almost 10 yrs off/on) so when we see one another we make the best of it. Today 8/19/2017; I informed him that sometimes after we make love I touch myself and taste our cum from our orgasms and he said ""I've never heard of no sh*t like that in my Life!!!"" I told him that I didn't see anything wrong with it because I like the way we taste together, and he said I'm scary...can someone please explain to me what is scary about that? I thought he would like the fact that I enjoy his taste; whether he cums in my mouth and I swallow or he cums in my vagina and I taste us...am I doing something wrong??","Women's Issues , Men's Issues"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/2537/stomach-trouble,Stomach trouble,"This is day 7 of being sick. My symptoms are sulfur burps, nausea, vomiting, watery diarrhea, and horrible gas and bloating. My stomach is so swollen and hurts so bad at times I want to cry. I went to the walk in clinic and they told me it was a stomach bug and didn't run any test or give me any medication. Please help help me I can't take another day of this pain. Also I can't eat much food I end up getting sick",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/1317/what-is-causing-all-my-symptoms-i-feel-sick-as-a-dog-and-can-barely-make-it-to-work-saw-pcp-gi-gyno-and-went-to-er,"What is causing all my symptoms? I feel sick as a dog and can barely make it to work. Saw pcp, gi, gyno and went to er.","27 yr old female, lower left abdominal pain (feels like stretching and burning, throbs, spreads throughout stomach),diarrhea urgently & causing weight loss, nausea, gerd. Went to er and was diagnosed with hiatal hernia, 2nd visit doc said hernia was not big enough to mention. had colonoscopy & endoscopy (given dycyclomine for ibs ( not diagnosed with ibs), ranitidine for gerd, and cholestralmine for diarrhea. the diarrhea had slowed some but I cannot get rid of the abdominal pain at all. Any ideas? I'm really frustrated with no answers","GERD and Heartburn , IBD , Crohn's Disease , Ulcers , Irritable Bowel Syndrome , Bloating , Ulcerative Colitis , Constipation"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/2455/gerd-and-indigestion,GERD and indigestion,"I don't know the reasons behind what's mentioned in the post title but all what I want is my old perfect digestive system back. Don't tell me to eat small healthy meals all my life there's no way I'm losing weight like crazy and it's no good at all. I just want to eat like how i used to???? Nothing works out for me there's absolutely no solution and I'm about to give up but I tried this out hoping anyone could help me  I want the old me who could eat big meals without even experiencing any single digestion problem like I seriously don't understand people who think preventing yourself from all big and unhealthy food all your life is a ""solution""??? no it's not. I've been doing this for a whole year now and NOTHING has changed. I still feel like *** after any unhealthy food I eat like damn even healthy food still causes indigestion so that means FOOD is NOT the problem.  I don't think anyone will ever read this long ass rant but if you do so you're brave and I love you",GERD and Heartburn
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2183/birth-control,Birth Control,"Hi,  So last week on Sunday I missed taking my birth control pill and the next day I began having cramps and proceeded to have what I consider a normal period. So I stopped taking the active birth control pills. On the following Sunday, I started a new pack as I would after my ""normal"" period time. I then had unprotected sex (stupid I know) with my partner on Wednesday. He did pull out, but I know that isn't a thing. My question is whether or not I should be concerned about getting pregnant. Would be taking the morning after pill be wise?",Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2204/blood-in-semen,Blood in semen,The other day I had blood in my semen. The tip of my penis feels sensitive and is really red just at the opening. I do not have discharge and it does not burn when I pee. I performed oral sex on another male 2 months ago could this be goneriea or another std - would it take 2 months to show up and would it not infect the throat instead of the penis if it did? 1 day later no blood now,"Chlamydia , Gonorrhea"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2223/headache-after-sex,headache after sex,"I have had this problem every since I can remember. About one hour after ejaculating I will start having a headache, but it not just a normal headache. Its difficult to think, feels like my IQ has dropped 30 points, difficult to remember things, difficult to talk as clearly as I usually do. After 2 nights sleep the problem starts clearing up and gets better as time elapses. I have gone to a number of neurologists and none of them have been able to identify the issue.  Any ideas would be much appreciated",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/1942/likelihood-of-std,Likelihood of std,"Hi there, I hope you can help with my question. Is it possible to get an STD (herpes particularly) if a girl masturbates herself, so there is vaginal fluid on her hand, and then proceeds to masturbate the male? Would it also be possible for a female to transfer an STD through 'dry sex' I think it's called frottage where there are just boxers and knickers on (labia may have been exposed to inner thigh) and the boxers were wet from vaginal fluids after? Thanks in advance.","Chlamydia , HPV/Genital Warts , Men's Issues , Gonorrhea , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/1648/can-sti-s-be-created,Can sti's be created ?,"For example,if 10 uninfected people had sex with 10 other uninfected people would they create an std",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2118/penis-crater-raised-thing-on-foreskin,penis crater/raised thing on foreskin,i have had this weird thing on my penis for about two years. it doesn't each or give any discomfort i just want to know what it is can anyone help? Its like a bit of excess skin not fully circular only on three sides then it re joins the penis slightly raised from the rest of the foreskin,
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/1842/small-red-bumps-in-pubic-hair-at-base-of-penis,Small Red Bumps in Pubic Hair at Base of Penis,"I looked down today and noticed several small red bumps in my pubic hair, right above my penis. I ran my thumb's fingernail along one, and a small measure of clear fluid came out. They do not hurt or itch, not even when I popped one. I am not sexually active, nor have I even touched another person in any way besides hugging. I masturbate pretty regularly. My main concern is that I somehow managed to give myself genital herpes. It is probably helpful to note that I also wash my hands in hot water before and after. I also trimmed my pubic hair recently, but I did not shave to the skin, only snipping with scissors . Is this a possibility? And if so, how quickly would I have to touch myself after touching another infected area to spread it to a new region? Or could it just be irritation of some kind. I have never had an outbreak before, so I am not sure if this is similar to one.","HPV/Genital Warts , Men's Issues , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2057/helpneedquestionanswered,Helpneedquestionanswered,"I have gone to a General Practioner, Urgent Care, and now Obgyn. No one can find the bugs that I am able to pull out of my vaginal hair or on my vaginal skin. I have tried Otc medications for pubic lice with no relief. The bugs are black in color, thin in width and look like pubic hair. When nudged with a fingernail they jump. I have been told no nothing is. Seen when I was looked at and it has to be the soap I'm using, yesterday I was told it might be scabies give that medicine a try but not sure if it's scabies. These bugs are about two centimeters in length. Please help me figure out what it is and what kind of doctor can help me. I have lived with this now for four months and can't get any answers from any doctor nor is any otc meds working. Thank you in advance.",Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2211/trichomonas,Trichomonas,"I've been with my partner for 4 years. For the past 2 years every time we had sex I would get a fishy smell. I would go to the doctor and they would diagnose me with BV but I would test negative for any STDs. Just this last week I went to the doctor about the fishy smell and I tested positive for trichomonas. The last time I went to the doctor before this time was in May of this year, I tested negative. So what I wanna know is, is it possible to have trich and still test negative for it? Can it be mistaken for BV?. My boyfriend CLAIMS he's been faithful..",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/2235/penis-rashes-unsure,Penis Rashes (unsure),"Hi, First of all I saw this rashes or whatever they are just this week. It's a little rough but it is itchy but not all the times. But i think it is spreading I am unsure of the cause. But I have been thinking if its because of the towel I used for almost a week or the detergent when I am doing the laundry manually since it wasn't rinse well. But I am not sure that's why I am seeking health. One time my balls hurt but it's just one day i'm not sure if it is connected. I'll send pic after somebody reply thank you","Chlamydia , HPV/Genital Warts , Men's Issues , Gonorrhea"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/2632/gerd-issues,GERD issues?,"Hello all, I was diagnosed with GERD, hiatal hernia (4 cm) and a partial shataski (SP?) ring in September and was put on omeprazole which I have had no problem with and has taken away all of my symptoms. A week ago I started having trouble swallowing food and water; it feels like rocks going down resulting in stomach pain and nausea every single time I eat, even if it's only a few bites. Is this something that is common with GERD? Is my medication maybe not working so good? I had an endoscopy in September and everything else they checked for came back fine.  Any advice would be appreciated! THanks!",GERD and Heartburn
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/2573/long-time-condition-year-into-tests,"Long time condition, year into tests","Seeking any advice! I am a twenty year old female with long history of various symptoms. Let's paraphrase & start at the beginning: I have always had a weak immune system, constantly getting infections or bronchitis as a child. Around age 18, my health began to weaken substantially. At this point my biggest symptoms were exhaustion, ruptured ovarian cysts ( pain so bad putting me at the ER) and the beginning of my GI problems (will elaborate later). In the summer of 2015 at age 19, after an episode of syncope, shortness of breath and constant dizziness, I went to a PC and they forwarded me to cardiology. After extensive testing, they found I had a sporadic tachycardia (reaching 189 bpm at rest) and started me on beta blockers (metoprolol) which eliminated those symptoms. In the beginning of 2016, I visited the PC again after finding a mass in my collarbone area, joint pain and spiking of digestive problems: no appetite (only eating one meal a day), nausea, abdominal pain, constant diarrhea, and blood in stool. After testing they found I had high protein & calcium in my blood and a calcified lung nodule. I was referred to a rhemotologist at the possibility of having lupus or another autoimmune problem, she tested and found high Immunoglobins E and referred me to GI as she said she could do nothing else. I was so thankful for the GI doctor I got, as he apologized for having been passed around so much. Began testing, first colonoscopy/endoscopy, finding irritation and a precancerous polyp but no celiac or crohns. Tested gallbladder, was normal. Did elimination diet to test for food allergies, no significant findings. Have recently had a SIBO breath test and abdominal CT and waiting on results. I am currently taking pantoprazole, IB &FD gard, Carafate, ranitidine, probiotics as well as ondansetron and diclocymine as needed. My condition flares and ceases consistently, and currently the biggest problems are the digestive mentioned above, extreme fatigue (can sleep 11 straight hours, wake up, and three hours later I am exhausted) , cold intolerance, and cough. My family history includes crohns disease, graves disease, heart defects and skin cancer. We are struggling to find an answer and my body is growing tired. Any ideas are appreciated!","IBD , Crohn's Disease , Irritable Bowel Syndrome"
