disease,postLink,postHeading,postContent,postTags
Sleep,https://messageboards.webmd.com/health-conditions/f/sleep/434/3-year-old-with-sleep-problems,3 year old with sleep problems,"My son is 3 1/2 years old with no previous or current medical conditions. He is a very friendly, active, and happy boy that never seems to tire. In our home we have a very consistant schedule. We eat dinner between 6pm and 7pm and my three children get about a hour to hour and a half of screen time from the time we get home until 730 when we put screens away at which point we brush teeth, get on pjs and then go to their room for quiet play, stories and what have you. They don't particularily like having the TV off or screens away but thats the rules. 830pm is strictly lights out and although my other two children have no problem going to bed (our 4 and 6 in same room) my 3 1/2 year old will throw a fit and cry. When that stops it is constantly coming out wanting something, anything he can think of he gets told no and brought back to bed and each time he throws a fit crying and rolling out of bed. Eventually he will give up coming out but then will sit up playing in his room with anything he can. By the time we actually get him to sleep its between 12pm and 2am. He gets up every morning between 8am and 830am for daycare/school. We resorted to using melatonin which doesn't seem to even affect him unless he is receiving 4-5 pills of 5mg doses and thats not something I want to be giving to him regularly. What else can I do? What can help? Should I take him to see a sleep Specialist or is this common?",Insomnia
Sleep,https://messageboards.webmd.com/health-conditions/f/sleep/551/sleeping-on-stomach-is-it-good-or-bad,Sleeping On Stomach: Is it good or bad?,"I'm a stomach sleeper and I prefer to sleep on this position. I didn't even face any back or neck pain yet. Though I had been using big pillow, but after reading this guide   I've started using THIN pillows. Now I'm sleeping a lot, even in daytime. But my friends always try to scare me, that sleeping on stomach is a bad thing, I will face a lot of after some years. I don't know whether it is true or not, but I'm a bit scared. I've tried to sleep on my back and side, but I don't find it comfortable and in the end, I go back with stomach sleeping position.",
Sleep,https://messageboards.webmd.com/health-conditions/f/sleep/349/dreams-sleep-apnea,Dreams/Sleep Apnea,"I haven't been formally diagnosis with sleep apnea, but this weird thing keeps happening to me. I'll be having very nice dreams, (at the beach, a picnic, a wedding) but the thing is everyone there has died. It's people I know and know of, but don't know personally, ie presidents, old movie stars. Then someone I know that is living comes into the dream and I wake up gasping for air, coughing, sweating. I'm starting to think that maybe I stop breathing and I'm close to dying. My dogs also act up when this happens and they've woken me up also. I know I need to go to the doc, but does anyone have any ideas about the dreams? Thank, I appreciate it.",
Sleep,https://messageboards.webmd.com/health-conditions/f/sleep/290/carbs-before-bed-better-sleep,Carbs before bed = better sleep?,Eating crackers & cheese before bedtime can help me get a better night's sleep? Sweet!,"Snoring , Insomnia , Sleepwalking , Nightmares"
Sleep,https://messageboards.webmd.com/health-conditions/f/sleep/232/i-have-just-been-put-on-an-auto-titrating-cpap-machine-for-sleep-apnea,I have just been put on an Auto-titrating CPAP machine for sleep apnea.,"Since I have been on the Auto-titrating CPAP machine, I have noticed that I am having rapid and funky dreams! Why is that????","Snoring , Apnea , Sleep Paralysis , Insomnia , Sleepwalking , Nightmares"
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/65395/costochondritis,Costochondritis,Yesterday I went to the ER and they diagnosed me with Costochondritis. How should I deal with the pain?,
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/66000/pain-in-tailbone-back,Pain in Tailbone/back,"Any advice or help appreciated I am a female, 21, and I've been experiencing pain mainly in my tailbone for about a month now. When I stand up, or sit, it feels extremely tender on better days, or on days like today, I find myself having to hold in grunts due to the severe pain at times and struggle to stand right away. I'm on my feet most hours of my day, but I also have time to sit in padded office chairs. I've not fallen or suffered any injuries to the area, and there are no sores/bruises. It is very very tender when I do press on it. When I'm off work for the day, I usually lay in my bed or on my couch to try to relieve symptoms, and sometimes use a heating pad/ice if it is severe that day. I also have pain in my lower back at times, but have had hip pains for several years now while I try to sleep, often turning on my sides all night. My dad has degenerative disk disorder, and has suffered from back injuries since he was 19 years old. I'm pretty tight in funds, and I know I need to get this looked at as soon as possible so it doesn't progress. I've been doing a lot of researching on what it could be, but most of the mild cases seem to clear up within a few days to a week. I haven't gone to see any doctor about it yet, hoping it would too clear up for myself. Any ideas on what may help or what could be causing the issue?","Chronic Pain , Hip Pain , Back Pain"
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/66168/why-would-a-blow-to-the-chest-cause-pain-in-shoulder-blade,Why would a blow to the chest cause pain in shoulder blade?,"I used a crowbar the other day and tripped - the crowbar basically caught on the grass and stayed vertical while I fell on top of it. It hit me in my right breast - knocked the wind out of me. At first I thought I may have bruised or fractured a rib, but realized the pain is emanating from my right shoulder blade. Just blowing my nose, coughing, or even laughing sends shooting pain. I've realized that if I shrug my right shoulder up towards my ear, it lessens the pain when I do these activities. If I leave my arm at normal level while trying to do these simple things, it hurts. How can a blow to the chest affect my shoulder blade? Thanks.",
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/66402/recovering-knee-surgery-patient,Recovering knee surgery patient,"Knee injuries such as meniscal or ligament tears, osteoarthritis, and rheumatoid arthritis. Just had meniscal knee surgery a week ago. I was instructed to start a vitamin supplement daily regiment intake during recovery period assisted w/ light impact exercise program to build up strength. My great QA> What's the best recommended and measured Glucosamine + Chondroitin or like supplement that’s workable with a vitamin supplement to nourish and strengthen a healthy knee joint after a meniscal knee surgery repair. My recovery is slow, stubborn, painful and I'm growing impatient! 61 yrs. old Male. Thanks","Knee Pain , Physical Therapy , Medication"
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/61581/multiple-hip-surgeries-on-both-hips,multiple hip surgeries on both hips,"I have had multiple hip surgeries on both hips from labral tears. I have tried everything, injections(which I'm allergic to), open surgery on both, then arthroscopy on right hip. All times repairing the tear and it happening again. I've done tons of therapy, I'm 5'9 and 135lbs so I don't have to lose weight. No doctors can give me an answer on what to do next because I have nice spacing between joints and not really showing arthritis in the hip they thought they were going to replace, so they are cancelling the hip replacement they were going to do next week!! Why won't they just replace my hip? This has been going on for 18yrs!!! I am 41yrs old!",Hip Pain
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/62121/herniated-l5-that-won-t-heal-at-a-young-age,Herniated L5 that won't heal at a young age,"I am 21 years old. I officially knew I had a herniated L5 for about eight months and I have had nerve pain for a little over a year. I have always been active in playing sports and getting exercise. I did not have one injury that caused this but rather years of babysitting and picking kids up who were more than half my weight. I am 5'0 and weigh about 120. I have gained weight since my herniated disc because of the limited amount of exercise I can get. I have been told to and I have tried to continue a normal life style and normal exercise. I have extensively researched exercises I can and can't do, I have done physical therapy which has been hard for me to only stick to those low impact stretches. This has caused me to not work out nearly as often because it is just frustrating. I have gotten two cortisone shots that helped basically 90% and I felt great. Because of this great feeling I might have gone too hard and not kept up rehabilitating my back. I have had two doctors recommend surgery and one tell me absolutely not I am too young.  I guess I am just looking for some guidance on how to feel better because it has really affected my mental and physical health.","Chronic Pain , Back Pain"
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/62135/little-toe-joint-bent-outwards-1-year-ago-still-can-t-wear-normal-shoes,"Little toe joint bent outwards 1 year ago, still can't wear normal shoes.","About a year ago, I tripped and caught little toe. It bent outwards very far - I couldn't see how far obviously, but immediately afterwards it stayed bent outwards about 20 degrees just in a natural resting state.  I went to a podiatrist and he said that if it wasn't broken, no action was needed, and if it was indeed broken, the only action needed was to buddy tape it to the next toe (which I had done since immediately after the accident anyways). I had no problem with buddy taping it, so he said there was no point in an x-ray since all that would tell us is whether I would need to buddy tape it. I kept it buddy taped for a month or two after that. Fast forward to now, I have little to no pain when I'm just sitting around the house barefoot. If I ware normal tennis shoes for so much as a half hour, my toe will gradually start to hurt again and continue hurting for 1-3 days. Any shoe (even loose fitting) touches the toe at all will cause it to hurt. Flipflops are fine, and I cut a hole in the side of a normal shoe to keep it from touching the toe - that works fine too. A recent x-ray showed that there is no break or malformation in the toe. The main piece of information I want to know is what is wrong with the toe joint. I haven't been able to search for treatments very well simply because I don't know a combination of words that describe what the problem is.",
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/62224/educated-guess-for-a-diagnosis,Educated guess for a diagnosis?,"I know that the WebMD community cannot legally diagnose me with any medical condition, so I will hereby hold everyone harmless of legal liabilities who will be kind enough to help me at least get an educated guess on what is causing me so much debilitating pain, that any kind of strenious activity for more than a few minutes makes me feel like I am about to be seriously injured. You see, I have been diagnosed with at least three debilitating diseases already: Fibromyalgia, mild Scoliosis, and I have had juvenile arthritis since I was a young teenager(that has gotten worse from then till now that I am 30 years old). I have an exaggerated slump, I have had ankle surgery, I have been in an automobile accident which mildly injured my knees(but I was able to walk right out of the vehicle, as did the other two guys I was with without any problems. I have had only two major concussions in my lifetime. All of these injuries still affect me till this very day! My pain is so bad that my brain literally dopes me up constantly with feel-good neurotransmitters. I won't lie, my brain has always doped me up, even before I ever used marijuana and opiates/opioids, which I started using when I turned 18. I am always in agonizing pain, but my pain medication does help mitigate some of the pain; yet without pain meds, I literally feel crippled, even though I am largely mobile on my own. So, to recap, I have pain in my nerves, my muscles, and my bones.  If you know what this could possibly be with an educated guess(not just any guess), then please sort of, suggest, what you think it is. If you need more info, please don't hesitate to ask for more info. Thank you in advance!","Knee Pain , Chronic Pain , Neck Pain , Medication , Back Pain"
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/50871/tramadol-shown-up-in-my-drug-test-but-not-taken-prior,Tramadol Shown Up in my Drug Test but Not Taken Prior,I am under pain management and the drug Tramadol shown up in my urine test. However I have not been taking it. I took it over 90 days prior but not since then as it is not in my pain management plan. Does any one know how this can show up? I take other medications for blood and heart issues. Can any of these show up as Tram? I am prescribed Hydro 10/325 and Methadone. Methadone is a new prescription to me and I believe this with something else may show up as Tram. Please advise. My doctor is tone deaf on the subject.,Medication
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/62474/lower-back-pain,Lower Back Pain,Got My MRI results and I am confused. It said 4 bulging discs and severe spinal stenosis. Yet I feel only slight pain in Lt hip with some numbness radiating down Lt leg. This doesn't feel like it matches the report in seriousness. What gives?,
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/62295/multiple-herniated-disc-and-straight-spine,multiple herniated disc and straight spine,"i am a 22 year old police officer. I for some unfortunate reason have a bad back at this early age. I used to be a very active person; running 3-5 miles per day. but for the past 6 months I have had horrible static nerve pain at the L4, L5 level. In april I was chasing an offender and I jumped some rather high fences and this made the problem much worse. So about a month ago I had a microdiscectomy surgery (check spelling) and the the pain from the L4 and L5 is pretty much gone. however, I have starting going to a physical therapist and he seems very concerned with my MRIs. he was explaining to me that my disc are all in horrible shape because my lower spine is too straight and there is no curve to absorb the shock. so I was wondering if anyone knows of any other surgeries or manipulations that I can do to try to restore this curve to my spine. I am desperate to get this problem fixed being that I am so young and want to advance in my career but this spine problem obviously scares me. please","Physical Therapy , Back Pain"
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/62470/intrathecal-drug-pump,Intrathecal Drug Pump,"I have chronic back pain due to disk degeneration, spinal stenosis and scoliosis. My PM Dr. has recommended an intrathecal drug pump. If anyone has had one implanted, I would like to hear from you about success, problems, inconvenience, etc.",
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/50923/pain-management-and-your-doctor,Pain management and your Doctor.,*** and a two level discectomy with hardware and bone graft i have chronic pain. So if you have a pain problem you also have a doctor. And this doc. Does not want to have you taking pain meds. For many many reasons some are valid some not. I was on a script that seemed yo be the best to keep me fairly good. Never missed work felt ok things were as well as could be expected all was good. Then i go in and the dreaded words hit me WE NEED TO CHANGE YOUR MEDS. oh my gosh why i never did anything wrong what happened? Well your med is too dangerous for you to take. Im 68 taken this stuff for 10 years are you nuts. So it stopped went on the safe med now im sick missing work family is concerned my life has been turned upside down all for a reason that seems clearly Govt. Rules taking over healthcare it just REALLY sucks. Jim,"Knee Pain , Chronic Pain , Neck Pain , Medication"
Sleep,https://messageboards.webmd.com/health-conditions/f/sleep/64/insomnia,Insomnia,,Insomnia
Sleep,https://messageboards.webmd.com/health-conditions/f/sleep/76/sleeping-for-a-couple-of-hours-wide-awake,"Sleeping for a couple of hours, wide awake",,Insomnia
Sleep,https://messageboards.webmd.com/health-conditions/f/sleep/75/sleep-apena,"Sleep 
Apena",,Apnea
Pain Management,https://messageboards.webmd.com/health-conditions/f/pain-management/62597/neck-soreness-and-popping-crackin,Neck soreness and popping crackin,I have had a neck issue for 3 months now. It is better but still pops and cracks a lot. pt wasn't helping. Found out c5 and c6 r arthritic. I do see a chiropractor 2 times a month. I will b seeing a pt specialist tomorrow but it is costly. Has anyone had this neck issue? Any help or suggestions would be great. Has anyone had accupuncture or dry needling?,"Neck Pain , Physical Therapy"
Sleep,https://messageboards.webmd.com/health-conditions/f/sleep/55/disturbed-sleep-awakenings,Disturbed Sleep Awakenings,,"Sleepwalking , Nightmares"
Mental Health,https://messageboards.webmd.com/health-conditions/f/mental-health/23708/headache,Headache,"I get a headache everytime I ""touch"" a book whether it's a study book or a novel. It continues when I'm reading books. Could someone please give me an explanation please? And how to avoid this ? Thank you.",
