disease,postLink,postHeading,postContent
Pain,https://www.drugs.com/answers/sleep-aid-taking-lortab-2799556.html,Can I take a sleep aid while taking Lortab?,"Lortab completely eliminates my back pain. But it also keeps me awake all night long. Is it safe to also take a sleep aid? If so, which one? "
Pain,https://www.drugs.com/answers/concerta-tums-2747714.html,Concerta and Tums ?,... side effects but i was wondering if there is any ways i can relieve this pain? Can i take tums or will there be any interaction ?  Cheers x 
Pain,https://www.drugs.com/answers/you-hydrocodone-watsons-blood-thinners-2977609.html,C can you take hydrocodone on Watsons with blood thinners?,
Pain,https://www.drugs.com/answers/flector-patch-patch-treat-bursitis-hip-2803859.html,Flector Patch - Can the patch be used to treat bursitis [hip]?,Bursitis pain in left hip makes difficult if not impossible to walk more than fifty yards. 
Pain,https://www.drugs.com/answers/tapentadol-information-ir-version-2971349.html,Tapentadol - why isn't there more information on the IR version?,I'm afraid of break through pain. How does the IR version work? How do you take it when on the ER version? A couple reviews said they take both for pain relief. 
Pain,https://www.drugs.com/answers/ditropan-gerd-back-pain-2923183.html,"Ditropan, gerd, and back pain!?","So earlier this year, back in January I was diagnosed with GERD. For those who aren't familiar GERD stands for gastroesophagus reflux disease. It's basically when you eat foods high in acidity that cause severe heartburn, esophagus pain and acid coming back up into the throat. This pain for me was unbearable! I had it so bad that I went to 2 different emergency rooms, I didn't know what was wrong with me. I always have been able to eat pasta and such with no problem. The first hospital I went to said it was kidney related and sent me on my way. Two days later, the pain got way worse. I was bawling hysterically when it came time for bed. I had extreme heartburn for close to 2 weeks, severe upper back pain, pain when I breathed in and out in my chest, it hurt like heck to press on my sternum and my stomach was bloated and my rib cage was beyond sore. After running more tests at a different hospital it was discovered that I had a hiatial hernia as well as GERD. Since all this happened, I have been fine. I do eat very little pasta anymore as well as the other foods that can cause a flare up. Well, keeping all that in mind, I also have bladder issues. You know, urinating frequently, burning after urination, pelvic pain and so on. After going to my doctor's countless times for what I thought was a UTI (it wasn't), they finally referred me to a urologist. I just seen him the other day and he wanted to try medication first before doing anything invasive like a cystoscopy (camera in urethra). He put me on Ditropan which is supposed to control overactive bladder (OAB). I knew nothing about this drug other than the purpose of it so I have been taking it and even though it isn't helping with the burning it is helping with the constant need to go. Well, I had no idea people with GERD shouldn't take this drug. And my urologist never once questioned me taking it. I've only been on it for 2 days now and I am having severe upper back pain. If only you could see how i'm sitting to type this. Also, I have pain in my rib area that is sore to touch. I haven't felt this kind of pain in these locations since my flare up back in January. Is it possible Ditropan is causing this? Do I need to call my doctor and report this? Should I stop taking the Ditropan and see if the pain dies down? "
Pain,https://www.drugs.com/answers/lexapro-chronic-pain-patient-taking-gabapentin-2967877.html,Lexapro - Chronic pain patient taking Gabapentin?,"I am married, healthy 72 year old female. I was diagnosed 2-1/2 years ago with a severely inflamed nerve root in the L5/S1. Was prescribed gradual disagree of 900 mg Gabapentin/day / side effect can be depression.My pain management Dr prescribed an anti depressant which cause me to feel like a zombie do stopped. My sister in law was prescribed Lexapro during a rough time on her job. She recommends I research for me. I do plan to meet with my pain management Dr as well as his partner who is s psycho therapist it wanted to ask if anyone here is in the same situation I'm in. Thx "
Pain,https://www.drugs.com/answers/prochlorperazine-away-pain-2978531.html,Prochlorperazine - Does this pill take away pain???,Is it a muscle relaxer?? 
Pain,https://www.drugs.com/answers/feeling-electrical-shock-right-side-head-2945998.html,Feeling electrical shock in right side of head?,"I am 33 years male, and while doing excersice specially while running i am feeling some kind of pain in right side of my head which is like a shock and last for 2 to 3 seconds. "
Pain,https://www.drugs.com/answers/pain-left-hand-chest-pain-pointer-finger-middle-2975058.html,I'm having pain in my left hand (no chest pain). My pointer finger and middle will lock and hurt?,for a few seconds and go away. This happens about once a day and sometimes more. Also having pain in both shoulders. Both are cramping about every 3 or 4 days. Any help would be appreciated. I'm a male 52 years old. 
Pain,https://www.drugs.com/answers/clindamycin-cure-infection-2902980.html,The clindamycin has not cure my infection?,"Bad toothache with abscess, I called the dentist up and told them that I only had 2 days left on the clindamycin and down to only one pain pill left. He gave me Norco 7.5, which only stop the bad pain for about hours, he gave 15 norcos.  I had a appointment for this past Friday; but had to cancel cause of my blood pressure was to high and a bad, bad headache on top of the toothache without thinking that the next appointment is 9/11. The pain is still unbearable OMG !!!  You think that the infection should almost be gone, so the pain should of ease up some, even a little. I was reading reviews on this drug and most of them said that this clindamycin help get rid of their infections. Could my body be immune to clindamycin or what is going on? "
Pain,https://www.drugs.com/answers/paragard-experience-pain-upper-belly-right-under-3013706.html,ParaGard - does any one experience pain in upper belly right under the chest ??,I had my IUD 7months ago and I get the pain almost like a very bad pressure and its happening more frequent with each month passing ... I had IUD before and got the same pain and I removed it after 5 Mons of having .. I don't want to remove it now cause I don't want children and I can't handle hormonal methods 
Pain,https://www.drugs.com/answers/chronic-sinus-pain-wondering-dose-prednisone-3013359.html,"Chronic Sinus Pain, Wondering What Dose of Prednisone To Take?","I have had very bad sinus pain for four weeks, went on two antibiotics and it is still there. Went to see the ENT and he told me to go on prednisone - 6 days. There was some confusion at the pharmacy - 20mg 2x/day or 40mg 1x/day, for three day and the 20mg 1x/day for three days. It is now night so I cannot call my doctor. What is the normal dose for Prednisone? "
Pain,https://www.drugs.com/answers/continued-bleeding-pelvic-pain-6-months-after-2944235.html,Continued bleeding and pelvic pain 6 months after having the marina coil fitted?,I have had the coil for 6 months and bleed for 2 months continually and now I still bleed on and off and have bad period like pains all the time. Could it have moved? I went to the doctor 3 months ago to have it checked and was told it was fine and that it should settle down soon but it only seems to have gotten worse. Has anyone got any advise? I'm getting worried and my lower back hurts too. 
Pain,https://www.drugs.com/answers/anyone-diagnosed-looping-colon-colonoscopy-3012372.html,Has anyone been diagnosed with a looping colon during a colonoscopy. Could not do procedure?,I would like to know if anyone was diagnosed with a looping colon. Doctor could not get through the colon due to looping on my colonoscopy. I get pain in the diaphraghm area. 
Pain,https://www.drugs.com/answers/levothyroxine-anyone-expierence-neck-ear-pain-2721072.html,Levothyroxine - does anyone expierence neck ear pain inone side on this medication?,
Pain,https://www.drugs.com/answers/clonazepam-clonazapam-dose-helps-bms-3008373.html,Clonazepam - How much clonazapam dose helps bms?,"I've had bms for 11 years and take narcotics for the pain. A neurologist just prescribed clonazapam for it as a trial, but I can't tell a difference due to the narcotics. How much clonazapam does it take to help bms? I'm considering withdrawal of narcotics but that's a long process. "
Pain,https://www.drugs.com/answers/norco-anyone-sleep-apnea-induced-long-term-opioids-3013336.html,Norco - Anyone with sleep apnea induced by long term use of opioids?,I have several other factors to contribute to my sleep apnea Went through sleep clinic but have yet to see PCP. The cpap has been ordered and will be fitted this week. Are there any pain meds that aren't suppressive? thanks 
Pain,https://www.drugs.com/answers/medication-vimovo-500mg-2993336.html,What is this medication for vimovo 500mg?,Is it good for your hip pain 
Pain,https://www.drugs.com/answers/leg-arm-cramps-every-night-2828281.html,Leg and arm cramps every night !!?,"All my life I've experienced leg and arm cramps. As a child I would have nights crying as my mom rubbed my legs. The best way I can describe the pain is that it feels just like a tension headache but the pain is not in my head, its taking over much larger areas..my arms and legs. My theory Is it has something to do with wind hitting my bones... I.e fans, drafts..only thing that helps is heat I.e heating pads or a hot bath. I'm in my 20s now and have yet to grow out of it. This past year I've had leg and arms cramps EVERY NIGHT ! It keeps me awake! Pain meds and leg cramps meds don't help! What is causing this and how can I put an end to it? "
Pain,https://www.drugs.com/answers/pain-right-hand-side-body-below-rib-cage-lower-2992529.html,Pain right hand side of body below rib cage.lower back pain?,
Pain,https://www.drugs.com/answers/viibryd-possible-very-stiff-neck-pain-short-2898921.html,Viibryd - Is it possible to have very stiff neck pain and short of breath after only taking?,Viibryd 10 mg for 2 days? This is the only thing I can think of. 
Pain,https://www.drugs.com/answers/periodically-dull-lower-stomach-pains-feel-poorly-3007411.html,Periodically I have dull lower stomach pains and feel poorly. It does not seem to be diet related?,Coupled with the aches is gas and burping. It may last for a couple of hours or days. I would like to find the root cause and how to treat this irritation. 
Pain,https://www.drugs.com/answers/synvisc-immediate-side-effects-synviscone-sudden-2945328.html,Synvisc - I had no immediate side effects from SynviscOne but sudden swelling occurred a full three?,"... weeks post-injection. I could not bear any weight and used a walker for several days. Lost a week's salary. Swelling resolved in 7 days but now the original knee cap pain is worse, causing night time awakening at least 2-3 times nightly. The joint also feels less stable. I don't seem to be responding to the prescribed Naprosyn and icing. Why was the reaction so delayed and is there anything I can do? 53 year old woman, no contraindicated meds, ""pothole"" in knee. "
Pain,https://www.drugs.com/answers/chronic-pain-anyone-spinal-fusion-sacrum-fuse-3070535.html,"Chronic Pain - Has anyone had the spinal fusion of the sacrum with ""I-fuse"" procedure?","Seeking to talk to others who have sacroiliac pain, hip pain, lower back pain. Doctor also asked me to read up about spinal stimulators for pain control. Any info would be appreciated. "
Pain,https://www.drugs.com/answers/left-hip-pain-injury-joint-hip-bone-crest-down-3053990.html,"Left hip pain,no injury,not in the joint. From hip bone,crest of,down to the ""ball and socket of le?",Hurts worse when I first stand to walk. 
Pain,https://www.drugs.com/answers/lower-back-pain-few-small-bruises-side-backbone-2989440.html,"What could cause lower back pain, with a few small bruises on either side of backbone (lumbar)?","I am an in home care provider for the elderly. Recently my job required me to sit next to my client for several hours, to be sure they did not fall out of bed. A couple of times I repositioned my client by helping them scoot further up to the head of the bed. I have been experiencing lower back pain and also just noticed today that I actually have small bruises on either side of my lower back. Could this have been caused by the prolonged sitting, and/or poor body mechanics when I helped to reposition them? "
Pain,https://www.drugs.com/answers/varicocele-causing-severe-pain-3043988.html,I have a varicocele and it's causing severe pain?,My doctor and surgeon told me I should tolerate it but it's making it hard every day to function I quit my job cause of it effecting it what should I do? 
Pain,https://www.drugs.com/answers/allopurinol-indefinitly-gout-3-times-see-doctor-2-3032584.html,"Will I have to take allopurinol indefinitly? I've had Gout 3 times, and will see my doctor in 2?",weeks.The only pain I have now is in the joints of my fingers when I try to make a fist. 
Pain,https://www.drugs.com/answers/feel-pain-relief-after-3rd-euflexxa-injection-3036368.html,Can I still feel no pain relief after my 3rd Euflexxa injection on Monday?,"I had a good amount of relief after the first injection, but didn't really notice any difference after the second. My knee hurt so bad yesterday that I could hardly make it down the steps in my school. I have been going to physical therapy since the second shot and have done my exercises religiously. Any reason why my knee would feel worse instead of better? I had no problems at all with the first two shots. I am very frustrated. "
Pain,https://www.drugs.com/answers/sprintec-bcp-causing-anyone-chest-pains-3021285.html,Sprintec - Is this bcp causing anyone else to have chest pains?,"I smoke cigarettes (unfortunately) and I knew once taking bc I would have to stop. I've slowed down tremendously though. I'm on second week of trispintec and my chest has been hurting way worse than usual, like a very tight feeling (never felt this before). Has anyone else had this problem? Should I be concerned? "
Pain,https://www.drugs.com/answers/10-mg-lexapro-10-mg-adderall-xr-25-mg-50-mg-3089455.html,Is 10 mg Lexapro and 10 mg Adderall XR and 25 mg up to 50 mg Tramadol ok?,I was prescribed 10 mg Lexapro a day 10 years ago and 25 mg up to 50 mg Tramadol once or twice a day for back pain 3 years ago. My doctor recently prescribed 10 mg of Adderall XR once a day for focus and concentration. I'm afraid to take the Adderall XR with the Lexapro and Tramadol with all the talk about seizures and serotonin syndrome. Does anyone have any experience with these 3 combined? I was told all of the dosages are low enough that I don't need to be concerned. 
Pain,https://www.drugs.com/answers/toothe-ache-moves-left-side-mouth-top-bottom-3019967.html,I have toothe ache that moves around left side of my mouth . Top and bottom. What is this?,"It started about four days ago. Pain that I felt top of my right side and bottom right of my mouth. Throbbing pain that comes hard than goes away put comes back. And I only felt this when I would go to bed. I work nights and go to bed around 5-5:30am. And that's when it starts. As soon as it goes away I can fall asleep, an hour later the pain wakes me up and I find myself holding my face from the pain. It's almost like clockwork, every hour it comes back. Went to my dentist and he told me to switch toothpaste. That's not working. It moves all around up down and sometimes both also moves to front to back but never leaving the right side. Also have allergies lately, sneezing watery eyes, don't know if that has anything to do with it. I had a cavity filled on the top right side in January and that tooth always felt very sensitive. Would like to know what this is. "
Pain,https://www.drugs.com/answers/cortisporin-otic-long-cortsporin-otic-2981493.html,Cortisporin Otic - How long should I use the cortsporin otic?,Should I use the prescription until it is finished or until the pain subssdes? 
Pain,https://www.drugs.com/answers/sodium-chloride-someone-lung-cancer-benefit-salt-2934062.html,Sodium Chloride - Can someone with lung cancer benefit from using a salt therapy room?,"I have a good friend who has lung cancer and has chose not to do chemo or radiation! He does take pain medicine to try to control his pain! We have a salt therapy room coming to town that uses pharmaceutical sodium chloride salt that is disbursed into the room. They say it can help with breathing issues, my question is could this man with cancer use the room and benefit as well? He does have a pick line to get his medicine! "
Pain,https://www.drugs.com/answers/proparacaine-burned-eyes-welding-proparacain-2958043.html,Proparacaine - I have burned my eyes welding and I have some proparacain hydrochloride solution?,"I want to know if I am using to much. I dose everytime it starts to be more pain than I can bare, which is about every 30 minutes. Please answer asap as I want to know if I'm damaging my eyes? "
Pruritus,https://www.drugs.com/answers/zantac-ranitide-prescribed-for-sever-itching-458671.html,Zantac - Ranitide prescribed for sever itching/hives... this sound correct?,The Dr stated that it was the H2 that help with the persistent itching and hives. I see that it is basically a prescribed antacid (Zantac) I was prescribed 300Mg does this sound ok? 
Pruritus,https://www.drugs.com/answers/total-body-itching-help-264361.html,Total body itching? Help?,"My whole body has been itching alot lately, to the point where I want to dig my skin off, feels like something crawling on me, my husband thinks I am nuts sometimes. Most of the time it is at night usually starts in the late evenings when I am trying to settle down and talk to you folks then go to bed. Cannot take Benadryl I am allergic. One Benadryl pill OTC strenghth makes me extremely hyper, one pill kept me up for 5 days straight with no sleep just wanted to run around all the time until it finally wore off. Does anybody have any ideas? Nothing has changed in my diet, soaps, etc.. As most of you know I am going through alot with the cancer issue and anxiety/stress. I am wondering if the extra stress/anxiety is causing some of this. Any suggestions my friends this is driving me nuts!!! HELP ME PLEASE!!! "
Pruritus,https://www.drugs.com/answers/you-sex-day-after-treated-very-mild-yeast-908461.html,Can you have sex later the next day after you've treated yourself to a very mild yeast infection?,"If there is a mild yeast infection like the itching and burning went away a few days ago but still have lots of discharge, after monistat 1, can you have sex later on next day if your symptoms are clear or very close to it? Like I wasn't sure if there was a certain amount of time you should wait because if it clears up I assume it's okay but I just want to be possitive. What exactly does it mean it can weaken a condom, like it can break ? "
Pain,https://www.drugs.com/answers/neuropathy-anyone-suffers-awful-condition-you-564755.html,"Neuropathy..anyone who suffers from this awful condition, do you have problems with deep?","itching in your legs/feet, and hands?? If you do, what can be done about this infuriating situation? Thanks!! "
Pain,https://www.drugs.com/answers/diverticulitis-sharp-pain-lower-left-side-early-2706796.html,"Diverticulitis - I was having a sharp pain in my lower left side early February, I went to the?",... emergency room and had 
Pruritus,https://www.drugs.com/answers/itching-hands-fingers-706851.html,Itching hands and fingers?,"Hi, I know it sounds trival but for the last two days my hands,fingers and wrist have been itching so bad I wake up scratching the crap out of them. I havent got into anything with thm or started new medicine, I did end a blood thinner after my knee replacement surgery 2 wks ago. I havent went anywhere to get into anything. My skin isnt dry. I tried some benedryl but it didnt help much--either did the cream. Any ideas? I dontknow what to do but its driving me crazy besides itching,hurting,swelling and some blistering especially where I have scratched. Help! "
Pain,https://www.drugs.com/answers/naproxen-abdominal-pain-prescribed-doctor-second-3115538.html,I took naproxen for abdominal pain prescribed by a doctor. On the second day that I took it I began?,"... experiencing achilles tendon pain and muscle aches near my knee caps when I was trying to sit down. So I immediately stopped the medicine. However, I have had other side effects even after I stopped. Bones on my legs, arms, and even my spine have hurt. Even my breast bone, and ribs sometimes hurt. The pain comes and goes. I even have muscle pain sometimes on my arms, legs, and back. I went to the emergency and had my blood tested and the doctor said nothing is abnormal. The only time I don't feel any pain is when I sleep. I feel like there is something wrong, since this is now the 3rd week, and the pain hasn't disappeared. So I wanted to know, if it can damage any nerves or veins or something? And is it possible the side effects last this long??? "
Influenza,https://www.drugs.com/answers/amoxycillin-advil-3319393.html,Can I take amoxycillin with Advil?,Currently have a sore tooth and also have Influenza A 
Pruritus,https://www.drugs.com/answers/whole-body-itching-876810.html,Whole body itching all over! Please help?,"Hi Everyone, For awhile now my whole body been itching as it starts only at night when ever i wanted to sleep i feel my whole body begin itching include my penis also begin itching till it has spot all around and since i can't take it no more i locate a pharmacy where i explain how the itching does me, i was given meds i started using almost for a week i see no different i locate different pharmacy and i was given another meds which still didn't work, now i cant stay where people are as this itching started happening the whole day morning,after,evening,night. which it keep itching me including my whole penis am just so fedup with all this and i don't know what the caused might be. If there's anyone out there who's willing to help me i'd really appreciate that and note am 21yrs old. please somebody help me. "
Influenza,https://www.drugs.com/answers/anyone-terrible-negative-side-effects-tamiflu-2337598.html,Anyone else have terrible negative side effects with the use of Tamiflu?,"16 year old daughter diagnosed with Influenza, so her MD prescribed Tamiflu for her, 75mg. Capsules, twice daily for 5 days. He also prescribed my husband and myself Tamiflu, 75 mg. Capsules, once daily for 10 days. I am on numerous meds, but not my husband or daughter. My husband and I have experienced severe GI symptoms, insomnia, nightmares, and a strange feeling of ""loopy""(per our daughter), ""really different, so out of it"" (per my husband), and I feel kind of out of it, but also noticed a big increase in my depression and anxiety and even something last night that I would describe as ""brain spasms"". Just wondering if anyone else has had any of these odd things with the use of Tamiflu? "
Influenza,https://www.drugs.com/answers/contrave-anyone-severe-abdominal-cramps-medication-2634097.html,Contrave - Has anyone had severe abdominal cramps from this medication?,From the very first pill I had taken I have had severe abdominal cramps like you would have if you had an intestional flu. Anyone else had this experience? Does it eventually go away? I am only on day 3 of the first week and I am worried that I may have to stop taking it. 
Pain,https://www.drugs.com/answers/tamiflu-tamilflu-tylenol-cold-flu-severe-time-2906588.html,Tamiflu - Can I take tamilflu and Tylenol cold & flu severe around same time?,"My throat is sore and took Tylenol cold & flu severe for pain, sore throat, headache, cough. Then found tamilflu "
Pain,https://www.drugs.com/answers/neurontin-started-gabapentin-trigeminal-neuralgia-3031172.html,"Neurontin - I just started gabapentin for Trigeminal Neuralgia, will it help take the pain away?",
Influenza,https://www.drugs.com/answers/sudafed-9-30-pm-nyquil-3-00-3323642.html,"I took Sudafed at 9:30 pm, is it OK to take NyQuil at 3:00 am?","Sudafed PE, NyQuil Cold and Flu "
Influenza,https://www.drugs.com/answers/amoxicillin-treat-flu-virus-643874.html,Can amoxicillin be used to treat the flu virus?,
Pain,https://www.drugs.com/answers/spotting-day-before-estimated-ovulation-day-after-3164230.html,I'm spotting about a day or so before my estimated ovulation day after taking a contraceptive pill?,"I had taken plan b one step about 5 day ago (Nov. 9) around 10 am. This morning around the same time (Nov. 14) I felt a sharp cramping pain and saw a bit of spotting. It was light at first but then it got slightly heavier, filling a whole panty liner and looking dark brown with a small hint of red, I think. It's slowly dying down the same day but the cramping is still kinda there and sharp. Is this considered normal after taking the pill? "
Pain,https://www.drugs.com/answers/severe-pain-skin-trazodone-withdrawal-3163141.html,Severe pain to skin during trazodone withdrawal?,Put on 50mg trazodone 1 month ago. Missed 4 doses when rx wasnt filled in the time to prevent missed doses... i experienced severe pain to my skin..pain when the wind would blow and severe pain when my clothes would rub against my skin..anyone else experience this? 
Pain,https://www.drugs.com/answers/long-mouth-4-tooth-extraction-site-top-4-heal-par-3017976.html,How long does it take for a mouth 4 tooth extraction site top 4 to heal a d be able to where a par?,"A week now after 4 top teeth extraction and bridge removal after 20 years Palate hurts as does most of site, can't wear partial very long without having to remove due to to much discomfort and pain, already refitted for better partial but no difference, my top palate feels bruised and tooth extraction sites are still painful but dentists says conditions are normal, I don't know, how long will this endure,currently taking lortab 7.5 which is no help,can't stand pain from partial at work so I must take it out and try and keep my top mouth stationary when I speak with my employees and customers, some of my other teeth have pain too since this procedure was done,any and all help on my situation is greatly appreciated, I've done all I know to do and feel helpless to help my situation. "
Pain,https://www.drugs.com/answers/atorvastatin-medicine-pain-arms-pain-hand-joints-3146295.html,Atorvastatin - would this medicine cause pain in my arms and pain in both my hand joints -knuckles?,... and fingers 
Influenza,https://www.drugs.com/answers/is-bactrim-ds-good-for-an-upper-respitory-310908.html,Is bactrim ds good for an upper respitory infection?,"Having flu like symtoms and a lot of phflem, dark green coming from out of throat and nose... fever also "
Influenza,https://www.drugs.com/answers/how-long-is-swine-flu-contagious-for-127917.html,How Long is Swine Flu Contagious For?,and is it different if being treated with Tamiflu? 
Pain,https://www.drugs.com/answers/naproxen-good-over-counter-drug-jaw-pain-3167572.html,Naproxen - What good over the counter drug for jaw pain?,Summer time had 5 teeth pull now my jaw feel like it's locking or being forced shut. No insurance what am I to do 
Influenza,https://www.drugs.com/answers/ciprofloxacin-can-you-take-this-medicine-if-you-62979.html,Ciprofloxacin - can you take this medicine if you have a cold or flu? and coughing up phelm?,
Influenza,https://www.drugs.com/answers/can-i-take-bactrim-for-a-sever-cold-and-coughing-154247.html,Can I take Bactrim for a sever cold and coughing? Possible Flu?,
Pain,https://www.drugs.com/answers/stelara-anyone-good-days-bad-days-psa-3261486.html,Stelara - Does anyone else have good days and bad days with their PSA.?,Ive only just had my first stelara jab couple of weeks ago. My skin's improving brilliantly but my aches and pains come & go? 
Pain,https://www.drugs.com/answers/analpram-hc-doctor-day-3-days-long-til-feel-pain-3243951.html,Analpram-HC - My doctor said twice a day. I have been on this 3 days. How long til I feel no pain?,... And do you gai 
Pain,https://www.drugs.com/answers/husband-stroke-thorazine-prescribed-hiccups-month-3243210.html,"Husband had a stroke,thorazine was prescribed for hiccups,a month 1/2 later still has hiccups???",What if anything can we do to help him with the chronic hiccups? The thorazine works after 5 days of taking it but only for short periods! The man is exhausted from no sleep and the pain from hiccups...  At a loss for what to do? 
Influenza,https://www.drugs.com/answers/im-am-currently-taking-antibiotics-and-have-a-flu-363951.html,I'm am currently taking antibiotics and have a flu. Can I take flu medications while on the?,... antibiotics? Or do I tough it out? I'm taking amoxil. 
Pain,https://www.drugs.com/answers/pregabalin-zentiva-cure-pain-neck-3242835.html,Will pregabalin cure my pain in the neck?,
Pain,https://www.drugs.com/answers/pain-lower-back-stomach-3206824.html,Pain in my lower back and stomach?,"im 24 im a female. I been having like stabbing pains in my lower back sometimes the pain is just on one side and other times its all over my lower back. i also been cramping in my lower stomach, having nausea, frequent urination, and i already had my period and im bleeding agian. what could be the cause of all this? "
Pruritus,https://www.drugs.com/answers/why-would-a-dr-tell-me-to-use-betamethasone-384293.html,Why would a Dr tell me to use Betamethasone cream on genitals when other information says not to?,"Go the Rx for Clotrimazol cream and Betamethasone Dipropionate Cream 0.05 for itching anus and vulva, but everywhere I read it says NOT to use on anal -genital area! I am scared to stop treatment as i am afraid symptoms will come back, yet skin looks all white down there now like it was bleached and I am afraid to continue use. "
Pain,https://www.drugs.com/answers/naproxen-levetiracetam-3190061.html,Is naproxen the same as levetiracetam?,
Influenza,https://www.drugs.com/answers/benadryl-6-00-pm-safe-nyquil-cold-flu-741355.html,I took a Benadryl @ 6:00 pm is it safe to take NyQuil Cold & Flu?,
Pain,https://www.drugs.com/answers/safe-latuda-20mg-norco-time-3249928.html,Is it safe to take Latuda 20mg and Norco at the same time?,
Influenza,https://www.drugs.com/answers/success-stories-weaning-lexapro-3282356.html,I am in need of success stories for weaning off Lexapro?,"I Have been on 20 mg/daily for 13 years and now I am weaning off. did 15 mgs for 10 days and now went down to 10 mgs,,, been 1 week, I am having stomach issues, dizziness, feel like I have flu but I don't, more anxiety... "
Influenza,https://www.drugs.com/answers/anyone-severe-side-effects-brintellix-starting-1640123.html,Anyone having severe side effects on Brintellix starting after 10 weeks on med?? I started?,"... Brintellix 10 weeks ago and it imprived my depression so much in beginning i thought it was a miracle drug. However, I am 10 weeks in and noticed that at week 9, started having severe flu like symptoms like headache, severe nausea, diahrrea every day all day, shakiness, increased anxiety,etc. It was like I fell off a clift. Meds were working so well and then all this started. Has anyone else had this experience??? Really need help with this. Doc wants me to take 5mg every other day to see if I get any relief from side effects. I am also noticing that depression is coming back now. Please, if anyone had similar response several months into this med??? "
Influenza,https://www.drugs.com/answers/penicillin-amoxicillin-azithromycin-flu-symptoms-662965.html,"Could I take penicillin, amoxicillin, or azithromycin for flu like symptoms?","Symptoms include: extreme sinus pressure, sputum of green variation, drainage, achy body, runny nose, possibility of a fever, and constant headache "
Influenza,https://www.drugs.com/answers/you-tylenol-cold-flu-severe-you-high-blood-3360050.html,Can you take Tylenol Cold and Flu severe if you have high blood pressure and are on high blood....,... pressure medicines? 
Influenza,https://www.drugs.com/answers/mucinex-fast-max-cold-flu-sore-throat-asprin-729540.html,"Does mucinex fast max cold, flu, & sore throat have asprin in it?",
