disease,postLink,postHeading,postContent,postTags
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/77820/concerned-about-contamination-of-a-urine-sample-for-std-testing,Concerned about contamination of a urine sample for STD testing,"I recently went to a sexual health clinic and was asked to produce a urine sample. On opening the lid of the urine sample container, my thumb slipped and accidentally touched the inside of the lid. It was a little graze either. My thumb made full contact with the inside of the lid. Before screwing the lid on the sample, I asked the nurse if I could get a new lid because of potential contamination. She said it would be fine. However, I don’t believe the nurse gave my concern much thought and was probably in a rush to see the next patient. My worry is that the bacteria on my thumb would compete for growth with the potential ghonorrea and chlamydia bacteria in my urine and possibly inhibit the growth of these cultures. So if I am positive, the test would actually come back with a false negative. Can anyone give me any advice on what to do next or if I should be concerned about a potential false negative (or false positive)?","Chlamydia , Men's Issues , Gonorrhea"
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/43415/hip-labral-tear,Hip labral tear,"I've had hip pain for 8 months now, and was diagnosed with a hip labral tear after an MRI. I've been in PT this whole time, and taking anti-inflammatory script. I've also had 2 cortisone shots. I am basically disabled at this point. I cannot bend down to pick up anything from the floor; when I go from ""sit to stand"" my hip pops and I can't walk; I have to sit back down for a few minutes and try again, which usually works temporarily. I've been to two doctors and neither one has suggested surgery. I feel like this is totally ridiculous, that at age 58 I feel like I'm 80 and cannot do anything except walk (with a limp). I was active until this started (I was a runner until I was 52, then tennis for a few years, then last year took up scuba diving). I'm beside myself that I am in this condition. Should I insist on surgery? Both of my doctors say there are ""mixed results"" with labral tear repairs. Help! :(",
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/47179/oa-diagnosed-but-still-not-convinced,OA diagnosed but still not convinced,"Hello, Overnight my first finger top knuckle was swollen and had a bump on the side of the knuckle. I watched it for a few weeks and it changed in swelling, redness and pain. Some times it would be less and some times more. I thought that maybe I hit it and didn't notice. I finally made an appointment with Dr because it was not going away and starting to affect my job and the pain was getting worse. She came in and looked and said OA was the diagnosis. A few months earlier I had a blood test and an xray for arthritis and it all came back negative. I am 45 years old and it is just in that one knuckle. The pain is now constant. Does OA happen practically overnight and can it be in just one knuckle? Use Icy Hot cream but really doesn't help. Pain is now keeping me up at night too.","Osteoarthritis , Treatment"
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/4950/psoriatic-arthritis-treatment,Psoriatic Arthritis Treatment.,Been on methotrexate several years. Just recently I had a flare-up in my fingers; as well as gout in big toe and index finger. Doctor wanted to put me on Otexla but my co-pay is 100.00. I am retired and don't want to have to pay that amount. Now she wants me to start on Remicade. My wife who is a nurse says doing meds by iv is going to the extreme. She says I should discuss with doctor about something different. Any suggestions or maybe what has worked for others.,Psoriatic Arthritis
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/42307/medication,Medication,I take methotrexate 2.5 for about 5 months but it does'nt last with relieving the pain and discomfort. I take tramadol also but still very hurtful. With such a low dose can i take 2 or 3 (i have a very high tolerance),Living & Managing
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/47753/meniscus-tear,meniscus tear,Is surgery really unavoidable ? Told we only have so much - if shaved off... even less ? Options ? Thank you !,
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/42127/balance-problems,Balance Problems,"Hi all. I’ve been diagnosed with RA for 2 years and it started in my feet. It’s now also in my knees, hips, and elbows. My feet are still my greatest source of pain. I have lost a great deal of my sense of balance. Lately I have fallen on multiple occasions. I’m not a klutz! I’ve always been athletic and have never taken a spill in my life before this. Anyone else experience this? It’s freaking me out.","Living & Managing , RA"
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/43571/sudden-onset-joint-pain-hip-shoulders,Sudden onset joint pain hip shoulders,"3 weeks ago I awoke to pain in hips and shoulders, severe enough to prevent normal walking of pullups. after 1 weeks i went to doc who prescribed prednisone. taking this for a week did not substantially reduce symptons of pain. Have appointment with rheumatologist but that not for a month.  Blood test shows C-reactive protein at 12.4, high limit is 4",RA
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/73647/latent-syphilis-transmission,Latent syphilis transmission,"Hi! I received oral sex from a previous partner. They have had a set of tests done which has come back positive for syphilis. I had a set of tests done (both urine and bloods) 2/3 weeks after the event, which came back negative for any signs of infection. Should I be worried?",Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/31614/sex-and-masturbation-after-open-inguinal-hernia-surgery,Sex and masturbation after open inguinal  hernia surgery,Alright I am looking for professional opinions and advice from experiences I recently had open inguinal hernia surgery 6 days ago. was wondering how long i should wait to have sex or masturbate I have read several forums and posts where I've seen doctors recommend returning to normal activities as soon as possible while others have recommended up to 6 weeks I won't be able to wait 6 weeks. I'm a 26 year old very sexually active male any help is greatly appreciated I have been getting erections for no reason at all I feel like I'm going through puberty again I want to get back at it as soon as possible but I'm afraid of the consequences someone please help,Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/73382/does-this-looks-like-hpv-genital-warts,Does this looks like HPV/ Genital Warts?,So about a week ago I notice two flaps of skin on the inside of my vaginal lips. I’m really concerned I had a paps smear back in March of 2018 and all was normal. I have had the same sexual partner since December 2017. I made an appointment with the doctor but it is 2 weeks from now. It’s mostly flesh color but after a few days of messing with it it has turned white on the tip.,HPV/Genital Warts
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/76547/herpes-and-valtrex,Herpes and valtrex,"I read an article here on webmd, and started to read many others on the internet all pretty much saying the same stuff. Herpes Is for life, no cure, etc etc. However I contracted the herpes virus at age 19, started having painful outbreaks over and over, taking the 5×'s a day med and getting gastritis as a side affect which was say more painful than herpes. I had a doctor give me s bag full of Valtrex samples hoping the once a day med wouldnt cause the horrible side effect gastritis. Somewhere during that time I had read more on Valtrex something about taking it as a daily regimen even when no outbreak is present will suppress the virus and in rare cases cure the virus. That was the only time I've ever heard that and the only time I took Valtrex, and the last time I ever had an outbreak and the last time an antibody lab test was able to detect the virus in my body. I took Valtrex for a year after my last outbreak cleared up, and results from many std, blood, antibody tests since would all say either I've been cured or never really had it. At the time I had the girl who I contracted the virus from, and who had spread it to others not just me, ask her doc for valtrex and take it as a suppressant to the virus like I did for at least a year. 20years later and neither of us has the virus detectable in our bodies, no outbreaks no transmissions. Is there no science to say this is possible? Why do I not even read it given to people as possible and something to try? Has there been more reports about valtrex or similar drug curing the herpes simplex virus?",Genital Herpes
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/74333/herpes,Herpes,Hello guys I recently got an std screening for everything because I kept getting this weird bumps every time I got my period they looked very similar to herpes and they were tingly and itchy. The test came back non reactive for everything. I am still getting the bumps they are forming then breaking I am now 11 weeks pregnant and afraid that I will pass the disease to my baby,Genital Herpes
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/73390/ed,ED,I hope some one can answer this. If you masturbate a lot you can end up with ED???,Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/75953/penis-glans-and-shaft-red,penis glans and shaft red,i had sex about 6 months ago and got a rash on my penis. went to the doctor and got an std test and it came back negative. i have also used antifungal creams and a steroid cream which both didnt clear anything up. i have an appointment to see a dermatologist in about 3 months and was wondering if anyone knew of anything else i could try to fix the problem in the mean time. i dont know what is wrong and it doesnt seem my doctor could diagnose me with anything.,
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/75654/testicular-discomfort,Testicular discomfort,"Hi there, I’m a 23 y/o male, and this past sunday I had sex after 2 years of not having any sexual activity besides masturbation.  Now, let me begin explaining my situation, I had sex this Past Sunday, I went for one hour straight without ejaculating and still hard after the we finished, I need to mention that since I was going super hard my penis bent twice and kind of hard, but nothing too serious since I continued. Fast forward to Tuesday, I start feeling some testicular discomfort and a slight burninf sensation on the tip of my penis after I finish urinating, but after 5-10 minutes the sensation dissapears, Yesterday I took some pilla to cleanse my urethra, since I was thinking I may have catched a UTI, and today I no longer feel the burning sensation, but the testicular discomfort continues today, Also accompanied by some lower abdomen discomfort as well, but I wouldn’t call it pain yet.  I was thinking that I may be suffering from epididymitis, also I need to mention that I used a condom at all times, so I was wondering what I should do next?? Thanks!","Chlamydia , Men's Issues , Gonorrhea"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/76756/spreading-herpes-to-my-partner,Spreading herpes to my partner,"I have hsv2, show symptoms and am on medication. I recently stared dating a woman who has had blood test and tested positive for hsv2 antibodies but has never had symptoms. It could be a false positive or she could be asymptomatic. I'm wondering if more exposure could cause her to start showing symptoms or would she be unable to get anything from me because she already has it?",Genital Herpes
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/76995/is-it-herpes-or-folliculitis,Is it herpes or folliculitis?,"Hi, I have been in a monogamous relationship for 14 months now with a male. I am female. I’ve attached a picture below of my issue that just started two months ago (slightly nsfw):     I let my public hair grow for over a month and thought it would do the trick, only to shave it and find some bumps still there. I tested positive for HSV1 back in April (I’ve had it since I was a child, actually, just cold sores) and negative for HSV2. I am worried and confused and don’t know how to get rid of these. What should I do?",Genital Herpes
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/48326/sjogren-syndrome-autommune-for-11-years,Sjogren syndrome autommune for 11 years,"Having pain in knee and leg, got a meniscus tear in my left knee and waiting to get injection with gel. Arthritis pains is no joke but I have to deal with it.",
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/48104/oesteoartitis,oesteoartitis,"I have oesteoartitis in both knees but one is worse than the other but recently my left knee popped out and now,just stepping through my front door my left door jumps out for no reason.dont no what to do,the painis getting worse evey time it popps out.should I take omega 3 oil or cod liver oil tabs.i execise every day.",Osteoarthritis
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/48555/living-with-arthritis-knee-pain,Living with arthritis knee pain,"For the past year I have dealt with pain in my right knee. Doctors have diagnosed it as severe arthritis. I have tried physical therapy, cortisone injection and gel injection. They only provide temporary relief. Now I am experiencing pain in my left knee along with pain in my hip. It's very sad for those that have to suffer and live with arthritis to be told by insurance companies that we can't have replacement knee surgery until all other treatments have been attempted. In the meantime I have to continue to suffer and be in pain daily unroll my insurance company gives the ok for me to have surgery.","Living & Managing , Osteoarthritis , Knee Replacement"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/77946/i-need-y-all-opinion,I need y'all opinion.,Okay so I had a culture swab done because I was having brown vaginal discharge with a odor. My ob gyn gave me a call back & said that it was just yeast infection nothing serious well after treatment almost a week later the same problem happen. I was treated for BV & the same problem happen again. Anybody know what this could be I'm so confused! And my ob said there are no signs of an STI or any other infection so why is there a discharge with such a foul odor? Also I haven't slept with anyone.,Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/79885/fungal-like-rash-on-head-of-peis,Fungal like rash on head of peis,"Doesn’t really itch, doesn’t hurt at all. Sorta feels like an athletes foot rash. Please let me know what you think it is Here’s a photo","Chlamydia , HPV/Genital Warts , Men's Issues , Gonorrhea , Genital Herpes"
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/39968/knee-arthritis,Knee arthritis,"I'm a 64 year old athletic woman, who was diagnosed with stage 4 arthritis in my knee. My left knee has a baker cyst - the knee swells often, and doesn't like any activity, including swimming and yoga! Would like some advice as to what activity works best in order to prevent more deterioration of the bone. Also, proven supplements that can help swelling (besides, turmeric and ginger).",Osteoarthritis
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/40140/all-bloodtests-for-ra-are-normal-is-it-really-ra,All bloodtests for RA are normal; is it really RA?,"My CRP, Ab tests, SED rate - all are normal. But I have typical symptoms and the drugs help (some). So worried it is something else (worse). And that I'm on immunossupressants for nothing. Anyone else? My doctor says it's unusual but not impossible.","RA , Symptoms"
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/37925/swelling-of-ankles-wrists-knees-discoloration,Swelling of ankles wrists knees; discoloration,"Early January I had an episode of swelling with a very red coloration in my lower joints.  My MD put me on prednisone — all swelling went away  An “RA” panel was negative for RA and Lupus. The prednisone round is finished, but the swelling and pain is back. The only clue I have is that I had a massage two days before the first episode. My doctor seems “stumped” as to the cause of this. I have to do something about this though. It is not going away. Any thoughts?","Living & Managing , Osteoarthritis , RA , Symptoms , Treatment"
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/39826/swollen-index-middle-fingers-on-both-hands-and-swollen-3rd-4th-toe-on-both-feet,Swollen Index & Middle Fingers on both hands and swollen 3rd & 4th toe on both feet.,"Pretty much as the title says, swollen fingers and toes. Healthy for the most part. Work out. I've been dealing w/this issue for about a month now. Never had these issues before. The swelling gets bad to where I can't completely make a fist. My throat has also been sore too for atleast a month, but i'm not sure if it's my throat. I can eat and swallow just fine w/o any pain. Only can feel the pain when I yawn and swallow w/nothing in my mouth. I've went to the Emergency Room 3 times for these problems already w/in the past 2 months. Also had a rheumatology appointment a few days ago. I'm not sure if it's Arthritis, but this seemed like the closest tag to put this post under. Any help or advice would be very appreciated.",Symptoms
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/41985/all-about-antioxidants,All About Antioxidants,"They’re sometimes seen as a kind of magic bullet for different health problems – and some antioxidants like omega-3 fatty acids and flavonoids could even help protect against arthritis. Find out what foods to eat to get these antioxidants, and what else they could do for your health, here:  What are your thoughts?",
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/40289/swelling-of-left-foot-and-ankle-area,Swelling of left foot and ankle area,"About two months ago I was diagnosed with gouty arthritis at the same time I was having a major reaction from the 2nd pneumonia vaccine. Things you hear associated with gout, red meats, shell fish, alcohol are not things I have on a regular basis. My PC gave me a heavy dose of steroids, Colchicine-when the swelling went down I was put on Allopurinol as a maintenance drug. I still have pain on the top of my foot even though the swelling is minimal. What causes the the crystal to form and should I be doing anything else. I also had knee surgery on that leg about 4 months before the episode. I'm one of eight sibs and no one else in the family has gouty arthritis! I have been diagnosed with Osteopenia (?). .",Symptoms
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/31337/can-turmeric-help-with-ra-pain,Can Turmeric Help With RA Pain?,"A number of home remedies, including turmeric, have been reported to help ease RA pain. But can turmeric and things like gin soaked raisins, bee venom, copper bracelets, and more really help you?  See which of these home remedies have been debunked, and which need more research:    What do you do to ease your pain?","Living & Managing , RA"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/70683/testicle-question,Testicle question,"So how many nerves or nerve endings are in the testicles. Before you answer I want to know the number. 2nd, I was wondering because I figured there was a lot because of how sensitive our testicles are",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/70666/devistated-by-new-hsv2-diagnosis,Devistated by New HSV2 Diagnosis,I woke up last Tuesday with a swollen vaginal area. I went immediately into my gynecologist’s office. I’ve been suffering for a week with the swelling and what turned into bumps and excruciating pain. I just received the call from my doctor that my test results were in and I tested positive for HSV2. I’ve been married 13 years. All I know for certain is that I’ve not been with anyone else in all these years. My husband has no symptoms. He says he never has. I’ve never had any symptoms. Is it possible one of us could have had this prior to our relationship and not known it?!?! Never had an outbreak?!? We’ve both been holding out hope that this wasn’t Herpes. Not sure what do think or how to live with this. I have to tell him when he comes home from work.,"Women's Issues , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/71289/negative-results,Negative results,"Last year, February, I had chlymadia from a random hookup but was immediately clear. During that time i was starting a relationship with a girl who im still on and off with. Back in September, 2018, i had a full std screening, hep c, hiv, hsv1/2 chlamydia, gonorrhea and syphilis. i was negative for all. My question is, even though im negative I have a silly worry that i gave my partner something. She has seen my papers and knows im clear. Should i be worried I gave her something?","Chlamydia , HPV/Genital Warts , Gonorrhea , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/72128/reoccurring-uti,Reoccurring uti?,"Hi, I got a uti and visitors the doctor to receive testing and antibiotics. A day after finishing them, my uti returned. Has this ever happened? Is this normal? I have not been sexually active since first being diagnosed. My doctor just prescribed another round of antibiotics. Any advice is appreciated.",Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/72228/potential-balanitis,Potential balanitis,"Hi guys, I’m 17 years old (18 in a few months) and I’ve had a rash around the base of penis glans for about a year now and had some discomfort while urinating ages ago, with a slight bit of scarring on my glans but have been too embarrassed to go see a doctor and get a proper diagnosis. Ive only had sex once and it was protected with another virgin, so I thinks it’s close to impossible that it’s an std. I’ve been using an anti fungal cream (chlotrimazole) for a while now and I have seen an improvement, however the rash is still there. Can somebody please suggest a potential treatment so I can get rid of this thing once and for all, it’s starting to cause me significant stress and anxiety :/  Thanks!",Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/70866/contracted-syphillis-took-penicillin-after-unprotected-sex-from-csw-scared-of-hiv-so-did-a-hiv-rna-pcr-at-21-days-came-back-negative-how-accurate-is-this-test,Contracted syphillis took penicillin after unprotected sex from csw.scared of hiv.so did a hiv rna pcr at 21 days came back negative. How accurate is this test.,Pls respond.,Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/71681/could-i-have-hiv-or-hep,Could I have hiv or hep?,So I've had zero sexual contact in months but my vaginal area and all around it is extremely swollen and red and bumpy and I've been constantly having diarrhea and im always freezing cold. I feel like it may be something I was given when I got a tattoo recently with a possibly dirty needle from an artist who was being a dick. The tattoo area is red and itchy and peely. All these symptoms began around the same time. I'm concerned. Please help.,"Chlamydia , Women's Issues , HPV/Genital Warts , Gonorrhea , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/71321/steroid-cream-on-penis-glans-making-skin-redder,Steroid cream on penis glans making skin redder,I have had red spots on my penis for a couple months now and now my doctor has decided to try a steroid cream. I have been using it for 3 days and when I first apply it the redness goes down but after a couple hours the redness gets worse than it was before. Should I stop using this steroid cream? I’m asking on here cause I can’t see my doctor for another 3 weeks. I have been tested for stds which came back negative and I’ve tried anti fungal cream and coconut oil.,
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/72091/strange-bulge-just-under-penis-glans-painful-to-touch,Strange bulge just under penis glans (painful to touch),"Hi there, I am 19 years old, never had sex but have done other intimate acts with a partner, however, not recently so I would not think this is a cause. A couple of days ago I noticed a strange lump on the right side of the shaft, just under my penis head which is slightly painful to touch but other then that it’d go unnoticed. What makes it harder is that I do have Phimosis, so I cannot investigate at the cause under the foreskin. Any ideas at what it could be, I am planning on visiting a doctor but would like some advice or general ideas. Thanks.",Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/73124/possible-herpes,Possible Herpes?,"So about a week ago my boyfriend and I had anal sex (on a Wednesday)...Thursday he noticed he had 2 small blistery bumps on his shaft which he popped and they started to heal. Friday of that same week we had sex again (with a condom) and I was constipated so I ended up tearing my rectum/anus. Went to the doctor, she didn't notice anything-simply gave me a steroid/lidocaine cream for the anal fissures. The fissures are almost completely clear but I did notice some small blisters on my labia and now there are some on my bottom too-also, my groin glands are swollen and I have had a migraine all day. The blisters feel better with bathing but not 100%. I have never been sexually active before, never even had vaginal sex. My boyfriend has had a few sexual partners in the past but has NEVER had symptoms with any other women he's been with. Should I be worried or not?","Women's Issues , Genital Herpes"
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/42037/just-diagnosed-with-ddd,just diagnosed with ddd,Just found out I have disk degeneration disease of the hip. Been to the dr. several times and they just finally did an x-ray. I also have osteoarthritis and osteoporosis. Through computer research I now realize ddd is osteoporosis. Just so frustrated with all the ailments and all cause pain!!!,
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/42145/back-tingling,Back tingling,Had mild lower back pain on right side (kidney area) when i bent over or bent my head down. Now i have had no pain for a few weeks but my back tingles and front right of stomach area when i bend over.  Could it be a pinched nerve? Should I stretch or exercise my back.,
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/80037/pain-for-partner-during-sexual-intercourse-symptoms-showing,Pain for partner during sexual intercourse. Symptoms showing?,"My last unprotected sexual partner was almost 10 months ago. After i had sex, I feared having an STD/STI because my penis just felt abnormally warm. I waited a few weeks and got tested for gono and chlamydia. Negative for both. After i was tested, my mind was at ease and that symptom went away. I was even tested again a few months later by a different doctor and chlamydia trachomitis+Gono came back clean again. Still had no symptoms but I wanted to make sure.  Fast forward to now, and I have since been in a monogamous relationship with my girlfriend which began about a month after that encounter. Me and her had unprotected sex about a month after my previous encounter. And we’ve had sex like rabbits for 9+ months now. Except recently, she experienced some terrible pain during sex. To the point where entry is not happening. She insists that it may be a result of friction and lubrication, which can always be better. We used a glycerin based lube and I foolishly placed a dab on her clitoris during cunnilingus and it burned when she peed.  We’ve went this long with zero symptoms or issues during sex. Now, I have been urinating frequently possibly due to anxiety about this. I’ll experience a light lower back discomfort which I would describe as internal. And I tend to have an “itch” around the head area maybe once or twice a day. Not persistent to the point of discomfort or emergency, but an annoyance every now and then.  She doesn’t have a frothy discharge. No foul odor. The only itching or pain vagina-wise is during sex and post-shaving around the pubic area. She’s complained of fatigue recently as well? I’ve called nurses and they insist that it isn’t a yeast infection because there’s no discharge. I went to the ER as well for dry skin on my shaft area and they said it does not look like yeast either.  I’m having anxiety about this because I truly have been monogamous and me and her have been on a roll in our relationship. Meeting each other’s families, becoming healthier everything. I’m fearing that something pre-monogamy may be an STD and cause her to think I cheated and ruin everything.  UTI? Yeast? Trich?  Coming back clean on STDs three straight times has me uneasy on what could’ve sparked this random discomfort for her and symptoms in me.  TLDR;  Symptoms in partner and I popped up a month ago. Last sexual partner was 10 months ago.","Women's Issues , Men's Issues"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/80036/raised-clear-bump-on-pelvic-region,Raised clear bump on pelvic region,"I have had this one raised bump on my lower left pelvic region for about two weeks. It doesn’t hurt, itch or burn. It doesn’t quite look like a skin tag. It’s clear and looks like what a blister would look like but very mild and doesn’t bother me. It’s just raised and deflated. I’m not sure what it is. Doesn’t bother me and it’s very small. But I notice it. Any ideas?",
Arthritis,https://messageboards.webmd.com/health-conditions/f/arthritis/67155/coming-out-of-remission,Coming out of remission?,"I was diagnosed with RA in May of 2014. I took Methotrexate and various different biologics, trying to find one that didn't give me petechial rashes. I was on Enbrel last year. In November I was diagnosed with breast cancer, so I stopped all RA medications in preparation for surgery. Then after surgery my doctors told me to stay off those meds during radiation as well, which occurred in February and March. After finishing all my treatment, I went back to my rheumatologist, who asked how I was feeling. I said fine. No symptoms. So he said just stay off the RA meds until such time as you need them again. So I guess I have been in remission for at least 10 months. But starting about five days ago, I am getting a general feeling of malaise, feeling tired and kind of swollen and puffy, and my hands, feet, knees and shoulders hurt. I almost don't want to even say it, but I am afraid I am coming out of remission. Has anyone else gone in and out of remission? Does it sound like that is what is happening?","Living & Managing , RA , Symptoms , Treatment"
