disease,postLink,postHeading,postContent,postTags
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38824/penis-issues,Penis issues,I think it's a vein it's on the top side of my penis but it's hard and feels like it has knots in it.,Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38821/stds-from-massage-parlors,"STDs from ""massage parlors""?","I just learned that my partner has had upwards of 300 intimate encounters at massage parlors over the past 10 years. He claims that it only involved handjobs and I suspect table showers and nothing more intimate, but I cannot trust this.  I am going to be tested tomorrow but am looking for insight into how prevalent STDs are from these kinds of establishments.","Chlamydia , Women's Issues , HPV/Genital Warts , Gonorrhea , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38803/white-wall-slightly-raised-inside-bottom-side-of-my-penis-tip-urethra----what-is-this,"White wall, slightly raised, inside bottom-side of my penis-tip urethra -- what is this?","My story is that on December 15 I received oral sex on my penis. I ejaculated in her mouth, and then the experience was over, which I immediately regretted. This was my first time engaging in this kind of risky behaviour with someone I did not know. When I got home, I washed my penis with soup. I think I even put shampoo inside. I was pretty rigorous, as I felt very dirty from the behaviour. Of course, the shampoo hurt and made me feel stinging sensations at the tip of my penis. Next, I went and got myself tested on December 19 for everything imaginable. The big ones were HIV, HSV, chlamydia, gonorrhoeae, syphilis, hep B, and hep C, which all turned out negative. I felt good about that until I opened my pee hole and looked inside. The bottom wall or canal of the urethra was white in colour. It is slightly raised and it seemingly travels down the urethra tube for as far as I can see with a flashlight. I immediately panicked and realized I did all my tested way too soon. I can’t remember if I was feeling stinging inside the tip of my penis before looking inside, or if it started again after, but either way I have been feeling discomfort ever since December 15, and with the white appearance I see inside, I’m in even more discomfort. So on December 29 (2 weeks after high risk incident), I took a test for HSV 1 and 2, and it came back negative again. On January 2 (2 weeks + 4 days), I took a test for chlamydia and gonorrhoeae, which also both came back negative again. Still, the tip of my penis was irritating me. I couldn’t stop thinking about it. My underwear was bothering me. I felt rubbing against the fabric. It was getting red on the exterior of the tip of my penis, and I was frantically always checking, touching, and squeezing open. I even tried masturbating several times through this tough experience simply to see if that would get rid of the pressure and irritation I was feeling, but it only seemed to make things worse. I was feeling like my life was over. I’ve cried myself to sleep two times. That’s how shaken up I’ve been. So I went to see a doctor on January 6 who was not mine, because I felt ashamed to see my own. My doctor is actually quite rude and makes me feel uncomfortable, always brushing me off like my problems and concerns are not worthwhile. That’s besides the point though... so I saw a doctor and she gradually looked and just told me it was my urethra and not to worry. I tried taking that to heart but I felt like she didn’t even look closely. Just peered over and probably my angling of my penis towards her visual perspective was not the right angle, because from my vantage point I could clearly see it, while she sat in her chair not getting up to try and look. So as I reassessed that moment, I regressed back to my worries. On January 29, I went to see my doctor. He didn’t know what it was. I asked him if it’s normal? He said, “What is normal?” I said I don’t know, I’m not a doctor. He said anything can be normal. He berated me for even worrying and told me not to have sexual contact without protection, and yes I know, I get it that I screwed up. I have this mysterious irritation though with this mysterious appearance, and so I need answers. He took a swab for HSV, and I’m awaiting those results. I have another urine test to do to check for chlamydia or gonorrhoeae, but I feel like this will all come back negative again. My doctor thinks it could be HPV. I have had genital warts before on my scrotum, but those haven’t appeared for over a year and a half, going onto two years. Never had a bad breakout of that. It was so minor. Removed with the ice freezing or whatever it was, and they haven’t returned. Could this whiteness inside my urethra really be HPV? If so, how would I get rid of that? I asked my doctor, and he said you don’t. But really? If I can’t get rid of it, will I become infertile? Basically I am looking for answers. I have no answers at this point. I’m very confused. I can draw up any possibility without any concrete confidence that I’m correct about anything Help needed, please and thank you!","Chlamydia , HPV/Genital Warts , Men's Issues , Gonorrhea , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38976/itchy-lady-parts,Itchy lady parts.,"Hello. I have been having an issue for about a year now. My vulva is itchy, it is at the top above my clitorus. It seems to be right at the edge of the hair line. I have noticed in that area cuts. The best way for me to describe it is that it looks like a paper cut. I have sensitive skin and get a rash on my breasts and hips. A dermatologist told me it was yeast but the ointment I was prescribed didn't help. I wasn't sure if that rash had something to do with my itchy vulva or not. I do get vaginal yeast infections easily but I always know cause I'll get the discharge that goes with it and intense itching. The last yeast infection I had I got from using body wash that we keep at the hospital I work at, I had to stay at the hospital because of bad weather. I haven't been sexually active in 2 and 1/2 years. I had STD testing in 2016 and it was negative except for HSV-1. The itching has become very tiresome. It'll calm down for a few weeks and then it starts back. I would just like an idea of what's going on and if it can be treated. Thank you.",Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38804/sexual-bleeding,Sexual bleeding,During sex my penis started bleeding a lot. On closer look it seems like the skin connecting the tip of my penis snaped/tore partly. What is the best course of action,Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38941/month-long-period-fed-up,"Month long period, fed up","Im 18, and I have had one shot of depo provera at the end of november, and I have been on my period since Jan 2, 2018 (its now Feb 1, 2018). My doctor put me on 2mg estrogen pills, they didnt stop the bleeding. Then they put me on the pill, im on my second week of the pack and im still bleeding. Is there a way to STOP this bleeding? I have had enough! Im so tired of bleeding. Does anyone know how to stop your period IMMEDIATELY?",Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38846/beard-burn-gone-wrong,Beard burn gone wrong,For taken all the advice in the Internet (lol) to help my beard burn . I think I actually burn it . I have the burn in my chin and it dark . I don’t know if I should put dark spot remover or what to do . I want it gone.,Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/591/boyfriend-keeps-giving-me-yeast-infections,Boyfriend keeps giving me yeast infections,"I love having sex with my boyfriend. But he isn't always very hygienic. I feel as though after I have sex with him when he hasn't washed for a long time, I get a yeast infection. I've gotten 2 yeast infections in 3 months (or even a little bit less). Keep in mind, I've NEVER had a yeast infection before in my life. Is this possible to get yeast infections from this? And How do I tell him in a nice way?","Women's Issues , Men's Issues"
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/53517/news-eat-fish-twice-a-week-to-ward-off-heart-disease,News: Eat Fish Twice a Week to Ward Off Heart Disease,"The best choices are oily fish with large doses of omega-3 fatty acids. The options include salmon, albacore tuna, mackerel, lake trout, herring and sardines. Click here to read more:    Share your thoughts! What are your favorite heart healthy recipes?","Exercise , AFib , High Blood Pressure , Diet , Heart Failure , Heart Attack , Heart Disease , Cholesterol Control"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9367/blowjob-after-condom,blowjob after condom?,is it safe to do a blowjob after removing a condom? there might be chemicals in there that are not safe for intake,"Women's Issues , Men's Issues"
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/83820/what-s-your-heart-trying-to-tell-you,What's Your Heart Trying to Tell You?,"Find out why symptoms like arm pain, fatigue, lightheadedness, and nausea are signs of heart trouble -- and what you should do about it.  Click here to learn more:","Exercise , AFib , High Blood Pressure , Diet , Heart Failure , Heart Attack , Heart Disease , Cholesterol Control"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/48235/hsv-or-canker-sore,HSV or canker sore???,please help ID,"Women's Issues , Men's Issues , Genital Herpes"
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/84132/blood-test-results,Blood Test Results,What does the following combination suggest is going on? What does low MPV level and high Fibrinogen Activity Level mean test scores?,"AFib , Heart Failure , Heart Attack , Heart Disease"
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/84389/i-think-i-have-been-misdiagnosed,I think I have been misdiagnosed,"What the right way to go about it? Firstly my gp was saying a just needed rest then I reached a point of vomiting and a terrible headache for hours. I have had tests conducted (many ecg, 24 hours monitor and echocardiogram) the guy said he didn’t need to look at the results as he already knows what I have. Ended up in hospital again and another doctor (different department) believed I had something else. Where do I go from here as I believe the second doctor is right?",
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/51253/exercise-with-bicuspid-aortic-valve-bav,Exercise with Bicuspid Aortic Valve(BAV),"I was recently made aware that I have BAV (probably since birth). The doctor said that functionality of the heart is normal with MILD regurgitation. ECG and Stress test was normal. I workout regularly, mainly heavy lifts on compound exercises, between 5-8 reps, depending on the exercise. After reading online I realize this might be a problem although my cardiologist said no lifestyle changes and to lower the weight so that I can do 10 reps without over doing it. I’m asking if anyone has experience working out with BAV and can offer advice. Thanks.","Exercise , Heart Disease"
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/6889/heart-rate-jumps-when-i-stand-up,Heart rate jumps when I stand up.,My heart goes from 70s to 110 as soon as I stand up. Because of this I stay in the bed for the last week. I had a mri I think its called to check my heart and other things. Nothing came back. I had my blood tested checking heart and nothing came back. A xray and nothing came back. Any help?,
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/51421/chest-irritation-help,Chest irritation help...,"I am a 36-year-old male who has been recently having chest, stomach and back pains. I actually went to the emergency room about a week ago because I was so nervous about this. 3 days prior to going I had lifted twenty two 40 lb soil bags multiple times to and from my home. I am pretty sedentary and not used to physical exhertion. I had pain going down my left arm and chest area so that was the most concerning to me. When I got there they took blood ran EKG and checked my blood pressure a couple times. They told me my blood work, ekg and blood pressure were all great and sent me home saying I probably pulled something. I wound up going back 2 days later because I can’t seem to shake the irritation. It vanished from my arm area but remains in my chest. Sometimes I feel pain on the right side and sometimes to the left. My back also hurts. It also feels like a lump in my chest area when I swallow. As if I’m swallowing a large chunk of something . The second ER visit was the same but they added a chest x Ray to the mix. Once again they said my blood work, ekg, blood pressure and x Ray were all great. They sent me home and Now im here two days later still feeling gross in my chest area. Could this really just be a bad strain or muscle pull from lifting such heavy things as someone very sedentary?? Should I have asked for more thorough tests? Could it be arteries or something else they are missing?? Please help.","Heart Failure , Heart Attack , Heart Disease"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/48234/what-to-do-now,What to do now?!,I started taking new birth control pills last Friday and today while in the process of taking my pill for the day it fell and I couldn’t find it. Now I don’t know if to just skip today and continue tomorrow like nothing or what shall I do? Help!,Women's Issues
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/26784/icd-battery-zero---will-it-have-any-adverse-impact,ICD Battery Zero - Will it have any adverse impact?,I had an ICD for last 10 years following MI and low ejection fraction-30%. It was installed as a precaution. Even though my EP report was negative. It never fired in last 10 years. My ejection fraction has since improved above 40% and I am doing very well. Now the battery life is approaching zero.  I do not want to get the ICD replaced.  Will I have any problem letting the ICD remain installed with battery fully discharged?,
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/51950/arrythmia-caused-death,Arrythmia caused death,"My son died suddenly at almost 23 yrs of age. The coroner found asolutely nothing in the autopsy. He told my counselor that after conferring with other coroners that he felt his death was due to heart arrhythmia. His death certificate says “undetermined” because the coroner cannot prove that was the cause because an episode of arrhythmia doesn't leave any signs or cause damage that can be seen. He also told her that he felt that even if I would have been there, it would not have helped because he appeared to have died immediately. I found him so I know what the scene looked like; he had been lying there for approx. 8 hours. Actually at this point I don't want to think otherwise. I know that its probably true but my heart breaks that I wasn't there & possibly could have done something.  My son literally dropped dead. He was still holding his toothbrush so I feel certain he didn’t even try to break his fall.  My question(s) is whether it is possible that at times his heartbeat was off but he just accepted it and did not find it alarming? He played soccer from 1st grade to 12th grade. I would have thought it would have presented itself during those active times.  He was healthy and so he didn't visit the doctor on any kind of regular basis. He did have major ear infections and tubes were placed in his ears on 3 separate occasions before the age of 7. He had one other surgery at the age of 18 to have his adenoids removed , so he was in surgery four times in his life. Is it really possible that there were no signs of trouble but then have one episode that killed him?  At the time of his death he was under a lot of stress about his higher education. He had just grafuated with a bachelors degree & was under a time constraint. Although he always had a very high-strung temperament he did fine in life but at home he could be trying, lol! He was always moving, it seemed, and had some anxiety but managed to control it. He presented some depression signs when away at college which I recognized because of my own depression.  I know there is no absolute final answer. It has been 8 years but as a Mother it never leaves me. I do not feel guilt so I'm not looking for absolution. I think I just want to know how someone can appear to be so healthy (he did smoke & drink but moderately) & then drop dead 4 hours later? How can that happen? Did I miss some signs? Did he?  I know I rambled on & I scattered some questions throughout. I understand that knowing more information does not change anything. I really want to know if there were signs that were easily overlooked. Thank you.",Heart Failure
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/51832/broken-heart-syndrome-can-you-die-of-a-broken-heart,Broken Heart Syndrome: Can You Die of a Broken Heart?,"We discuss broken heart syndrome, a condition that occurs when stress and a troubled mind affect the heart causing symptoms that can mimic a heart attack:  .  Share your stories! Can someone really die of a broken heart?","Exercise , AFib , High Blood Pressure , Diet , Heart Failure , Heart Attack , Heart Disease , Cholesterol Control"
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/51953/squats-causing-veins,squats causing veins?,i’ve recently started to do 100 squats a day and i’ve started noticing bluish veins on my thighs. is it because of the squats? is there a way i could continue to do squats without the veins getting worse?,
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38422/penile-discharge,Penile Discharge,Hi please I'm 22 years old and I'm experiencing this sticky discharge when I urinate. I had masturbated for about 6 years now and don't know if that's the cause because I've done urine culture and it came up negative . There is this big rashes around my testicles and also a recurring itchy rashes on the tip of my penis. Also I feel this itch insidemy penis,Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38434/please-help,Please help!,"I am a 28 year old male, and for the last week have been experiencing some mild pain in the tip of my penis. It comes and goes every few hours, and is not severe in any way, but it still makes me a little uncomfortable. I have spent some time trying to determine what could be causing this, but am not having much luck. I've read about UTI's, STD's, bladder/kidney stones, urethritis, even penile cancer, but all of those conditions have some intense symptoms (burning or pain during urination/erections, blood in urine, darkly colored urine, fever/chills, lower back pain, etc.) that I don't have. Aside from the extra sensitivity at times, everything else is normal. Am I overreacting?  I realize I could go to the doctor, but my symptoms are so occasional and mild that I'm not totally sure it's necessary. Could this possibly just be some kind of inflammation that will go away in some time? Any input would be great.",Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38419/prostatis,Prostatis,"Hi there, i am a gay male and a bottom during sex, i was recently diagnosed with an enlarged prostate and epidymitis in my right testicle and nothing came up that was worrysome on my urinalysis,i was urinating frequently because of the enlarged prostate, my gp prescribed me ciproflaxin 500 mgs 2 per day for 2 weeks and it seemed to clear it up however i still had a bit of pain in my testicle so i went back and got another 2 weeks worth of antibiotics, but last night i had sex, and it seems that im urinating frequently again, i was wondering the correct preparation for anal and why it keeps making my prostate enlarged and what are the ways i can do it without making my prostate enlarged, i want to continue having this kind of sex but i dont like the uncomfortableness of frequent urination",Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/30919/how-can-a-vagina-become-suddenly-loose,How can a Vagina become suddenly loose?,"I have been married for a year now and our sex life has been great up until two months ago. My wife and I have been having problems. I broke my foot in three places and I was put on Percocet. When I was taking the medicine, I could not maintain an erection. After being with the same person sexually for a while, you can tell if something is different. We have never had an issue with size. We seemed to fit eachother perfect. But recently I have noticed that my wife's vagina does not feel the same. I cant feel her while having sex. She has become loose.  I want to know if there is any medical reason that could cause a vagina to become looser. I fear that she has been with someone else.  SOMEONE PLEASE HELP ME!",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38424/prostatitis,Prostatitis,"Hi there, i am a gay male and a bottom during sex, i was recently diagnosed with an enlarged prostate and epidymitis in my right testicle and nothing came up that was worrysome on my urinalysis,i was urinating frequently because of the enlarged prostate, my gp prescribed me ciproflaxin 500 mgs 2 per day for 2 weeks and it seemed to clear it up however i still had a bit of pain in my testicle so i went back and got another 2 weeks worth of antibiotics, but last night i had sex, and it seems that im urinating frequently again, i was wondering the correct preparation for anal and why it keeps making my prostate enlarged and what are the ways i can do it without making my prostate enlarged, i want to continue having this kind of sex but i dont like the uncomfortableness of frequent urination",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38407/std-question,STD Question,"Hello! I am a teenage girl having an argument with my dad about STDs and I was hoping you could settle it! I was wondering if it is possible to get herpes from having a cold sore that is not herpes related. Like if somebody who doesn't have herpes has a cold sore, and performs oral sex on someone who also doesn't have herpes, can either person get herpes from this? I know that it sounds like a stupid question, but my dad will not accept that he is wrong! Thanks :)",Genital Herpes
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38165/genital-herpes,Genital Herpes,"Hi, everyone! I started having this symptom a year ago and it’s been reoccurring every now and then. The thing is, the rash only appears on my pubic hair region. I had unprotected sexual intercourse twice before with my partner. I had a total of 3 check ups. The first time was on March 2017. I was negative for HIV but postivie for a mild STI infection. The name of the disease which I forgot was something called “cocci”, but the one in-charge said that it was just mild. I was given a medicine for it but I was not able to have a follow up check up to know if I was cured or not since I had to go abroad the next day. The penile discharged that I was experiencing was gone so I thought I got better. To be sure, some time between late April and early of May 2017, I went to the social health clinic of Manhattan in New York. I took a urine and blood test there as well as an examination on the rash. They couldn’t tell what rash it was since It was almost healed and Ibwas advised to go back when it’s still fresh so that they can get a sample. The results came back two weeks later and it says online that I was fine. There were no diseases or any STD found. I was still having the rash and that’s when I decided to go back and asked if the rash that I was having was Herpes. The personnel said that it could not be Herpes since the result I got was all clean and he said if there’s anything that I’ve got then it should have shown in their test. Based on my research online, there is a separate test for Herpes and it includes blood test which I had in the clinic but was not sure if detecting Herpes was one of it. I got back to my country and had my follow up check up some time between August and September 2017. The result was also negative for any STD including my previous infection. Also, when I’m just at home, I only wear boxers ‘til I go to bed and I just started wearing boxers last 2 years. My country also has a hot weather since I live in South-East Asia. So I think that it’s just a rash from being sweaty and exposure to bacteria.  Attached to this post are the pictures of my rash on my pubic hair region. Herpes photos online resembles to my rash but I’m still hoping that it’s just a normal rash.  Thank you for any answers or suggestions and please respect my post.",Genital Herpes
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38569/ive-got-a-question-about-my-sexual-health,ive got a question about my sexual health,heyy guys so last saturday i had protected sex with a prostitute at 4am but at 7pm i shaved my pubic hair with a hair clipper and that made a few cuts so my question is do i have chance on a sti? and the next day my penis has been feeling weird so my next question is do any of the sti symptoms show the next day?,"HPV/Genital Warts , Gonorrhea , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38384/i-need-help-please-help-me-my-penis-hurts,"I need help please help me
My penis hurts","I am 25 year old male  I went for body massage in massage center , were i recieved body to body massage  After few days  One white blister appeared on my penis painless though  But within 1 week 2 more came red coulored  And then the pain started  They increased in number.  I went to doctor he says 99% i have herpes  I am scared  I am not married  Never had sex  Now i am on medication  All blisters are gone  And there are few red dots  Surrounded by white paste(very less) on my penis  I have extreme pain in upper part of penis  And it burns in the tip of penis  And a little pain while i urinate  Do i have genital herpes please help  he called me for blood testing  By the way in body to body  My genital was touched by her veginal discharge And  my report says  IMMUNE RESPONSE IS DIFFICULT TO IDENTIFY DUE TO CROSS REACTIVITY , BETWEEN HSV1 AND HSV2 ,INITIAL LOW IGM RESPONSE GIVES RISE TO IGG RESPONSE WHICH REMAINS IN SYSTEM AT LOW TITERS DURING LATENCY OF VIRUS  REINFECTION/REACTIVATION IS PATIENT DEPENDENT  THE PATIEN MAY HAVE IGM RESPOSE OR NOT IGG RESONSE MAY LIGHTEN OR MAY NOT  SEROLOGICAL TECHNIC CAN BE USEFUL IN DIAGNOSING PRIMARY HSV INFECTION AND PROVIDING EVIDENCE OF PAST INFECTION  HSV IGG  HERPES IGG 1 .26  HSV IGM  HERPES SIMPLEX VIRUS HSV 1 .17 I will get tested tommorow for hsv 2 igg  if it is not herpes (i hope)  Then what it could be because it was  1 blister white  Then Red rash  Then 2 more red coloured blister  Then pain started  Then red painful small dots  Then cuts  Then fever  Numbness  Itchying  Pain while urinating  Burning  Then it started healing  Then white smegma  Dots started disappearing  Cuts started healing  Now no physical sign of anything  But there is a tingling in my  Penis and in testicals (more in testicals)  From last 3-4 days i am having hard on at nights  Last night  I had night fall  And now again there are small red dots on my penis  Like mosquito bites  I feel itchy and tingling  I am really worried  I have given blood for hsv2 igg and igm  Reports will come tomorrow","Chlamydia , HPV/Genital Warts , Men's Issues , Gonorrhea , Genital Herpes"
