disease,postLink,postHeading,postContent
Scleritis And Episcleritis,https://patient.info/forums/discuss/recurrent-episcleritis-hope-possibly--667551,Recurrent Episcleritis.  Hope.  Possibly!!,"This is my third flare up since year 2013.   Was given loads of pain killer and round of steroid eye drops for months and yet problem not resolved.    I went to see a opthamologist who sub specialty is inflammatory disease.  According to him, I am having a nodular type on my left eye only. My Intra ocular pressure is high at 22. He suggested to put me on oral steroid therapy for 4 weeks. Steroid eye drop and timolo to bring down the eye pressure.   My prednisone dosage schedule is 40 mg /wk, 30 mg/wk, 20mg/wk and 10mg/wk.  Now that i am in my 3rd week of prednisone.  My left eye inflammation improve immensely.  Never felt any better before.   Is no doubt prednisone though is effective to calm inflammation but it does not come without many side effects.  When I was on 40 mg prednisone, I felt nauseous, tremor, vomitting and low energy.   I  was hungry all the time but unable to eat due to bloatedness.  As the dosage reduce the side effect is less.    I was told his other patient having similar problem get cured after oral steroid therapy.  I hope so too because it is not pleasant to take prednisone.   And I want to get cure permanently!   0 likes, 4 replies "
Scleritis And Episcleritis,https://patient.info/forums/discuss/newly-diagnosed-episcleritis-663825,Newly diagnosed episcleritis ,"Hey all,  I was just diagnosed with episcleritis. Ive had it twice now in the past 3weeks.  Reading on this, looks like i'm going to continue getting these horrible eye flare ups.  I'm curious, has anyone tried   as an alternative to  ? Did it work or help anyone with pain or recurrent flare ups?  0 likes, 2 replies "
Scleritis And Episcleritis,https://patient.info/forums/discuss/epi-scleritis-management-and-control-683000,Epi scleritis - Management and control,"Hi All Been a while I stop updating my epi scleritis condition.  I am  on remission since my last episode in May 2018. I am living with epi since 2013 with no underlying diseases.  I noticed my epi recur on the same left eye early this month.  Is distressing!  This time I use pred forte 4 x  a day, timolo maleate twice daily and arcoxia 90 mg twice daily.  Apart from this,  I am on supplements too.  I take nuvapine A 320 mg , grapeseed 15000 twice daily, ocumin ared eye vitamins, epo with fish oil and red yeast with CQ10. On the third day I can see the redness reduce significantly.   In my last bout, arcoxia 90 mg does not help.   I had to be on oral streoid therapy.   Possibly because of the supplements I take, arcoxia does help this time.   If can take turmeric as well.  Turmeric calm inflammation. I am sharing this hopefully those who are in same condition can give it a try.   As we know, epi has no cure, no prevention and no known cause.  Most ophtalmologists would prescribe oral steroid when all drugs fail.   Steroid is a powerful drug and it control your symtoms and do not heal.   Healing is left to your body's capacities.  Go natural with the right supplement and dose, it helps. I hope someone who battle epi tirelessly would find this sharing a relieve.   All the best. 0 likes, 0 replies "
Scleritis And Episcleritis,https://patient.info/forums/discuss/scleritis-relief-hope-possibly--633228,"Scleritis Relief,  hope, possibly !?","So for the last month i have been doing research like crazy, like I'm sure all of you have, i did a lot of research of vitamins and other stuff, but the vitamins caught my attention Especially the Vitamin C research. but i had an AH HA! moment 3 days ago! About a week and a half ago my scleritis of a month, started to clear up, but 3 days later it returned and i couldn't figure out what the heck??  it came to me that during the time that it was clearing up i had ran out of bottled water....so instead of running out to the store feeling bad, i decided just to drink what was in the house....i had milk and OJ. with no intentions i ended up drinking the whole half gallon of orange juice  in the 2 days.... Now I'm thinking could it be that simple?!?? Vitamin C = Scleritis Gone?? no way! so i decided to google "" vitamin c and Scleritis"" i got a couple of results of just the usual ""these vitamins will help scleritits"" but then i came across a doctor/ophthalmologist form Indiana that claims that he prescribes a High dosages of vitamin C to his patients along with other stuff and some of his patients have even felt relief with in a couple of hours!!  Could it really be that simple??!!?? well I'm going to put it to the test and see if this theory test out! i would drink OJ for the rest of my life if it meant that i didn't have to deal with this pain! I Started yesterday just drinking a small glass of OJ about every 1 hr and though its not gone i definitely can tell that it is starting to clear up....the redness is not gone but its not bright red anymore, the pain to the touch is not as bad and i have only had to take 2 NSAIDS today instead of the usual 6 for pain. I looked up this doctor, unfortunately he passed away back in may 2017, at 90 something yrs old! The dosages he prescribes of vitamin c are really high...I'm not sure that im going to take the dosages that are that high but i will up my OJ game and see how it goes! i figure it cant hurt me to drink a little extra OJ! But for what its worth, I wanted to put it out there, to help anyone....cause i know the info on this is limited... Hope this helps! the link to the page is  [b] [b].html go look for your self and make your own choices! heres hoping for relief for you all! 2 likes, 19 replies "
Scleritis And Episcleritis,https://patient.info/forums/discuss/i-ve-had-eye-pain-for-2-years-now-now-notice-swollen-eyeball--698429,I've had eye pain for 2 years now... Now notice swollen eyeball.,"hello all! ive had eye pain for a while but have not had time or just not made time to go to a doctor.... which i regret now and will be going soon. ive always thought my eyes looked droopy (not the lids but the eyeballs themselves. today i took a picture and noticed from the angle that my left eyeball (which really hurts when i touch it and when i make sudden eye movements) was swollen compared to my right eye.  does this look like sclerosis? 0 likes, 1 reply "
Scleritis And Episcleritis,https://patient.info/forums/discuss/episcleritis-controlled-with-cannabis-695620,Episcleritis - controlled with cannabis,"Have long sad story with Episcleritis.  Doctors had me on various steriods for many months.  I didn't react well to it. Got rid of redness but raised my eye pressure. Quack doctor didn't treat my developing glaucoma in time and I lost much of my eye sight in one eye. Two surgeries for glaucoma and Episcleritis kept on recurring. Knew I couldnt rely on steriods.  Tried CBD -- did nothing.  Vaping cannabis however has done the trick. Started 3 or 4 evenings in a row at the first sign of flare up.  Now I'm vaping a couple evenings a week. Found that I have to vape enough to get my eyes red.  Both eyes get red but particularly in the inner corner of one eye where my flare ups normally occurred.  However, once the THC subsides, my eye is clear and remains so.  Can't say I like getting stoned but I've learned to choose times and locations to minimize impacts on my functioning.  I should say that I also have an autoimmune disease (schleroderma) so I may not be typical of other sufferers.   But I'd greatly like to hear results if others try the cannabis route.  I am thankful. 0 likes, 1 reply "
Rhinitis,https://patient.info/forums/discuss/rhinitis-under-control-for-first-time-in-a-decade-642896,Rhinitis under control for first time in a decade,"Hi, I suffered with severe rhinitis for about 12 years.  I had excruciating flu-like symptoms which would come on as an 'attack' and then fester for days. The itching in my sinuses would make me scream and water would flow from my nose and eyes.  I was often bedridden. I identified my triggers as stress and cold.  While I try to avoid both it is not always possible. I tried acupuncture which works for some, but not me,  I had hypnotherapy which did help with the stress trigger but not the cold.  Finally two years ago I went to a chiropractor.  It has taken a long time and a lot of money but I am *nearly* fine.  I had an attack this week (when I got very very cold) which was the first in months and it reminded me how awful my life had been previously.  It was this flashback that has prompted me to write this and tell other people that there is hope. 0 likes, 6 replies "
Rhinitis,https://patient.info/forums/discuss/does-a-pollen-allergy-cause-tingling-tongue--655537,Does a pollen allergy cause tingling tongue?,"Hi. I am new here. One week ago, i took an ibuprofen and got some tingling in my tongue. I have been having health anxiety every day since then. Pollen is kinda strong in my country these days and i'm sensitive to it. I know that pollen can cause tongue tingling indirectly via oral food allergy syndrome but can it also cause it directly? My tongue has been tingling on and off and today it happened even though i haden't eaten for hours, meaning i can't be convinced it was because i ate some of the foods that trigger oral allergy syndrome since the reaction usually happens quickly . I also started drinking carbonated water daily 1 week ago, could that play a role? 0 likes, 0 replies "
Rhinitis,https://patient.info/forums/discuss/failing-health-please-help--660226,Failing Health Please Help!,"For the past 3 months i haven't been feeling well, my body is so weak, fatigue, diziness, headache, muscle pain, blurry vission and i have been experiencing chills and cold sweat..i have been diagnosed with allergic rhinitis last year and my turbinates are swollen..are those symptoms still part of AR and Swollen Turbinates? I've done cbc, chest x-ray and urine test and all came normal.. anyone help me pls, i have been to many ent docs but they can't give me answer to my problem. anxiety is killing me, my health is failing  1 like, 3 replies "
Rhinitis,https://patient.info/forums/discuss/son-really-suffering--661336,Son really suffering!!,"Help!  My 12yr old son is suffering soooo much with Hayfever.  He's already using cetirizine, a nasal spray and decongestants.  He has a cooling fan at night, washes hair every night to get rid of pollen etc... still he suffers terribly and has just gone to school totally unable to breathe and in pain. He's so miserable.   I'm going to speak again to the docs as his current regime is defo not touching the problem but wondered if anyone has any weird and wonderful solutions that have really made a difference that we could try?! 😕 Thank you in advance. AJ. x 1 like, 4 replies "
Rhinitis,https://patient.info/forums/discuss/stomach-problems-662396,Stomach problems ,"Hi,  I am just wondering if anyone has any experience of rhinitis/sinus problems/post nasal drip etc causing stomach problems? Specifically, I get a lot of gas and rumbling when my stomach is empty and it's relieved by eating. It's not occassional - it invariably will happen if I haven't eaten for more than a few hours. I also get a lot of nausea but this is less predictably. It's seemingly unaffected by my diet, stress levels, environment etc although some days are a little worse than others. No gastroenterologist has had much light to shed to this after MRIs, endoscopies etc so I'm just exploring other avenues.  Thanks   0 likes, 1 reply "
Rheumatoid Arthritis,https://patient.info/forums/discuss/sarilumab-693126,sarilumab,"Hi  has anyone been on this medication please and with good effects? i have been on toxilimab abatacept and olumiant but they all just stopped working for me eventually 0 likes, 1 reply "
Rhinitis,https://patient.info/forums/discuss/kenalog-injection-for-hayfever-661744,Kenalog injection for hayfever,"Hi, has anyone used kenalog injection for hayfever symptoms.  What are the side affects, would you recommend.  Thank you x 0 likes, 3 replies "
Rheumatoid Arthritis,https://patient.info/forums/discuss/being-changed-to-a-new-bio-691637,Being Changed to a new bio,"Hi Everyone Ive just had a letter of my hospital today (Morecambe Bay Trust) letting me know their changing my bio drug from Humira to a newish one called Amgevita. In the letter they have openly admitted its purely a cost issue, which i understand as the NHS is under great strain but its a worry that the new one will be ok for me ad have been on Humira for ages, approx 15 or 16 yrs Just wondering if anyone has heard anything about this particular drug. Thanks all Gaz 0 likes, 2 replies "
Rheumatoid Arthritis,https://patient.info/forums/discuss/anyone-tried-cbd--690072,Anyone tried CBD ?,"I am thinking of trying CBD oil, because the drugs we are prescribed for RA are so nasty, you get to a point that you don't what's worse the symtoms of RA or the side effects. Any comments or has anyone tried it with success. 0 likes, 13 replies "
Rheumatoid Arthritis,https://patient.info/forums/discuss/rituximab-and-methotrexate-692008,Rituximab AND methotrexate,"Hi everyone. I'm changing onto Rituximab after failing with Adalimumab.  I'm told it MUST be taken with methotrexate.  I asked if this is because it helps it work better.  No, they said, it's merely to do with the funding.  Has anyone else heard this? 0 likes, 7 replies "
Rheumatoid Arthritis,https://patient.info/forums/discuss/hair-loss-with-methotraxate-691466,Hair loss with Methotraxate ,"Hi all Hope everyone is doing good. Just wondering if anyone has experienced hair loss with methotraxate? I have been on 25mg per week for the last 4 years recently reduced to 15mg a week along with planquiel and enbrel injection once per week.  Is there anything i can do to help or should i ask to change from methotraxate to a different drug. Im 31 and my hair has gone so thin. Thanks everyone 😃 0 likes, 21 replies "
Rheumatoid Arthritis,https://patient.info/forums/discuss/muscle-strength-691470,Muscle strength,"Is it possible to regain muscle strength despite taking plaqnuil and methotrexate? 0 likes, 5 replies "
Reflux Oesophagitis,https://patient.info/forums/discuss/feeling-really-frightened-696086,Feeling really frightened,"Hi, I was diagnosed with reflux 3 years ago, past four weeks I've been suffering terrible symptoms, pain between shoulder blades, nausea, stomach pain and diarhea, seems a lot for acid reflux,  anyone else felt all this at sane time? I was on 150m of ranitidine, seem ok for months, now feeling wretched every day,  really depressing. 0 likes, 8 replies "
Reflux Oesophagitis,https://patient.info/forums/discuss/my-reflux-hell--27855,My Reflux Hell!!,"I just wanted to let everyone know about my story and just how ill this reflux can make you feel.  I gave birth to my second child and 4 months after began to feel tired and drained, general lack of appetite, shortness of breath, chronic rhinitis and sinus pain and an odd feeling down my upper left! i began getting pains in my stomach, and my weight began to drop.  It was difficult to say what was related to post baby weight loss and what was abnormal.  I felt dreadful.  Then i started suffering with a lump in my throat and difficulty swallowing.  Food was getting stuck in my throat and I felt utterly dreadful. After many visits to my Gp, who suggested I had post natal  , followed by anxiety.  Then the sickness began.  I couldn't eat, felt nausea 24 hours a day!  It was hell.  Despite my protests that I was happy it was just the feeling of lousiness everyday that was wearing me down, I ended up been put on diazepam tablets first.  They over prescribed the dose, I couldn't get out of bed for weeks!  I didn't actually know they were valium, and that they should not just be stopped.  I stopped them and ended up in hospital for a week.  I was vomitting daily.  I had an endoscopy in hospital which I had begged for as I was feeling so ill. It showed nothing! They tried 12 different anti-sickness drugs to stop my vomitting....non of which worked!  By this time, I had lost 2 stone in weight and was convinced I had  .  All the blood works I had done showed nothing, apart from low calcium? They sent me home from hospital and told me to take some more diazapam, I was horrified!  I was so weak I could hardly walk from the weight loss and sickness.   I continued to be sick every day for four months, I laid in bed too weak to move around.  I felt so utterly dreadful i cannot explain! Finally, out of sympathy for me, my GP sent me to an ENT specialist to apparently 'prove' to me that there was nothing wrong with my throat and the difficulty in swallowing i was experiencing was 'all in my head' I recall his 2 line letter to the ENT specialist.  \""this woman is suffering from anxiety please reassure her there is nothing wrong with her throat\""  He smirked at me, numbed my throat and shoved a camera down it.  As a precaution he sent me for a barium swallow! This swallow was the key to my diagnosis....the minute they laid me back on the bed...my whole stomach contents came straight back up on their screens.  I was diagnosed with Gross Reflux and am now waiting to see the Consultant.  I paid privately for the following:-  of stomach and pelvis Ultrasound of Throat Chest X Ray I was put on diazapam, anti depressents (in the end I volunteered to see a pyschiatric nurse just to prove to them I wasn't suffering from PNDepression, Anxiety and anything else!) I had a week in hospital where blood tests and endoscopy showed normal..therefore I was sent home suffering from anxiety - because their little minds could not stretch past test normal test results! I actually began to doubt myself in the end, despite my screams that there was SOMETHING WRONG! I am on 600mg Ranitidine daily and have Pharmeceutical Gaviscon.  It helps but i'm still suffering!  I also take Fortisip nutritional drinks daily to ensure vitamins are absorbed more readily.  My GP hasn't apologised, but now at least he can't blame PND or Anxiety! I sleep with my bed head raised 6 inches, and eat small regular meals.  I drink copious amounts of bottled water only!  I have more of an appetite now, haven't been sick for 3 months.  I still get nausea, chest pain and problems with my throat and swallowing.  I think back to how bad I felt and I can now manage in comparison. Don't underestimate how bad this dreadful Reflux can make you feel.  I was convinced i was going to die I was so weak and poorly! 10 likes, 110 replies "
Reflux Oesophagitis,https://patient.info/forums/discuss/dizziness-caused-by-acid-reflux-32895,Dizziness caused by acid reflux,"I was pleased to find this site as 4 months ago I was gong to the gym most days of the week. I am 61 years old but consider myself to be relatively fit. In may of this year I developed a spit and continually wanted to clear my throat .  I have had an MRI scan, Cat scan andchest/lung Xrays, all of which were clear. I have experienced lots of the symtoms contributore to the site talk about. Back pain, shoulder pain, breathlessness,hoarsness ,buzzing in my head tiredness and most scary of all lightheadedness which makes me feel as if I'm going to faint. I have seen two ENT consultants the latter of whom said that a virus was causing too much acid being produced in my stomach and has prescribed two 20mg doses of Opemrazole daily. I have taken great comfort form the discussions on this site but I am particularly interested if anyone has experienced the lightheadedness/ dizziness and ringing in the head. 9 likes, 121 replies "
Rheumatoid Arthritis,https://patient.info/forums/discuss/my-legs-have-been-aching-for-over-two-years-now--691215,My legs have been aching for over two years now..,"Hello everyone! I have been having problems with my legs the past two years now. I get bad aching legs quite chronically. I get them at night quite often but it also happens during the day. The pains that I get are aches and not not cramps and this is why I am confused. I often toss and turn at night moving my legs and also try to relieve the pain by putting a pillow between my legs. I just want to repeat again that I also have the aches during the day. I recently had an MRI done with a neurologist to see if maybe it was a lower back problem but I am starting to get suspicious that it could be RA because I often feel very fatigued and just not like myself. I almost feel that flu like or Cold like fatigue often for no reason. My energy levels are really low. The pain reminds me of pain I would have as a child in which I was told it was  . My legs ache the exact same way they did back then only now more frequently. I just turned 30 and I am a former athlete. What could it be? 0 likes, 8 replies "
Reflux Oesophagitis,https://patient.info/forums/discuss/i-am-starting-a-cabbage-juice-cure-to-treat-my-gastritis-anyone-wants-to-try-with-me--175624,I am starting a cabbage juice cure to treat my gastritis. Anyone wants to try with me?,"Some doctors cured their patients of ulcers in the mid 20th century with cabbage juice. Supposedly they got some relief after 4 days and most of them were cured after 7-10 days. Here is how to proceed: one has to drink 200 ml of fresh cabbage juice 5 times a day, so every 3  hours. I am going to mix mine with one apple in the morning (if I can take the acidity of the apple), and other vegetables (carrots, spinach, celeri, fennel) the rest of the day to make it more tasty. 3 likes, 69 replies "
Reflux Oesophagitis,https://patient.info/forums/discuss/pain-relief-or-worsening-by-stretching-697224,Pain relief or worsening by stretching,"If you have GERD or reflux, does stretching by putting folding your hands backwards and reaching high over your head change the pain at all ? Does any type of position or stretching make the pain better or worse? 0 likes, 1 reply "
Restless Legs Syndrome,https://patient.info/forums/discuss/very-young-with-rls-help--563032,Very young with RLS. HELP!!,"I've been battling this for two years now, and I've been on medication for a little over a year. I started taking only Mirapex at first, but found that raising the dosage made me extremely sick. My doctor now has me on a small dose of Mirapex as well as Klonopin at night. Being so young, I'm worried about the long term effects of the Klonopin.  Does anyone else my age have RLS? My doctor has not been very helpful. He's never seen anyone even close to my age that has it. My iron levels as well as my kidneys are fine, so I know those are the causes. Has anyone else had any help with any home remedies? Or has anyone else found a cause? I know this is more common in older women, and with being diagnosed so young I'm worried about how this will effect my quality of life as I grow older. I don't drink caffeine, and I try to drink as much water as I can. I would love to hear of any other factors that may be causing this. I would also love to hear of any suggestions on specialists to see or other remedies to try.  0 likes, 14 replies "
Restless Legs Syndrome,https://patient.info/forums/discuss/did-anyone-else-have-a-totally-sleepless-night-last-night-29-may-2018--659859,Did anyone else have a totally sleepless night last night 29 May 2018?  ,"Luckily the all nighter only happens rarely but who else reckons it's something to do with the moon??? If this is the case there's nothing we can do but grin and bear it!!! 0 likes, 3 replies "
Reflux Oesophagitis,https://patient.info/forums/discuss/swollen-lingual-tonsils-for-5-months-697420,Swollen lingual tonsils for 5 months ,"has any one with lpr had swollen lingual tonsils for a while with lpr? because im starting to think this is a virus instead of lpr 0 likes, 0 replies "
Reflux Oesophagitis,https://patient.info/forums/discuss/feeling-nauseous-and-fatigued-697197,Feeling Nauseous and Fatigued ,"I'm 27 years old. Male. South Asian. I was diagnosed with GERD back in October 2018. For the past 5 days, I've been having on-and-off nausea and fatigue. Usually when I'm laying down or sleeping, the symptoms are less/disappear. When I press on my stomach I don't feel any real pain or tenderness. I have been anxious (and slightly depressed) since I'm currently looking for a job and trying to get my life in order. Does this sound like GERD, axniety, or something else? 0 likes, 1 reply "
Reflux Oesophagitis,https://patient.info/forums/discuss/no-idea-what-i-have-anyore-696656,No idea what I have anyore,"Been treated for acid reflux   for years and years.  Been really bad this week, and now physically vomiting.  I can feel the cough coming up  and it is so bad, also very wheezy.....  Totally exhausted.  Doctor, not very sympathetic, now suggests it may be   ....after all these years.  Also wants to send me for a camera exploration  into my stomach.  Any thoughts anyone?  Any help? 0 likes, 3 replies "
Reflux Oesophagitis,https://patient.info/forums/discuss/gerd-697253,GERD,"Hi, I am new to this forum. I have this acid reflux for around 4 to 5 years. an year ago i had my gastroscopy and found 2 polyps. they are normal gastric polyps and again did the same in 1 years time and found a very small like a black pepper size. this is too have no problem. my Doc now suggest to do colonscopy since i had 2 polyps in my first gastrosopy.  have anyone came across to this type of situation. 0 likes, 0 replies "
Reflux Oesophagitis,https://patient.info/forums/discuss/anyone-find-probiotics-are-making-acid-reflux-ten-times-worse-694301,Anyone find probiotics are making acid reflux ten times worse ,"Been on omeprazole for years tried probotics for four weeks and made my acid reflux a lot lot worse anyone else found that with probotics 0 likes, 8 replies "
