disease,postLink,postHeading,postContent
Pain,https://www.drugs.com/answers/stomach-pain-relieved-prilosec-worse-after-eating-2450887.html,Stomach pain not relieved with prilosec and worse after eating?,"Im 57 and been plagued with stomach problems all my life, the last few years have been torture, pain is upper middle stomach, I have had my gall bladder removed that was my first diagnosis, I have been scoped, scanned, blood work, and everything comes back normal, last night I was in extreme pain, I didn't go to the er, been there and always sent home, I have another apt, next week, just wondered if anyone else has this, and were you diagnosed, I don't know where else to go, the pain is very real and its getting worse, I am experiencing light headedness now also, they have ruled out ulcers and gerd, im a little afraid when they figure it out it may be something bad, and im not a hypocondreiac just worried any advice would be appreciated ty "
Pain,https://www.drugs.com/answers/pulled-upper-teeth-stitches-new-dentures-2095474.html,Just pulled all upper teeth & got stitches...when can I take out my new dentures?,am in lost of pain & want 2 take out my new dentures 
Pain,https://www.drugs.com/answers/reduce-stomach-pain-combipack-mifepristone-2337621.html,How to reduce my stomach pain while using of combipack of mifepristone and misoprostol tablets?,
Pain,https://www.drugs.com/answers/ibuprofen-interact-zithromax-1750024.html,Does ibuprofen interact with zithromax?,I am taking zithromax for upper respiratory infection and I have to take ibuprofen for pain. With these two medications interact with one another? 
Pain,https://www.drugs.com/answers/chronic-lower-back-pain-down-legs-into-right-foot-2208754.html,Chronic lower back Pain that goes down your legs and into right foot. My wife saids that my legs?,"... jump at night and ever since the truck wrack that am not the same person ? I know that I have some short term mem lose. This happen five years ago. I do have a Pain Doctor , if it was not for him I think that I wounden be able to walk. It's hard for me not to be able to do the thing I use to do. Well my question is , are there Pain meds that works better then others and since I have to take a lot of meds is there some med that's better long term or are thay about the same ? I really won't to live to see my grandbabys grow up "
Pain,https://www.drugs.com/answers/tramadol-butrans-patcehs-1241412.html,Tramadol and butrans patcehs?,Iv been changed frum 300mg of tramadol a day to a 5mg butrans patch will this have the same pain relief/effective 
Pain,https://www.drugs.com/answers/does-anyone-know-how-long-a-methadone-10mg-lasts-357184.html,"Does anyone know how long a methadone 10mg Lasts for, like is it a four hour or a 12 hour pill?",My doctor gave me methadone 10mg to try out because the 15mg roxicodone is not helping with my pain anymore. But I have never heard of this medicine before and he wants me to take it at bedtime. But before I do that I want to make sure I dont have any reactions from it so I want to take it during the morning hours to see how I react to it. So I was wondering how long it lasts for so I know when I can take my other pain meds... Thank you 
Pain,https://www.drugs.com/answers/difference-between-hydroco-apap-5-325mg-oxycodone-652196.html,What is the difference between hydroco/apap 5-325mg and oxycodone-acetaminophen 5-325?,Are they the same thing? 
Pain,https://www.drugs.com/answers/ciprofloxacin-anyone-horrible-side-affects-cipro-708443.html,Ciprofloxacin - Has anyone had horrible side affects from Cipro?,"I have pain in rotor cuff, down my arm, in wrist and thumb. feet and legs tingle and hurt. Achy all over. "
Pregnancy,https://www.drugs.com/answers/depo-provera-depo-shot-stopped-period-spotting-1405001.html,"Depo-Provera - My depo shot has stopped my period, and now having spotting could I be pregnant?",
Pregnancy,https://www.drugs.com/answers/norlet-medicine-postpone-period-pregnant-time-1350351.html,Want to take Norlet N medicine to postpone the period but do I get pregnant at this time?,"Hi, I have to postpone my periods for 5 days,so as per gynic suggestion i am going to take norlet N tabs,but at this time if the sperms are injected,do i get the pregnancy?? "
Pregnancy,https://www.drugs.com/answers/ecp-periods-days-earlier-2nd-periods-ten-days-late-1406383.html,I used ECP...then I have periods three days earlier...now my 2nd periods ten days late?,Still there is no sex or intercourse ... is there any chance of pregnancy... whats the problem..i have a little pain in lower abdomin and white discharg... reply plzzZ 
Pain,https://www.drugs.com/answers/problem-swallowing-food-pain-throat-2828083.html,I have a problem swallowing food and sometimes get a pain in my throat?,Hello I am a 24 yr old male and have had acid reflux for the past 5 years. For the past two months I have been taking omeprazle and it seems to help. About one month ago I had an endoscopy done and they took a biopsy from my stomach and throat. Both came back negative for anything serious so that is good news. But I still am getting food stuck in the base of my throat it feels like. I figured the doctor who looked at my throat would of said something if somthing looks off but it feels really narrow when I swallow and it's really annoying. Any ideas on how I can fix this? The other thing is a random pain... Now this is completely random and might happen once every week or so. I seem to get an aching pain in the base of my throat and also around my inner shoulderblades and chest (both sides) It is all very Speratic and seems to be random. This will eventually fade off anywhere from a few min to 20 or 30 min. Any ideas are appreciated! Thanks 
Pregnancy,https://www.drugs.com/answers/woman-birth-control-her-bf-ejaculate-her-her-pack-1405008.html,If a woman is on birth control and her bf ejaculate in her while she's on her last pill of the pack?,... can she get pregnant 
Pain,https://www.drugs.com/answers/started-right-chest-pain-after-3-days-pain-spread-2822803.html,"I started with Right Chest Pain, after 3 days the pain has spread to the back and shoulder same sid?",I went to the ER they said it was broncospasm. I was given an inhaler and a steroid to help relieve the pressure and pain in my chest and to help with the coughing and wheezing. I finished taking the steroid but the pain had gotten much worse and now has spread to my back and shoulder on the right side. Now I can't move or breathe without a severe pain throughout. 
Pain,https://www.drugs.com/answers/you-cut-7-5-mg-norco-7-5-325-half-2806498.html,Can you cut the 7.5 mg. Norco 7.5/325 in half?,They aren't scored so just wondered if I can cut them in half. 
Pain,https://www.drugs.com/answers/persisting-pain-shingles-think-shingles-early-2893366.html,"Persisting Pain, Shingles - I think I'm getting shingles- early stage. Have burning and itching on?",... lower left inside of arm. I'm wondering if I can spread it to other ares like my eyes if j scratch it and touch other areas. I'm 65 and have not been around any type of poison plant so will be watching this iver next few days- also have slight sore throat. Can I spread it?? Thanks!! 
Pain,https://www.drugs.com/answers/ibuprofen-work-good-aspirin-tooth-pains-2685004.html,Does ibuprofen work just as good as aspirin for tooth pains?,iv had a swollen tooth for about a week i cant open my mouth at all i got told to put a aspirin on the tooth but i dont have any wondering if ibuprofen wud work just as good as aspirin?? 
Pain,https://www.drugs.com/answers/taking-tramadol-hcl-50-3-years-shoulder-pain-2006306.html,I have been taking tramadol hcl 50 for about 3 years for shoulder pain?,"i have been taking 2 tablets 2x daily,6 days ago i started to get off the med,i started with only one pill 2x daily for a few of days. then down to one pill daily, and yesterday none at all.I am having very much difficulty sleeping.durring the day when i am moving i dont notice it much but when i try to sleep my body feels like it cant be still,and i end up with very little sleep. i am on blood pressure meds and have chronic heart disease and dibetes as well,also the shoulder pain is still there,only minor.how long will this last ,and am i going about it the right way.i really want to get off this drug,i have quit smoking and drinking about 20 years ago,but this feels worse. "
Pain,https://www.drugs.com/answers/you-cut-4mg-diluadud-half-711226.html,Can you cut a 4mg diluadud in half?,We are trying to figure out if my dad can extend his dosage by cutting his pills in half 
Pain,https://www.drugs.com/answers/tramadol-alcohol-2818846.html,Tramadol and alcohol?,"Hi, I am new to this site, but been following it for sometime now. I have been prescribed tramadol for back pain.  I know that I am not supposed to drink with tramadol, but have a dinner that I am looking forward to tonight and I am in pain. if I take 2x50mg now, is it ok if I drink 2 glasses of wine in 4 to 5 hours? not more...  Thx "
Pregnancy,https://www.drugs.com/answers/taking-clomid-lessen-menstrual-period-1325932.html,Does taking clomid lessen menstrual period?,"Hi everyone.Iam 36 and I have been trying to get pregnant 6 month now with no success.I read lots on internet and I came across this website. I started with 50gm on clomid and this time around increased the dose to100gm, this is my second cycle.I noticed my bleeding to lessen after taking clomid. And I saw the same question being asked but the answer is like yes clomid can have effect on period but is this effect a positive effect or negative one.Pls help "
Pain,https://www.drugs.com/answers/does-ibuprophen-contain-acetemaphen-393925.html,Does ibuprofen (Advil) contain acetaminophen?,"I'm not supposed to take aspirin or acetemaphen because of Stage 3 kidney disease. I have fibromyalgia and have a lot of pain. Celebrex worked fine when the doctor let me take 200 mg twice a day. Because of scares about celebrex's possible connection to heart trouble, she cut me down to one a day. At this dosage the celebrex isn't working; so, I'm trying to find an alternative. "
Pain,https://www.drugs.com/answers/ms-3-white-spots-mri-2915378.html,Could I have ms? 3 white spots on my mri?,"I have been suffering with many of an on symptoms, weakness in my legs, burning and pins and needles in legs and hands and face. Eye pain and blurred vision in right eye. Nyastagmus involuntary movements of my eyes. Daily headaches, incontinence, fatigue, also sometimes when I bend my head forward my neck pops and I feel like I being shocked. I also suffer for anxiety and depression and ptsd. I been having these problems off and on since I was I was 34 I'm now 48 anyone else have these symptoms? And what did the doctors tell you. "
Pain,https://www.drugs.com/answers/long-gabapentin-effect-2999849.html,How long does it take for gabapentin to take effect?,Àso naproxin iam in agony 
Pain,https://www.drugs.com/answers/dulcolax-laxative-severe-cramping-2671917.html,Dulcolax Laxative - is there anything to take for the severe cramping?,"have taken 1 dulcolax in the past - and it was effective, but now severely constipated, and took 2 pills 5 hours ago, and I am having terrible pain in the abdomen area, and still cannot move bowels "
Pain,https://www.drugs.com/answers/find-answer-fentanyl-sex-drive-2909330.html,Need find an answer Fentanyl sex drive gone?,Hi I've not long been put on a 50 fentanyl patch.. It would be a good 5 6 weeks now..as for my pain..its improving by around 60 + percent.. The best relief I've had in a long time..the problem I'm having is my sex drive appears to be going.. I mean I'm not feeling sexual.. I spent hours looking at stuff trying to become turned on... But nothing happens..Im a 53 year old guy.. Will this be a permanent thing while on fentanyl patch?? Can anyone please advise me on this subject..  I am on the fentanyl patch due to an injury to neck injuries as fare back as 1990.. I've had 4 surgery's c4 5 6 and 7 where as now I have a cage along with three screws holding everything in place.. My current pains are from degeneration and calcium spers..I don't wish to have further surgery unless its my final option.. And if one asked me what I'd rather... meaning the pain or my sex drive..at this confused point pain relief is an important thing for me...  Furthermore..is it possible to try Viagra.. I mean is it a safe thing to do???  I'm on Norvasc 5mg per day and tryptonal..or say Endep 50mg x 4 at nights alongside Nexium 40mg..alongside now Fentanyl 50.. Well cheer's in advance James. 
Pain,https://www.drugs.com/answers/upper-back-chest-soreness-taking-deep-breath-2900464.html,Upper back/chest soreness when taking a deep breath?,"I've had this issue since last October and I'm really hoping that someone can help. I've had a pain in my upper back (mostly the left side) that sometimes extends to my chest as well. For a long time, everything felt relatively normal except for when I would sneeze or take a deep breath. When I did either of those things, it would hurt pretty bad. Like a sharp pain. Luckily, now I can sneeze and it generally doesn't hurt, but breathing is an issue and often my back/side/chest feels sore. I initially went to a PCP who sent me to a lung specialist. They did a CT scan and blood work and reported everything normal. For the past 2 months or so, I have been going to a chiropractor hoping that might help things as well. Any relief provided by the beds is short lived and comes back within an hour or two. The only thing that has worked really at all was being prescribed a high dose anti-inflammatory drug. That helped, but the symptoms reappeared within a couple of weeks. Sometimes it helps to rub my back, chest, or side, but again the pain comes back. Any thoughts or clues as to what I might have? I thought I might have a rib out of place, but wouldn't the chiropractor see that on my x-rays or the lung specialist with my CT scan? Thanks for any advice. "
Pregnancy,https://www.drugs.com/answers/pregnant-after-3rd-depo-shot-7-days-late-1324833.html,Could I be pregnant after getting my 3rd depo shot 7 days late?,Hi.. I had my first depo shot in november 2013 my periods had stopped but right after my 2nd depo shot in feb i started my period i was getting them monthly as usual as before well i was supposed to get my 3rd depo shot between april 29 and may 5 but i didnt get it until may 12 but i wasnt on my period i started like 3 days after and me and my fiancè had unprotected sex almost everyday thinking i wouldnt get pregnant and we had sex a few times while i was on my period TMI sorry but now im worried i havent had a period since june 2014 and im due for my 4th shot in august but i been feeling nauseated very tired im cramping and sometimes i get so nauseous i cant eat and now im wondering could i be pregnant ? 
Pregnancy,https://www.drugs.com/answers/taking-plan-3x-past-6months-messing-period-1058854.html,Taking Plan b 3x in the past 6months messing up my period or am I pregnant?,"I have made a couple of mistakes this past year, one being unprotected sex. I had unprotected sex in December, the condom broke then we bought plan b.(had my period around the 9th of the next month) 2 months later we Had unprotected sex 2x in 1day(he pulled out both times) but just to be safe we bought plan b. (Had my period around the 16th the next month) Recently in early march we had unprotected sex again 2x a day(he pulled out but we were scared so we took plan b.(had my period around the 24th the next month) Plan b has affected my period, the last time I had my period was from the last days of March to the 1st week of april) I've taken plan b 3x over the past 6 months, I know I made a mistake we are going to get birth control, but now recently around mid April we had unprotected sex about a week before my period. While we had sex, something appeared around his penis. It seemed like vaginal discharge. It looked egg white and was very thick. That normally comes out of me in small amounts during sex. I think it came out a lot this time because we haven't had sex in so long. He pulled out in time, we thought more than likely it came out of me not him, also because nothing was coming out of him so he didn't even cum. I didn't take plan b because I didn't want to damage my body anymore. I also thought the chances were low for me of being pregnant. One week later I would have expected my period which I guess would have been over by the 5th or 6th this month. Is it possible that I'm pregnant? Is it too early to tell? Could if just be because plan b has really messed up my period? Also I have been stressing a lot lately. I think maybe I have been ovulating a little recently the past couple of days but it's very thin and not a lot & kind of sticky. I have also been feeling a little bloaty. If I do miss this month would that be normal or should I wait? Thanks for the help! "
Pain,https://www.drugs.com/answers/clindamycin-how-long-does-it-take-for-this-drug-382358.html,Clindamycin - How long does it take for this drug to start working? I have been on it for 24 hours?,... and the pain is incredibly intense! Thanks! 
Pregnancy,https://www.drugs.com/answers/pregnancy-boyfriend-nutted-1st-period-nx-day-1055846.html,Pregnancy - My boyfriend nutted in me twice may 1st. My period came the nx day. Can I still get?,... pregnant? Help please. What should I do 
Pregnancy,https://www.drugs.com/answers/man-high-blood-pressure-takes-rx-impregnate-he-1043007.html,Can a man who has high blood pressure & takes rx impregnate or is he 100% sterile?,"I am 46 years old ,female , who is involved sexually with a 52 year old male who has extremely high blood pressure and takes medication- I just found out to my surprise I am pregnant- he told me he is sterile because of his high blood pressure and medication he takes- I need to know if he is 100% sterile or if there is a chance no matter how slim he could have a health sperm to impregnate with? "
Pregnancy,https://www.drugs.com/answers/girlfriend-day-late-period-1042943.html,Girlfriend is a day late on period and still hasn't had it?,"My girlfriend used to never take her birth control consistently. She would forget for a few days and she would randomly get her period because of it. since her last period, she has taken it pretty consistently, missing 3 days total and a few late days but never consecutively. Would that throw off when she actually gets her period? "
Pregnancy,https://www.drugs.com/answers/birth-control-20-hours-late-1041039.html,I took my birth control 20 hours late?,I normally take my birth control at 4:45pm. I started a new job that makes me work from 3pm to 10pm. I have been forgetting to take it before work so I normally take it after work 5 hours late. Recently I've been forgetting to take it before work and after work. So I woke up the next morning and took it at 12pm. 20 hours late. I've done the 20 hours late a few times this month. Like 4 or 5 times. I am sexually active. Does this hire my chances of pregnancy? HELP PLEASE. 
Pregnancy,https://www.drugs.com/answers/cystex-safe-pregnant-955383.html,Is cystex safe while pregnant?,
Pregnancy,https://www.drugs.com/answers/after-penetration-genital-rubbing-sex-medicine-930507.html,After No penetration genital rubbing sex which medicine can be used as precaution from pregnancy?,I didn't penetrate but we had rubbing of vegina and penis till i ejaculated on vegina surface. Which medicine should we use as precaution. We can't go to doctor . 
Pain,https://www.drugs.com/answers/possible-neurotoxicy-effexor-tramadol-2913393.html,Possible neurotoxicy with effexor & tramadol?,"Hi I'm 23 female, I have rheumatisim so I'm on a lot of different medication but recently put on venlaflaxine as chronic pain tends to bring me down, I'm only on low dosage 37.5mgs I'm also on 400mgs of tramadol for a pinched nerve in my back 13 days ago I had a severe generalized seizure. Since then I havent quite been the same I can't put ny finger on it i dont feel like im compltely here i feel high as kite all the time and its awful i have stopped the tramadol but my pupils have been huge since the fit I feel like I'm on something I don't want to bother the doctor for nothing but is there a possibility I've done some damage from using two seratonon inhibitors at once I think the seizure was caused by seratonin syndrome so one would assume i wouldn't still be having side effects I literally look like I've taken nine thousand uppers its been almost two weeks with no more fits that I'm aware of here's a list of my medications. Ibuprofen 1600mgs daily Methotrexate 20mgs weekly Folic acid 5mgs weekly Omeprazole 20mgs daily Ginet unknown mgs Efexor xr 37.5 daily  Had triamcinolone injected into left knee over a month ago and on and off prednisone when flaring. "
Pregnancy,https://www.drugs.com/answers/condom-broke-chances-gf-pregnant-929836.html,Condom Broke and Chances of GF getting pregnant?,My GF and I had sex with a condom and it broke during sex. My GF had been off the pill for 2 weeks at the time and she took Plan B 8 hours after it happened. She is freaking out (I am too) and I want to help ease her anxiety over the whole issue. Is there any advice or reassurance I can give her? I'm afraid because I think she was probably ovulating at the time it happened since she had been off the pill for 2 weeks prior to accident. 
Pain,https://www.drugs.com/answers/i-was-offered-tramadol-by-my-pain-management-317432.html,"I am taking Methadone - what will happen if I take Tramadol, will Tramadol put me into withdrawal?","I was offered Tramadol by my pain management doctor today. I am currently on Methadone for pain. I take 200 mgs. a day in divided doses. When checking the interaction between the two medications, there was a sentence I didn't understand. I was wondering if anyone could tell me (in laymans terms) what it means. It reads "" Tramadol can also reinitiate physical dependence and precipitate withdrawal symptoms"" Does that mean Tramadol will put me in withdrawal from my Methadone? I don't want to fill the script for Tramadol (50 mgs.) if that is the case. I have been on that dose of Methadone for about three years. Any help would be appreciated. Thanks so much. Fall Queen "
Pregnancy,https://www.drugs.com/answers/plese-bf-unprotected-sex-pulled-times-pregnant-1306331.html,Plese help me and my bf had unprotected sex twice but pulled out both times could I be pregnant?,my bf thought it would be a good idea to try the pull out before he came but i had my period after the first time its just he doesn't want to use condoms but after i have a freak out and i get all worried what should i do cuz i dont want to be worrying or stressing out anymore and how would i know if i was pregnant please help 
Pain,https://www.drugs.com/answers/tylenol-claritin-amoxicillian-time-2747755.html,"Can Tylenol, Claritin, and Amoxicillian all be taken at the same time?",My 13yr. old daughter was prescribed Amoicillian for an ear infection. The doctor also recommended Tylenol or Motrin for pain and Claritin for post nasal drip that is causing her to have a sore throat. I need to know if all 3 can be taken at the same time? 
Pain,https://www.drugs.com/answers/tramadol-hcl-50mg-tabs-contain-apap-see-possible-548470.html,Does Tramadol HCL 50mg contain APAP (acetaminophen)?,If so how much. I see a possible APAP overdose potential? I sometimes take APAP 500mg tabs 2 to relieve pain. When it is ineffective I take 2 Tramadol HCL 50mg tabs. One site mentions Tramadol/Acetamenophen as a tablet. Knowing the potential for hepatic damage with APAP overdose I need to know if the tablets issued by the pharmacy contain APAP. 
Pain,https://www.drugs.com/answers/how-long-does-it-take-butrans-patch-to-reach-its-418364.html,How long does it take butrans patch to reach it's full potential in pain managment?,"i have been on the patch for a week and not found the relief from the pain, nor been able to sleep through the night without waking in pain.  "
Pregnancy,https://www.drugs.com/answers/sex-condom-4-days-before-taking-antibiotic-927315.html,I had sex without condom 4 days before taking an antibiotic. Am I still protected?,I'm on birth control but I had to take an antibiotic for 10 days (I didn't have sex those days). I never miss a pill. Can I still be pregnant? 
Pregnancy,https://www.drugs.com/answers/nexplanon-give-you-symptoms-pregnant-948797.html,Does nexplanon give you symptoms of being pregnant?,"I got the nexplanon 2/7/2014 and had unprotected sex 2/9/104. My doctor informed me that the nexplanon would start working immediately after it was inserted. This morning i woke up with an upset stomach, had nausea and diarrhea and eventually threw up. I am wondering if these are side effects of the nexplanon or if this could mean i am pregnant. "
Pain,https://www.drugs.com/answers/left-side-head-ache-tooth-pain-eye-pain-tongue-1042541.html,"I have left side head ache, tooth pain, eye pain, and tongue pain. it is so severe?","9 months before i had this type of pain and disapears in 20 days. but at the time of 20 days i cried a lot. i never slept. that time i was working abroad and there i was affraid to take doctor checkup. but when i returned home and consulted the doctor, he said it may be b'coz of cold. now i feeling the same pain severly. please anyone help me to get me out this. last two days i didn't sleep. pleaseeeeeeeeeee "
Pain,https://www.drugs.com/answers/expect-pain-management-doctor-first-visit-822351.html,What to expect from a pain management doctor first visit?,I have 7 herniated disks and DDD 
Pregnancy,https://www.drugs.com/answers/abdominal-pain-lower-back-nexplanon-intercourse-870509.html,"I have abdominal pain and some lower back, Im using the nexplanon and had intercourse with my?",... partner and we think I may be pregnant?? 
Pain,https://www.drugs.com/answers/tramadol-xanax-interaction-3437281.html,Tramadol and Xanax interaction ?,"Hello  I took 0.5 mg of Xanax before 8 hours, and I take tramadol 225mg red pill for back pain, is it safe to take it now, i read about interactions between those two medicine, how many hours is completely safe in between? "
