disease,postLink,postHeading,postContent
Prostate Cancer,https://patient.info/forums/discuss/mri-scan-fluctusting-psa-biopsy-what-does-it-mean--672272,MRI Scan & Fluctusting PSA - Biopsy. What does it mean?,"My urologist is recommending I have a biopsy. I’m considering trans perineal biopsy.  My PSA results have fluctuated: 4.9 (3Mar18), 4.6 (20Mar18), 6.8 (8May18), 5.5 (6Jun18), 5.3 (2Aug16).  I had MRI on 29May18 which showed “tumor 0.33 cc stranded wedge shaped area of lower T2, moderate restriction, in right posterior peripheral zone. Looks moderately suspicious with overall score 4/5. No visible extra capsular tumor or bulge. Significant tumor >0.2cc or Gleeson 3+4 or higher.” Am considering trans perineal biopsy end September 2018 (first I could get) by Professor Emberton of Princess Grace Hospital with view to High Frequency Ultrasound (HIFU) Treatment if required. I live outside UK so am not covered by NHS. Private treatment is extenely expensive but I fear my health and life is at stake. Any comments and thoughts most welcome.  1 like, 12 replies "
Prostate Cancer,https://patient.info/forums/discuss/should-i-worry--649004,Should I worry? ,"Hi. Had a digital exam this morning and Dr says I have an enlarged prostate. He said it was common in older men, I'm 72, but wants a PSA test done anyway. It's always been recently described as large but I have no trouble passing urine etc. I have had a major scare with bowel cancer and this has left me anxious about anything which has a   possibility. The 5 year survival for the bowel cancer is looking ok, I'm over four years now. He said he couldn't detect any   and any cancer takes years to develop. So can I stop worrying a little? Any advice from anyone who knows about this topic will be appreciated. Thanks.  0 likes, 41 replies "
Prostate Cancer,https://patient.info/forums/discuss/enzalutamide-side-effects-681536,Enzalutamide - side effects,"My hubby has been taking Enzalutamide for almost 8 months and it is working well in bringing down his PSA to 1.  However, the unwelcome side effects are increasing - extreme fatigue, loss of concentration and forgetfulness - all known side effects of the drug.   I wondered if others taking the drug had experienced similar problems and how they had coped.  I also wondered if others had reduced the number of capsules taken each day (on oncological advice), and if this had helped to reduce the side effects. Any help or advice would be appreciated. 0 likes, 1 reply "
Prostate Problems,https://patient.info/forums/discuss/a-cause-of-side-effects--697805,A cause of side effects.,"Most drugs contain inactive ingredients that are capable of causing an adverse reaction, according to investigators at Brigham and Women’s Hospital and Massachusetts Institute of Technology, in the U.S. These otherwise unnecessary ingredients are usually added to improve a pill’s colour or shelf-life, but the study authors found more than 92 per cent of the 42,052 oral medications tested contained at least one ingredient that can cause reactions in sensitive individuals. Around 45 per cent contained lactose and 33 per cent had a food dye. This raises questions about how medications are labelled. 0 likes, 5 replies "
Prostate Cancer,https://patient.info/forums/discuss/questions-for-dr-eastham-sloan-kettering-consult-670498,Questions for Dr Eastham  Sloan Kettering Consult,"Hi   Thank You for all the wonderful comments helps me sort things out ! I have an appointment with Dr Eastham  At Sloan Kettering this Monday   I am told his robotic assisted laparoscopic prostatectomy takes 4 Hours which is 2x the time my local Urologist said the same operation would take so I am hoping he is more thorough !! Wondering what other questions are important to ask ? I  know he is Dept Chair so He does 4 operations a week . 2 Tuesdays 2 Thursdays  Not sure if this surgeon is the right one for me Some Dept Heads are there for a reason better at Politics  than surgery    Any input is welcome .  Thank You .  Keith I am 59 excellent physical shape  my PSA . 4.6 . My Father had prostate cancer at 70  and had his prostrate removed and lived for many years after I had  12 biopsies done  on 6/5/18 . 8 out of 12 showed cancer involvement . Gleason 7   0 likes, 17 replies "
Prostate Cancer,https://patient.info/forums/discuss/diagnosed-with-prostate-cancer-and-worried--657949,Diagnosed with prostate cancer and worried!!!,"Dear all, I was diagnosed with prostate cancer a few days ago and my urologist says, after introducing the results of the biopsy, that I need treatment. My last PSA was 5.76 and out of 12 cores, I have 6 cancerous cores. All are grade T2 and their Gleason scale score is 3+3=6. My urologist says all these cores are located on the right lobe of my prostate gland and they are confined to prostate gland. I requested a CT scan, MRI scan and bone scan to make sure that there is no spread, but the doctor says there is no need for MRI and bone scan and only CT scan is needed. I am extremely worried and confused because I don’t know what to choose for treatment, radical prostatectomy, radiotherapy (external beam, brachytherapy) or cryotherapy. Please help me, I want to hear your opinions. Any comment or advice will be highly appreciated. 0 likes, 25 replies "
Prostate Cancer,https://patient.info/forums/discuss/research-on-prostate-cancer-that-can-save-lives-684659,Research on Prostate Cancer that can save lives,"Survey duration: 3 min Lack of timely symptom reporting, in patients who suffer from prostate cancer results in a delayed detection and treatment of the disease progress. Therefore, we devised this questionnaire to understand the reasons why these symptoms don’t get reported even though patients might observe them. This questionnaire intends to uncover reasons behind this lack of symptom reporting. In the end, the answers will help to devise a solution to track symptoms, and to shape the solution in a way that it overcomes all the problems due to which symptoms don’t get reported timely. Kindly help us out by filling this survey if you believe in out cause: We are researchers from CDTM, a joint institute of TUM and LMU for Digital Technology Management. Currently we are working on a project related to prostate cancer treatment in cooperation with the Oxford Academic Health Science Network. This network consisting of the NHS, as well as universities and companies based around Oxford, is looking for a way to get patients into frequently communicating their symptoms to their doctors. This could ultimately increase survival rates of individuals affected by prostate cancer. 0 likes, 1 reply "
Prostate Cancer,https://patient.info/forums/discuss/depression-getting-worse-8-months-after-prostate-surgery--681591,Depression getting worse 8 months after prostate surgery. ,"I had robotic surgery to remove prostate 8 months ago.  At first was struggling with bladder control which is common after such surgery.  I have managed to control this after training  my pelvic area everyday for 8 months. I now have encountered an obstacle that is effecting my health mentally and I don't know what to do I need help to get my manhood back if that is actually possible. can any one help me. 0 likes, 10 replies "
Prostate Cancer,https://patient.info/forums/discuss/am-i-pretty-much-doomed-to-wearing-diapers-for-the-rest-of-my-life--669451,Am I pretty much doomed to wearing diapers for the rest of my life?,"Hello, I’m generally a pretty healthy 63 year old. just found out that I have prostate cancer from my GP. I see the specialist next week. I’d like to be armed with information before talking to him. I moved to New Zealand from NYC 23 years ago where most use the public system, but if one has insurance or a lot of money private is available.   My biopsy read 2 (out of 12 cores) both with a 3+4 Gleason score.  My PSA has been at 3.9 and 3.7. I have no family history of cancer. (Indeed most live fairly long – my mom a smoker until 93 live to 94,; my Dad also a smoker, who was 68 when I was born, lived to 80, and his sister 101.) My question is: am I pretty much doomed to wearing diapers for the rest of my life with normal treatment? A friend, who also has PC (with slightly worse Gleason readings) insists that incontinence and impotency are almost inevitable. He’s been to support group where 18 out of 20 were still incontinent…though it could be a skewed group since the ones happy with treatment probably aren’t there.  He won’t get treatment and is using Active Surveillance, a lot of exercise and a strict diet. The publicly available treatment here in NZ are radiation and surgery. Brachytherapy may have recently been made available publicly, but I’m not sure. Nanoknife surgery is available privately. I'm pretty active. I exercise every day and go tot the gym in early retirement. Leakage could put a big damper on my life. Any suggestions? 0 likes, 24 replies "
Prostate Problems,https://patient.info/forums/discuss/i-m-looking-for-information-and-or-experiences-with-holep--696280,I'm looking for information and/or experiences with HoLEP.  ,"I have researched HoLEP and have concluded that it's one of the best treatments for BPH.  I'm curious why there isn't more discussion on this blog about HoLEP.  Can anyone advise me of their experience with HoLEP?  Was it successful?  Not successful?  Were there resultant side effects?  Who are the best doctors?  Any information would be appreciated.  Thanks. 0 likes, 35 replies "
Prostate Problems,https://patient.info/forums/discuss/pae-at-ucla-696480,PAE AT UCLA,"Has anyone had the PAE procedure done at UCLA?  Which doctor? 0 likes, 7 replies "
Prostate Problems,https://patient.info/forums/discuss/my-prostate-artery-embolization-with-dr-bagla-jan-2017-560983,"My Prostate Artery Embolization with Dr. Bagla, Jan 2017","I appreciate some of the detailed threads on this site about the PAE procedure - and after reading them, that became the deciding factor in me choosing to go with a PAE procedure rather than Holep laser.  It seemed like the PAE was so much easier and less invasive...why not try it first, right? I'm fortunate that I live fairly close (about 2 hours away) from Dr. Sandeep Bagla, one of the top IR guys in the country for this procedure (if not THE top guy).  I can tell you first hand that Dr. Bagla is a first class doctor and all around nice guy as well.  Very professional, courteous, answers all your questions, and just gives off that vibe like you know everything's going to be fine if this guy does my procedure.  After driving down to meet him in person and do the initial consult at his office, I left there thinking - YES, this is the procedure that I'm going to have. My urologist in Winchester, VA is actually a very good guy (doesn't do any in-hospital procedures himself, only does in-office procedures) and when I asked him about the PAE, he knew about them and had read about the procedure, and thought I'd be an excellent candidate.  He encouraged me to go foward with it. There was some difficulty getting my insurer to pay (they initially denied the pre-authorization) so Dr. Bagla had to do some follow ups with the insurance company doctors in order to get them to pay for the procedure.   Dr. Bagla and his team at Vascular Institute of Virginia is just top notch.  There's no other way to describe them.  Very friendly, easy to work with, and very professional.  There wasn't one minute that I didn't feel like I was in good hands.  My procedure was in mid-January, I got there at 7:30am, they started my IV of solu-mederol since I'm allergic to IV contrast, and within about 45 minutes I was on the table in the surgery suite.  The sedation they use is excellent - fentanyl and versed I believe.  Enough that I was aware of what was going on (I remember thinking geez are they done yet...? during the procedure), yet I was still off in a cozy, dreamy happy land.  Weird but cool.   The proedure was a success, took about 90 minutes.  Laying flat on my back for 2+ hours afterwards was miserable.  By far that was the hardest part of the entire procedure.  Killed my back having to lay flat on a very hard mattress, if I ever had it done again I'd bring a nice memory foam topper to have them use, lol.   Anyway, I was out of the office by about 1:15pm and on the way home.  I passed a little blood in my urine while there at the office.  Nothing uncomfortable, no burning or anything like that.  I can't take nsaids so I didn't take any prednisone following the procedure, no ibuprofen or anything like that.  I took one Celebrex in the morning and one in the evening for several days afterwards.  This was by far one of the easiest medical procedures I've ever had done.  No problems at all.  Again the only discomfort I had was laying flat on my back for two hours after the procedure.  Other than that it was a piece of cake. It's been nearly two weeks and I've had steady improvement.  Not a night & day difference - but definite improvement.  I'm not peeing like a racehorse yet, but defintely peeing better.  No dripping afterwards.  Getting up less at night, so my sleeping is better.  You don't realilze how much your sleep is affected because it happens so gradually over the years - but wow, sleeping for 2-3 hours at a time rather than getting up every hour or so is so much more restful.  I still get up about 3 times per night...but that's much improved from 4-5 times per night.  And it's only been two weeks so I'll still get more improvement. I can say that without a doubt, I highly recommend Dr. Bagla and his staff.  And I highly recommend the PAE procedure.  If you are having doubts....I'd say just go ahead and do it.  It was so much easier that I had imagined.  Very happy that I had it done. 3 likes, 168 replies "
Prostate Problems,https://patient.info/forums/discuss/urolift-procedure-698035,Urolift Procedure ,"Ive had BPH for many years and after tolerating the intolerable side effects from Flomax and Proscar I decided to have the Uroloft procedure done. I looked for with great optimizim that this would be ulimate solution for my problem. I am now 3 months post-op and have to call this procedure a failure. Urinary frequency is back and urine flow is extremely poor. I can no longer urinate standing up as the stream that is produced sprays nearly 180 degrees . There is a lot of pressure when urinating as I can feel the urethra enlarging but find myself bending, twisting and kneading my penis to void. I had the procedure done at a hospitals outpatient surgical center and had a catheter in place 5 days post op. My doctor says there may still be some inflammation and advised me to start back on either the Flomax or proscar. The reason for choosing to have the urolift procedure to begin with was to eliminate the need for these drugs. 2 likes, 13 replies "
Prostate Problems,https://patient.info/forums/discuss/anyone-had-holep-procedure-with-dr-james-roberts-san-diego-ca-usa--697288,"Anyone had HoLEP procedure with Dr James Roberts, San Diego, CA, USA ?","Anyone had HoLEP procedure with Dr James Roberts, San Diego, CA, USA ? How was your experience ? I followed up on a tip from this forum and called his office. It's true that he does the procedure. When asked how long he has been doing HoLEP, the nurse answer was: ""Geezzz! Since he started working in this office and it has been a long time ago."" I was told the procedure will be done at either Sharp or Mercy hospitals in San Diego, but he is booked well into May. The good news is they do take my Medicare Advantage HMO, but I need to get a referral from my PCP first. No more pills ? No more catheters ? Wow! I am so excited at the prospect. Having HoLEP done in my hometown, with insurance covering it. 😀 HoLEP is by far my preferred choice. Second is bipolar TURP. Sure, it comes with some risks. Retro ejaculation risk at 75% ? I already have RE from my doxazosin. It would then be a positive since it means I would have 25% chance of no longer have RE. Incontinence risks ? I think I can handle the few months of temporary incontinence, or even the 1% of permanent.  In return, I might be able to forget the pills, the catheters for a long, long time. 0 likes, 13 replies "
Prostate Problems,https://patient.info/forums/discuss/time-to-pee--697147,Time to Pee.,"Excuse the expression! I have always hd a slow urine flow and time to start. More recently it is a bit slower and drugs such as Finasteride and Tamsulosin like statins just give me so much grief. Does anyone have an idea how long it should take to start flow and get rid of it all. Me, I take 5 to 7 seconds to start and about 20 to 30 secs to clear a cupful. I am considering the operation but Dr tells me there is a 1 in 5 chance of some incontinence. Thanks. 0 likes, 5 replies "
Prostate Problems,https://patient.info/forums/discuss/were-you-given-cipro-or-ofloxacin--696805,Were you given Cipro or Ofloxacin?,"Many of you will have seen my posts warning about problems caused by Cipro (ciprofloxacin) and ofloxacin, two fluoroquinolone  .   I'm trying to get an idea of just how many men have been given either of these antibiotics after going to the doctor with prostate, testicle or just 'down below' pain. I've posted this question because here in the UK doctors were always advised to hand out courses of 4 - 6 weeks of either drug  without having to confirm there was any infection in the first place.  In the last couple of weeks (Feb 2019) the official advice for   has just been changed to prescribing, IF an infection is confirmed, Trimethoprim (Bactrim) or Azithromycin . This is a huge turn around which has come about because the European Medicines Agency have ruled that the fluoroquinolones are too dangerous to be used as 'just in case' drugs. Unfortunately they are still advised for   but the dose has been reduced to just 2 weeks (down from 4-6 weeks)  - and the doctor is still told to check for actual infection first. I know that some of you have said that you have had some problems from taking a fluoroquinolone while others have said it cleared up their pain.  I'd like to get some kind of figures about whether you've been prescribed a fluoroquinolone in the past (for any problem, not just pelvic issues) and if you noticed any adverse reactions afterwards. There are 5 fluoroquinolones generally available in Europe and the US - Cipro, Ofloxacin, Levofloxacin (Levaquin), Moxifloxacin (Avelox) and Norfloxacin.  There are many other names in use in many other countries (eg. Tavanic for Levofloxacin) which I know is confusing!  Please do let me know what your experience of these drugs has been. I'll make sure the information on this website is kept up to date regarding these new guidelines! 0 likes, 32 replies "
Prostate Problems,https://patient.info/forums/discuss/pae-697906,PAE,"I am trying to find out information regarding an Interventional Radiologist by the name of Dr. James Katrivesis.  He is on staff at the University of CA Irvine Medical School.  The only info I can come up with is on the school website and it only confirms that he is a IR who does PAE.  Just wondering by scant chance someone has some knowledge or experience with him.  He is located very close to home so he would be convenient , BUT BUT I want to make sure whoever does it has a lot of experience.  I've kind of narrowed my search down to PAE or MED Lift.  REZIM would be my third choice.  Good chance I will not be a candidate for Med Lift due to an almost 80cc prostate.   I am in contact Dr. Bagla for PAE, so if it all doesn't shake here at home I just may pack my bag and head to Virginia. 0 likes, 9 replies "
Prostate Problems,https://patient.info/forums/discuss/tendonitis-698106,Tendonitis,"I have terrible pain in my upper left  arm from shoulder to halfway to my elbow... apparently due to calcium deposits on my tendons on the rotator cuff . Any suggestions on how to sort this out , without surgery ?I  previously had a ' sub clavicular arthrilicosis ' ( spelling may be wrong !) and this worked well for 4  or 5 years... Dr Bremer of Westville Hospital carried out the procedure using lapriscopic surgery . 0 likes, 5 replies "
Prostate Problems,https://patient.info/forums/discuss/any-research-projects-being-done-in-the-uk-regarding-uti-s--698036,Any research projects being done in the UK regarding UTI's ?,"Has anybody heard of any research projects where they might be looking for volunteers who have continuing UTI's.   I have been plagued with them for over 5 years and had most of the regular A/B's but never get clear and would  be interested in trying to talk to someone who could give some advice  and help which my Drs do not seem able to do. David 0 likes, 13 replies "
Prostate Problems,https://patient.info/forums/discuss/medication-choices-698141,medication choices,"Hi all, I'd like some consensus from any of you who are on or were on any of the BPH daily medications. What is the best one? What's the safest one for long term? And which one is the most cost efficient? Thanks, 0 likes, 7 replies "
Prostate Problems,https://patient.info/forums/discuss/has-anyone-out-there-had-a-prostate-artery-embolization--301859,"Has anyone out there had a ""Prostate Artery Embolization??","I had one on September 10th, 2014 and would love to compare notes with anyone else that has had one.   Thank You.  ChuckP   PS Some people just call it a ""PAE"" for short. 7 likes, 2358 replies "
Prostate Cancer,https://patient.info/forums/discuss/prostate-cancer-and-psa-687203,Prostate cancer and psa,"My father diagnosed with metastatic prostate cancer in dec 2017 . Doctor start hormone therapy with 2 zoladex ( 1st in January 2nd in march) and prescribed calutide tablet one a day. Psa in January 228 ( high due to turp) Psa in april 0.987 Psa in August 2.93 Psa in November 11.3 I am worried about his rising psa Can calutide with zoladex is more effective Does hormone therapy is failing I am very worried any one can help in this regards 0 likes, 1 reply "
Prostate Problems,https://patient.info/forums/discuss/nanotherm-i-heard-this-second-hand-anyone-else-hear-anything--697646,NanoTherm - I heard this second hand - anyone else hear anything ? ,"A friend of a friend: His urologist here in San Antonio had just become a part of a study that uses iron nano-particles that are put into the   lesion, then heated up in a MRI type machine to kill the cancer. If this procedure gets approved by the FDA, men will not need a prostatectomy. John is the first man in the world to complete the process successfully. He did need his prostate removed so they could do a very detailed pathology report to record how effective the procedure was. They are looking for more men to be involved in the study.In order to be considered for the study, all male patients must be between the age of 40 to 85, have   proven intermediate risk  , planning on having a prostatectomy, and be medically fit to have implantation of the NanoTherm™ particles under light anesthesia. Patient must also have a lesion that can be visualized by multiparametric MRI (mp-MRI). The sponsor, Magforce-USA will cover ALL out of pocket cost, including prostatectomy and mp-MRI if one isn't already available. Magforce-USA will also monetarily compensate patient for every visit. The first person to talk to is Lee Anne. Her number is (833)287-1150. She is a delight! MagForce will pay for the mp-MRI and ALL other expenses incurred during the trial - airfare, hotel stays, food, all testing and the final prostatectomy. They have been the best folks to work with. They have 3 sites for treatment so far - Florida, SA and Seattle. 1 like, 2 replies "
Prostate Problems,https://patient.info/forums/discuss/tamsulosin-flomax--697718,Tamsulosin (Flomax),"I was diagnosed with BPH. My urologist prescribed me Tamsulosin. The first three nights were horrible. My pee was from weak stream to dripping. Then it was gradually back to the stage before taking the med. Then I had severe allergy, running nose all the time for a week. I thought it was normal allergy (although I hardly experienced any allergy in my life). It's gone in a couple of weeks. Then I noticed my retrograde ejaculation and severe ED. I am 56 yo healthy and exercise daily. My ED gets worse that even taking 100 mg of Viagra still could not retain my erection. So I stopped a couple of weeks ago and discussed with the doc about it. He said that its the indication that the drug works. But my urination has not been improved but actually gotten worse. Since I stopped (two weeks already), I am still experiencing retrograde ejaculation, actually it's worse than ever to the point of nothing really comes out. I cannot maintain my erection. It's so bad. I am not sure if anyone has experienced this. Will the condition goes away? I am hoping that stopping the pills, the condition will reverse back to normal. I hope this is not a permanent. 0 likes, 17 replies "
Prostate Cancer,https://patient.info/forums/discuss/long-time-ago-686038,Long time ago,"At the age of 60 in 1996 I had a cystoscopy (internal examination) as my urine flow was very weak and I was out of bed 6 or 7 times during the night. The urologist said ""Your prostate would win a highly commended in a produce show"" so  he recommended a TURP  to ease urine flow. The biopsy on the tissue removed showed traces of cancer. I went for a further needle biopsy which showed that it was well spread. My PSA count was only 6.5. I was offered the choice of Surgery, Radio Therapy or wait and see.  Then the surgery was very serious as the latest robotic / micro surgery had not been invented.  If I had surgery I could still have RT after if necessary. If I took the 'wait and see' route I was told that I would only have about 2 years. So I went for the surgery. It was quite intrusive but I got over it and for six years was fine albeit that it put a big dent in my sex life. I went for PSA tests every 6 months and after six years it started to rise again. I was then sent for Radio Therapy treatment. A total of 37 daily visits. It wasn't that bad but made me very tired.  I am now 81 and falling apart with all sorts of age related ailments.  But it has been 22 years since the PC and I have had no further problem with it. I had a stage 2 melanoma on my arm which was successfully removed and I have regular check ups as it would seem I have the cancer gene.  It is worrying at the time to be told that one has cancer but keeping a positive mental attitude helps. 0 likes, 1 reply "
Prostate Cancer,https://patient.info/forums/discuss/difference-between-symptoms-of-prostrate-c-and-just-bph--685660,Difference between symptoms of prostrate C. and just BPH.,"I can't find anywhere how  symptoms really vary between BPH and prostate cancer. Can one have BPH's symptoms for couple of years and then notice new symptoms that would indicate one actually has prostate cancer. I'm just talking about symptoms excluding any PSA or DRE examinations. I'm just examining the symptoms. 0 likes, 2 replies "
Prostate Cancer,https://patient.info/forums/discuss/is-there-a-link-between-pca-or-its-surgery-and-polymyalgia-rheumatica-pmr--687766,IS THERE A LINK BETWEEN PCa OR ITS SURGERY AND POLYMYALGIA RHEUMATICA (PMR)??,"After 25 years of BPH I was MRI diagnosed with 3+4 PCa in 2015. Post Open RP I was staggered to discover a possible link between my 12 months of Dutasteride treatment in 2013/14 and serious PCa. My subsequent enquiries were unable to confirm definite involvement but I still regret this treatment that was at best unneeded and without BPH benefit. The gland failed to achieve it's suggested 20% size reduction. My research led to suggestions PMR may be linked to PCa or its surgery. The cause of PMR is unknown but there may be some link to some cases. Does any post-RP or post RARP survivors here have subsequent PMR issues? PMR and its treatment involves the immune system which is our natural cancer combatant. PMR treatment involves suppression of the immune responses which may not be in our best interests since we are told we have to assume we still have PCa cells in our bodies waiting to declare themselves. Any thoughts?? Barrie Heslop 0 likes, 1 reply "
Prostate Cancer,https://patient.info/forums/discuss/prostrate-radiation-painful-burning-565368,"Prostrate radiation, Painful Burning","Prostrate Radiation, Painful Burning I have had 10 treatments Of EBRT, My Concern: It is beginning to be very painful while urinating with a burning sensation, and the pain lingers afterwards . At first it was tolerable, now the pain is beginning to be an issue with me...(very painful) and it feels like my bladder never empties, along with pain in my penis and groin area. My frequency of urination has increased from 1 times during night time sleep to two. After I get up at night to urinate, the pain is so intense, and want go away it keeps me awake. I did mentioned this to my Doctor, and was told to take Ibuprofen. I am very allergic to aspirin, so ibuprofen is not for me. I do take tamsulosin once a day, but I don't think this helps to relieve my issue. I knew this would probably be a side effect, but was told by others who had radiation it was tolerable, but with me it has become a painful issue. I don't want to come across and sound like a  , but this is begining to be untolerable. Any comments or suggestion on how to deal with this wouild be appreciated.   0 likes, 23 replies "
Prostate Cancer,https://patient.info/forums/discuss/pi-rad-score-of-5-613323,Pi-RAD score of 5,"Just had an MRI scan of the prostate. At follow up consultant casually said I’m surprised you are PI-RAD 5 with such a low PSA! Didn’t have a clue what that meant just remembered it so I could google it afterwards! He didn’t seem at all concerned so at the time neither was I? I’m booked in next week for a MRI Fusion Transperineal Targrted Biopsy Oct 5th 2017! After reading the likely hood of this being clinically significant cancer (or am I getting mixed up with Gleason Scale?) should I be worried or is it common the PI-Rad 5 can mean nothing at all? Any advice please. I’m not scared just need to do what’s best! I’m 50 years old! Is that not quite young for Prostate Ca?  Any advice please  0 likes, 65 replies "
